"[.아이씨티몰에 없는게 없다생활필수템인..육아맘에게는 더 특별할수바께 없는 곳..헬로키티 기저귀와 헬로키티 비데 물티슈를..소개할까 합니다❤ ], 긍정 텍스트 확률 : 93.86%"
"[ 엉덩이 크게 잡아주는게 진짜 맘에 들어요. ], 긍정 텍스트 확률 : 73.24%"
"[ 엉덩이 충분히 잡아줘서 편해 하더라구요. ], 긍정 텍스트 확률 : 83.38%"
"[전체적으로 길이도 넉넉하니허리위까지 올라와요.아기가 누워서 자니까 가끔 밤 소변했을 때엉덩이쪽 잘 새더라구요ㅠ.ㅠ그래서 흡수층이 엉덩이 위 충분히 올라왔음 했는데헬로키티 팬티기저귀는 충분한 길이예요. ], 긍정 텍스트 확률 : 97.29%"
"[스판텍스 허리밴드가 이렇게 탄성이 좋아서아가가 편하겠지요 ], 긍정 텍스트 확률 : 68.74%"
"[ 우리아가에게도 발진없이편하게 딱아이티씨 헬로키티 컴포트핏유 팬티기저귀예요. ], 긍정 텍스트 확률 : 56.67%"
"[본 제품은 아이티씨에서 제품만을 무상으로 제공받고 직접 사용 후 작성 된 후기입니다. ], 긍정 텍스트 확률 : 64.39%"
"[ 아기기저귀추천 피부에 자극 없는 제품을 선택해요 ], 긍정 텍스트 확률 : 79.99%"
"[ 안녕하세요.나이가들면들수록하루하루가너무빨리지나가네요.정말눈깜짝할사이에시간이훅훅지나가는것같아요.그래서하루하루를더욱더소중히여겨야하는이유인것같아요아이가태어나고나서의시간도더빨리지나가는데요아이가하루하루성장하는모습을보니흐뭇하고너무이쁘네요ㅠ얼마전에돌이었는데언제년이라는시간이지났는지아기가건강하게커서감사할따름이랍니다. ], 긍정 텍스트 확률 : 99.99%"
"[ 우리아기가얼마전부터사용하고있는제품이에요맘카페에서아기기저귀추천이있어서후기도꼼꼼히다찾아보니까후기도좋고], 긍정 텍스트 확률 : 99.78%"
"[ 헬로키티아기기저귀는제가제일좋아하는캐릭터인데요.한번사용하는건데이렇게예쁜디자인으로나와있길래디자인도정말예쁘게나온것같죠?ㅋㅋ잘보시면라고보이는부분이있어요눈대중으로만보고앞뒷면을쉽게구별할수있게되어있답니다.무게는일반제품과비교했을때살짝더가벼운듯한느낌이있었어요.재질은확실히부드럽고살랑살랑?거린다고해야할까요?만져보면확실히연한재질이라고느낄수있답니다. ], 긍정 텍스트 확률 : 52.31%"
"[ 이걸사용하면서제일편한건바로소변알림줄이있다는점이였어요.소변알림줄이있어굳이열어보지않고도교체시기를알수가있어서편하더라구요.알림줄이없는제품을사용할때는뜬금없이아이엉덩이뒤를보고그랬는데이제품은그럴필요없이알림줄만보고바로바로체크가가능하여때맞춰갈아줄수있어서위생적으로도좋고냄새도안나고해서편리한기능인것같아요.요알림줄정말작지만이제는없으면정말불편할것같아요ㅠ ], 긍정 텍스트 확률 : 92.46%"
"[ 요안쪽면도역시상당히부드러운재질로되어있었어요.이런재질로만들어져있으니까확실히피부에자극이적어서인지], 긍정 텍스트 확률 : 96.30%"
"[ 이걸로바꾸고나서는애기가잘울지도않고잘착용하고있는모습을보니편하다라는것을느낄수있었어요.그동안많이고생했어울아기ㅠ ], 긍정 텍스트 확률 : 81.37%"
"[ 한가지더장점을말씀드리자면헬로키티기저귀는흡수력이정말좋은데홈페이지에서찾아보니까얇은두께의파워흡수슬림시트?를사용한다고하더라구요그래서인지흡수력이정말좋았어요.많은양의소변을하더라도흡수가쫙쫙잘되니까소변이세어나갈까하는걱정도덜하게되고흡수력에비해두께가얇아서신기하기도하답니다 ], 긍정 텍스트 확률 : 93.56%"
"[ 그리고이중으로넓은응가밴드가있는데요이부분도정말순하고부드러운재질로되어있는데], 긍정 텍스트 확률 : 92.43%"
"[ 이런부분이있어도애가불편함을잘느끼지못하는것같더라구요.용도로는아기가응가를보았을때혹시세어나와도한번더잡아줄수있다고해요특히밤에자고있을때애기가응가를하는경우가있는데샐걱정이없으니얼마나안심스러운지몰라요ㅎ이전에사용했던제품은가끔애기가큰볼일을할때마다옆으로삐직삐직세어나오는일이많았어요ㅠ그때마다이불을몇번이나세탁했었는지], 긍정 텍스트 확률 : 78.20%"
"[ 지금 아기기저귀추천 드리는 키티로바꾸고나서는응가가세어나올일이없어서인지그런일이한번도없었다는사실 ], 긍정 텍스트 확률 : 78.34%"
"[ 완벽한흡수손으로꾹눌러봤는데눌러나오는것도없고흡수력짱짱하구만유아기소변시원하게해도무리없겠어요.예비맘들], 긍정 텍스트 확률 : 76.34%"
"[ 어떤브랜드를고를지고민많으실텐데피부에닿는곳을가장먼저확인하고그다음에는흡수력이좋은제품선택하시는게중요하답니다이거처럼재질과기능성동시에만족한제품이라면더더욱좋구요 ], 긍정 텍스트 확률 : 98.05%"
"[ 아기편하게차고있는모습보이시지요헬로키티케릭터가있어더욱귀엽고아장아장걷는모습보면요즘너무사랑스러워요확실히편해서그런지이전보다활동량이더왕성해진듯한느낌이들긴하지만요ㅎㅎ제품도팬티형이라서쉽게찰수있어서완전편리애기두발넣고쑥올리면끝이랍니다. ], 긍정 텍스트 확률 : 100.00%"
"[ 한번사용해보면정말다른휴지절대못쓰는그런곳이죵저희집도여기꺼제품많이사용하는데품질이정말좋다는인식이있어서그런지이정도의기업에서만든제품이니완전믿음직믿음직 ], 긍정 텍스트 확률 : 82.74%"
"[ 뒷모습너무사랑스럽지요진짜요즘커가는모습보면너무이뻐요좋은제품만고집하는게엄마잖아요우리아이에게좋은음식], 긍정 텍스트 확률 : 99.99%"
"[ 좋은것만해주고싶은것이부모의마음이잖아요.가장어릴때사용하는제품인만큼꼼꼼히체크해야한답니다.지금껏우리아기를키워가면서사용했던제품중정말만족하고있어요아기기저귀추천찾고계시다면꼭참고해보시길바래요아래링크남겨놓을테니한번구경해보셔요홈페이지에서보시면제가설명한것보다더쉽게이해하실수있을거에요ㅠ.ㅠ좋은제품빨리유명해졌으면하네요], 긍정 텍스트 확률 : 99.98%"
"[ 기저귀추천 귀여운 헬로키티 흡수력까지 좋아 ], 긍정 텍스트 확률 : 97.81%"
"[세대 중에 헬로키티 모르는 분 계실까 모르겠어요저 어렸을 적 좀 산다는 집 여자친구들 집에 가면 헬로키티 고양이 인형 하나씩은 있었는데 어린 마음에 그게 참 부럽더라구요세월이 흘러 아기 엄마가 되면서 까먹고 지내다가인스타그램에서 발견한 헬로키티 기저귀추천 글기저귀를 뗄 시기가 다되어가지만 여전히 기저귀유랑족을 면치 못하고 있는 초롱양을 위해서 바로 구입했어요ㅎ ], 긍정 텍스트 확률 : 89.42%"
"[물티슈 심지어 기저귀까지 판매하네요집에서 용변처리할 때는 바로 화장실에 데려가서 물로 씻겨주지만 외출할 때는 비데용물티슈가 필요하길래 기저귀와 함께 비데용물티슈도 겟♬둘 다 귀여운 헬로키티 그림이 그려져 있어서 어린 시절 동심으로 돌아간 듯한 착각에 빠지네요ㅎ ], 긍정 텍스트 확률 : 89.26%"
"[물론 우리 소중한 아이가 사용하는 제품인데 단순히 캐릭터가 마음에 든다고 구입해서는 안되겠죠?두 눈 부릅뜨고 기저귀와 관련된 테스트 검사여부부터 체크체크피부자극테스트 완료], 긍정 텍스트 확률 : 90.16%"
"[심지어 미생물실험실에서 미생물테스트까지 거친다니 믿고 사용할 수 있겠죠본제품부터 포장지], 긍정 텍스트 확률 : 84.31%"
"[이제 개월을 코 앞에 둔 초롱양은 기저귀를 뗄 시기가 점점 가까워져와서 그런가 기저귀를 채울 때마다 이리저리 도망가서 저는 갈아입히기 쉬운 팬티형을 선호하는 편이에요. 그리고 첫째 똘망군을 키우면서 보니 팬티형 기저귀가 익숙해지니 나중에 팬티로 갈아입혔을 때도 혼자 손쉽게 갈아입길래 좋더라구요. ], 긍정 텍스트 확률 : 61.27%"
"[초롱양이 선택한 기저귀는 바로 헬로키티 컴포트핏유 팬티형 특대형 에요남녀공용으로 대형 ], 긍정 텍스트 확률 : 62.42%"
"[특대형 이상이 있어서 현재 인 초롱양의 기저귀를 고를 때 어느 제품으로 해야하나 고민이 되었는데요.ㅠㅠ남다른 허벅지 두께를 가진 초롱양이라서 기존에 다른 기저귀도 모두특대형 제품을 사용한지라 헬로키티 기저귀도 똑같이 주문했어요 ], 긍정 텍스트 확률 : 72.00%"
"[물론 기저귀통기성 에어커버가 공기를 잘 통과시켜서 그런지 멀리서도 초롱양이 대소변 눴다는 냄새가 제 코에 바로 꽂히기에 바로바로 확인이 가능해서 더욱 기저귀 내부가 뽀송뽀송한 것 같아요. 특히], 긍정 텍스트 확률 : 84.21%"
"[무엇보다 아기기저귀추천하는 이유는 바로 이중으로 넓은 응가밴드가 있어 대소변이 샐 틈이 전혀 없다는 거얼마 전에 다른 기저귀를 잘 사용하다가 새로운 기저귀를 찾아 헤맨 이유가 유모차에서 초롱양이 소변을 쌌는데 기저귀 옆으로 새서 엉덩이부분이 축축하게 젖었던 사고가 있었거든요.ㅠㅠ그래서 샐 틈 없는 기저귀로 찾느라 기저귀유랑민 신세였는데], 긍정 텍스트 확률 : 66.12%"
"[최근 시작된 첫 한파로 보일러를 훈훈하게 틀었더니 바지 실종 상태로 기저귀만 차고 온 집안을 활보하는 초롱양ㅠㅠ오빠 공부할 때 조용히 하라고 스케치북이랑 크레파스 주니 신나게 그림을 그리고 조용히 책장 앞에서 책 그림 보면서 놀고 있네요물론 너무 조용해서 찾아보면 기저귀만 차고 밖을 나가겠다고 혼자 현관문 앞에서 신발을 신고 있네요 ], 긍정 텍스트 확률 : 89.36%"
"[새로 바꾼 헬로키티 기저귀가 불편했다면 아마도 기저귀마저 벗고 온 집안을 활보할텐데 그냥 팬티처럼 편안해서 그런지 잘 착용하고 있어요.물론 이곳 저곳 보이는 헬로키티 캐릭터 덕분에 너무 귀여워서 엄마 얼굴에 광대뼈 승천 중ㅎ지금은 겨울이라 집안에서도 가급적 열심히 살들 가리느라 바쁘지만], 긍정 텍스트 확률 : 99.79%"
"[이 포스팅은 업체로부터 제품만 제공받아 실제 사용 후 작성한 후기입니다.], 긍정 텍스트 확률 : 84.35%"
"[ 헬로키티 비데물티슈 두꺼운 물티슈라 사용하기 너무 좋네요 ], 긍정 텍스트 확률 : 84.96%"
"[물에 잘 녹는 물티슈 두꺼운 물티슈 헬로키티 비데물티슈 너무 좋네요 아이가 태어나고 진짜 많이드는 육아용품중 하나가 물티슈인거 가타요 특히나 요즘 지호는 점점 기저귀를 떼려고 하는거 같아요쉬를 하면 기저귀를 아래로 잡아 당기면서 갈아달라는 리액션을 보여주는데], 긍정 텍스트 확률 : 92.59%"
"[ 우수하고 깨끗한 제조시설을 보유하고 있는 곳이예요이곳에서 제작된 헬로키티 비데물티슈 너무 기대되더라고요 ㅋ ], 긍정 텍스트 확률 : 98.34%"
"[비데가 있는 집에서도 비데 사용 후에 다들 물기를 뜨거운 바람으로 말리시는 경우가 있지만], 긍정 텍스트 확률 : 60.10%"
"[ 아직 아기가 사용하기엔 너무 힘든 조작 법이자나요그래서 우리 지호를 위한 두꺼운 비데물티슈를 미리 알아보던중 헬로키티 비데물티슈를 만났어요헬로키티 비데물티슈 케이스도 귀엽고 디자인도 너무 귀엽죠 ㅋㅋㅋ지호가 사용하는 아기물티슈는 물에 잘 녹지않기떄문에변기에 버리면 변기 막힘의 주요원인이 되요 그렇기때문에 꼭 비데전용 물티슈를 사용하셔야해요], 긍정 텍스트 확률 : 89.33%"
"[대형 헬로키티 베디 물티슈에요 귀여운 키티 그림이 그려져있어요. 무난하고 심플한 디자인도 좋지만 이렇게 아기가 좋아하는 그림이 그려져있으면], 긍정 텍스트 확률 : 99.42%"
"[ 간혹 울거나 하는 아이에게 야옹이가 있네 하고 보여주면서 아기의 울음을 멈추게 할 수 있는 스킬을 사용할 수 있어요 ㅋㅋㅋ아기마다 다르지만], 긍정 텍스트 확률 : 88.48%"
"[헬로키티 비데물티슈 매로 물에 잘 풀리는 물에 잘 녹는 비데물티슈예요피부자극 테스트를 완료하였고단계살균 정제수를 사용한 깨끗한 물티슈죠 자연에서 분해되는 원단인 천연펄프와 레이온만으로 만들어진 자연을 생각해준 자연친화적 제품이예요 하지만 물에 잘 녹는다고 많은 양을 넣으시면 안되요 장 정도 적당한 양 사용을 권해요], 긍정 텍스트 확률 : 95.93%"
"[無첨가페녹시에탄올 파라벤튜아이와 함께 사용할 제품이기에 꼼꼼하게 살피게 되는 성분인데요 인체에 유해한 화학성분들이 포함되지 않아서 너무 좋아요 편백잎추출물 ], 긍정 텍스트 확률 : 78.23%"
"[한장씩 쏙쏙 뽑히는 비데물티슈 두툼한 물티슈 보이시나요? 그리고 물티슈에 그려진 귀여운 키티 그림 엠보싱 처리가 된 헬로키티 비데물티슈는요 과하게 물기를 머금고 있지않아서 좋아요정말이지 산뜻하게 사용할 수 있는 적당한 물기 그래서 사용후가 참 마음에 들더라고요 귀여운 키티 그림이 그려진 엠보시의 두꺼운 물티슈 . 헬로키티 비데물티슈], 긍정 텍스트 확률 : 53.96%"
"[큰사이즈의 비데물티슈는 이렇게 케이스에 넣어서 예쁘게 사용할 수 있어요인테리어로도 참 좋은 케이스죠 키티 좋아하는 분들이라면 바로 구매각을 부르지 않을까 싶어요 ㅋ ], 긍정 텍스트 확률 : 89.11%"
"[뚜껑을 닫은 모습 반해버리겠죠 ㅋㅋ 너무 이쁘더라고요 뜨악화장실에 인테리어소품으로도 잘 이용해보려고요 ㅋㅋㅋ뚜겅을 열면 이렇게 비데물티슈한장씩 뽑을 수 있게 되어있어요 ㅋ ], 긍정 텍스트 확률 : 99.07%"
"[비데 사용 후 저는 비데물티슈로 산뜻하게 마무리하고 있습니다. 좋은 성분으로 만들어준 고마운 헬로키티 비데물티슈 우리아기에게도 안심하고 사용할 수 있어서], 긍정 텍스트 확률 : 87.36%"
"[너무 좋아요 . ], 긍정 텍스트 확률 : 95.22%"
"[ 쿠팡 세일정보 세일제품 기저귀 ], 긍정 텍스트 확률 : 65.52%"
"[보신 제품 정보는 쿠팡 물품으로 일시 품절이 될 수 있습니다. ], 긍정 텍스트 확률 : 67.30%"
"[🌟🌟🌟🌟🌟키티 완전 사랑하는데 기저귀라니.... . ], 긍정 텍스트 확률 : 91.42%"
"[⭐⭐⭐⭐이번에도 재구매함 하기스보다부드러움 생각보다 통풍이잘되는거 같음 아직까지발진도 없고 괜찮음 부드러워서촘촘해보이는 감 때문에통풍이 안되는거 같지만잘 쓰고 있음 키티도 이쁘고사용감도 만족하고 있음.... . ], 긍정 텍스트 확률 : 95.69%"
"[ 제조년월일쿠팡상품번호취급방법 및 취급시 주의사항], 긍정 텍스트 확률 : 62.21%"
"[보고 계시는 글은 제휴마케팅 해당 포함된 광고로 일정 커미션을 지급받을 수 있습니다. ], 긍정 텍스트 확률 : 84.95%"
"[으로 판매되고 있습니다. ], 긍정 텍스트 확률 : 61.59%"
"[포스팅 시점의 가격입니다. 구매시 한번 더 확인해 주세요 ], 긍정 텍스트 확률 : 70.54%"
"[해당 상품리뷰는 구매자의 실제 후기입니다. ], 긍정 텍스트 확률 : 58.78%"
"[ 타임 벡셀 알카라인 벌크 건전지 알알 외 개 특가 상품년 월 일 ], 긍정 텍스트 확률 : 53.04%"
"[ 개의 특가 상품이 등록되어 있습니다. ], 긍정 텍스트 확률 : 69.79%"
"[타임 벡셀 알카라인 벌크 건전지 알알 ], 긍정 텍스트 확률 : 70.79%"
"[타임 사조참치 캔증정 해물우동외 종 ], 긍정 텍스트 확률 : 50.83%"
"[무한타임 손흥민의 토트넘신상 트레이닝 상하 세트 ], 긍정 텍스트 확률 : 52.07%"
"[타임 교과서가 재밌어지는 초등 맞춤 동화 교과 연계 ], 긍정 텍스트 확률 : 83.99%"
"[타임 폭풍인기 홈애니 보온보냉텀블러], 긍정 텍스트 확률 : 66.61%"
"[타임 제주 극조생 감귤로얄과중대과 ], 긍정 텍스트 확률 : 51.52%"
"[무료배송 쿠폰존슨앤드존슨 뉴트로지나아비노리스테린 외 브랜드 할인 모음전 ], 긍정 텍스트 확률 : 59.03%"
"[유한킴벌리 좋은느낌 에어핏매직쿠션], 긍정 텍스트 확률 : 85.18%"
"[타임 굿브라더스 링퀴드 포도당부스트× 포 ], 긍정 텍스트 확률 : 92.78%"
"[컬쳐캐쉬 문화상품권 만원권 직접바로 충전 ], 긍정 텍스트 확률 : 54.11%"
"[과일나라 ＋ 세라마이드헤어팩아르간콜라겐 대량함유추가선물까지 ], 긍정 텍스트 확률 : 89.59%"
"[선착순대 크로스오버 무결점 인치 프리미엄 모니터패널 ], 긍정 텍스트 확률 : 61.17%"
"[르샵 블라우스가디건팬츠 외 종 감성가득 시즌 스타일웨어 총집합 ], 긍정 텍스트 확률 : 95.80%"
"[가을생활백서 라템 가성비 만점 아이템 가방지갑 외 잡화 득템전 ], 긍정 텍스트 확률 : 83.95%"
"[무한타임 마지막 대폭 할인가에센스 투명꽃 립밤 ], 긍정 텍스트 확률 : 50.85%"
"[무료배송 제주삼다수 첫 행사개당 원꼴 박스포장 ], 긍정 텍스트 확률 : 52.23%"
"[두툼한 닭가슴살 스테이크외 종 골라담기 ], 긍정 텍스트 확률 : 87.91%"
"[린나이 가스레인지 종 모음전 ], 긍정 텍스트 확률 : 77.91%"
"[해피콜플라즈마 인덕션 티타늄 후라이팬궁중팬 모음전 ], 긍정 텍스트 확률 : 83.12%"
"[카드가능현대백화점 상품권 만원캐시백], 긍정 텍스트 확률 : 52.23%"
"[코디 무표백 에코그린에코맘 겹 롤팩화장지 ], 긍정 텍스트 확률 : 73.88%"
"[모구모구 복숭아 입 음료수주스쥬스 ], 긍정 텍스트 확률 : 78.63%"
"[컴플리트 오리지날 소프트 개입 ], 긍정 텍스트 확률 : 87.48%"
"[샤오미 미지아 전기 히트온도조정버전무료배송 ], 긍정 텍스트 확률 : 59.03%"
"[필네이처 리타 베트남노니원액 주스], 긍정 텍스트 확률 : 52.23%"
"[하우쎈스 부드럽고 따뜻한 차렵이불세트 양면이불 ], 긍정 텍스트 확률 : 95.65%"
"[올리빙 대용량 도트리빙박스수납박스정리함수납함 ], 긍정 텍스트 확률 : 84.76%"
"[엠지텍 로봇청소기 트윈보스 진공물걸레앱지원매핑기능 ], 긍정 텍스트 확률 : 52.79%"
"[이메텍 전기요 싱글 전용커버증정 ], 긍정 텍스트 확률 : 62.08%"
"[켄트 프리미엄 초극세모 칫솔 풀세트개 ], 긍정 텍스트 확률 : 51.92%"
"[여수 돌산갓김치 갓김치시설 우리농산물 ], 긍정 텍스트 확률 : 70.32%"
"[현대 감동 서귀포 햇 감귤 로열과], 긍정 텍스트 확률 : 94.10%"
"[앤드지지오지아 맥스다운 덕다운 롱패딩 종 모음 택 갤러리아 ], 긍정 텍스트 확률 : 71.44%"
"[ 유아물티슈추천 헬로키티 비데물티슈 ], 긍정 텍스트 확률 : 79.58%"
"[아이들 헬로키티 좋아하는걸 알고 화장실에서 사용할 비데물티슈 챙겨보았답니다.. . ], 긍정 텍스트 확률 : 81.76%"
"[ 아이티씨에서는 다양한 헬로키티 제품들이 있어요.물론 화장지종류로 말이죠 ], 긍정 텍스트 확률 : 66.91%"
"[이쁜 ], 긍정 텍스트 확률 : 74.79%"
"[케이스도 있어 ], 긍정 텍스트 확률 : 70.79%"
"[아이들에게 사용하는것을 유도하니 조금씩 나아짐이 보이더라구요.ㅋ ], 긍정 텍스트 확률 : 50.65%"
"[그리고 여성분들 그날에는 꼭 필요한것중 하나가 ], 긍정 텍스트 확률 : 86.63%"
"[이또한 물티슈인데요. ], 긍정 텍스트 확률 : 60.40%"
"[유아물티슈추천], 긍정 텍스트 확률 : 79.58%"
"[하는 만큼 그날인 여성분들에게도 필수품 추천합니다. ], 긍정 텍스트 확률 : 69.41%"
"[겹 롤 화장지부터 겹 화장지 팝업티슈와 그리고 미용티슈키친타올 ], 긍정 텍스트 확률 : 64.34%"
"[물티슈까지다양하게 취급하고 있어서 다음에도 아이들 좋아하는 키티로 롤휴지를 구매해볼까 싶어요. ], 긍정 텍스트 확률 : 70.91%"
"[아이티씨 홈페이지에 가입하고서 구매하면 더저렴하게 그리고 다양한 혜택도 받아 볼수 있기에전 가입했답니다. 음 하하], 긍정 텍스트 확률 : 71.50%"
"[캡형으로 된 제품은 그냥 욕실에 두고서 사용해도 되고여행시 한팩 들고서 가도 참좋겠죠그래서유아물티슈추천하기도 합니다. 여행지에서 아이들 뒤처리 난감할때도 참 많은데요. ], 긍정 텍스트 확률 : 75.64%"
"[저희도 아직 막내가 조금은 봐줘야 하는 시기라서늘 챙겨주며 가르쳐 주고 직접 사용해보라고도 하고 있어요. ], 긍정 텍스트 확률 : 61.53%"
"[ 알로에베라잎 추출물이 함유되어피부컨디셔닝과 보호를 도와주기에아이들 엉덩이 일명 똥독 오르거나 피부의 알레르기 생기지 않아 좋더라구요. ], 긍정 텍스트 확률 : 78.47%"
"[종의 안전성 테스트를 완료하여 안심하고 사용할 수 있는 헬로키티 비데물티슈], 긍정 텍스트 확률 : 67.67%"
"[이렇게 매 들어 있는 물티슈와매가 들어있는휴대용도 있기에휴대용은 아이가방에 챙겨두고놀이터에 놀러갈때나어린이집에서 뒤처리할때여행시 활용하기 좋은 물티슈로 넘 편리하고 좋아요. ], 긍정 텍스트 확률 : 91.48%"
"[이귀여운 헬로키티 케이스 비데물티슈간편하게 버튼 눌러 뚜껑열고 쏙쏙 뽑으니밀폐가 되기에마를일 없고 좋네요. ], 긍정 텍스트 확률 : 87.90%"
"[이렇게 욕실 화장지 위에 올려놓기도 하고욕실 변기 뒤에 올려놓기도하고아직 위치를 확실히 못잡았지만아이들이 사용하기 편하게위치를 잡고 있답니다. ], 긍정 텍스트 확률 : 83.51%"
"[이렇게 큰 아이 가방에도 놀이터 갈때 혹시 모르니 챙겨가라고 넣어주었어요.휴대하기도 좋고 안심하고 사용할수 있으니 좋고아이들이 좋아하는 헬로키티로미리 점수 따고 들어갔네요], 긍정 텍스트 확률 : 91.07%"
"[ 오늘의초특가 헬로키티 프렌즈 천연펄프 겹이상 롤화장지], 긍정 텍스트 확률 : 77.46%"
"[ 위 이미지를 클릭하면 상세페이지로 넘어갑니다쿠팡에서 일간 최대추가 캐시 적립중이에요. 꼭 받아가세요특가상품은 조기 품절이 되니 유의바랍니다.해당 특가상품정보는 년 월 일 시 분 기준입니다 ], 긍정 텍스트 확률 : 93.46%"
"[↓아래는 실제 구매고객이 작성한 리뷰입니다↓ ], 긍정 텍스트 확률 : 62.32%"
"[게시일. 포스팅 시기에 따라 제품의 가격 및 재고의 변동이 있을수 있습니다. 이 포스팅은 제휴마케팅이 포함된 광고로 일정 커미션을 지급 받을 수 있습니다. ], 긍정 텍스트 확률 : 86.49%"
"[ 위 이미지를 클릭하면 상세페이지로 넘어갑니다쿠팡에서 일간 최대추가 캐시 적립중이에요. 꼭 받아가세요특가상품은 조기 품절이 되니 유의바랍니다.해당 특가상품정보는 년 월 일 시 분 기준입니다 ], 긍정 텍스트 확률 : 93.46%"
"[↓아래는 실제 구매고객이 작성한 리뷰입니다↓ ], 긍정 텍스트 확률 : 62.32%"
"[게시일. 포스팅 시기에 따라 제품의 가격 및 재고의 변동이 있을수 있습니다. 이 포스팅은 제휴마케팅이 포함된 광고로 일정 커미션을 지급 받을 수 있습니다. ], 긍정 텍스트 확률 : 86.49%"
"[ 위 이미지를 클릭하면 상세페이지로 넘어갑니다쿠팡에서 일간 최대추가 캐시 적립중이에요. 꼭 받아가세요특가상품은 조기 품절이 되니 유의바랍니다.해당 특가상품정보는 년 월 일 시 분 기준입니다 ], 긍정 텍스트 확률 : 93.46%"
"[↓아래는 실제 구매고객이 작성한 리뷰입니다↓ ], 긍정 텍스트 확률 : 62.32%"
"[게시일. 포스팅 시기에 따라 제품의 가격 및 재고의 변동이 있을수 있습니다. 이 포스팅은 제휴마케팅이 포함된 광고로 일정 커미션을 지급 받을 수 있습니다. ], 긍정 텍스트 확률 : 86.49%"
"[ 키티 귀엽네용 ㅎ], 긍정 텍스트 확률 : 92.70%"
"[키티는 사랑이에용 ㅎㅎ], 긍정 텍스트 확률 : 85.38%"
"[키티기저귀까지 나오다니ㅋㅋ이쁘네요], 긍정 텍스트 확률 : 88.42%"
"[ 근데 어렸을때부터 키티 좋아했던지라 몬가.. 반가운? 그런 마음이 컷던거같아요], 긍정 텍스트 확률 : 94.55%"
"[기저귀에도 우와 전 헬로키티 비행기 타보고 싶던데], 긍정 텍스트 확률 : 78.46%"
"[.아이씨티몰에 없는게 없다생활필수템인..육아맘에게는 더 특별할수바께 없는 곳..헬로키티 기저귀와 헬로키티 비데 물티슈를..소개할까 합니다❤ ], 긍정 텍스트 확률 : 93.86%"
"[기저귀는..처음 접하는건데요 키티 인기가 많다보니까..싫어하는 아이는 절대 없으실거에요❤..헬로키티기저귀도 처음이지만 많고 많은..기저귀 포스팅중 팬티 기저귀는 또 첨이라..특별합니다 . ], 긍정 텍스트 확률 : 50.36%"
"[ 얇은두께와 우수한 통기성일 자랑하며파워엠보싱과 이중으로 넓은 응가밴드또 소변알림줄까지 완벽한 부드러움을 자랑하는헬로키티 기저귀❤ 아이티씨티몰은 헬로키티 이외에도 많은캐릭터들이 줄서있으니 눈돌아갑니다 ], 긍정 텍스트 확률 : 92.36%"
"[ 활동하기 편하도록 탄력성이 정말 우수 해요제가 다 개운한거있죠써보니 흡수력 또한 우수해서 밤기저귀로도 추천합니다강력한 흡수층은 순간 흡수력을 높히고], 긍정 텍스트 확률 : 92.59%"
"[ 리얼 엠보 커버로피부 접촉 면적을 최소화하고표면 공기 흐름을 강화시키는 저자극 기저귀로허니콤 리얼 엠보싱 으로 유명한데요우리아기에게 직접적으로 닿은 부분이다보니이것또한 중요하게 봐야하는 부분이겠죠 에에쓰루 방식의 섬유 고유의 부드러움과 볼륨감을살린 기저귀 를 찾으신다면 바로 이것입니다 ], 긍정 텍스트 확률 : 94.41%"
"[찝찝함은 두배죠요 제품은 찝찝함도 변기막힐 염려도 없이평생 깨끗함을 자랑하며 사용할수 있어요 ], 긍정 텍스트 확률 : 65.72%"
"[단계 정수로 깨끗한 물을 사용 하였습니다믿고 쓰기 넘 죠아요 ], 긍정 텍스트 확률 : 76.35%"
"[ 사용후에는자연에서 분해되는 원단 사용 으로막힐 걱정없이 사용가능 또 휴대용물티슈까지나와서 휴대성 최고로 아이와 어디갈때 가지고다니기 너무 좋더라구요👍 ], 긍정 텍스트 확률 : 93.06%"
"[ 부드럽고 푹신푹식한 촉촉함까지도 완벽한비데물티슈❤ 이거슨 정착템 ], 긍정 텍스트 확률 : 94.77%"
"[또 부드러움이있으니까 손에 묻은 오염까지 산뜻하게 완벽하게 ], 긍정 텍스트 확률 : 94.12%"
"[ 특가도 자주 있으니 이번 기회에 부드러운 생활템겟 해보시는건 어떨까요❤ 아이도 엄마도모두 만족할수 있는 디자인과 기능성 모두 굿뜨👍이용해보세요절대적으로 완벽템입니다.. ], 긍정 텍스트 확률 : 96.94%"
"[ .?아이티씨아이티씨.?아이티씨몰아이티씨몰.?헬로키티헬로키티.?힐로키티컴포트핏유힐로키티컴포트핏유.?팬티기저귀팬티기저귀.?비데물티슈비데물티슈.?컴포트핏유컴포트핏유.?헬로키티기저귀헬로키티기저귀 .?물티슈물티슈.?비데물티슈추천비데물티슈추천.?아기기저귀아기기저귀.?아기물티슈아기물티슈.?기저귀추천기저귀추천.?헬로키티비데물티슈헬로키티비데물티슈.?비데티슈비데티슈요즘 우리 아이가 고양이], 긍정 텍스트 확률 : 96.91%"
