"[ 평가표도 있어서각각 써본 후 정리해서 비교해보기 좋을것 같더라구요 ], 긍정 텍스트 확률 : 81.73%"
"[세상에한 번 사용해보고 정말 놀랐어요흡수가 엄청엄청엄청 잘 돼요이렇게 푹 젖은 기저귀를 했는데도아기 엉덩이가 진짜 뽀송뽀송여태까지 썼던 기저귀들 중에단연 온 탑이었어요쉬를 한 이후 엉덩이라고는 믿을 수 없게습기가 하나도 없이 뽀송해요쉬한 직후엔 다른 기저귀들과 비슷하고], 긍정 텍스트 확률 : 97.77%"
"[사용감에 만족한 저는여기에 정착해야 하나 하는 생각과 함께일단 팬티형 팩을 주문합니다 ㅋㅋㅋ], 긍정 텍스트 확률 : 68.52%"
"[심지어 팬티형 팩도 모자라밴드형도 팩을 구입합니다 ㅋㅋㅋㅋ엄청 마음에 들었다는 거죠 ㅋㅋ], 긍정 텍스트 확률 : 90.84%"
"[옆면에 손잡이와 뜯는 곳이 있구요], 긍정 텍스트 확률 : 82.30%"
"[식겁했던 무늬 ㅋㅋㅋㅋㅋㅋ알록달록 엄청 귀엽지만민무늬에소변줄을 지향하는 제겐정말 감당하기 어려운 화려함ㅋㅋㅋㅋ], 긍정 텍스트 확률 : 93.02%"
"[밴드형 역시 흡수력 진짜 좋았어요대박 짱짱 뽀송뽀송팬티형도 밴드형도 동일한 흡수력런칭한지 얼마 안 되어핫딜도 자주 하는 것 같아요그리고 저는 밴드형], 긍정 텍스트 확률 : 96.10%"
"[팬티형 다토탈 팩을 쓰면서도알갱이가 나온 적이 없었는데알갱이가 나와서 안 쓴다는 분들을 봤어요다른 분들한테 킨도 알갱이 얘기가 없었는데저는 알갱이가 엄청 나왔던 걸 생각하면아마 케바케인 듯 싶습니다ㅠㅠ일단 저는 대만족ㅋㅋ다른 기저귀 후기는 여기 ↓ ..], 긍정 텍스트 확률 : 96.79%"
"[ 왠걸 흡수력 굳], 긍정 텍스트 확률 : 96.70%"
"[부드러움 굳. 신생아때는 팸퍼스], 긍정 텍스트 확률 : 93.00%"
"[그 뒤를 이어 하기스네이처], 긍정 텍스트 확률 : 53.84%"
"[생각지도 않게 흡수력이 너무 좋아서 아기 피부가 뽀송뽀송한 걸 발견했고], 긍정 텍스트 확률 : 64.46%"
"[ 또 흡수체가 차가워지지 않았다는 점], 긍정 텍스트 확률 : 62.54%"
"[ 각양각색의 도트무늬 디자인이 있는 슈베스기저귀는밴드라인과 팬티라인이 조금 다른 디자인으로 되어있다. 다이나믹슈퍼슬림마일드노블레스슬리머 도트크기와 색상으로 라인이 다르거나 사이즈가 다른 식으로.팬티형은 밴드가 부드럽고], 긍정 텍스트 확률 : 91.25%"
"[한가지 아쉬운 점은 엉덩이부분 폭이 좁다는 것.그녀가 통통 아기가 아닌데도 엉덩이는 다 덮히지 않아 몸무게 에 맞춰 기저귀를 사면 샐 것 같은 느낌에 항상 한치수 큰 걸로 해서 입혔더니 옆으로 응아가 샌적이 없다.물론 샘 방지선 끝까지 묻은적은 있지만 ㅎㅎ], 긍정 텍스트 확률 : 98.38%"
"[그건 대부분의 기저귀가 조금씩은 가지고 있는 부분.흡수체가 차가워지지 않는 것에 나는 감사할뿐.마미썼을 때 진짜 식겁했던 부분.너무 차가워져서 아기 피부가 찹찹할 정도슈베스 슈퍼슬림 기저귀의 □장점허리 밴드가 너무 부드럽고], 긍정 텍스트 확률 : 55.23%"
"[진짜 화가 났었음엠보시트라서 아기 피부에 자극이 덜해 발진이 난 적이 없었다.□단점 팬티형의 엉덩이 폭이 좁다.요즘 날씨가도를 넘어서기 시작하니 다시 슈퍼슬림으로 갈아타야 할 때. 다이나믹팬티 한팩 남은거 마저 쓰고 바로 주문해야지.본후기는 업체로부터 무상으로 제공받은 슈퍼슬림 한팩의 후기와 일년 넘게 슈베스의 각종 기저귀들을 사용해보고 있는 개월 아기엄마의 후기가 함께합니다. 아기 개개인의 피부타입이나 성향에 따라 맞는 기저귀가 있다는 것은 잘 아실터], 긍정 텍스트 확률 : 79.61%"
"[ 기저귀 넘 귀엽네요 ㅎㅎ], 긍정 텍스트 확률 : 98.41%"
"[ 가격대비 바바랩괜찮아요..쫀쫀하니 편하고..역류도없고..가격저렴할때 한번 구입해보셔요], 긍정 텍스트 확률 : 52.82%"
"[아 알아용ㅎㅎ 핫딜뜬거 본적있눈데 못샀다는 ㅜㅜ ㅎㅎ 구매해볼게용 감사합니다👍🏻❤️], 긍정 텍스트 확률 : 96.60%"
"[딱.. 제가 안 써 본 것들로만 사용 후기가 올라 와 있어 매우 유익했어요쿠잉 정말 궁금했는데 감사 해용 ], 긍정 텍스트 확률 : 73.66%"
"[ 혹시 애기몇키로에요??], 긍정 텍스트 확률 : 93.09%"
"[.키로요], 긍정 텍스트 확률 : 61.04%"
"[요즘은 기저귀도 이쁘게 나오네요], 긍정 텍스트 확률 : 90.52%"
"[디자인 귀엽네요], 긍정 텍스트 확률 : 89.00%"
"[슈베스 좋은거 괜찮더라구요], 긍정 텍스트 확률 : 95.69%"
"[밤기저귀로 추천추천해용], 긍정 텍스트 확률 : 91.64%"
"[경북석적지유띵똥맘울 둘째 써보니 괜찮더라구요 ㅎ흡수력 좋아요], 긍정 텍스트 확률 : 99.35%"
"[기저귀가 이쁜데여?ㅋㅋ], 긍정 텍스트 확률 : 59.05%"
"[제목 변경하였습니다 감사합니다.], 긍정 텍스트 확률 : 89.76%"
"[ 후기 최고에요👍근데 벨라도 친환경기저귀인가요??잘몰라서 질문드려요], 긍정 텍스트 확률 : 99.55%"
"[ 몰텍스는 팬티없어요저도 이제 팬티형 친환경 고민인뎅 ㅋㅋ 정보감사해요], 긍정 텍스트 확률 : 54.21%"
"[ 디테일한 후기 👍👍👍뒷태 심쿵통풍 통방에 매력을 느끼셨다니이제부터 고고고 순정 너무 예쁨뿜뿜입니다.특히 통방], 긍정 텍스트 확률 : 99.22%"
"[메롱형 완전 꿀조합으로 보내주셨네요♡♡♡], 긍정 텍스트 확률 : 88.23%"
"[순정 진짜 너무 이쁘네용..😭😭 깔끔하고 여성스러운걸 좋아하는지라 ㅎㅎ 레이스 흰 머리띠랑 하니 안성맞춤🤩], 긍정 텍스트 확률 : 97.58%"
"[오오먼저 후기 올리셨네요 전 휴가 중이라 집에 가야 쓸 수 있어요ㅠㅠ저도 당첨되서 지금 휴가 중에도 입히고 있지만 원피스에는 요게 딱이지요넘넘 예뻐요 ㅎㅎㅎ], 긍정 텍스트 확률 : 99.59%"
"[그죵 원피스에 이게 딱😚😚 휴가중에 이쁜 사진 많이 남기셧겠어용휴가 잘 보내시구 안전하게 귀가하셔용😁], 긍정 텍스트 확률 : 77.53%"
"[아 너무 이쁘네요ㅠㅠ 저두 아따시 순정 초창기모델? 프릴팬귀 샀었는데 원피스에 외천해본적있어용 짱이쁨ㅠㅠ 근데요즘 응가가 자꾸 묽어서 잠시 외천 쉬네용ㅎㅎ신상도 넘 이쁩니당], 긍정 텍스트 확률 : 99.98%"
"[ 아 저 어제 주문했는데 팩씩이라는 게 이렇게 오는군요 ㅎ 아직 배송을 못 받았어요 궁금했는데 잘보고가요], 긍정 텍스트 확률 : 86.78%"
"[넹넹ㅎ왠만한건 다써봤네요ㅋㅋ], 긍정 텍스트 확률 : 95.43%"
"[쥴리엣뜨아아어떤 게 나으세요 ㅎㅎ], 긍정 텍스트 확률 : 59.70%"
"[이슬이공공칠나비잠.슈퍼대디.리베로 재구매의사있어용], 긍정 텍스트 확률 : 92.45%"
"[오 저도 써보고싶네요 전 보솜이 리얼코튼 실패해서.. ㅠㅠ 좋은정보 감솨요], 긍정 텍스트 확률 : 90.77%"
"[좋은정보 감사합니다ㅎㅎ], 긍정 텍스트 확률 : 97.10%"
"[오 정보 감사해요], 긍정 텍스트 확률 : 84.51%"
"[저도 종 주문해서 입혀 봤는데 나비잠은 앉아 있는데 쉬야 다 새서 황당했고요ㅋㅋ전 메리즈에 꼽혔어요밤기저귀 메리즈로 바꿔보려구요], 긍정 텍스트 확률 : 81.17%"
"[제일 마지막에 있는 기저귀는 어떤건가요? 디자인이 예쁜거 같아요 ㅎㅎ], 긍정 텍스트 확률 : 67.14%"
"[후기잘봤습니다.], 긍정 텍스트 확률 : 73.48%"
"[후기 잘봤어여 저도 써봤는데 좋았어요], 긍정 텍스트 확률 : 95.41%"
"[아이올챙이배가 너무 귀여워요], 긍정 텍스트 확률 : 92.27%"
"[이벤트 당첨을 진심으로 축하드리며], 긍정 텍스트 확률 : 69.30%"
"[후기 감사합니다앞으로도 카페에서 진행되는 다양한 이벤트 많은 관심과 참여 부탁드립니다], 긍정 텍스트 확률 : 93.60%"
"[디자인도 귀염지고 좋아요], 긍정 텍스트 확률 : 92.18%"
"[감사합니당], 긍정 텍스트 확률 : 84.51%"
"[저도 친환경 기저귀 거의 다 써보고 밤보네이처로 정착중인데요벨라베이비 못써봤네요. 얇다 하길래 여름에 써볼까 하고 있어요.몰텍스가 좋긴 한데 정말 뻣뻣하지요 너무 자세히 잘 적어주셔서 많은 도움 되었구요], 긍정 텍스트 확률 : 94.50%"
"[ 감사합니다 ], 긍정 텍스트 확률 : 84.51%"
"[도움되었다니 기뻐용], 긍정 텍스트 확률 : 69.36%"
"[벨라가 얇을 편인가요??? 전 벨라 쓰다다 여름거 찾고 있거든요 ㅠ 다른 기저귀들은 벨라보다 더 두껍나요??], 긍정 텍스트 확률 : 71.61%"
"[저도 아기 신생아때부터 일전까지는 하기스네이처메이드 쓰다가 지금 밤보네이처랑 몰텍스 섞어서 쓰고있는데요 하기스만 써봐서 그런지 밤보랑 몰텍스에서 화학? 냄새같은게 좀 나는거 같은데 원래 좀 그런가요 제 코가 좀 예민하긴 해요..ㅋㅋㅋㅋㅋ계속 아기 배에 코 처박고 맡고있네요ㅠㅋㅋㅋ], 긍정 텍스트 확률 : 61.75%"
"[기저귀 자체에서는 냄새 안나고요오줌싸면 밤보는 냄새많이나고 몰텍스는 그냥 꿉꿉한 정도에요하기스가 뜯자마자 냄새나서 미리 환기시켜놓고 쓰는편이에요], 긍정 텍스트 확률 : 56.43%"
"[ 울 아이도 모모래빗 쓰는데 너무 좋아요], 긍정 텍스트 확률 : 99.39%"
"[우와 좋아보이네요], 긍정 텍스트 확률 : 57.56%"
"[저는 이불.먼지털기 기능으로 번했는데 손수건 상태 괜찮았어요 ], 긍정 텍스트 확률 : 66.90%"
"[밤부베베 쓰고있는데 저는 손수건너무만족해요. 먼지많대서 이불털기기능으로만 먼지털어내고있구요. 첫 찬물세탁하고 이불털기로했는데 분의정도 먼지차더라구요. 백번정도 사용한 지금은 장한꺼번에 해도 먼지안나요.오히려 더부들해져서 신랑이 잘샀다고 칭찬하는데.. 저 먼지는 손수건 헤지면서 더많이 나온듯해요.건조기 저온기능은 생각보다 저온이아니예요.], 긍정 텍스트 확률 : 66.52%"
"[원단 쪽일하면서], 긍정 텍스트 확률 : 57.95%"
"[레이온 물에 약하다는거 알면서 왜 샀는지...ㅋㅋㅋ ㅠㅠ 저도 면 사려구요 이제 ㅠㅠ], 긍정 텍스트 확률 : 51.48%"
"[개인차가 있겠지만 경험에 의한 솔직한 후기 저는 참 좋게 잘봤어요저도 밤부베베 고민많이 했었거든요 ], 긍정 텍스트 확률 : 78.75%"
"[저만 운안좋게 상태 안좋은 아이 걸렸을수 있어요 ㅎㅎ 다만 레이온재생섬유밤부포함자체가 물에 엄청 약하긴해요. 광택감이나 이런건 면에 비해 훨씬 좋지만.. 좋은 제품 사셨으면 좋겠어용], 긍정 텍스트 확률 : 89.42%"
"[ 꺄 당첨되신거부러워요 아이도 마음에들어하는거같아용], 긍정 텍스트 확률 : 84.08%"
"[ 정말 고생 많으셨어요 후련 하시겠습니다 질문이 있는데요 선생님 손씻고 올께요’ 하고 영아들만 교실에 있고 손씻고 오신건가요?? 진짜 어떻게 해여할지 ㅠㅠ저도 그래야 하는 상황이 많을 것 같아서 걱정이고 고민이네요..], 긍정 텍스트 확률 : 99.70%"
"[둥이모친그쵸 ㅠ 역시 도움이 있어야 하죠..손을 수십번 씻어야 할텐데 ㅋㅋ 맴번 원장님을 부르자니 그렇네요 ㅠ가정어린이집이라 원장님이 점심준비도 하셔야하는데 ㅠ 에구 내일 원장님과 상의를 해봐야겠어여 ㅎ말씀 너무 감사합니다], 긍정 텍스트 확률 : 98.86%"
"[소심한교사화이팅입니다언제 지나가나 했는데 지나가네요], 긍정 텍스트 확률 : 95.60%"
"[수고하셨어요 좋은 결과 있으시길], 긍정 텍스트 확률 : 82.13%"
"[수고하셨어요저도 이제 곧 평가제라 걱정이 태산 이예요ㅜㅜ], 긍정 텍스트 확률 : 85.67%"
"[수고하셨어요좋은결과 있으시길 ㅎ], 긍정 텍스트 확률 : 97.28%"
"[ 이거하자], 긍정 텍스트 확률 : 57.95%"
"[ 관찰 다 손봤거든요손씻거나 기저귀], 긍정 텍스트 확률 : 50.79%"
"[ 우와 후기까지 써주시다니 넘 감사하네요♥], 긍정 텍스트 확률 : 99.89%"
"[ 팬티기저귀라 너무좋아보여용], 긍정 텍스트 확률 : 80.17%"
"[율이진이맘입고 걷는모습 상상이가네요ㅋ], 긍정 텍스트 확률 : 56.68%"
"[팬티형 기저귀가 ㅎㅎ 더 편안해 보이긴 하더라구요], 긍정 텍스트 확률 : 54.45%"
"[이벤트 당첨을 진심으로 축하드리며], 긍정 텍스트 확률 : 69.30%"
"[후기 감사합니다앞으로도 카페에서 진행되는 다양한 이벤트 많은 관심과 참여 부탁드립니다], 긍정 텍스트 확률 : 93.60%"
"[귀엽고 부드러워서좋아요], 긍정 텍스트 확률 : 95.28%"
"[배모양도 있더라구요 딸기 이쁘네요], 긍정 텍스트 확률 : 81.29%"
"[ ㅎㅎㅎㅎ 잼나게 읽었습니다 ], 긍정 텍스트 확률 : 97.21%"
"[명심하고 이스타신청 꼭 할게요ㅎㅎㅎㅎ 가족의 평화를 위해 좋은 후기 감사해요], 긍정 텍스트 확률 : 95.23%"
"[후기 꼼꼼하게 적어주셔서 고맙습니다 많이 도움이 될것같아요], 긍정 텍스트 확률 : 65.44%"
"[잘봤습니다], 긍정 텍스트 확률 : 76.83%"
"[왜 음성지원이 되는걸까요??재밌게 읽었어요], 긍정 텍스트 확률 : 85.63%"
"[리티디안 꼭 가볼께요], 긍정 텍스트 확률 : 82.45%"
"[ㅎㅎ재밌게 잘보고 갑니다], 긍정 텍스트 확률 : 97.80%"
"[악ㅋㅋ 후기 너무 재밌어요 갈비탕 핏자 꼭 기억하겠습니다. ㅋ], 긍정 텍스트 확률 : 99.30%"
"[저는 슬리머 쓰는데 아직 한번도 안샜어용 ㅎ], 긍정 텍스트 확률 : 70.18%"
"[아 그래요?? 슈베스꺼도 잘만 갈아주면 괜츈요 ㅎ], 긍정 텍스트 확률 : 91.04%"
"[슈베스 디자인 귀엽고 괜찮아요 ㅎ], 긍정 텍스트 확률 : 98.99%"
"[기저귀 너무귀여워요], 긍정 텍스트 확률 : 96.22%"
"[그니까요 딸기모양 너무 귀엽네용], 긍정 텍스트 확률 : 94.68%"
"[후기잘보았어요ㅋ 저도언능써보고 후기써야징ᆢㄷ], 긍정 텍스트 확률 : 95.64%"
"[넹부들부들 너무 좋아요], 긍정 텍스트 확률 : 93.81%"
"[수원예랑맘마자요ㅋ 저도이제 후기써야 하는데 말이지요], 긍정 텍스트 확률 : 51.44%"
"[안녕하세요 수원맘 스탭입니다. 쪽지와 메일 남겨드렸습니다. 확인 부탁드립니다.], 긍정 텍스트 확률 : 87.81%"
"[ 오로라 기저귀 후기 잘보았어요], 긍정 텍스트 확률 : 76.83%"
"[오로라스킨핏 팬티기저귀 좋은거 같아영], 긍정 텍스트 확률 : 57.22%"
"[안녕하세요 강남구맘 스탭입니다. 쪽지 남겨드렸습니다. 확인 부탁드립니다.], 긍정 텍스트 확률 : 82.65%"
"[ 어머님의 정성스런 후기는 정말이지 사랑입니다 ], 긍정 텍스트 확률 : 77.99%"
"[제가 감사합니다 사진 촬영 후 후기가 늦었어요. 인스타], 긍정 텍스트 확률 : 78.88%"
"[블로그 잘 안해서 참여방법이 이게 맞는지 모르겠으나어쨋든 사진 잘 찍어주셔서 감사하여 작성해보았습니다 다음 촬영 때 뵐께요😊], 긍정 텍스트 확률 : 81.71%"
"[귤이좋아맘 정말 예쁜 후기 감사합니다. 너무 정성스럽게 써주셔서 이달의 베스트 후기감이네요 . 저도 모르게 글에 빠져 들어갔네요 일단], 긍정 텍스트 확률 : 99.92%"
"[ 아크섹 액자 적립해드렸습니다.예쁘게 써주신 후기글을 지역 카페에 올려 주시고 링크 주소 복사해서 남겨 주시면 됩니다.맘 같아선 그냥 드리고 싶은데 후기글이 넘 좋아서 꼭 올려 주세요], 긍정 텍스트 확률 : 99.25%"
"[어머님 이쁜 후기와 정성 가득한 글 감사합니다 일 촬영때 뵙겠습니다 ], 긍정 텍스트 확률 : 93.51%"
"[정성스러운 후기 감사드려요 다음 촬영도 이쁘게 나올수 있도록 노력하겠습니다], 긍정 텍스트 확률 : 77.24%"
"[잘 찍어주신 촬영 작가님과 스텝 선생님께 감사드립니다😆], 긍정 텍스트 확률 : 84.02%"
"[따뜻한 후기 감사합니다 일 사진만큼 앞으로의 사진도 예쁘게 잘 나와서 좋은 후기 또 볼 수 있었으면 좋겠습니다 감사합니다], 긍정 텍스트 확률 : 99.98%"
"[고맙습니다 추운 날 감기 조심하세요 일 촬영 때 뵙겠습니다😍], 긍정 텍스트 확률 : 69.15%"
"[맘의 쎈쓰는 정말 아이잉 앞으로도 맘의 후기가 엄청 기대됩니다 ], 긍정 텍스트 확률 : 99.57%"
"[ 평가표도 있어서각각 써본 후 정리해서 비교해보기 좋을것 같더라구요 ], 긍정 텍스트 확률 : 81.73%"
"[.?보솜이프리미엄디오가닉보솜이프리미엄디오가닉 단계공용피부친화 오가닉 코튼 커버라고 하니그냥 왠지 안심하고 쓸수 있을 것 같아요.흡수력 등은 무난한 편이었어요.허리 날개부분이 좀 뻣뻣하다고 느껴졌는데이걸 탄탄하게 받쳐줘서 좋다는 분들도 있었네요. ], 긍정 텍스트 확률 : 79.83%"
"[.?보솜이리얼코튼보솜이리얼코튼 단계 여아여아용이라 그런지 사랑스러운 핑크색 무늬.체감상 디오가닉이랑 그리 큰 차이는 못느꼈어요.아마도 소재에서 차이가 있겠죠? ], 긍정 텍스트 확률 : 77.26%"
"[원산지 논란도 있길래 패스했어요. ], 긍정 텍스트 확률 : 61.97%"
"[ .안녕하세요 .오늘 포스팅은오가닉 아기 기저귀 하기스 네이처메이드 오가닉 코튼 커버 사용 후기입니다...동동이 태어나면서부터 사용해봤던 하기스..오가닉 코튼 커버는 처음 접하게 되었는데요.아기 옷이나 수건은 오가닉 제품을 많이 봤었는데 기저귀도 오가닉이라니. 우리 동동이의 소중한 엉덩이를 지켜줄 수 있을 것 같은 기대감이 ], 긍정 텍스트 확률 : 51.21%"
"[ .하기스가 좋은 이유 중 하나는 이 절취선 ㅋㅋ.동동 첫 기저귀로 하기스를 사용했기 때문에 저에게도 첫 기저귀는 하기스였는데요..다른 제품도 당연히 쉽게 뜯을 수 있을 줄 알았는데 으억 안 되는 기저귀들도 있더라고요.그래서 힘으로 빡..하기스는 따는 선이 준비되어 있어 편하게 기저귀를 오픈할 수 있어 좋아요.], 긍정 텍스트 확률 : 95.76%"
"[ .하기스 네이처메이드 오가닉 코튼 커버 기저귀 사진 만나보실까요?..개의 디자인으로 준비되어 있는 하기스 네이처메이드 오가닉 코튼 커버], 긍정 텍스트 확률 : 88.09%"
"[ .쉬야를 싸면 노란 무늬가 이렇게 파란색으로 바뀌는데요...신생아 때 기저귀가 싸면 변한다는데 처음엔 뭐가 변한다는 건가 했던 기억이 ㅋㅋ.지금도 초보 엄마지만 그때는 더더 초보 맘 ㅎㅎ..우리 동동 쪼꼬미시절때 저의 모습이 기억나 쉬야 무늬 표시도 찍어보았어요 ..색이 변한 무늬를 보고 기저귀 상태를 알 수 있어 편리하지요. ], 긍정 텍스트 확률 : 99.62%"
"[ 오늘은 우리 아기가 시간 착용하고 있어 더 꼼꼼하고 챙겨야 하는 기저귀 리뷰로 포스팅해보았는데요.기저귀는 아기 피부에 직접 닿는 제품이기 때문에 좋은 성분으로 만든 믿을 수 있는 아기에게 잘 맞는 제품 선택이 정말 중요한 거 같습니다. 유기농 순면 기저귀 하기스 네이처메이드 오가닉 코튼 커버써보니 우리 동동이에게 너무 잘 맞는 제품인 것 같아요발진 없이 샘 걱정 없이 피부에 자극 없는 기저귀를 찾고 계시나요? 전 하기스 네이처메이드 오가닉 코튼 커버 기저귀 만족이랍니다 ], 긍정 텍스트 확률 : 59.16%"
"[ 하기스 샘플링 이벤트로 제품을 무상 지원받아 작성된 후기입니다 ], 긍정 텍스트 확률 : 51.12%"
"[ 주변에서 많이 사용하는 제품들과육아커뮤니티에서 추천해주신 제품들 위주로 샘플 신청했고위 사진속에 왼쪽에 보이는보라색 땡땡이무늬가 슈베스 슬리머 기저귀입니다 ], 긍정 텍스트 확률 : 80.76%"
"[ 이때도 제가 다양한 제품 중에서슈베스 기저귀만 만점을 줬었어요슈베스 못지않게 마음에 들었던유명한 제품이 있어 구매해서 사용해봤는데아기가 뒤집기와 되집기 등을 하면서활동량이 늘어나자엉덩이에 흡수젤 알갱이가 덕지덕지 붙어있는걸 보고...아무리 인체에 무해하다고는 하나차마 못쓰겠더라구요 ㅠㅠ ], 긍정 텍스트 확률 : 59.48%"
"[ 슈베스제품은 다른제품들과는 다르게윗부분이 아니라 옆부분에 절개선이있어요저도 처음에 몰라서 한참 찾았다는 ㅎㅎ ], 긍정 텍스트 확률 : 79.94%"
"[ 이렇게 위생적으로 한장씩 꺼내쓰기 편하게 만들어져 있는데개인적으로 아쉬운점은이왕이면 기저귀가 반대방향으로 나오도록들어가있으면 좋을 것 같아요아래사진처럼요 ㅎㅎ그럼 조금 더 위생적이지 않을까 생각해봅니다현실은 다 꺼내놓고 쓰지만요 ㅋㅋ ], 긍정 텍스트 확률 : 99.49%"
"[ 슈베스 슬리머를 착용시켜보았어요제가 다양한 제품들을 사용해보니확실히 슈베스슬리머 기저귀가 얇고 가볍고꿀벅지인 우리아기가 착용하기에도조이는 느낌이 없었어요그렇다고 새지도 않아요 ], 긍정 텍스트 확률 : 86.79%"
"[ 속 밴드는 샘방지 기능을 잘 하고있네요 ], 긍정 텍스트 확률 : 67.93%"
"[ 엉덩이도 넉넉히 잘 덮고 있어요자면서 뒤집었다가 되집었다가여기저기 굴러가곤 하는데도 멀쩡합니다 ㅎㅎ아기가 기저귀를 오래 착용해도엉덩이쪽 소변줄은 노란색을 유지하고 있는걸 보면아마 더 오래 지속될수도 있지 않을까 싶어요 ], 긍정 텍스트 확률 : 96.97%"
"[ 위 링크를 따라 키즈윈도로 들어가시면슈베스기저귀을 구매하실 수 있어요저는 이제 슈베스기저귀로 정착하기로 하고대량 추가구매하였답니다 ㅎㅎ ], 긍정 텍스트 확률 : 56.21%"
"[ 박스로 온 제품을 보니 마음이 넉넉하네요이래서 아기엄마들이 기저귀를 대량구매하나봐요 ㅎㅎ아직 마음에 드는 기저귀를 찾지 못하셨다면슈베스 기저귀 꼭 한번 써보세요아기 기저귀로 슈베스를 만나엄마들이 생리대까지 슈베스로 바꾸기도 한다던데저도 조만간 슈베스 생리대를 구매해보려고요제품을 무상으로 제공받고 후기는 솔직하게 작성하였습니다 ], 긍정 텍스트 확률 : 83.14%"
"[ .?신생아기저귀추천신생아기저귀추천.?슈베스기저귀슈베스기저귀.?기저귀발진기저귀발진.?슬림기저귀슬림기저귀.?슈베스슈퍼슬림슈베스슈퍼슬림.?팬티기저귀팬티기저귀.?여름기저귀여름기저귀.?여름기저귀추천여름기저귀추천.?육아용품육아용품.?출산용품출산용품.?기저귀추천기저귀추천.?슈베스슈베스.?.?슈맘후기슈맘후기 ], 긍정 텍스트 확률 : 96.95%"
"[ 밴드형 기저귀의 운명은 혀니의 움직임이 많아짐으로써 끝나고 말았습니다.네 그렇죠 ㅠㅅ ㅠ 이제는 자기 고집이 생기는 바람에 누워있으려고도 하지않고 정말 기저귀를 갈아주는게넘나 큰일이 되었답니다 ㅠㅠㅠㅠ ], 긍정 텍스트 확률 : 85.67%"
"[ 그래서 드디어 팬티형으로 혀니의 기저귀를 바꾸었습니다 물론 아직 잘 때는 슈베스 노블레스를 사용하고 있어용 요건 밴드형 ], 긍정 텍스트 확률 : 88.73%"
"[특대형으로 바꿔야할 거 같기도 해요], 긍정 텍스트 확률 : 61.14%"
"[역시나 슈베스의 트레이드 마크인 땡땡이 도트무늬가 뙇색도 제가 너무 좋아하는 민트색이에요 ㅅ 슈베스 슈퍼슬림은 초강력 중흡수 시스템으로 순간흡수신속확산역류방지 이렇게 완벽한 흡수력을 가지고 있어요뭉침방지시트], 긍정 텍스트 확률 : 99.62%"
"[ 허리밴드와 흡수시트가 일체형으로 되어있어서 엉덩이를 넓고 편안하게 감싸주고], 긍정 텍스트 확률 : 73.32%"
"[ 후처리테이프는 기저귀 뒷편에 있고], 긍정 텍스트 확률 : 54.81%"
"[ 현이도 좋아하는 슈베스 슈퍼슬림 저는 진짜 슈베스 기저귀는 믿고 쓰는 편이라서 이번 팬티형 슈퍼슬림도 매우 만족하며 사용하고 있어요모두 가볍고 편한 기저귀로 사용해보시는건 어떠세용?진짜 한번 쓰기 시작하면 절대 다른 기저귀로 바꿀 수 없는 슈베스의 세계로 다들 오세용 ], 긍정 텍스트 확률 : 97.41%"
"[써보고 싶은 기저귀들이 많은데ㅎㅎㅎㅎ.혹시 써보고 괜찮았던 기저귀 있으면 알려주세요 ], 긍정 텍스트 확률 : 63.59%"
"[ .앙블랑에서 새로 출시한 킵프렌즈 기저귀.체험단으로 써봤는데 꽤 괜찮아서 단계는 킵프렌즈로 쟁여놨다..무엇보다 특가 이벤트를 놓칠 수 없었쥬ㅋㅋ.박스라 꽤 오래 쓸 것 같긴 한데ㅎㅎㅎ.단계는 허리 둘레가 좀 넉넉했으면 하는 바람이... 아직 개시 전 ], 긍정 텍스트 확률 : 90.81%"
"[채우기는 꽤 쉽지만 앞뒤 전체 길이가 조금 짧은 느낌이었다. ], 긍정 텍스트 확률 : 89.52%"
"[주문한 단계 기저귀 출고가 조금 늦는다고 해서.혹시 그 사이에 기저귀가 모자랄까봐 구매한 케이맘 기저귀.또 새로운 걸 한 번 써보고 싶었달까.무늬가 두 가지인데 여태 쓴 기저귀 중 제일 화려하다..생각보다 소변줄도 진해서 확인도 쉽다..기분탓인지 모르겠는데 기저귀 특유의 냄새가 아주 살짝 나서.응가 냄새와 섞이니 한번 더 킁킁.. 하게 되는 것 같다..여태 다른 기저귀는 안 그랬던 것 같은데ㅋㅋㅋ.추가 밤새 싸도 넘치지 않는 기저귀는 처음인 듯... 밤기저귀로 픽ㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 92.02%"
"[ .이것도 체험단으로 받아서 쓰고 있는데.개인적으로는 제일 맘에 든다ㅋㅋㅋ.솔직히 디자인은 쏘쏘], 긍정 텍스트 확률 : 95.76%"
"[ 보풀의 습격으로고생 많았던 우리 아기 피부를 위해새로운 기저귀 체험에 도전맘스클럽 체험단에 당첨되었답니다그래서 받게된밴드형 기저귀 ], 긍정 텍스트 확률 : 94.24%"
"[ 커버 디자인부터 시선강탈예뻐서 눈을 뗄 수가 없네요샌프란시스코의 감각이 느껴져요 ], 긍정 텍스트 확률 : 94.23%"
"[대형 사이즈남녀공용이네요총 개 들어있어요다른 사이즈에 대한 안내도 적혀있어요 ], 긍정 텍스트 확률 : 80.61%"
"[ 기저귀 사용에 대한 주의사항도꼼꼼하게 적혀있어요 ], 긍정 텍스트 확률 : 74.06%"
