"[.우리❤ ], 긍정 텍스트 확률 : 62.63%"
"[ ↘ 행사끝나고 돌아가는 순간까지 문자로 챙겨주시는 아이원맘 행사모습도 바로 확인할수 있어요 ㅋㅋㅋㅋ 진주 행사보면...저 왤케 많이찍혔나요 ㅠㅠㅠㅠㅠㅠ ㅎㅎㅎㅎㅎㅎ 부끄럽지만 넘 행복한 순간이였어요. ], 긍정 텍스트 확률 : 100.00%"
"[ ↘ 아참 그리고 이 신기한 어플은행사 당일 시까지만 무료로 다운받을수 있대요그 유명한 크라잉베베 첫째랑 터울이 있다보니...마치 초산모마냥애를 어떻게 키웠지..어떻게 키우지? 다시 잘할수있을까? 하는많은 고민들이 있는데 요즘 세상 참 좋아졌지요.이런 어플도 있어요우는 아가 울음소리를 녹음하면아기가 왜우는지 분석해주는 어플이예요.분석 외에도 가입해서 둘려보니 임신], 긍정 텍스트 확률 : 71.37%"
"[ 육아관련 팁들도 많이 정리해있더라구요. 유익한 어플까지 다운받을 수 있게 해준 아이원맘...매력적이답니다 ㅎㅎ 꼭 참석해보셔요 후회없을꺼예요 ㅋㅋ], 긍정 텍스트 확률 : 99.93%"
"[ 이상 저의 아이원맘 임신육아교실 금행사 후기 였답니다.제 글이 첫 참석하시는 엄마들에게 도움이 됬으면 하는 마음에 길게 주절주절 글 적게 되었네요. 특히나 워킹맘이여서 참석은 하고싶으나 시간이 안맞으시다면...그래도 꼭 반차를 써서라도 한번쯤은 꼭 참석해보길강추합니다 긴글 주저없이 쓴 읽어주셔서 다들 감사합니다우리 모두 순산합니다 ♡. 주차걱정말아요 ㅋㅋ아마도 주차걱정없는 장소로 대관하시는듯해요.주차권도 시간짜리 주니깐요.시간이면 충분해용ㅎㅎ사진엔 시간으로 되어있는데 시간주차권이였답니다. ], 긍정 텍스트 확률 : 100.00%"
"[ 그치만점심은 꼬옥챙겨드시고 가세요 행사가 생각보다 길어질수있으니깐 ㅠㅠ배가고플거예요 ㅋㅋ전 이렇게 먹고갔는데도 .시경되니깐..배고팠어요 ㅋㅋ꼭 밥 든든히 드시고 즐거운 마음으로 행사참석하시기를요 그럼 진짜로 글 마쳐요 끝 ], 긍정 텍스트 확률 : 99.50%"
"[월일제회 아이원맘 진주 임신육아교실 모습 ◀ ], 긍정 텍스트 확률 : 92.41%"
"[절 찾아보세요 ㅎㅎㅎㅎㅎㅎ], 긍정 텍스트 확률 : 75.06%"
"[곳곳ㅇ ㅔ 숨어있답니다 ㅋㅋ ], 긍정 텍스트 확률 : 55.95%"
"[저희 아들이 원래 사용하고 있는 기저귀는밤보네이 제품인데요], 긍정 텍스트 확률 : 54.24%"
"[ 이번 기저귀는 정착할 수 있길 바라며개봉 및 후기 글 갑니다. ], 긍정 텍스트 확률 : 80.93%"
"[아시는 분들 아시죠? 소니엔이라구 ㅋㅋ ], 긍정 텍스트 확률 : 59.29%"
"[ 기저귀랑 물티슈 분유가 가득가득팬트리에 차있으면 그렇게 뿌듯하고또 든든할 수 없더라구요.배송된 기저귀들을 보니 또 맘이 꽉 차는이 든든한 느낌 ], 긍정 텍스트 확률 : 53.97%"
"[모든 기저귀에 다 있는 건 아니지만요즘은 많이들 있는 소변줄 표시노란색이었다 파란색으로 변해요. ], 긍정 텍스트 확률 : 64.76%"
"[물을 부어서 찍을까 하다가 실제 오줌 양으로 비교해보는 게 좋을 거 같아서 하루 기다렸어요], 긍정 텍스트 확률 : 92.93%"
"[ 저희 아들은 저녁 시 분부터 아침 시까지 자는데요], 긍정 텍스트 확률 : 50.03%"
"[ 아기기저귀추천 ], 긍정 텍스트 확률 : 79.58%"
"[안녕하세요울 아가도 다양한 기저귀를 사용해보고있는 중이예요 최근 지인추천으로 알게된 팸퍼스기저귀 사용해보고 느낀점을 소개드리려고해요결론은], 긍정 텍스트 확률 : 52.83%"
"[ 단점도 있지만 대체적으론추천드리는 기저귀랍니다우선], 긍정 텍스트 확률 : 97.14%"
"[군 기저귀와 두깨를 비교해봤어요 ㅎㅎ 사진으로는 차이가 크지않지만 실제로 보시면 팸퍼스가 훨씬 얇고 부드러워요팸퍼스 드라이와 크루저는 두께는 거의 같아요 파우더향 유무차이 ], 긍정 텍스트 확률 : 79.29%"
"[그리고 밴드부분이 젤 마음에 듬피부에 자극적이지않고밴드가 엄청 짱짱히 늘어나요 ], 긍정 텍스트 확률 : 56.44%"
"[당기면 쭈욱ㅋㅋㅋ부드럽게 잘 늘어나고 보들보들하면서 흡수력도 정말 짱이예요어떤 기저귀들은 새기도하고 역류하기도하는데 팸퍼스는 전혀 이런 문제는 없었어요 ㅎㅎㅎ정말 밤기저귀로 추천드려요♥︎.♥︎하지만 단점도 조금 있어요...일단], 긍정 텍스트 확률 : 53.50%"
"[이런 단점들이 있음에도 불구하고 많은 기저귀를 사용해본 결과 저는 팸퍼스가 가장 좋네요얇고 부드러워서 아기가 활동하기 아주 가벼워보이고 아기피부에 닿는부분들이 보들보들해서 자극도 적어서 너무 좋은것 같아요디테일하게 후기를 적지는 못했지만정말 제가 직접 구매해서 사용해보고 쓴 글이예요 참고하시고 기저귀선택하세요 ], 긍정 텍스트 확률 : 88.60%"
"[쇼핑떼샷이에요엄청많죠?근데 이렇게 구매해서 쿠폰쓰고 하니 만원도 안들었다는요쭈니내복개], 긍정 텍스트 확률 : 95.18%"
"[배변팬티개 그리고 사은품으로 유아나시까지저..완전 득템했어요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ하나하나 소개해드릴께요], 긍정 텍스트 확률 : 52.92%"
"[ 남자아이들사랑 자동차 ♡ ], 긍정 텍스트 확률 : 85.61%"
"[ 이모가 득템했다 울아 ], 긍정 텍스트 확률 : 83.96%"
"[ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ면도 아이들피부에 닿아도 꺼칠꺼칠하지않은 부드러운 면소재에요특히나 팬티는 아이들생식기에 직접 닿는 것인만큼 부드러운 면소재가 좋더라구요 ], 긍정 텍스트 확률 : 94.31%"
"[ 다시한번 말씀드리지만], 긍정 텍스트 확률 : 80.05%"
"[ 소매부분에 시보리까지 쨍쨍해요조카울이 입혔더니 잘어울리는거 있죠세지만 아무래도 세인 울이에게 더 잘 맞는걸로ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 99.54%"
"[ 저..첨이첨이 참 좋아하나봐요ㅋㅋㅋㅋㅋㅋㅋ두번째로 구매한 내복역시 첨이첨이인데요유아내복은 아무래도 첨이첨이가 최고 아니냐면서ㅋㅋㅋㅋㅋㅋ가격도 무난하고디자인도 귀엽고 말이죠 ], 긍정 텍스트 확률 : 98.83%"
"[ 곰돌이디자인 너무 귀엽지않나요ㅋㅋㅋㅋㅋㅋㅋ엄마취향인가 허허.. ], 긍정 텍스트 확률 : 70.94%"
"[ 티셔츠등 얇은내의에 주로 사용되는 원단이에요우리쭈니는 열이 많이때문에 두꺼운 내복보다는 얇은내복을 집에서도 입히고 있구요기모내복을 입히면 놀다보면 땀 흘리기 일쑤더라고요 ], 긍정 텍스트 확률 : 93.56%"
"[ 이것역시 발에 시보리 짱짱해요ㅋㅋㅋㅋㅋㅋ진짜 내복이 크긴하지만 예뻐서 내년까지 아껴서 입힐려고요 ♥ ], 긍정 텍스트 확률 : 99.95%"
"[ 마지막으로 오끼오수면조끼에요이불킥 하는 아이들에겐 필수품수면조끼원인데 지금 행사해서 만원초반에 구입할수 있다는 사실사이즈느 으로 내년까지 입힐수있게 넉넉한사이즈로 준비했어요 ], 긍정 텍스트 확률 : 99.21%"
"[ 아래 여밈 똑딱이단추 있고요 ], 긍정 텍스트 확률 : 68.32%"
"[ 옆단추또한 똑딱이에요ㅋㅋㅋㅋㅋㅋㅋㅋㅋ개가 있답니다그래서 우리쭈니 답답해하지도 않고입고벗기기도 너무 수월해요], 긍정 텍스트 확률 : 64.03%"
"[ 집에 있던 기존의 수면조끼들은 물려받은거라 단추도 떨어지고밑에 여밈단추도 없어서 치마같이 치렁치렁했는데요오끼오수면조끼는 밑에부분까지 똑딱이단추가 꼼꼼하게 있어서 넘나 편하다는요 ], 긍정 텍스트 확률 : 61.82%"
"[ 얼마나 편해보이는지는 사진으로도 보이시죠?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ충분히 느껴지실거라 믿어요 ], 긍정 텍스트 확률 : 86.70%"
"[ 사은품으로 받은 나시이건 봄여름가을에 진짜 유용하게 입혀지는데ㅋㅋㅋㅋㅋ사은품또한 센스있다는요 ], 긍정 텍스트 확률 : 93.39%"
"[ 월일까지월동준비 보온꿀템 소재별베스트아이템이벤트진행중이에요 우리아기들 따뜻한 겨울날수 있게 지비스타일에서 득템하자구요 ♥ ], 긍정 텍스트 확률 : 99.97%"
"[당근스티커 요게 포인트 모으듯 모우는 건가봐요?ㅎㅎ 이왕 쓰는거 한번 도전해볼까 싶네요 ], 긍정 텍스트 확률 : 95.83%"
"[디자인도 예쁘죠 막 요란하지 않고 깔끔 심플한데 예쁘기까지ㅎㅎ ], 긍정 텍스트 확률 : 81.62%"
"[소변알림선이 이렇게 노랗게 표시되어있어요쉬야하면 파란색으로 변한답니다ㅎ ], 긍정 텍스트 확률 : 98.01%"
"[팬티기저귀 뒷처리를 위한 스티커요새 자꾸 저거 뜯을려고 하는 딸램 때문에ㅋㅋㅋㅋ미치겄지만요편해서 있어야하는 기능이에요 ], 긍정 텍스트 확률 : 99.07%"
"[소프트셔링 허리밴드가 진짜 쫀쫀하고 잘 늘어나서 편해보여요제가 만져도 굉장히 부드러운 ], 긍정 텍스트 확률 : 76.54%"
"[엠보싱이 살아있네요 이렇게 촘촘하고 폭신해보이는 기저귀는 또 첨이에요ㅋㅋㅋ제가 이 기저귀 받아보고 바로 팩 더 질렀는데요마침 할인도 하고 구매 포토후기 이벤트로 갖고싶었던 도노도노 기저귀파우치도 준다고해서 샀지요 ], 긍정 텍스트 확률 : 64.21%"
"[구매인증샷ㅋㅋㅋ써보면 좋은 팬티기저귀기저귀 유목민 탈출하쟈 와 ], 긍정 텍스트 확률 : 90.44%"
"[ 허리밴딩부분도 얇게되어있어서 아기배가 쪼이거나하지않구요깝깝해하지않아서 한결 아기보기가 편하더라구요 ], 긍정 텍스트 확률 : 62.34%"
"[ 팸퍼스 기저귀 너무너무얇아서 흡수력이 걱정이였는데요 전혀 걱정할필요가없어요 흡수력도 최고 ], 긍정 텍스트 확률 : 84.12%"
"[ 요 허리밴딩도 신축성이 너무 좋아서 맘에들어요팸퍼스를 쓰기전엔 진짜.. 응가한번누면 전쟁을 치뤄야했어요 ㅠㅠ앉아서 응아를 하면 등뒤로 응아가 타고올라오는 사태가............늘 위에옷이고 등이고 다 베려서 진짜 전쟁아닌전쟁을 치뤄야했는데 팸퍼스를 쓰고선 아기가 앉아서 응아를해도 허리위로 응가가 올라오지않더라구요], 긍정 텍스트 확률 : 97.24%"
"[ 용변후엔 요렇게 돌돌말아 버려주면 끝 ], 긍정 텍스트 확률 : 61.06%"
"[안녕하세요?오프를 맞이해 포스팅 마구마구 올리고 있는 써니에요 ㅋㅋㅋ어제까지 오전근무를 마치고 아이들과 키즈카페에 가기로 해서 또 육아에 열일하고 있었더니], 긍정 텍스트 확률 : 92.53%"
"[이런일도 생기네요넘 넘 감사합니다 ㅍㅎㅎㅎ궁금하지 않으셔도 한번 구경해 주세요 ㅋㅋ▼ ], 긍정 텍스트 확률 : 97.77%"
"[이쁘죵? ㅋㅋㅋ사랑스럽죵???미키미니 캐릭터 너무 좋아해서 요것도 넘 맘에 들어요아이들도 참 좋아할것 같은데요 ], 긍정 텍스트 확률 : 99.98%"
"[용량도 이상 넉넉안심하고 사용할 수 있기로 유명한 메소드 제품과의 콜라보 ], 긍정 텍스트 확률 : 71.77%"
"[유통기한도 살짝 봐보구요 ], 긍정 텍스트 확률 : 75.00%"
"[나름 제품이네요], 긍정 텍스트 확률 : 75.31%"
"[빨갛게 잘 익은 딸기의 달콤함 상상 속에만 존재하던 수줍은 소녀와의 봄소풍을 떠오르게 하는 사랑스런 향 ], 긍정 텍스트 확률 : 98.31%"
"[상콤한 레몬방울], 긍정 텍스트 확률 : 56.98%"
"[사랑 스러움 주르륵], 긍정 텍스트 확률 : 69.52%"
"[ 미키바디워시 레몬에이드향이랍니다.참 말도 예쁘게 잘 만들어낸다는전 언제 이런 말솜씨좀 배워볼까요?? ㅋㅋㅋ ], 긍정 텍스트 확률 : 98.11%"
"[눈물피부자국테스트 완료한 순한 바다워시잘 사용할께요 감사합니다핑크퐁 사랑할꼬야 ], 긍정 텍스트 확률 : 92.54%"
"[ 앙블랑 기저귀], 긍정 텍스트 확률 : 51.44%"
"[기저귀는 한팩해도 며칠 안가니 쌓아둘 수 밖에 없고..그래도 늘 모자란 느낌이랄까요 ㅠㅠ그래서 신청 ], 긍정 텍스트 확률 : 63.66%"
"[넘나 감사합니다그래서 당장 써보고 후기 올립니다 ㅎㅎㅎㅎ ], 긍정 텍스트 확률 : 99.42%"
"[앙블랑 기저귀 후기 ], 긍정 텍스트 확률 : 51.44%"
"[다른 제품 중형을 쓰고 있는데 비교했을때 조금더 큰 사이즈였어요.뭔가 넉넉함이 좋네요.앙블랑 로고가 유난히 눈에 띄네요. ], 긍정 텍스트 확률 : 67.24%"
"[허리밴드도 쭉쭉 늘어나니 괜찮았고요], 긍정 텍스트 확률 : 94.71%"
"[안쪽면엔 보송보송한 느낌이 좋아요.다른 기저귀들도 좋지만 뭔가 쑥향이라고 해야하나? 건강한 느낌의 향기도 나고 믿음직스러웠어요. ], 긍정 텍스트 확률 : 81.07%"
"[아기 착용샷입니다.조금 큰 감이 있어도 전 조금 큰 사이즈를 하는 걸 선호하거든요.그래야 많이 싸도 빨리 안갈아도 되고 ㅎㅎ그만큼 흡수력도 좋으면 정말 더 좋구요튼실한 우리 선둥이의 다리 ㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 99.75%"
"[이건 조금 더 쌌을 때입니다.조금 표시나죠?? ㅎㅎㅎ그래도 흡수력이 좋아서 그런지 많이 축축하지 않아서애들이 몇번을 싸고 나서야 울고 해서 갈아주었답니다.넘나 좋네요막수하고 나서 밤용으로도 손색없어요 ], 긍정 텍스트 확률 : 90.62%"
"[앙블랑 물티슈 후기 ], 긍정 텍스트 확률 : 51.44%"
"[나눔과 아이중심경영을 실천한다는 문구가 넘 마음에 들어서 .. ㅎㅎㅎ개봉 후 주 이내 사용하지만 주면 다 쓴다는 슬픈 현실이...ㅠㅠ ], 긍정 텍스트 확률 : 99.74%"
"[오늘은 네띠 기저귀와 에코듀드 기저귀 비교에요메인 기저귀 쓰면서서브로 여러기저귀이것저것 써보는재미에 빠져 기저귀유목민을 자처하는 중이에요우연히 샀는데 둘다 나뭇잎 프린트네요 에코튜드 기저귀 프린트는 최근에옥수수 나무 모양으로 프린트가 바뀐거 같아요 ], 긍정 텍스트 확률 : 78.36%"
"[네띠기저귀는장당가격이높긴하지만유명무실스웨덴친환경기저귀임은확실해요에전에썼던밤보네이처럼화학냄새보다는친환경기저귀특유의냄새가나요. ], 긍정 텍스트 확률 : 55.42%"
"[살짝두꺼워서 여름엔 땀이 찰 수도 있을 것 같아요. 처리할 때 옆라인 잘 찢어지는 편이구요. 엉덩이 뒤 테이프가 타기저귀보다 폭이 넓어서 돌돌 말았을 때 힘있게 잘 붙어요.다만 조금이라도 오래 채우고 있거나 아기 엉덩이에 땀이 나면 엉덩이에 기저귀 겉면이 일어나서 붙어요. 누에고치 솜이 붙어 있는 느낌이에요. 친환경을 모토로 내세우는 기저귀는 화학 처리를 적게해서 그런지 불편한 점이 있는 기저귀도 종종 있네요.그래도 이렇게 엉덩이에 기저귀 겉면 펄프가 붙어있는 경우는 첨이네요. 해로운건 아니지만 떼줄 때 확실히 너무 귀찮아요.흡수력 부분은 괜찮은 편이에요 ], 긍정 텍스트 확률 : 81.32%"
"[네띠 기저귀는 밑위가 짧아요 허리 밴드부분이 낮기 때문인데 저는 이점이 정말 맘에 들어요 묽은변을 보면서 대부분을 누워지내는 신생아라면 응가가 뒤로 밀릴수도 있겠지만 개월인 쭌쭌이의 용변이 샐리가 없죠 응가 하자마자 바로 엄마한테 얘기하니까요.주름진 허리 밴드가 은근 땀이 많이 차더라고요 그래서 전 아직도 가끔 허리에 땀차고 밴드 자국 남는게 싫어서 밴드 기저귀 가끔씩 혼용하거나], 긍정 텍스트 확률 : 98.74%"
"[네띠는 밴드 자체가 매우 짧으니 핏도 좋고 땀도 덜 차서 진짜 좋아요. 네띠는 진짜 기저귀만 딱 입혀놨을 때 정말 귀여워요 ], 긍정 텍스트 확률 : 86.52%"
"[네띠는 앞뒤가 똑같이 생겼기 때문에 뒤에 이라고 살짝 프린트되어 있어요. 옆에는 제조년월일이 같이 인쇄되어 있어서 뭔가 안심된다는흡수력도 친환경 기저귀 대비 괜찮아요 쉬아하고 분정도 후에 만져보면 완전 보송해져 있어요.기저귀 유해물질 파동때 친환경 기저귀만 써보니], 긍정 텍스트 확률 : 97.85%"
"[에 판매되고 있습니다.], 긍정 텍스트 확률 : 64.98%"
"[ 포스팅 시점의 할인가 입니다. 실제 구매시 금액을 확인 하세요. ], 긍정 텍스트 확률 : 81.64%"
"[에 판매되고 있습니다.], 긍정 텍스트 확률 : 64.98%"
"[ 포스팅 시점의 할인가 입니다. 상품페이지에서 실제금액을 확인 하세요. ], 긍정 텍스트 확률 : 79.78%"
"[아님 다 마시거나 하는데도 딱히 불편함없이 사용중이네요지금까지 엉덩이가 진무르고 땀띠난적이 없으니.. 통풍은 잘 되는거겠죠?아쉬운건 소변줄 표시가 없다는건데 이런건 저는 뭐 딱히 의미가없는건데 수시로 만져보니까요 아빠는 한번씩 아쉬워 하더라구요ㅎㅎ 일단 아기가 별탈없는한 당분간 쭉 사용할것같네요군은 신생아 이후로 계속 쓰고 있네요. 년 이상], 긍정 텍스트 확률 : 80.77%"
"[군을 따라갈수는 없네요. 밤새 쉬를 해서 빵빵해도 새지않는게 가장 큰 장점이에요. 그리고], 긍정 텍스트 확률 : 79.44%"
"[엑스라지를 입어도 라지입을때와 별차이가 없어서 수량많은 라지 입히고 있어요. 사이즈가 좀 넉넉하게 나왔으면 좋겠어요다른 기저귀들에 비해 살짝 작은 감이 있어요 라지는 그럭저럭한데 미디움은 정말정말 작아요. 사이즈는 그렇지만 군기저귀는 정말 네버네버 안샌다는 최고 장점이 있음 ], 긍정 텍스트 확률 : 74.46%"
"[ 구매한 고객님들이 작성한 상품평 입니다. ], 긍정 텍스트 확률 : 55.79%"
"[안녕하세요 쥬쥬 행복을그리는여자 쥬쥬입니다저는 블로그를 하면서 맘님들에게 친구추가 해본일이 거의 없는데요 최근에 이웃님의 이웃님이 블로그 이벤트한다는 소식을 듣고], 긍정 텍스트 확률 : 69.86%"
"[도로시님을 알게되었어요이웃이된다고하면 정말 자주찾아뵙고답방 등 소통 많이 하고싶은데 혹시나 육아와 겸해서 또는 리뷰 때문에도 힘들어서 답방이나 방문을 잦게 못하게되면 이웃을 안한만 못할것같아 개인적으로는 조심스러웠거든요육아를하는게 힘들기도하고 외롭기도하고 때때로는 버팀목이 되기도하고 또는 그냥 아무렇지않게 건내고 주고받은 블로그 이웃님들과의 소통이 힘이 될때도 있더라구요 맘이웃님이 있음 좋겠다 싶기도하고 도로시님이웃이벤트에서 리베로 터치 기저귀 당첨되어서 이렇게 후기 써보게 됐어요다시한번 너무너무 감사감사합니다 ♥ 이웃님의 이런이벵당첨은 첨이에요 ㅎㅎ좋은 리베로사용의 이벤트 열어주신 도로시님 블로그 안내드려요.. .. ], 긍정 텍스트 확률 : 100.00%"
"[리베로터치 사용해봤어요 집에 기저귀 배송되자마자 너무 심쿵 세상에서 가장 행복할때가 요즘 택배올때이더라구요 ㅎㅎ 그리고 엄마들이 가장 맘놓는 순간 기저귀과 분유를 집에쌓아놓았을때의 그 안전감이란.. 맘들만알수있는기저귀 팩에 너무 행복했어요 ], 긍정 텍스트 확률 : 99.98%"
"[기존의 리베로의 약간의 보라빛 파랑컬러의 로고가 주는 느낌보다 ], 긍정 텍스트 확률 : 83.20%"
"[좋은제품일것같다는 느낌이 퐉퐉], 긍정 텍스트 확률 : 69.60%"
"[깐깐한 북유럽 엄마들이 가장사랑하는 기저귀 ], 긍정 텍스트 확률 : 73.52%"
"[신뢰도 를 ], 긍정 텍스트 확률 : 54.48%"
"[확보한 선진화된 환경라벨제도입니다. ], 긍정 텍스트 확률 : 75.88%"
"[Ⅴ책임감 있는 산림관리의 상징인 인증마크 취득], 긍정 텍스트 확률 : 61.90%"
"[적고 보호된 산림 내에서 길러진 나무를 사용한 제품에만 ], 긍정 텍스트 확률 : 68.95%"
"[부착할 수 있는 산림관리협의회인증서입니다. ], 긍정 텍스트 확률 : 71.52%"
"[완료하여 피부에 안전 무향처리가 되었으니 ], 긍정 텍스트 확률 : 54.15%"
"[북유럽 스웨덴 기저귀 제조국명 스웨덴 스웨덴은 전세계에서 가장 친환경적인 나라중에 하나에요전세계에서 가장 아동 친화적인 나라입니다리베로는 스웨덴의 라이프스타일과감성을 반영한 스웨덴 국민브랜드에요 ], 긍정 텍스트 확률 : 93.25%"
"[스웨덴 공장에서 년간의 노하우와 ], 긍정 텍스트 확률 : 60.03%"
"[소변을 가장해서 . 기저귀에 물을붓고. 분은 성격급해 못기다리고 급방 해봣는데흡수가되었어요 . 아기무게로 눌렀구요 휴지들고있었는데거의 안뭍어나왔어요 신기하더라구요. 역류량을 눈으로 직접확인하니 거의역류가없네요이래서 발진이 없나봅니다.], 긍정 텍스트 확률 : 84.19%"
"[기저귀 탐색중인 아들램 ], 긍정 텍스트 확률 : 61.62%"
"[Ⅴ기저귀 패턴 가지로 보라색과 골드색 있어요 ], 긍정 텍스트 확률 : 71.60%"
"[Ⅴ오줌선 있어서 소변확인이 쉬워요 ], 긍정 텍스트 확률 : 59.88%"
"[Ⅴ기저귀 하나하나마다 제조날짜 표기있어 ], 긍정 텍스트 확률 : 70.37%"
"[기저귀안감이 업그레이드 되었고 시트가 확실히 부드럽구요 푹신함이 ], 긍정 텍스트 확률 : 58.45%"
"[목욕후 잠자리들기전 리베로터치 채워준영상], 긍정 텍스트 확률 : 54.27%"
"[ 저는 출산전에 사실 기저귀 정확하게 어떻게 채우는지 조금궁금하기도한것같아요 ㅎㅎ혹시나 영상 참고해보세요 ], 긍정 텍스트 확률 : 79.94%"
"[Ⅴ순간흡수력역류방지기술리베로터치는 발진없이 저희아기의 매서운 검열을 통과 ], 긍정 텍스트 확률 : 50.69%"
"[ 기저귀가 편하고 좋은지 이렇게 환한 미소를 주더라구요 ], 긍정 텍스트 확률 : 53.67%"
"[밤기저귀로도 순간흡수력과 역류방지해주어 ], 긍정 텍스트 확률 : 87.05%"
"[ 외부 기관에 의해 철저하게 테스트를 받아], 긍정 텍스트 확률 : 56.34%"
"[여타 브랜드보다 다양한 사이즈를 보유하고 있습니다.], 긍정 텍스트 확률 : 54.10%"
"[아이의 엉덩이에 붉은 반점처럼 생기는 ], 긍정 텍스트 확률 : 72.73%"
"[이는 기저귀와의 마찰에 의해 생기는 접촉성 피부염입니다.], 긍정 텍스트 확률 : 54.61%"
"[일회용 기저귀는 제작 공정상 특유의 냄새가 날 수 있으나], 긍정 텍스트 확률 : 76.85%"
"[이 냄새는 휘발성이므로 일 정도 지나면 사라집니다.], 긍정 텍스트 확률 : 53.06%"
"[응아싸는걸 숨어서 몰래하는 아기인지라개월에 두번째 변기를 사고나서야 시작된 진짜 배변훈련이제서야 진짜구나 싶은게개월 전후에는 장난만 치고여전히 엄마 나가라더니 혼자 방에서싸고 나왔거든요그런데 최근에는 응아 쌌다고 표현해서이제 슬슬 때가 왔구나 싶었는데아기배변팬티변기까지 샀더니 착착착 진행중입니다 ], 긍정 텍스트 확률 : 54.92%"
"[아이 잠옷이랑 둘째옷사면서미리 사길 잘했다죠아무래도 곧 하겠지 했는데 이리 바로 쓰일줄이야 ], 긍정 텍스트 확률 : 85.86%"
"[지비스타일몰 적립금이 있어서함께 구입했는데 귀여운건 품절도 많았는데 아이가 좋아할만한동물그림을 찾아냈구요너무 파랗고 빨간건 싫어서하늘색으로 준비했어요이렇게 동물캐릭터로 샀더니고양이 팬티], 긍정 텍스트 확률 : 56.10%"
"[곰 팬티 입자고 하니좋아하더라고요다음에는 쑥쑥이가 좋아하는 불도저 팬티를 찾아봐야겠어요 ㅋㅋㅋ ], 긍정 텍스트 확률 : 62.33%"
"[ 샀는데 입짧은 날씬쟁이 남자아이라서 ], 긍정 텍스트 확률 : 86.87%"
"[ 막상 입혀보니 다른 통통한 아가들도 ], 긍정 텍스트 확률 : 63.30%"
"[개월 아기 배변훈련 스트레스 받지않게 한두번만 변기에 싸라고 말해주고 잘 보이는 곳에 두었어요 ], 긍정 텍스트 확률 : 82.85%"
"[아이와 가까이에서 놀아주면서 타이밍을 기다려봅니다 ], 긍정 텍스트 확률 : 96.27%"
"[요새 미술놀이에 재미들리고집중도나 말하는 능력이 높아지니어머나.. 시간도 아이스크림], 긍정 텍스트 확률 : 82.72%"
"[빵 만들고사세요 계산하고 가게놀이하는걸좋아하거든요아이에 따라 다르겠지만쑥쑥이는 놀면 키즈카페에서도 거의식음전폐?하며 노는편이라서쉬 소식이 자주 있지는 않아요 ㅠㅠ그러기에 충분히 놀아주고 기다려야고요어제 그냥 신경안쓰고말할때만 기다리다가..그냥 매트 위에 흘러서 매우.. 힘들었기에..옆에서 끝까지 지켜봅니다 ㅋㅋㅋ ], 긍정 텍스트 확률 : 92.73%"
"[육아맘이라면 공감할 화장실..문열고 일보기.. ], 긍정 텍스트 확률 : 73.05%"
"[아이가 돌전후 낯가림시작하고껌딱지 되고부터는 아마..계속 쭈욱.. 계속된듯하고요전 쑥쑥이가 커서 문 닫긴하는데이젠 둘째가 ㅎㅎㅎㅎㅎㅎ그래도.. 덕분에 아이가 자주 간접경험? 해오다보니 저에게휴지도 건네주고.. 물도 대신 내려주고..많이 해왔지요 허허..오늘을 위해서라며 위로해봅니다ㅎㅎ오늘도 제가 볼일이 있어서 다녀오고너도 하고와 아무렇지 않은듯 당연하게얘기했더니 어머머자세 딱 잡고 가르쳐주지 않아도자기 곧추 딱 잡고ㅎㅎㅎ ], 긍정 텍스트 확률 : 99.84%"
"[푸크크크큭아직은 험난한 길ㅎㅎㅎ그래도 이정도면 잘 하고있는것 같아요ㅋㅋ여자아이라면 저런거 불편해서못참고 다시 입거나 하나씩 입을텐데그냥 싹 다올리고 저러고도그냥 놀아서 참ㅋㅋㅋ ], 긍정 텍스트 확률 : 98.76%"
"[아기옷이랑 내복 무냐무냐 재질이 너무 좋아서통합사이트인 지비스타일몰 어플 있거든요어플 다운받아 만원], 긍정 텍스트 확률 : 83.52%"
"[지난번에 산거포토후기 올려서 만원가까이 쌓아서이건 완전 공짜로 산듯해요첨이첨이꺼던데 무냐무냐 같은 회사라서 믿고아기배변팬티 사본건데 너무 귀엽기도하고아랫부분이 도톰하고 전체적으로저렴한 얇은거랑 많이 다르더라구요아이 살에 닿는거다보니 도톰하고 부드러운면으로 입혀줘야지싶어서 하나 더 사려고요아직 밤기저귀], 긍정 텍스트 확률 : 95.86%"
"[어린이집갈때 기저귀를하기에 우선 담임샘에게 양해를 구하고여분 더 사서 보내보려고 해요한두달안에 잘 할 수 있겠죠?밤이랑 외출해서가 걱정인데 화이팅팅 ], 긍정 텍스트 확률 : 72.73%"
"[코코몽 뮤지컬 초대권 이벤트 댓글로 신청할 수 있어요전 저번에 공룡메카드 당첨되어 다녀왔는데 너무 좋았어요], 긍정 텍스트 확률 : 76.75%"
