"[ 우리 꼬야 아기집 확인한게 주차였는데...주라니...엄마 아빠가 걱정 안하고 잘 품고 있게 도와준 건강한 꼬야에게 감사하다♡ ], 긍정 텍스트 확률 : 62.59%"
"[ 돋움나눔고딕], 긍정 텍스트 확률 : 61.46%"
"[ 돋움 ], 긍정 텍스트 확률 : 61.46%"
"[ 돋움매달 열리는 강좌도 있고], 긍정 텍스트 확률 : 89.58%"
"[자세하게는알지 못해서 주가 되어서야 홈페이지에서 보고임산부요가와 펠트 아기장난감만들기], 긍정 텍스트 확률 : 74.79%"
"[ 돋움나눔고딕], 긍정 텍스트 확률 : 61.46%"
"[ 돋움등록하기 전에 강동미즈 문화센터층에 있는 사무실에 찾아가면 실장님이 임신 몇주차에 어떤 수업을 들으면 좋을지 꼼꼼하게 상담해주셔요.저는 홈페이지를 통해 등록했지만], 긍정 텍스트 확률 : 52.30%"
"[초중기에 들으면 좋은 수업과 출산 임박해서 들으면 좋은 수업 등등이 다르고], 긍정 텍스트 확률 : 80.06%"
"[실장님 추천으로 듣고는듣길 잘했다했던 강좌들도 있었거든요나눔고딕], 긍정 텍스트 확률 : 94.55%"
"[ 돋움], 긍정 텍스트 확률 : 61.46%"
"[ 수업 하나하나 다 재미있고], 긍정 텍스트 확률 : 84.60%"
"[ 돋움월요일나눔고딕], 긍정 텍스트 확률 : 61.46%"
"[ 돋움], 긍정 텍스트 확률 : 61.46%"
"[ 돋움임산부 슬링운동송파산모건강증진센터나눔고딕], 긍정 텍스트 확률 : 61.46%"
"[ 돋움월요일 아침에는 열시 반에 있는나눔고딕], 긍정 텍스트 확률 : 56.78%"
"[ 지하철을 한번 갈아타고 가는 수고스러움이 있긴 하지만], 긍정 텍스트 확률 : 58.84%"
"[ 돋움], 긍정 텍스트 확률 : 61.46%"
"[ 돋움], 긍정 텍스트 확률 : 61.46%"
"[ 돋움 요가수업강동미즈문화센터나눔고딕], 긍정 텍스트 확률 : 61.46%"
"[ 돋움요가나눔고딕], 긍정 텍스트 확률 : 61.46%"
"[필라테스 학원 못지 않게 락커룸도 넓고 쾌적한편이에요.], 긍정 텍스트 확률 : 53.35%"
"[ 돋움임산부 요가에서만 볼 수 있는 나눔고딕], 긍정 텍스트 확률 : 86.98%"
"[ 돋움쿠션과 블럭이 준비되어있어요. 자세를 취하면서 무리가지 않도록 무릎이나 허리 등을 받치고], 긍정 텍스트 확률 : 72.46%"
"[육아에 관한 팁을 공유해주신다. 선생님 주변 분들의 경험이나 예를 같이 얘기해주시는데 잠깐이지만 큰 도움이 돼요. 본격적인 요가수업이 시작되면 가볍게 몸풀기부터 임산부에게 무리가 되지 않는 선에서 출산을 위해 단련해야하는 골반이나 하체], 긍정 텍스트 확률 : 91.75%"
"[타원산모는 만원으로 일주일에 세번의 요가 수업을 들을 수 있어서 부담없어요. 오전 시와 시반], 긍정 텍스트 확률 : 65.31%"
"[ 매 수업마다 조금씩 다른 동작의 요가로 진행해주셔서 전혀 지루하지가 않아요. 선생님이 동작 중에 돌아다니면서 자세도 교정해주셔서 올바른 동작으로 제대로 된 운동을 할 수 있어서 좋아요. ], 긍정 텍스트 확률 : 68.02%"
"[ 돋움 두뇌팡팡강동미즈문화센터나눔고딕], 긍정 텍스트 확률 : 61.46%"
"[ 돋움그리고 한달에 두번 월요일에 주간 수업으로 진행되는 두뇌팡팡. 태아 때의 태교나 출생 후 두뇌발달을 위한 교육방법이나 훈련 등에 관한 설명과 출산 후 아이의 시력발달 훈련에 활용할 수 있는 초점북 만들기로 진행되고 본원산모는 공짜에요나눔고딕], 긍정 텍스트 확률 : 76.06%"
"[한시간씩 두번 밖에 진행되지 않는 짧은 강의지만], 긍정 텍스트 확률 : 73.89%"
"[컬러 초점북도 직접 만들고 좋아요], 긍정 텍스트 확률 : 52.86%"
"[ 돋움화요일나눔고딕], 긍정 텍스트 확률 : 61.46%"
"[ 돋움], 긍정 텍스트 확률 : 61.46%"
"[ 돋움모유수유강좌 나눔고딕], 긍정 텍스트 확률 : 61.46%"
"[ 돋움 나눔고딕], 긍정 텍스트 확률 : 61.46%"
"[ 돋움강동미즈문화센터나눔고딕], 긍정 텍스트 확률 : 61.46%"
"[ 돋움출산에 대한 책도 보지 않고], 긍정 텍스트 확률 : 73.36%"
"[출산이임박해 올 수록 가장 걱정되는 부분이 모유수유나 아기를 케어하는 부분에 대한 것이었어요. 실장님도나눔고딕], 긍정 텍스트 확률 : 82.66%"
"[ 돋움 격달에 한번 개설되는 부부모유수유교실신생아관리 수업은 출산 전에 꼭 한번 들어야 한다고강추해주셨는데], 긍정 텍스트 확률 : 63.05%"
"[ 돋움나눔고딕], 긍정 텍스트 확률 : 61.46%"
"[ 돋움 ], 긍정 텍스트 확률 : 61.46%"
"[ 돋움모유수유의 장점과 필요성], 긍정 텍스트 확률 : 69.29%"
"[모유수유가 엄마와 아이에게 미치는 영향], 긍정 텍스트 확률 : 79.44%"
"[산모들도 각자아기 인형을 안고 직접 자세를 배워보는 수업이었어요.특히 좋았던 것은 회에 걸친 수업이 모두 끝나고], 긍정 텍스트 확률 : 87.48%"
"[선생님이 각산모의 가슴상태를 체크해 주시는 건데], 긍정 텍스트 확률 : 52.53%"
"[강의실 바로 옆나눔고딕], 긍정 텍스트 확률 : 54.11%"
"[ 돋움 모유수유나눔고딕], 긍정 텍스트 확률 : 61.46%"
"[ 돋움 클리닉에서 산모 한 명 한 명 상태를 확인해주시고 어떻게 관리하면 좋을지 조언해주셨어요.나눔고딕], 긍정 텍스트 확률 : 75.81%"
"[ 돋움], 긍정 텍스트 확률 : 61.46%"
"[ 돋움펠트장난감아기용품만들기강동미즈문화센터나눔고딕], 긍정 텍스트 확률 : 61.46%"
"[ 돋움 나눔고딕], 긍정 텍스트 확률 : 61.46%"
"[ 돋움모유수유 수업이 없는 날은 집에 있다가 가지만], 긍정 텍스트 확률 : 66.39%"
"[수업이 있는 날은끝나고근처에서], 긍정 텍스트 확률 : 75.19%"
"[혹은 집에가서 좀 쉬고 점심을 먹고 배회하다가 시 펠트 수업을 들으러 다시 문화센터로 가곤해요. 제가임산부치고 체력이 좋은가요...........?], 긍정 텍스트 확률 : 55.33%"
"[곰딸랑이], 긍정 텍스트 확률 : 53.43%"
"[완성해가는재미에 빠져서 왠만하면 수업 중에 만드는 방법을 배워가서 집에가서 완성하고], 긍정 텍스트 확률 : 89.96%"
"[그 다음 시간에는 새로운 작품을 시작하고 그래요.재료에 설명서가 동봉되어 있기도 하고], 긍정 텍스트 확률 : 63.75%"
"[선생님께서 카톡으로 샘플 사진도 보내주시고], 긍정 텍스트 확률 : 73.01%"
"[ 돋움수요일나눔고딕], 긍정 텍스트 확률 : 61.46%"
"[ 돋움], 긍정 텍스트 확률 : 61.46%"
"[ 돋움 임산부 슬링운동송파산모건강증진센터나눔고딕], 긍정 텍스트 확률 : 61.46%"
"[ 돋움], 긍정 텍스트 확률 : 61.46%"
"[ 돋움요가수업강동미즈문화센터나눔고딕], 긍정 텍스트 확률 : 61.46%"
"[ 돋움그때그때 다르고 매주있는 것은 아니지만], 긍정 텍스트 확률 : 77.14%"
"[ 돋움 수제비누만들기 원데이클래스강동미즈문화센터나눔고딕], 긍정 텍스트 확률 : 61.46%"
"[ 그 과정이 복잡해서 큰 맘 먹어야지만 만드는데], 긍정 텍스트 확률 : 65.61%"
"[원데이클래스에서는 간단한 재료로 간단히 만들 수 있는 방법을 알려주셔서 좋았네요. 이 날배운 레시피로 흑설탕미백스크럽을 만들어서 친구들한테도 많이 선물했어요. ], 긍정 텍스트 확률 : 71.69%"
"[ 돋움월에는 수제비누만들기 원데이클래스가 있었어요나눔고딕], 긍정 텍스트 확률 : 70.27%"
"[ 돋움. 아로마에센셜오일과 곡물가루], 긍정 텍스트 확률 : 53.78%"
"[ 돋움임신하고], 긍정 텍스트 확률 : 54.06%"
"[출산을 준비하면서 일반적으로 사용하는 화학제품들에 대해 조금 염려되는 부분이 있었는데], 긍정 텍스트 확률 : 84.75%"
"[플라워 강좌 등등 매달 다른 원데이 클래스가 마련되어있어서 관심있는 강좌를 골라들을 수 있어요.나눔고딕], 긍정 텍스트 확률 : 60.51%"
"[ 돋움목요일나눔고딕], 긍정 텍스트 확률 : 61.46%"
"[ 돋움목요일은 유일하게 아무 수업도 없어서 쉬는 날 친구를 만나거나 펠트바느질이나 아기용품바느질로 시간을 보냅니당.나눔고딕], 긍정 텍스트 확률 : 53.05%"
"[ 돋움금요일 나눔고딕 ], 긍정 텍스트 확률 : 61.46%"
"[ 돋움요가수업강동미즈문화센터 나눔고딕나눔고딕나눔고딕 ], 긍정 텍스트 확률 : 61.46%"
"[ 돋움테디베어아기용품만들기강동미즈문화센터나눔고딕], 긍정 텍스트 확률 : 61.46%"
"[ 돋움제가 듣는 모든 강좌중에 수강생이 제일 많은 시간인 것 같아요. 펠트바느질을 하면서 만나는 산모님들도 있고], 긍정 텍스트 확률 : 71.43%"
"[매달 첫 수업시간에는 특히 새로운 산모님들이 많고], 긍정 텍스트 확률 : 61.48%"
"[ 돋움샘플로 전시되어 있는 인형과 아기용품들 만들고 싶은 게너무 많아서 항상 고민이에요.], 긍정 텍스트 확률 : 99.22%"
"[ 돋움세달 가까운 시간동안 애착인형], 긍정 텍스트 확률 : 55.36%"
"[턱받이], 긍정 텍스트 확률 : 50.43%"
"[곰딸랑이], 긍정 텍스트 확률 : 53.43%"
"[턱받이나 바디수트], 긍정 텍스트 확률 : 50.43%"
"[ 돋움태아에게 동화를 들려주고], 긍정 텍스트 확률 : 62.81%"
"[태교음악을 들려주고 열심히 태교를 하는 예비맘들이 많은데], 긍정 텍스트 확률 : 88.01%"
"[저는게을러서 그런 엄마가 되어주지 못했네요. 그래도 문화센터에 다니면서 집순이를 벗어나 사람을 만나고], 긍정 텍스트 확률 : 68.35%"
"[보람있고 성취감있는 무언가를 했다는 사실이 큰 위안이되더라구요. 또], 긍정 텍스트 확률 : 85.81%"
"[문화센터에서같이 운동하고 바느질하면서예비맘으로서], 긍정 텍스트 확률 : 67.61%"
"[며느리로서의고충과 출산 준비에 필요한 정보들을공유하는 친구들을 만날 수도 있었던거 같아요.나눔고딕], 긍정 텍스트 확률 : 82.17%"
"[ 돋움 이상으로 송파와 강동의 경계에서 정체성의 혼란?을 느끼면서도 양쪽의 모든 혜택을 누리고? 있는 임산부의 일주일이었습니다.임신 후 집에 있기 무료하고 뭘해야 할지 몰라 나가지도 못하는송파와 강동 임산부에게 도움이 되는 글이기를 바라며], 긍정 텍스트 확률 : 91.03%"
"[ 돋움나눔고딕], 긍정 텍스트 확률 : 61.46%"
"[ 돋움], 긍정 텍스트 확률 : 61.46%"
"[안녕하세요 콘콘이예요 몰아쓰는 일상이야기 입니다. 월은 지나고보니 이래저래 바쁘게 보낸거 같네요ㅎㅎ], 긍정 텍스트 확률 : 98.50%"
"[ 친구가 준 설빙 기프티콘이 있었는데 날씨가 더 추워지면 설빙 빙수 못먹는다며ㅋㅋ저녁먹고 설빙에 갔어요. 인절미빙수 먹을까 하다가 요 티라미수빙수가 더 땡겨서 이걸로달달하니 넘넘 맛있게 먹었네요. ], 긍정 텍스트 확률 : 91.52%"
"[기념으로 남겨본 사진 근데 지금은이라는게 사실?ㅋㅋㅋㅋㅋㅋ면땅이가 준 선인장은 물을 자주 안줘서 그런지? 아직 잘 크고있구요. 셀레샤님의 니들펠트 클래스에서 만든 귀요미 북극곰도 옆에 잘 두고 있답니다.지난번 이케아에서 사 온 스투키도 아직까지는 무럭무럭 잘 자라고있어요. 역시 이런 선인장종류는 너무 애지중지 하지말고 물도 자주 안주고 좀 무심하게 키워야 하려나봐요ㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 85.16%"
"[ 출근 준비하는데 햇빛이 싸악 들어오는 주방이 예뻐보여서 한장 찰칵ㅋ사진에는 제가 받은 그 느낌이 잘 안나타나는거 같아서 조금은 아쉽네요ㅎㅎ 집이 육아모드로 바뀌기 전], 긍정 텍스트 확률 : 73.59%"
"[신혼신혼한 느낌이 아직 살아있을 때 저희 집 온라인집들이도 한번 해볼께요 그러고보니 이사온지 개월이 넘어가는데 아직 제대로 사진으로 남긴적이 없네요ㅋㅋㅋㅠ ], 긍정 텍스트 확률 : 96.94%"
"[ 어느 금요일 저녁의 외식메뉴는 역시나아기태어나면 먹을 수 없는 메뉴입니다. 저희가 정말 좋아하는 곱창이야기의 모듬곱창이예요.이거 당분간 못먹을수도 있다고 생각하니 넘나 아쉬운거ㅠㅠㅠㅠ 출산하기전에 한번 더 먹으러 가야겠어요. ], 긍정 텍스트 확률 : 99.31%"
"[ 집에서 딩굴딩굴하다가 어디든 가보자며 나선 신도림 디큐브시티. 빈브라더스 라는 카페를 갔는데 원두를 고를 수 있더라구요. 하나씩 골랐는데 저희 취향은 좀 더 진하고 고소한 블랙수트였어요. ], 긍정 텍스트 확률 : 98.91%"
"[ 잠실 롯데월드몰에서 열리고 있던 크랙앤칼라인프렌즈 전시를 한번 더 보러갔어요. ], 긍정 텍스트 확률 : 64.43%"
"[ 예전에 갔던 후기는 이쪽에ㅋㅋ 이때는 추석연휴라서 사람이 너무 많았거든요.평일에 가면 사람이 좀 적지않을까 싶어서 갔는데 역시나 사람이 적으니까 요렇게 사진도 맘껏 찍을 수 있었네요.], 긍정 텍스트 확률 : 67.10%"
"[ 동네에는 없어서 아쉬운 죠스떡볶이를 혼자 맛나게 먹고 찾아간곳은ㅋㅋ], 긍정 텍스트 확률 : 65.67%"
"[ 매터니티스쿨은 강의 내용도 유익하고 좋았다고 다들 추천을 많이 하길래 꼭 한번 가보고 싶었거든요.사실 이 전에도 한번 당첨이 됐었는데 그땐 도저히 반차를 낼 상황이 아니라 취소를 했는데..이번에 또 당첨이 되어서 다녀오게 되었답니다. ], 긍정 텍스트 확률 : 82.18%"
"[ 이 날 강의주제는 산모에게 꼭 필요한 예방접종과 관련된 내용이었어요.사실 예방접종을 어디까지 해야할까 고민이었는데요 강의를 듣고나니 궁금했던 부분이 해결되어서 좋았어요. ], 긍정 텍스트 확률 : 65.71%"
"[ 산모교실의 푸짐한 경품은 역시 굿굿굿 그리고 당첨운 거의 없던 저였는데.. 이번에는 경품에도 당첨이 되었어요], 긍정 텍스트 확률 : 64.48%"
"[ 사실 오늘도 집 근처에서 산모교실이 하나 열리길래 가 볼 예정이랍니다.쪼꼬야 마지막이 될지도 모를 산모교실이니 엄마가 대박하나 얻어가지고 올꼐 그럼 즐거운 금요일주말 보내세요 ], 긍정 텍스트 확률 : 96.17%"
"[ 출산후 탈모키키잇템 스타벅스크리스마스 주말마트나들이 아기가있는집인테리어 ], 긍정 텍스트 확률 : 63.90%"
"[기억에 남던 배드파머스편의점판매용으로 한국야구르트와 협업해 주스가 나왔다. 남편이들고 들어와 먹어봄], 긍정 텍스트 확률 : 77.59%"
"[해독주스 만들어서 그 맛없는거 먹기는 싫고 ㅠㅠ클렌즈주스 사먹고싶은데..하 비싸고 ㅠㅠ고민이다 걍 식단조절 하는게 최곤데 ], 긍정 텍스트 확률 : 91.82%"
"[ 난 그때 안빠졋어서 글을 흘려봤더니...............웬걸내가 지금 그 시기가 왔다 머리감는게 무서울정도로 머리한번감을때 모아보면 저만큼씩 뭉탱이로 빠진다사실], 긍정 텍스트 확률 : 98.16%"
"[난 머리숱이 진짜 말도못하게 세상최고 엄청 많다 일반인의 배가 넘는다. 미용사들이 싫어한다. 그래서 빠져도 된다 사실그런데 빠지라는데는 안빠지고이 출산후탈모라는게], 긍정 텍스트 확률 : 98.23%"
"[. 패션잇템 이키키 ], 긍정 텍스트 확률 : 64.07%"
"[친구하는말이 혹시 머리칼이 끊어지면서 빠지진 않냐면서], 긍정 텍스트 확률 : 65.05%"
"[진짜 초초초백년만에], 긍정 텍스트 확률 : 54.06%"
"[외출해서 사람들이 다 쳐다보고 이쁘다해주고 관심가진다 ], 긍정 텍스트 확률 : 68.54%"
"[시가되야 겨우 밤잠시작하는 이진상 이키키를 데리고], 긍정 텍스트 확률 : 52.59%"
"[ 뭉클한 이 마음], 긍정 텍스트 확률 : 92.17%"
"[ 그리고], 긍정 텍스트 확률 : 70.21%"
"[곽티슈들도 보관하기 참 덩치가 크다 주방세제], 긍정 텍스트 확률 : 52.45%"
"[다 봉지뜯고 박스뜯어서 한번씩 뒤집어엎어 정리해놓고 가신다.... 저눔의 러닝홈은 임신초기에 사놔서 아직도 저렇게크게 차지하고있다...........하......... ], 긍정 텍스트 확률 : 65.26%"
"[거실이 굉장히 커서 리모델링해놓으니 정말 궁궐같았다.], 긍정 텍스트 확률 : 87.95%"
"[어쩐지맨발로 걸어다니는데 발목이 안아프더라 나 요즘 걷기도 힘들게좁은 우리집에서도 실내화신고다닌다...너무발목이아파서 ㅠㅠ 거실만 확장해서 아기가 놀기에도 넓고 좋고 남편이 복잡한거 싫다해서 가구도 거의 없이 집이 너무나 깔끔했다 ], 긍정 텍스트 확률 : 64.63%"
"[냉장고파티션도 하고], 긍정 텍스트 확률 : 52.59%"
"[거실장식장등등 거실에 가구들이 없으니 굉장히 집이 넓어보이고 깔끔했다무엇보다], 긍정 텍스트 확률 : 58.69%"
"[정말 귀여웠던 아기방어린이집처럼 유치할수있지만], 긍정 텍스트 확률 : 79.60%"
"[아기재워놓고 창문으로 아기쳐다보니 너무나 좋았다. 아기도 방문 엄청좋아하고 만지고 웃고 놀더라.뮤럴 벽지로 한쪽벽면 지도해준것도 예쁘다. 나도 아기방은 무조건 지도벽지 해주고싶었다.아기옷장도 깔끔하게 행거 하나만 하고머리삔도 이쁘게 정리해주고 우리친구 정말 똑똑한 엄마를 하고있었다아기방이 커서], 긍정 텍스트 확률 : 97.20%"
"[가족 다함께 자거나], 긍정 텍스트 확률 : 87.36%"
"[엄마랑 아기 함께 자더라. 내년엔], 긍정 텍스트 확률 : 63.19%"
"[템퍼에서들여서 안방에 놓는다고한다월에결혼하는 친구도], 긍정 텍스트 확률 : 64.66%"
"[아기를 낳아서 키우다보니소파도 거실장도 침대도 정말 다 위험하고 치워버리고싶어 미치겠다.모르겠다 내가 아직 작은빌라에 살고 좁아서 그런진 모르겠지만], 긍정 텍스트 확률 : 89.72%"
"[그리생각하면 부부만의 살림꿈과 여자들의 로망인 신혼집인테리어가 너무 아기위주로 가는것 같기도해서 아쉽기도 하다작년엔 쉐프대란이었다면], 긍정 텍스트 확률 : 82.71%"
"[올해엔 방스타그램 집스타그램으로 주거공간에 대한 로망들이 대세인데말이다 ], 긍정 텍스트 확률 : 76.27%"
"[ 난 오히려 역으로], 긍정 텍스트 확률 : 63.41%"
"[ 이쁘면 좋지만], 긍정 텍스트 확률 : 94.13%"
"[실용적이고 무조건 아기위주로 안전하게 주거공간을 꾸미고 싶다], 긍정 텍스트 확률 : 75.78%"
"[ 언젠가 곧 나도 아기를위한 거실과 아기를위한 집인테리어를 포스팅하는 날이 오겠지 하하하하하하.. ], 긍정 텍스트 확률 : 56.23%"
"[ 시절 나는], 긍정 텍스트 확률 : 62.23%"
"[ 자자한스타벅스크리스마스 상품들을 오늘에야 우연찮게 구경했다 ], 긍정 텍스트 확률 : 69.98%"
"[다이어리 만지작거리니 남편이], 긍정 텍스트 확률 : 51.21%"
"[그래 그렇게 이번 크리스마스들이 괜찮다는데 구경만해보려고 슬쩍 봤다 아 진짜 이쁘긴 이쁘다 요구르트병같이 생긴 대형플라스틱보틀들고 넘나 귀엽고머그컵도 트리모양 스태킹자도 전부 다귀욤귀욤하다 ], 긍정 텍스트 확률 : 90.48%"
"[정말 이거는 사고픈데................ 진저맨모양 접시개], 긍정 텍스트 확률 : 56.70%"
"[ 이젠 한참 고민하고 꼭 필요한 물건인지 사치는 아닌지 고민하고 사지못하는 물건들이다... ], 긍정 텍스트 확률 : 79.79%"
"[정말 센치한 텀블러와민트 보온병 하 민트보온병 구매욕구 완전 자극한다. 후기도 엄청 찾아봤네..............보온병땜에 당장 완분 갈아타고싶다 ], 긍정 텍스트 확률 : 86.65%"
"[ 머리칼이 많이 빠져서인가], 긍정 텍스트 확률 : 59.19%"
"[ 요며칠 생각이 많아졌다 매일 시간 육아에 지쳐서인가], 긍정 텍스트 확률 : 61.73%"
"[ 연말엔 항상송년회 날잡느라 달력붙들고 바빳었는데], 긍정 텍스트 확률 : 86.17%"
"[ 나는 자기애가 유독강해서인가보다 그래 도 이키키 사진보면 이키키 손까락 만지면아침에 일어나서 아기웃는거보면 햄볶는다], 긍정 텍스트 확률 : 57.99%"
"[스벅컵 좋아하는 이키키랑 스벅가야지충전해줘라 남편아 ], 긍정 텍스트 확률 : 63.65%"
"[ 스프라우츠와 함께라면 이케아 칼락스도 멋진 장난감 수납장이 될수 있어요. ], 긍정 텍스트 확률 : 90.77%"
"[ 육아용품에 대한 기록 ], 긍정 텍스트 확률 : 61.56%"
"[ 더블하트 젖병 및 관련 세척도구구매. 젖병이 거의 투명해서 언제까지 먹여야 하는지 볼 수 있고 좋음. 세척도구도 그럭저럭 잘 사용 중. .마더스베이비 수유쿠션빌림. 높이도 높고 좋음. 단], 긍정 텍스트 확률 : 99.37%"
"[ 영양왕구매. 중고로 구매. 강추 이유식 만들기 편함. .아이스큐브구매. 보라색 큐브는 사용하고 세척], 긍정 텍스트 확률 : 53.12%"
"[열탕해도 허옇게 자국이 좀 남아 있어 찝찝함.베이비뵨 턱받이구매. 초기라 잘 안 쓰게 됨. 아직은 거즈손수건 대고 먹이는게 편함. 현재 후기 들어갔는데 아직도 우리 아기는 턱받이 보단 거의 거즈 사용 에디슨 과즙망구매. 비교할 대상이 없으나 잘 사용중 임.], 긍정 텍스트 확률 : 90.35%"
"[ 타이니러브 모빌구매. 가장 먼저 사용하게 된 장난감. 아기가 겁이 많은 편이라 처음 두세번은 틀어주니 엄청 울었지만 점점 좋아하게 되어 신나게 발도 구르고 옹알이를 하기도 함. 컬러 안 보일 때는 흑백모빌임신 중 펠트로 만든 것을 달아 줬고 백일 즈음 컬러로 바꿔 줌. 그런데 백일 지나니 다른 장난감에 관심이 많고 모빌은 잘 안 봄. 사용시기가 짧아 중고로 샀음 더 좋았을 뻔. .피셔프라이스 아기체육관빌림. 좋아함. 초기엔 아기체육관모빌딸랑이 세가지를 함께 이용해 놀아줬었음. 시기에 따라 좋아하는 부분이 달라지는 듯 하나 어쨌든 잘 사용 중. .티애리 비앙카 종 딸랑이구매. 고전적인 딸랑이. 가성비 좋음. 가지 이다보니 소리가 다양해 마음에 듬. 아기가 쉽게 싫증내는 편이라 돌려가며 놀아줌. 애플비 무당벌레는 내 친구구매. 가장 좋아하는 장난감 중 하나. 다른 것 보다도 날개의 바스럭 소리를 좋아함. . 라마즈 국민 애벌레구매. 얼굴 부분에 멜로디 버튼이 있어 세탁기 못 돌림. 그게 불편하지만 그래도 아기가 좋아함. 피아노 오뚝이구매. 저렴하고 좋음. 잘 사용하고 있음.데글링고스 유모차인형구매. 유모차 안전바에 감아 줌. 관심 갖고 괜찮음.이븐플로 트리플런 아마존 엑서 쏘서렌트. 기대처럼 오래 혼자 놀지는 않지만 옆에서 놀아주면 꽤 있음. 수유], 긍정 텍스트 확률 : 99.90%"
"[데글링고스 강아지 돌쟁이 가방으로 좋아요 ], 긍정 텍스트 확률 : 75.71%"
"[ 데글링고스백팩유아백팩 돌쟁이 가방언제나 어디서나 너무 귀여워요 이제], 긍정 텍스트 확률 : 96.40%"
"[아장아장 걸음마 배우는 돌쟁이 다엘에게도], 긍정 텍스트 확률 : 53.31%"
"[가볍고 편하게 멜 수있는], 긍정 텍스트 확률 : 80.98%"
"[보기만 해도 깜찍하고 귀여운 백팩이에요얼른 자는 다엘이 깨워서 메게 하고 싶은 꺄 ], 긍정 텍스트 확률 : 64.29%"
"[ 레드와 화이트의 화려한 색상으로아이의 시선을 사로잡네요 ], 긍정 텍스트 확률 : 57.92%"
"[ 가방만들때 강아지 눈을 짝짝이로 그릴 생각을 누가 할까요아이들의 상상력과 호기심을 자극하려고만든 참 기특한 아이디어에요], 긍정 텍스트 확률 : 73.97%"
"[아이와 직접 닿는 등부분도 가볍고 부드러운 패브릭으로 되어있어요 ], 긍정 텍스트 확률 : 98.04%"
"[돌쟁이 다엘이도 멜 수있게패브릭 끈조절 할수 있어요 ], 긍정 텍스트 확률 : 60.58%"
"[분명 가방인데 인형처럼 잘 갖고 놀아요이래서 요즘 캐릭터 가방으로 많이들 사주나봐요 ], 긍정 텍스트 확률 : 63.69%"
"[꼬꼬마 등에 메주니 정말 귀여워서 사진찍는 내내 엄마는 헤벌쭉ㅎㅎㅎ ], 긍정 텍스트 확률 : 94.69%"
"[선반을 잡고 영차영차오늘도 열심히 걸음마 연습을 합니다. ], 긍정 텍스트 확률 : 65.44%"
"[궁딩이 팡팡 해주고 싶다], 긍정 텍스트 확률 : 56.09%"
"[자리에 앉아도 끌리지 않고등에 착 붙어서 안정감 있어요], 긍정 텍스트 확률 : 55.94%"
"[날씨 좋은날 얼른 김밥싸서 소풍가고 싶네요 ], 긍정 텍스트 확률 : 89.38%"
"[다엘이가 좋아하는 첫 가방이 생겨 뿌듯하고감사해요], 긍정 텍스트 확률 : 88.88%"
"[ 돌끝맘이 정리한 돌잔치 준비 및 꿀팁 총정리 ], 긍정 텍스트 확률 : 51.69%"
"[친구들은 미혼에다가], 긍정 텍스트 확률 : 59.45%"
"[첫째 맘인 라니는문센도 안 다녀서 아는 아가맘님들도 없음...지인맘님들은 이웃님들뿐....ㅋㅋㅋㅋㅋ 주변 지인에게서 얻을 수 있는 최근 돌잔치 정보란 대략 이십삼년 전], 긍정 텍스트 확률 : 92.86%"
"[돌잔치를 해보신 친정엄마의 돌잔치 경험담.....ㅋㅋㅋㅋㅋㅋ 이 포스팅을 누르신 분], 긍정 텍스트 확률 : 59.88%"
"[혹시 저와 같으신가요?ㅋㅋㅋㅋㅋ 굉장히 신뢰감 없는 글솜씨지만], 긍정 텍스트 확률 : 71.63%"
"[돌끝맘이 정리한 저도 한번 해봤지만 실제로 경험한 전반적인 돌잔치 진행과정 ], 긍정 텍스트 확률 : 71.34%"
"[ 돌잔치 규모와 예상 인원수를 고려하여 장소 선택하기직계가족끼리의 참석], 긍정 텍스트 확률 : 72.89%"
"[일요일 스케줄은 손님들에게 부담스러울 수 있으니까요. 보통 생일은 미리 챙겨야 한다는 말이 있으니], 긍정 텍스트 확률 : 64.54%"
"[아이 생일이 평일이라면], 긍정 텍스트 확률 : 69.43%"
"[버스 가까운 곳], 긍정 텍스트 확률 : 88.76%"
"[버스터미널과 가깝거나 찾아오기 쉬운 곳 등을 두고 선정해요. 결혼식장 선정할 때와 같은 기준으로 우선순위 생각하여 선정하시면 됩니다.→ 돌끝맘 실제 후기인기 있는 돌잔치 전문 뷔페들은 아이가 일이 되기 전에 벌써 예약을 해두는 경우도 있다고 해요. 꼭 인기있어서만이 아니라], 긍정 텍스트 확률 : 77.82%"
"[→ 돌끝맘 실제 후기 ], 긍정 텍스트 확률 : 65.82%"
"[ 일단 일반 뷔페는 직원분들이 도움 주시는 부분이 거의 제로라고 생각해두셔야 해요. 전 저희 지역에 있는 돌잔치 전문 뷔페들 중 음식 맛이 마음에 드는 곳이 없어 일반 뷔페로 예약했었는데 뷔페측의 도움은 없는 상태에서 전반적인 행사 진행에 업체를 끼지 않고 하니까 조금 힘들고 엉성한 부분도 있긴 하더라구요..그래서 전 조금 아쉬움이 남았지만 손님들께선 전혀 신경쓰지 않으셨어요ㅋㅋㅋㅋ일반 뷔페로 예약하실 분들은 참고하세요 ], 긍정 텍스트 확률 : 85.49%"
"[ 촬영하고 나서 원본파일과 앨범], 긍정 텍스트 확률 : 79.93%"
"[액자를 돌잔치 전에 받아볼 수 있어야 아이 돌촬영 사진으로 포토테이블을 예쁘게 꾸밀 수 있으니], 긍정 텍스트 확률 : 85.48%"
