"[아기방만들기 등등.그 중 큼지막한게 유모차와 카시트 구매였는데], 긍정 텍스트 확률 : 68.91%"
"[.말 할 때 고개를 살짝 들어주며 말하면 .더 좋아한다. ..모빌], 긍정 텍스트 확률 : 76.55%"
"[아기체육관 등 다양한 장난감도 많지만 .놀이 시간 중 한번은 .엄마랑 상호작용하며 노는 것도 .아가는 즐거워하니 함께해요🥰 .. ], 긍정 텍스트 확률 : 76.29%"
"[ .일 아인이..], 긍정 텍스트 확률 : 53.30%"
"[ .아인이는 전보다 더 눈에 보이는게 많은지 .두리번 두리번 ㅎㅎ .자기 전에도 울다가도 두리번 거리며 .새로운 세상을 탐색한다. ..자는 줄 알았더니 일어나서 뭐 봐....?̊̈ 𐨛 𐨛. ], 긍정 텍스트 확률 : 99.73%"
"[ .ㅋㅋㅋ온습도계를 보고 웃는다. .온습도계도 재미있는거야?̊̈ ㅎㅎㅎㅎㅎ.흑백으로 보여서 그런지 가끔 자다 일어나면 저걸 보고 있다... ..아이들은 참 신기한 존재. ..요즘 고개를 더 빳빳하게 들고... .잠에서 확 깨더니... ], 긍정 텍스트 확률 : 96.54%"
"[ .너.... 되짚기 시도하려고 그러니...?̊̈ .벌써....?̊̈ ㅠ̑̈ ㅠ̑̈ .뇌에서 하라고 시키는구야...?̊̈ .어쩜 하루가 다르게 이렇게 훅훅 크는고얌...?̊̈?̊̈ ..깨면 무조건 저러고 있고... ㅋㅋㅋㅋ.아침되면 머리가 다른 쪽에 가있고... ㅋㅋㅋㅋ.되짚기 성공을 놓치지 않으려고... .일어나면 무조건 동영상부터 찍는다 ㅎㅎㅎ..너무 빨리 크지마 아인아.ㅜㅜ], 긍정 텍스트 확률 : 98.88%"
"[ 디자인이 내 스타일. .그리고.으로 가벼워혼자 끌고 다니기 좋고], 긍정 텍스트 확률 : 80.13%"
"[뒤 서스펜션 있어서 .보도블럭 흔들림 완충 시켜줌. .코너링좋고], 긍정 텍스트 확률 : 52.61%"
"[도기울여짐. .폴딩이 쉬움...등등.. ..다 마음에 들었지만 .코너링 좋고], 긍정 텍스트 확률 : 90.28%"
"[ .차양막도 마음에 든다. .아가 볼 수 있는 곳은 자석으로 돼 편하게 열고 닫고 하는데 찍찍이가 아니라서 다행. ..아직 사용해보진 못했지만.아인이 좀 더 커서 사용하게 되면 .실 사용 후기남기도록 하겠음 . ], 긍정 텍스트 확률 : 57.71%"
"[드디어 쌍둥이들이 한달뒤에 태어납니다. ㅎㅎ 요즘 출산전에 구입해야되는 물품들을 사고 있는데 그중에 제일 중요한 유모차를샀어요.쌍둥이 유모차를 구매하기 위해 인터넷으로 많이 알아 보고나서실물을 보기 위해 베이비페어에갔어요베이비페어에 들어온 유모차업체에 있는 쌍둥이 유모차를 다 봤어요남편과 저는 일단 디럭스 유모차는 안봤어요 디럭스는 무겁고 저 혼자 들고 다니기에는 힘들어서ㅠ], 긍정 텍스트 확률 : 89.60%"
"[병원갈때 등등 우리 둥이들 하고 같이 다닐수 있는 가볍고도 튼튼한 유모차를 찾고 있었는데 베이비조거에서 나온 시티투어더블을 보고 한눈에 반해 샀어요쌍둥이 유모차 중에 폭이 제일 좁아서 밖에 나가도 눈치볼일도 없을거 같고], 긍정 텍스트 확률 : 85.27%"
"[밀어보고 했는데 튼튼해 보였어요.그리고 무게도 생각보다 가볍고], 긍정 텍스트 확률 : 75.66%"
"[ 드디어 유모차 도착했어요 베이버페어에서 주는 사은품 커버와 콘솔도 같이 왔어요], 긍정 텍스트 확률 : 53.87%"
"[ 바퀴만 따로 조립을 하게 들어 있었어요. 포장이 잘 되어왔네요조립하고 완성된 모습], 긍정 텍스트 확률 : 70.81%"
"[ 저희집에 있는 기내용 인치 여행가방이에요 유모차 크기가 대박이죠 기내용 여행가방 크기와 차이가 많이 안나죠 정말 마음에 들어요. 빨리 우리 둥이들과 함께 유모차타고 나들이 가고 싶네요 ㅎㅎ ], 긍정 텍스트 확률 : 99.99%"
"[출산후 일지나 휴모차를 알아보려고 수원베이비페어에 갔다. 가기전에 디럭스로 북포투랑 절충형 리안트원과 이번에 나온 베이비조거시티투어더블을 보고 사기로 결정한 상태였다.먼저 핸들링 젤 좋다는 북포투를 보러 갔는데 핸들링이 진짜 좋았다 하지만 너무 무거워서 바로 탈락두번째 리안트윈을 보았는데 디자인도 맘에 들고 가벼워서 마음이 많이 기울렸고 무엇보다 최대장점은 가격이다 가격이 진짜 엄청 착하다는것이다 그러나 문제는폭길이였다 ㅜㅜ역시 장단점이 있다는 생각이 들었다🤣🤣🤣마지막 베이비조거 시티투어더블보는순간 디자인도 마음에 들고 이거다 싶었다 ], 긍정 텍스트 확률 : 99.59%"
"[ .무게 대박], 긍정 텍스트 확률 : 88.47%"
"[ .원핸드 버튼 폴딩가능. 폴딩크기 초초슬림.이번에 나온 쌍둥이유모차 베이비조거.시티투어더블 따끈한 신상❤️.그래 내가 찾던게 이거였다 🙌🏻.. ], 긍정 텍스트 확률 : 75.29%"
"[아이들 어릴때부터 안써본 쌍둥이 유모차가 없다아이가 둘이되면서 첫 쌍둥이 유모차가 시티셀렉트였는데 시티셀렉트도 앞뒤유모차지만 핸들링이 너무 부드럽고 좋았었는데 디럭스 유모차이다보니..애들이 좀 크고나서는 절충형이나 휴대용을 찾게되었다그후 도노비는 핸들링이 너무 불편ㅜㅜ킨즈웨건도 핸들링이 너무무거웠지만 짐 실기도 좋고 애들 태우기 편해서 좀 썼었는데 자리가 나눠져있지않다보니 웨건을 좀 오래태우면 서로 싸우고 난리ㅜㅜ 현실남매......😰쿨키즈 휴대용을 제일 만족하며 오래쓰고 해외여행시에도 너무 좋았었는데 잠들면 뒤로 눕힐수없고😨 차양막이라고하기에도 뭐한 짧은 차양막..애들이 더크니 다리가 길어져서 땅에 끌리기시작....뻬그뻬레고 아리아트윈도 잘쓰긴했어요 아이들도 안정적으로타고 핸들링도 좋고 장바구니 넓음..하지만 가로폭이 라서 문통과하기가 쉽지않더라구요ㅜㅜ좀더 간편한거......찾다찾다 이제 타오바오까지..ㅋㅋㅋㅋㅋㅋ에버랜드에서 타고다니는거보고 지금처럼 흔하지않을때 바로 구입했었던 중국산 쌍둥이트라이크ㅋㅋ가로 로 모든 문 통과가능하지만 중국산답게 몬가 펴고접을때 원터치가아니라 주섬주섬 해야하고ㅋㅋ오래 앉아있기엔 아이 엉덩이가 지못미ㅜㅜ 장바구니 없어서 불편ㅜㅜ그래서 잠깐씩 태울땐 중국산 트라이크 태우고에어보스 림버 윙카 트윈 유모차를 구입해서 오래태울땐 윙카를 태웠다요렇게 번갈아 사용하다가베이비조거 시티투어 발견완전 신세계..내가 조금씩 아쉬워했었던 모든게 보완되서 나온 유모차같았다중국산트라이크의 가로폭과 같으면서잘때눕힐수도있고 차양막 길고ㅜㅜ한손 핸들링 안정적이고..손잡이 높이 높아서 허리아플일없고장바구니 넓고장점이 너무 너무 많다 ], 긍정 텍스트 확률 : 69.23%"
"[에버랜드 근처 살아서 에버랜드에 밥먹듯이 가는데딱 맞는 유모차♡ 시티투어더블 강추 ], 긍정 텍스트 확률 : 90.07%"
"[개월 첫째와 개월 둘째.연년생 자매를 키우는 사람으로써쌍둥이 유모차는 피해갈 수 없는 숙명같은 것..ㅜㅜ이미 싸이벡스프리암], 긍정 텍스트 확률 : 82.48%"
"[아리아트윈리안 트윈베이비조거 시티미니더블네가지를 놓고 혼자 음청 열심히 비교분석 하던중 새로 출시된 시티투어더블을 발견.바로 이거다 싶었으나워낙 폭이 좁게 출시된터라 한덩치하는 첫째를 안태워보고는 선뜻 살 엄두가 안나부산에서 하는 베페에서 직접 태워보고구매는 가격이 제일 저렴했던 베이비파크 화성향남점에서 ], 긍정 텍스트 확률 : 58.24%"
"[그만큼 시트폭이 좁긴 하겠지만개월 .키로🤫의 매우 우량한 첫째가 타기에도 무리는 없다. 좀 좁아보이긴 하는데 매우 잘 타고있다 ], 긍정 텍스트 확률 : 85.63%"
"[좌 개월 .키로 우 개월 .키로둘다 평균이상의 몸무게 ㅋㅋㅋ태우니 유모차가 묵직해지지만 핸들링 좋다둘이 같이 타니 너무 좋아한다 진작 사줬어야하나..표정은 저래보여도 좋아서 안내리겠다고 한참을 앉아있었다.. ], 긍정 텍스트 확률 : 53.54%"
"[ㅂ폴딩하면 또 이렇게나 작다넘나 굿굿👍🏻👍🏻👍🏻더 일찍 샀으면 좋았겠지만지금부터라도 돈 아깝지 않게 뽕뽑히게 타고 다니자더 열심히 외출해야겠노라 .?쌍둥이유모차쌍둥이유모차.?휴대용쌍둥이유모차휴대용쌍둥이유모차.?절충형쌍둥이유모차절충형쌍둥이유모차.?베이비조거베이비조거.?시티투어더블시티투어더블.?베이비파크화성향남점베이비파크화성향남점.?연년생유모차연년생유모차.?연년생유모차추천연년생유모차추천 ], 긍정 텍스트 확률 : 99.49%"
"[이제야 맘에 드는 가볍고 핸들링이 좋은 튼튼한 제품 베이비 조거 시티투어더블 찾아 너무 기뻐요], 긍정 텍스트 확률 : 98.04%"
"[거의쌍둥이 유모차계에선 최고의 컴팩트를 자랑하는듯많이 같이 고민했던 북포투는 저희차량소나타엔 적재불가에 엄마인 저 혼자 들고나기엔 ㅜㅜ역부족 그래서 이래저래 넘나 좋아요], 긍정 텍스트 확률 : 99.33%"
"[또 베이비조거와 구매처 애기야 많이 많이 칭찬해요 앞으로도 더 좋은 제품 기대 많이 ㅎㅐ요★ 돈 주고 실구매한 후기 입니다★ ], 긍정 텍스트 확률 : 62.86%"
"[한살터울을 두고있는 남매맘입니다쌍둥이유모차를 어떤거를 살까 고민하던중에 베이비조거라는 유모차를 알게되어 바로 검색후 사러 갔습니다 다른유모차들에 비해 훨씬 폭도 좁아 다니기 편리하고 무엇보다 등받이도 많이 눕혀져서 신생아때부터 사용하기 좋습니다 색갈도 이뿌고 가볍구 베이비젠 요요를 썻었는데 핸들링을 비교할수있을만큼 너무 좋습니다 길게는 오년 짧게는 삼년 탈수있을거같아요 강추 쌍둥이 연년생맘들은 베이비 조거 강추입니다 폴딩두 너무 좋아용 .?베이비조거베이비조거 .?쌍둥이유모차쌍둥이유모차 .?남매맘남매맘 ], 긍정 텍스트 확률 : 100.00%"
"[ .?베이비젠요요베이비젠요요 둘다사용중 .?산본맘스맘산본맘스맘 ], 긍정 텍스트 확률 : 89.70%"
"[육아하면서 블로그하기란 하늘의 별따기와 같기에 내일이면 개월을 돌파하는 이 시점에서 더 늦기 전 써보는헤이즐 수아 생후 개월년 월 육아일기], 긍정 텍스트 확률 : 54.21%"
"[블로그도 참 오랜만이지만 육아일기도 오랜만에 써본다.예전엔 어떻게 매주 썼었는지 내가 한 일임에도 싱기방기하네.개월을 하루 앞두고 개월 육아일기를 쓰려고 월의 사진을 뒤적여보니단 개월 전인데도 수아의 모습이 너무나 아기같아서 다시 한 번 싱기방기 ], 긍정 텍스트 확률 : 51.19%"
"[한식을 좋아하는 수아는 이유식이 끝나자마자거의 우리와 비슷한 식단으로 먹고있다.국물에 밥말아주는 것을 제일 좋아함.국밥스타일 ], 긍정 텍스트 확률 : 60.11%"
"[봄날씨가 꽤 변덕을 부렸던걸로 기억한다.감기에 걸릴 땐 어김없이 코가 막히는데 저 표정은 코막힐 때 나오는 표정임.코막힐 땐 꼭 베개로 머리를 조금이라도 높혀준다. ], 긍정 텍스트 확률 : 72.26%"
"[감기에 좋다는 배숙을 해주려고 한국 배를 사왔다.그리고 수아는 비니를 득템 ㅋㅋㅋ ], 긍정 텍스트 확률 : 78.67%"
"[코가 막히니 뭘 먹기가 쉽지 않다.그 와중 내가 먹는 오이를 가져가서 쥐고 먹는걸 보니시원한 음식이 좋은가보다. ], 긍정 텍스트 확률 : 50.57%"
"[아직도 코가 맥히나봅니다.베개로 머리를 높혀주어 숨쉬기 좋게... ], 긍정 텍스트 확률 : 58.70%"
"[내 지인들은 다 아는 나의 빨강머리앤 사랑.아이오와에서 수아 큰엄마가 아기용 빨강머리앤 책을 보내주셨다.프린스 에드워드섬에서 앤이 이름붙인 장소들이 나와있다. ], 긍정 텍스트 확률 : 87.90%"
"[헤어밴드를 해줬더니 뭔가 결의에 차보이는 느낌 ㅋㅋ머리띠 질끈 동여매고 고시 준비하는 느낌 ㅋㅋㅋ ], 긍정 텍스트 확률 : 59.31%"
"[간식으로 바나나도 혼자 잡고 냠냠 먹을 수 있다.엣지있게 새끼손가락을 꼭 드는데 어찌나 귀여운지 ㅋ ], 긍정 텍스트 확률 : 88.51%"
"[올 봄이 우주복은 마지막이겠구나 ], 긍정 텍스트 확률 : 73.90%"
"[육퇴 전에 즐기는 소중한 육아동지와의 디저트 타임 ㅋ수아도 한 입 해 ], 긍정 텍스트 확률 : 97.02%"
"[부녀의 소중한 낮잠타임 ], 긍정 텍스트 확률 : 69.15%"
"[오랜만에 떡뻥 ], 긍정 텍스트 확률 : 71.61%"
"[슬로우쿠커에 푸욱 익힌 베이비립수아도 잘먹었다. ], 긍정 텍스트 확률 : 63.81%"
"[잘 때 너무 이뻐서 자꾸 사진 찍게 됨 ㅋ ], 긍정 텍스트 확률 : 97.34%"
"[낮잠은 오전에 번], 긍정 텍스트 확률 : 53.74%"
"[유모차가 벌써 몇 대나 있는 사람들도 있던데], 긍정 텍스트 확률 : 69.89%"
"[기존 베이비조거 시티 셀렉트에서시티 셀렉트 럭스로 업그레이드 된 부분 중 가장 마음에 들었던 것 가지첫번째는 요 장바구니별도 구매해야해서 아직 구입은 안했는데세컨시트 대신 빈 자리에 장바구니를 끼울 수 있다.유모차 끌고 요기조기 잘 다니는 나에게장 볼 때], 긍정 텍스트 확률 : 81.02%"
"[두번째로 마음에 들었던 점은 벤치시트가 있다는 거큰 아이들은 이제 유모차를 타기도 싫어할 뿐더러 시트가 작아지고 허용 무게도 넘어간다.엄마와 마주보는 자리에 벤치시트를 끼워서 큰 아이들도 함께 타고다닐 수 있게 만들었다. ], 긍정 텍스트 확률 : 78.52%"
"[요람이나 인펀트 카시트도 쉽게 연결할 수 있다.그리고 기존의 시티 셀렉트 모델에 비해럭스는 접었을 때 가 더 슬림해졌다.베이비조거 답게 핸들링도 굉장히 좋아서많이 걸어다니는 우리에게 딱이고바구니도 특대형이라 기저귀 가방에 간식 가방까지 넣고장도 잔뜩 봐와도 됩니다리클라인도 원터치고 그동안 줄로 당겨서 하느라 얼마나 힘들었는가 ㅠㅠ아이 발놓는 부분 조정이 가능해서 아이 연령대와 상태에 맞추어 다리 각도를 조절해줄 수 있어 좋다.저번 유모차는 이게 없어서 좀 어릴 때에도 앉기가 어려웠고잘 때도 다리부분이 축 쳐져서 힘들어보였음 한국어에도 있는 단어들은 왠만하면 영어로 안쓰려고 노력중인한글 사랑 한글 덕후 인인데유모차 후기엔 왜이리 적절한 단어가 생각이 안나는지요. ㅠ어쨌든 달 정도 사용한 현재대 만 족진즉에 살걸 그랬다.타겟에서 세일할 때 쿠폰이랑 이것저것해서 정말 저렴하게 샀는데지금 또 보니 배로 가격이 올라있다.좋은 가격에 사서 더 만족둘째까지 뽕뽑아야지 ], 긍정 텍스트 확률 : 81.05%"
"[열이 났던 날 입맛이 없는지좋아하는 국에 밥을 줘도 두 손 공손히 모으고 고개 휙...알겠습니다 마님 아보카도를 대령하겠습니다. ], 긍정 텍스트 확률 : 71.86%"
"[수아가 좋아하는 아보카도야이렇게 생긴거란다 하고 설명해줬다. ], 긍정 텍스트 확률 : 71.93%"
"[피곤할수록 아랫입술이 뿌우 ], 긍정 텍스트 확률 : 51.21%"
"[퇴근하면 수아 맘마도 먹이고 너무너무 잘 놀아주고목욕도 시켜주고 잠자리 들기 전 꼭 아기 잠자리 기도책까지 읽어주는우리 육아전우 남편 항상 고마워요 ], 긍정 텍스트 확률 : 82.23%"
"[정말 고민 많았던 유모차..저희집 대문 통과후 바로 올라오는계단쪽 폭이 정말 좁아요.. 그래서 가성비 좋다는 나단스 디럭스 ], 긍정 텍스트 확률 : 93.02%"
"[임신전에 미리 샀던 쌍둥이윰차 ], 긍정 텍스트 확률 : 54.04%"
"[병원은 아이들의 단골인데날씨가 추워지니 다시 병원을 열심히 다니고 있던중 첫애는 유모차에 타서 방풍커버 해주고 둘째는 아기띠해서 워머하고 모자를 씌운다해도.. 얼굴 뒤집어 씌우면 난리나는 둘째라 늘 얼굴은 내밀고 다녔는데 둘째 코에 바람이 자꼬 들어가는걸 보니 마음이 너무 안좋았어요 ㅠ 첫애 챙긴다고 둘째는 어부바하며 다닐때도 많은데 목이 뒤로 훅 넘어갈때도 있어서 어른들이 지나가면서 “애 목 아프겠다 ], 긍정 텍스트 확률 : 61.76%"
"[스텝 타보], 긍정 텍스트 확률 : 60.89%"
"[스텝 타보], 긍정 텍스트 확률 : 60.89%"
"[와이업지니 처음의 시작은 유모차가 아니었다. 우리는 분명 이유식 준비물들을 구입하기 위해 주변에 큰 육아용품 전문점을 찾아보았고], 긍정 텍스트 확률 : 64.85%"
"[집에서 분 거리에 있었던 베이비플러스 화곡점.주차도 잘되어있고], 긍정 텍스트 확률 : 90.49%"
"[유아용품 전문매장이라는 말처럼 정말 다양한 제품군들을 볼 수 있었다.진짜 육아하면서 필요한 것들은 여기 모두 있어서 정말 좋았는데], 긍정 텍스트 확률 : 97.62%"
"[특히나 놀랐던 점은 인터넷 최저가와 가격이 크게 차이가 나지 않았다는 점이다.처음에 몇 개 원래 알던 인터넷가격보다 심지어 저렴한 물건들이 있어서 엄청 신나게 구경을 하게 되었다. ], 긍정 텍스트 확률 : 83.23%"
"[현이가 잘 타고 있었던 다이치 원픽스도 있고], 긍정 텍스트 확률 : 78.03%"
"[바운서 없는게 없는.. 특히나 포맘스바운서는 전시품을 완전 저렴한 가격에 팔고 있더라. 간간히 그런 대박찬스가 매장에 직접가면 있는 것 같았다. ], 긍정 텍스트 확률 : 82.64%"
"[ 마침 유모차 코너에 사람들이 줄어드는 타이밍이 생긴거다.계속해서 손님들이 많이 와서 유모차코너에 있어서 그냥 보지 말까 하다], 긍정 텍스트 확률 : 54.48%"
"[타이밍이 좋아서 한번 구경이라도 해보자하다가 유모차지름..일본여행을 위해 원래 구입할려고 생각해둔 유모차였기 때문에 좋은 기회라고 생각했다.그리고 아까도 말했지만], 긍정 텍스트 확률 : 96.17%"
"[인터넷최저가와 똑같기에.. 실제 모델들을 보고 살 수 있다는게 정말 좋았다.전 모델이 년형 신상모델이었고], 긍정 텍스트 확률 : 91.23%"
"[그것도 정말 좋았다. ], 긍정 텍스트 확률 : 95.82%"
"[폴딩했을때 엄청 작아진다.그리고 바퀴로만 세워지기도 해서 너무너무 좋았던 베이비조거 시티투어럭스. ], 긍정 텍스트 확률 : 95.90%"
"[..?와이업지니와이업지니 타보 스텝], 긍정 텍스트 확률 : 60.89%"
"[리안 그램그램과 가장 많이 비교되는 모델이다. 가격대는 만원 전후로 세 모델이 비슷한 가격대를 형성하고 있어서 그만큼 가장 대중적이다.저 자 바가 마음에 들지 않는다.. 바로 패스. ], 긍정 텍스트 확률 : 75.81%"
"[..?타보타보스텝.기내용 유모차로 가장 유명하다고 할 수 있는 타보. 이번에 년형이 나오면서 스텝이라는 이름이 붙었다고 한다.가장 가볍고], 긍정 텍스트 확률 : 94.66%"
"[가장 효율적인 그런 모델. ], 긍정 텍스트 확률 : 77.14%"
"[스텝으로 변경되면서 엄청 럭셔리 해진 느낌이다. ], 긍정 텍스트 확률 : 59.70%"
"[우리 뚱땡 혀니도 타보았다. 기분좋다가 싫다가..충분한 안정감은 느껴졌다. 그런데 주행감은 조금 떨어지는 느낌. ], 긍정 텍스트 확률 : 71.21%"
"[프라임라이트라는 제품에 눈이 갔다.가격은 그램플러스보단 비싼데], 긍정 텍스트 확률 : 52.34%"
"[하나하나 디테일이 너무 좋았다. 무게도 너무너무 가볍고 폴딩], 긍정 텍스트 확률 : 94.33%"
"[언폴딩의 방식은 오늘 비교해본 제품들중에 가장 좋았다. ], 긍정 텍스트 확률 : 78.90%"
"[ 사장님], 긍정 텍스트 확률 : 60.33%"
"[연년생 자녀를 두거나쌍둥이 자녀를 둔 부모면쌍둥이 유모차에 대한 고민을한번쯤 했을 것이다.그렇게 고민하다 고른베이비조거 시티셀렉트년반 사용후기를 남겨본다. ], 긍정 텍스트 확률 : 70.14%"
"[베이비조거 시티셀렉트는위와 같은 위치로 의자를 배치할 수 있다. ], 긍정 텍스트 확률 : 66.20%"
"[손잡이는 단계 조절이 가능한데초대 늘렸을때 센티 정도 늘어나는 것 같다.상꼬맹이 우리 마누님과대한민국 남성 평균신장을 약간 윗도는내가 쓰기에 불편함은 없다. ], 긍정 텍스트 확률 : 86.66%"
"[앞바퀴는 인치 크기로평균적인 유모차 바퀴 사이즈이나바퀴위에 달린 완충장치가 역할을 톡톡히 한다.노면이 거친 곳을 지날때면서스펜션이 바쁘게 움직이는 것을 볼 수 있다. ], 긍정 텍스트 확률 : 68.18%"
"[시트분리는 쉽다.위와 같이 시트 개를 겹쳐놓고 ], 긍정 텍스트 확률 : 75.43%"
"[큰놈이 이렇게 아래 시트에 앉으면핸들링이 좀 어렵다.그도 그럴것이 앞바퀴쪽에많은 무게가 쏠리니비탈길에서 약간 힘이 들어간다. ], 긍정 텍스트 확률 : 63.76%"
"[이렇게 마주 보고기 해주면지들끼리 잘논다ㅋ ], 긍정 텍스트 확률 : 71.51%"
"[ 올 여름에도 잘 사용하고 있다.베이비조거 시티미니더블도 보고왔는데생각보다 폭이 넓어놀라고 그냥 왔다.그냥 쌍둥이 유모차는시티셀렉트가 정답인듯 하다. ], 긍정 텍스트 확률 : 82.89%"
"[웬만한 문도 그대로 통과가능하고 혼자끌기에 핸들링도 좋고 둘다 신기하게 잘있음의자 폭이 좁아서 조금만 커도 못탄다는 후기 많은데 첫째가 날씬한 아기라 공간도 꽤 낭낭하고 생각보다 더 오래 태울수 있을꺼같음남편도 나도 넘 만족중인 유모차폴딩했을때 부피도 진짜 작아서 넘 좋음트렁크에 쏙 들어감 최고의 장점또 장바구니 작다고 많이 그랬는데 스토케쓰던 우리에게 이정도의 장바구니 만족만족근데 컵홀더 없는건 아쉬움그리고 스토케처럼 아기허리를 완전 세워서 앉을수는 없음 그건 첫째가 조금 불편해하던데 조금 더 타다보면 익숙해질듯 ], 긍정 텍스트 확률 : 100.00%"
"[ 항상 두손으로 밀어야 다 안전할수 있다는 말씀], 긍정 텍스트 확률 : 84.60%"
"[접고펴기도 매우간편], 긍정 텍스트 확률 : 63.96%"
"[ 일단 안정적이여보였다.또한], 긍정 텍스트 확률 : 76.30%"
"[나는 베이비조거 시티셀렉트 럭스를 매우 만족하며 아이들을 태웠기에 베이비조거 브랜드에 대한 믿음이 있었다.신랑과 다시한번 상의후 방문하기로...결론은 우리신랑은 직원분 말에 대찬성혼자 끌고나갈 일이 많아질 앞으로를 생각하면 쌍둥이유모차가 인용보다 나을거란다. 안정성면에서도그리고 개 합친 인용은 넓이가 꽤나 되서 엘레베이터 통과가 안되는 곳도 있을거 같았다. 그때마다 다시 분리했다 재결합 하는 일이 번거로울것 같았다.시티투어더블의 너비는 아주 좋았다. 받아보고 첫 주행], 긍정 텍스트 확률 : 64.86%"
"[마트에서 무빙워크 충분히 가능함.신랑왈], 긍정 텍스트 확률 : 77.66%"
"[애기 한명만 데리고 나갈일 있어도 끌고나가한쪽에 짐을두란다.ㅋㅋㅋㅋ결국 다 물거품하고 휴대용도 베이비조거로받아보고 번 써봤는데 만족스럽다접었을때 크기도 아주 좋구], 긍정 텍스트 확률 : 75.45%"
"[나 혼자 들기도 충분아기들이 시셀만큼이나 잘 타주길 ], 긍정 텍스트 확률 : 83.98%"
"[ 두 딸살], 긍정 텍스트 확률 : 58.28%"
"[ 살을 데리고 혼자 집앞 병원이나 마트에 갈때 쌍둥이 유모차가 있으면 좋겠다는 생각에], 긍정 텍스트 확률 : 66.35%"
"[접은 후에도 공간을 많이 차지하지 않아서 좋다.또한 우려했던것과 달리 핸들링도 양호한 편이라 아주 만족스럽게 사용하고 있다.주변에 쌍둥이 유모차 구매를 고민하시는 분들에게 적극 추천할 생각이다. ], 긍정 텍스트 확률 : 74.45%"
"[개월 차이 연년생을 키우고 있다.첫째 개월], 긍정 텍스트 확률 : 60.35%"
"[접었을땐 정말 컴팩트하게 작아요시크 카시트보다 작네요 ㅎㅎ ], 긍정 텍스트 확률 : 67.02%"
"[ 그건 그때가서 생각하기로 ], 긍정 텍스트 확률 : 69.08%"
"[아직 아이들이없어 태워보진못했지만후회하진않을꺼 같아요나중에 작은차를 제가 운전할수도 있는거고 문제없이 트렁크에 들어갈꺼같아요아직 악세사리가 많진않은거 같은데 손잡이 커버가얼른 생겼으면 좋겠어요. 우레탄 만지는 느낌에 먼지가 너무 잘붙어요 ], 긍정 텍스트 확률 : 87.28%"
"[베이비조거 씨티투어더블그때 친정엄마에게 연락왔을때 바로 샀어야했는데 저는 다른 쌍둥이 유모차들과 비교분석해보느라 구매가 늦어져서 거의 한달을 기다렸네요 ㅠ다른 쌍둥이 유모차들 비교할 필요가 없어요크기며 무게며 폴딩 방법 사이즈 모두 만점마트], 긍정 텍스트 확률 : 92.51%"
"[베이비젠요요와 폴딩 비교방풍커버씌운 상태로 폴딩해서 쪼오꼼 더 커보이네요 ㅎㅎ ], 긍정 텍스트 확률 : 80.46%"
"[애기들도 좋아하고 등받이도 거의 도 가까이 눕혀져 잠들어도 걱정없어요 ㅎㅎ ], 긍정 텍스트 확률 : 65.60%"
"[여행 다니기 좋은 휴대성저희에게 필요한 요건이었어요.집근처.?베이비플러스화곡점베이비플러스화곡점 매장에서 발견한 .?베이비조거베이비조거.?시티투어더블은시티투어더블은 이 세가지를 모두 만족시켜주네요.보통 애들 둘을 태우면 핸들링이 문제인데], 긍정 텍스트 확률 : 92.02%"
"[ 베이비조거 튼튼한건 시티셀렉트부터 알고있었고가벼운 무게와 컴팩트한 디자인까지마음에 쏙 들더라고요.다만 아이들이 이미 커버려서시트가 조금더 넓은 .?빼그빼레고아리아쇼퍼트윈과빼그빼레고아리아쇼퍼트윈과고민을 했지만핸들링이 너무 좋아냉큼 구매했네요.시승식으로 어린이대공원을 다녀왔는데차 트렁크에도 쏙좁은 공간도 문제없이만족합니다 ], 긍정 텍스트 확률 : 56.06%"
"[년생 첫찌개월년생 둘찌개월윰차 두대를 끌고 애 둘 육아는 무리....아무래도 나혼자 애 둘 데꼬 다니는 경우가 많은지라웨건이 잇음에도 불구하고 고민끝에쌍둥이 유모차 구매웨건도 잘 사용하고 뽕 뽑을때로 뽑앗구잘 냅둿다가두찌가 더 큰 다음에 또 열심히 타고 다녀야짛ㅎㅎㅎㅎㅎㅎ내가 쌍둥이 윰차 구매시 살핀 포인트들. 핸들링. 휴대성. 시트 리클라인크게 가지다핸들링은 당연한거지만 생각보다 핸들링이 안좋은 유모차들이 많기에 매장에 방문해사 몇번이고 밀어보고 결정햇다.차에 싣고 다니면서 사용할거기에 얼마나 컴팩트하게 접히고 엄마인 내가 혼자 폴딩 언폴딩을 할 수 잇는지를 살폇다.우리 아기들은 유모차에서 낮잠을 매우 잘잔다 그래서 시트가 최대한 많이 눕혀지는 제품을 선호햇다.가장 중점적으로 체크한 이 가지를 모두 패스한 것이 베이비조거 시티투어더블이엇다그래서 바로 매장에서 겟겟 ㅋㅋㅋ아주 신난다.이맛에 육아하는거 같다둘 데꼬 나가면 헬일때도 많지만...어여 나가고 싶다 ㅋㅋㅋㅋ 베이비조거시티투어더블끌고♡ ], 긍정 텍스트 확률 : 84.03%"
"[우리 쌍둥이들이 이제 개월이 되간다현재 부가부동키와], 긍정 텍스트 확률 : 76.86%"
"[ 내 차량에 혼자서도 동키를 싣고 내리고하지만], 긍정 텍스트 확률 : 65.40%"
