"[.안녕하세요..쩡수연이 쭈누짜누엄마입니다..명의 아이를 키우면서.대 정도의 유모차를 실사용해보면서.나름 자칭 유모차전문가가 된것 같아요.. ], 긍정 텍스트 확률 : 85.12%"
"[눕혀보기도 하고 정말 편안해 하는 우리 아들이랍니다풋머프도 있어 추운날씨에도 따뜻하게 우리 아들을 보호해 줄수 있겠죠?빨리 다이치 유모차 앨리를 바깥에서 태우고 싶은 마음 가득다음번에는 다이치유모차 앨리타고 외출기를 후기로 남길께요기대하세요지금까지 다이치 절충형유모차 앨리 개봉기였습니다. ], 긍정 텍스트 확률 : 81.93%"
"[안녕하세요. 이제 출산이 정확히 일 밖에 남지 않은예비맘 이랍니다.이것저것 출산 준비하면서구매해야 하는 것들이 정말 많았는데요.선물로 많이들 보내주니부담도 덜 들어서 얼마나 고마운 지 몰라요.몇일 전 후기 올린 미니 의류 건조기 선물부터해서오늘은 유모차를 선물로 받았답니다.이 유모차는 휴대하기 정말 편한유모차인 것 같아요.남편이 이번에 회사에서 차를 지원해 준다는좋은 소식하지만 아반떼라서 큰 차를 타고 다니다가이제는 소형차를 타게 되었답니다.그래서소형차에도 거뜬하게 들어가는접이식 유모차를 도련님께서선물해 주셨는데요.도련님 성격이 워낙 꼼꼼하다는 말을 들어서 그런지휴대용 유모차가 내 맘에 쏙 들었어요. ], 긍정 텍스트 확률 : 67.07%"
"[ 조립하기도 정말 간편한 다이치 루이 유모차 앨리역시 조립은 남편 몫이죠.아들이라 파란 색으로 보내주셨는데디자인이 정말 맘에 들더라고요. ], 긍정 텍스트 확률 : 92.41%"
"[ 제가 유모차에 대해서 잘은 모르지만휴대용 유모차는 뭔가 덜덜덜떨리는 감도 있고 조금 안정감이 없을 줄 알았는데전혀 그렇지 않더라고요.탄탄한 느낌?? 세상 정말 좋습니다.가격이 만원 초반이라고 했던가?제딴에는 비싸다고 생각했는데.ㅠㅠ저는 만원대 유모차를 구매하려고했었거든요. 근데 유모차가 만원 정도는 한다고다들 그러더라고요? ㅎㅎㅎㅎ제가 모르긴 정말 모르나 봅니다.참고로 홍보글이 아니에요.저 같은 초보 맘 님들다이치 유모차 생각 중 이시라면참고 하시라고 올리는 거니깐요. ], 긍정 텍스트 확률 : 92.33%"
"[ 조림하는 과정은 올리지 않았습니다.설명서가 더 잘 나와있기 때문인데요. ], 긍정 텍스트 확률 : 74.36%"
"[ 설명서가 그리 어렵지 않아서누구나 따라서 조립할 수 있어요. ], 긍정 텍스트 확률 : 75.20%"
"[ 색깔이 고급진 푸른 색이라마음에 쏙 ], 긍정 텍스트 확률 : 86.83%"
"[ 빨리 태워보고 싶네요.ㅎㅎ흔들림 전혀없이안정감 있어서 저는 적극 추천드리고 싶네요. ], 긍정 텍스트 확률 : 90.50%"
"[ 접었을 때 모습ㅋㅋㅋ 구석에 두기 딱 좋아요.차에 넣어서 다니기도 좋고정말 내가 원하던 휴대용 접이식 유모차랍니다.그리고 접는 방법 정말 간편해요.ㅎㅎ ], 긍정 텍스트 확률 : 98.31%"
"[다이치유모차 앨리 절충형 유모차알랑예강 ], 긍정 텍스트 확률 : 65.12%"
"[ 우리아이 둘째를 데리고 밖으로 주말마다 나가는데 요즘은 아기띠보다는 유모차를 많이 써요 ㅎ 요즘 다이치 카시트 많이 쓰는데 제가 애정하는 다이치에서 다이치유모차가 나왔더라고요 ㅎ 이름은 앨리 이번에 절충형유모차로 나왔다는데 너무 갖고싶은 마음에 얼른 기회를 잡았죠 ㅎ 다이치유모차 앨리 어떤 매력이 있는지 한번 살펴볼께요 ], 긍정 텍스트 확률 : 87.03%"
"[ 제가 주문한 상품은 가지 색상중 밀키블루랍니다 네이비색 처럼 진한 색이 아닌 모던하면서 살짝 그레이톤도 비치는 그런 블루예요 ㅎ 신비로움 마져 듭니다 ], 긍정 텍스트 확률 : 90.70%"
"[ 기본구성을 보면 본체와 바퀴 그리고 이너시트 들어있고요풋머프], 긍정 텍스트 확률 : 74.26%"
"[모기장까지 별도 구매가능하답니다 저는 개인적으로 요즘같이 외출 잦은 여름엔 모기장 있는 제품이 필요한대 다이치유모차는 모기장이 있어서 좋더라고요 ㅎㅎ ], 긍정 텍스트 확률 : 90.22%"
"[ 접었을때도 매력적이죠? 접는방법도 너무나 간단하답니다 동그란 손잡이 레버를 돌려서 접으면 되는데 신랑이 접으면서 다른제품들 보다 접히는게 정말 부드럽게 잘 접힌다고 그래요 ㅎㅎ], 긍정 텍스트 확률 : 83.65%"
"[디럭스급 에서만 느낄 수 있는 편안함과 안전함을 느낄 수 있다고해서 어린 아이들도 사용하면 너무나 좋을것 같았습니다 ], 긍정 텍스트 확률 : 99.18%"
"[마찰을 최소화시키는 볼베어링 시스템이 탑재되어 유연하고 부드러운 핸들링을 자랑한다고해요 실제로 제가 끌어봤는데 너무나 핸들링이 좋아요 ㅎㅎ ], 긍정 텍스트 확률 : 66.29%"
"[ 저는 캐노피도 정말 마음에 들더라고요 ㅎㅎ 강력한 자외선 차단은 물론 생활 방수 기능을 가진 단계 확장 캐노피가 쾌적하고 안전한 외출을 지원합니다. 견고하고 고급스러운 소재로 오랜 기간 변형 없이 사용할 수 있어서 더 좋습니다], 긍정 텍스트 확률 : 86.04%"
"[ 안전바도 도 회전이 가능했고 발받침대도 단계조절이 가능해서 아이가 편안하게 이용할수 있도록 잘 설계되었더라고요 바구니도 대용량이 이용하기 편리해서 좋겠더라고요 ㅎㅎ ], 긍정 텍스트 확률 : 99.13%"
"[ 요제품 양대면으로 전환이 가능한대 한손으로 들어서 쉽게 양대면으로 바꿀수가있어요 ㅎㅎ 정말 세상 쉽답니다 ㅎㅎ시트와 프레임을 분리하지 않아도 전방보기는 물론 마주보기 상태에서도 콤팩트하게 폴딩 가능하며], 긍정 텍스트 확률 : 97.39%"
"[손잡이가 있어 한 손으로 들어 이동할수 있다는 말예요 정말 좋죠? ], 긍정 텍스트 확률 : 78.28%"
"[ 각도 조절이 가능한 등받이도 참 좋네요 안전벨트도 안정감있게 잘잡아줍니다 ], 긍정 텍스트 확률 : 95.11%"
"[ 손잡이도 길이 조절이 가능해서 좋고 원터치 브레이크도 쉽게 발로 조정할수 있어 편리했습니다], 긍정 텍스트 확률 : 57.11%"
"[ 저 대신 아이가 끌어봐도 핸들링이 너무 좋아서 잘 끌어요 우리아이들 데리고 외출하면 정말 좋을것 같습니다 ], 긍정 텍스트 확률 : 99.66%"
"[ 개인적으로는 디자인도 그렇고 기능도 그렇고 너무 마음에 드네요 디럭스급처럼 무겁지도 않으면서 휴대용보다 안정감있어서 사용하기 좋을것 같아요 몇번 사용해보고 좀더 자세한 후기 가지고 올께요 조금만 기다려주세요 ], 긍정 텍스트 확률 : 97.69%"
"[저도 한번 써보고 싶단 생각을 했었는데 처음 사용하기 시작한 카시트를 아직 사용중인데다가 주니어로 넘어가기엔 아이가 넘 작아서 아직까지도 한번도 다이치 카시트를 사용해본 적이 없어요. 그런데], 긍정 텍스트 확률 : 96.22%"
"[얼마전 택시를 타니 그 안에 다이치 카시트가 있더라구요. 그때], 긍정 텍스트 확률 : 86.82%"
"[ 좋은 기회로], 긍정 텍스트 확률 : 64.72%"
"[이번에 출시된 다이치 루이 절충형 유모차 앨리 를 만나보게 되었답니다. 카시트처럼], 긍정 텍스트 확률 : 97.15%"
"[크게 크지는 않았습니다. 어떤 유모차는 진짜 택배상자가 커서 깜놀하기도 하는데 이정도면 중간정도는 가는 것 같아요하지만 안쪽에서 꺼낸 알찬 구성에 깜놀했죠. ], 긍정 텍스트 확률 : 61.77%"
"[프레임이라고 일면 뼈대의 무게가 상당했기 때문이에요.아무래도 다이치는 안전한 카시트를 만드는 회사인만큼 흔들림없는 안전한 주행을 위해 튼튼한 프레임을 선택한 것 같더라구요.], 긍정 텍스트 확률 : 93.41%"
"[풋머프 이렇게 구성이되어있었고 여기에 추가적으로 모기장이 있어요.홈페이지에 가 보니 컬러는 컬러로 출시되었는데 모두 인기가 많을만한 컬러더라구요. 저는 샌드브라운에 크롬 프레임 제품이니 참고하시면 좋을 것 같아요.], 긍정 텍스트 확률 : 54.86%"
"[ 깨끗. 깨끗. 절충형 유모차 중에서는 타이어가 꽤 큰 편이였는데요. 유모차 휠은 울퉁불퉁한 도로에서 오는 진동과 소음을 흡수해주는타이어라 조용하고도 부드러운 주행이 가능하게 만들어졌어요. 이런유모차는 원래 디럭스급 유모차에 많이 쓰이고휴대용 절충형쪽에서는 쉽게 볼 수 없는만큼 특별하다 할 수 있을것 같아요.], 긍정 텍스트 확률 : 96.73%"
"[ 조립을 완료하고 일으켜 세운 모습이랍니다 크롬바디로 더욱 럭셔리하고 예쁜모습이 돋보였어요. 사용감이 좋긴 하지만 디자인이 별로인 유모차들도 꽤 봤는데 다이치유모차는 부담스럽지 않으면서도 럭셔리한 디자인을 보여주고있어 맘에들더라구요.], 긍정 텍스트 확률 : 91.25%"
"[ 그리고 외출하기 전에 집에서 한번 장착만 해 본 풋머프도 좀 보여드릴게요겨울에 꼭 필요한거구요. 특히 신생아 있으시면 이건 정말 필수라고 할 수 있는 유모차 구성품이랍니다.], 긍정 텍스트 확률 : 90.32%"
"[ 풋머프까지 장착하니 더욱 럭셔리한 느낌. 장착하는 방법도 어렵지 않고 좋더라구요], 긍정 텍스트 확률 : 88.75%"
"[신생아때부터이하의 아이들이 탑승 가능한 절충형 유모차인만큼이런 구성품도 잘 나온 것 같아요.], 긍정 텍스트 확률 : 93.88%"
"[ 언제이리 컷니 울 아가권장 사용연령보다 약 년정도 어린 우리딸은 지금 발판에서 발이 조금 삐쭉 하는 정도인데요. 아직 유모차를 탑승하는 아이이기도 해요. 다리 힘이 약해서 곧잘 안아달라고 하는데 엄마는 저질체력이라 유모차 필수 거기다 마트 유모차는 또 싫어하는 나름 럭셔리한 뇨자랍니다.], 긍정 텍스트 확률 : 97.44%"
"[ 주문한지 이틀 만에 큰 박스에 배송되어서 왔어요.택배 상자를 뜯을 때 그 즐거움 ㅎㅎ아기용품은 더 설레는 것 같아요.상자를 열면 커다란 비닐에 유모차가 포장되어 있어요. ], 긍정 텍스트 확률 : 83.38%"
"[ 조립을 해야 합니다. 어렵지 않아요 ], 긍정 텍스트 확률 : 50.31%"
"[ 사은품 풋커버와 신생아 이너시트], 긍정 텍스트 확률 : 55.80%"
"[설명서로 구성되어 있어요. ], 긍정 텍스트 확률 : 90.75%"
"[ 양면으로 되어 있어요.앞면은 봄], 긍정 텍스트 확률 : 90.24%"
"[겨울용이고 뒷면은 매쉬로 된 여름용이에요.쿨시트를 따로 살 필요가 없어요. ], 긍정 텍스트 확률 : 89.68%"
"[ 조립 완성한 앨리저는 미스티그레이 색상에 블랙 바디를 택했어요.색상은 블랙], 긍정 텍스트 확률 : 51.08%"
"[ 바디는 블랙과 크롬이 있어요.크롬은 손 자국 많이 날 것 같아서 관리가 편한 블랙으로 ], 긍정 텍스트 확률 : 54.15%"
"[ 사은품 중에 하나인 풋커버아기들 발 시리지 않게 도와주는 풋커버에요. ], 긍정 텍스트 확률 : 61.83%"
"[ 햇빛 차단막은 지퍼가 있어서 더 내릴 수 있고요.차단막 뒷부분에 천을 걷으면 아가가 잘 있나 볼 수 있도록 구멍도 송송 이런 세심한 배려가 마음에 들어요. ], 긍정 텍스트 확률 : 89.58%"
"[ 신생아부터 태울 수 있도록 양대면도 가능합니다.바꾸는 것도 아주 쉬워요 ㅎ ], 긍정 텍스트 확률 : 79.38%"
"[ 앨리의 장점 중의 하나는 핸들링이에요.엄청 부드러워요. 베이비페어에서 끌어본 유모차 중에 제일 부드러웠어요. ], 긍정 텍스트 확률 : 64.63%"
"[ 폴딩하는 법을 영상으로 찍어봤어요.쉬워 보이죠?저는 경차 모닝을 몰고 다니는데 모닝 트렁크에도 쏘옥 들어가요.다만 제가 폴딩한 앨리를 한 손으로 들어보니 무거웠어요 ㅠ유모차들 중에서 가볍다는 앨리인데.. 이 정도는감수해야지요 ㅎㅎ절충형 유모차를 찾으신다면 다이치 앨리를 추천합니다.여기까지 직접 구매한 후기였습니다.다이치 앨리우리 햇살이를 잘 부탁해요♥고맙습니다. ], 긍정 텍스트 확률 : 99.37%"
"[ 특히 내가 평소 좋아하던], 긍정 텍스트 확률 : 97.08%"
"[애용하던 브랜드에서 나오는 신제품은 더더욱 기대하게 되는데], 긍정 텍스트 확률 : 53.98%"
"[아기띠 등의 제품들을 너무 잘 사용하고 있는 다.이.치안그래도 이렇게 튼튼하고게 그리고 이쁘게 잘 만드는 회사인데왜 유모차는 만들지 않을까? 생각을 했었다], 긍정 텍스트 확률 : 88.04%"
"[ 이게 과연 국민유모차가 될 수 있을까 설레이는 첫만남안그래도 요즘 휴대용을 너무 간편하게 잘 사용하고 있지만양대면이 되지 않아 아이가 잠이 오거나 할 때 내가 보이지 않으면 너무 찡찡거렸고문센을 간다거나 할 때 백화점에서는 괜찮았지만좀 거친 노면을 지나다닐때는 그 안전성이 조금 아쉽다 라고 생각하고 있어서양대면이 가능하고 폴딩이 쉬운 괜찮은 제품 뭐 없을까 고민하고 있었는데이 모든걸 갖추고 있다해서 더더욱 기대를 했던 것 같다 ], 긍정 텍스트 확률 : 98.89%"
"[ 색상도 총 네가지에 프레임도 블랙과 크롬 두가지 색상이였는데좀 더 시원해보이면서 고급스러운 크롬 컬러 초이스반지르르르 고급스러워 ♬ ], 긍정 텍스트 확률 : 63.19%"
"[ 사실 바퀴를 먼저 달고 펼치는게 맞긴한데마음이 급했어 ㅋㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 85.58%"
"[ 그에 걸맞게 바퀴가 아주 큼직하면서도 엄청 튼튼하고안정적이게 잘 굴러갈 것 같은 느낌 소재보다 배 이상 강한 내구성의바퀴는 오래 사용해도 안전하다고 하니한번 사두면 오래오래 사용가능옵티멈 휠 시스템으로 주행에 가장 최적화 되어있어서어떤 장소나 어떤 상황에서도 완벽한 핸들링그리고 안정적인 승차감을 선사한다], 긍정 텍스트 확률 : 94.12%"
"[ 확실히 딱 밀어보면 그 부드러움이 다르다.. 분명 휴대용도 너무 가볍고 좋네 했는데 끌어보면 그 차이가 좀 느껴짐 ㅠㅠ이래서 큰 바퀴가 좋은거구나.... ], 긍정 텍스트 확률 : 70.26%"
"[ 프레임의 앞 뒤로 바퀴들을 단단하게 끼워주자], 긍정 텍스트 확률 : 58.80%"
"[ 단계 각도가 조절되는 발 받침대는 아이가 편한 자세를 취할 수 있도록 움직일 수 있는데이제 환타는 개월로 다리가 꽤 길어져서 깨어있을땐 내려주는게잘 땐 다리를 개구리자세로 있어서 펴주는걸 더 편안해했다], 긍정 텍스트 확률 : 90.44%"
"[ 이제 키가 좀 컸다고 앉아있을때에는 이렇게 다리가 쭉 안펴지고 발받침대처럼 밟게됨다리 각도 조절을 해서 내려줘야 조금 더 편하게 다리를 쭉 뻗을 수 있음우리시키 많이컸네? ], 긍정 텍스트 확률 : 93.68%"
"[ 전용 이너시트는 양면으로 사용 가능해서여름이나 열이 많은 아이는 뒤집어서 통풍이 잘되는 메쉬재질로 사용하고나머지는 전면의 포근한 이너시트를 사용하면 된다따로 쿨시트를 구매 할 필요없어서 좋았음색상도 내가 선택한 샌드브라운과 잘어우러지는 컬러감 ], 긍정 텍스트 확률 : 96.07%"
"[ 안전바는 양 쪽 다 분리해서 제거를 할 수 있지만완전히 분리하면 잃어버릴 가능성도 커져서평소엔 한쪽만 열어서 연결되어있는 부분이 도로 회전이 되기 때문에완전히 오픈해서 아이를 앉히고 뺄 수 있다 ], 긍정 텍스트 확률 : 71.16%"
"[ 뒤쪽으로 통풍메쉬가 있는데메쉬를 막아주는 커버도 자석으로 되어있어서 고정력도 있음디테일을 정말 알차게 잘만들었네 싶었던 다이치 루이 절충형유모차 루이 ], 긍정 텍스트 확률 : 63.79%"
"[ 아무래도 마주보기를 커서도 사용하는 아이들이 많기 때문에국민유모차의 조건에 양대면은 좀 필수일듯? ], 긍정 텍스트 확률 : 51.83%"
"[ 환타는 개월이라 이제 마주보기 필요없지 않을까 했는데환타는 앞보기를 하다가도 수시로 뒤돌아보면서 나를 확인하는게마주보기를 해서 아이가 안정감을 느낄 수 있게 해줘야겠구나 라는 생각이 들었음 ], 긍정 텍스트 확률 : 51.12%"
"[ 온습도를 조절할 수 있는 통기성이 좋은 안감에추운 날씨에는 보온까지 완벽하게 해주는 풋머프도 기본구성으로 넓은 내부는 아이의 다리가 쏙 들어가는게한겨울에 여기에 방한커버만 해줘도 완전 든든], 긍정 텍스트 확률 : 62.09%"
"[ 양대면 어떤 방향에서도 폴딩이 가능하다는것은 아주 좋다 ㅋㅋㅋ ], 긍정 텍스트 확률 : 61.83%"
"[이제 다이치 절충형유모차 앨리의 전반적인 개봉기 완료아이가 휴대용에 익숙해져서 등받이가 직각이 되지 않는데 싫어하지 않을까 했는데오히려 좀 더 안정적인 모습게 특히 핸들이 저렇게 감싸고 있으니 더 좋았나봄 ㅋㅋ너무 잘있고 나 이제 나갈준비 되었다며 핸들을 딱 잡고있는데 귀여워서 나원 ㅋㅋㅋㅋㅋㅋ집에서 핸들링하는거랑 밖에서 해보는거랑 완전 다르잖아요?나가서 거친 노면을 다닐때], 긍정 텍스트 확률 : 92.42%"
"[실제로 일주일 이상 써보고 과연 국민유모차가 될 수 있을지], 긍정 텍스트 확률 : 72.10%"
"[다시 그 후기로 돌아올께요 ], 긍정 텍스트 확률 : 69.33%"
"[ 함께 카시트도 구매했어요둘 다 다이치 제품으로 한 이유는가격면], 긍정 텍스트 확률 : 61.40%"
"[안정감 이 해당 되었어요물론국내 브랜드 라 더 끌림이 있던 것도 있었어요사실 베페 가기 전까지 다이치가 국내 브랜드인줄 몰랐거든요 ], 긍정 텍스트 확률 : 93.77%"
"[다이치 등 있었는데 원래는 마음속으로 잉레시나를 구매해야지 했는데다이치를 꼽은 이유는 생각보다 아이를 눕혔을 때], 긍정 텍스트 확률 : 71.65%"
"[ 머리를 놓는 쪽이 단단 해서였다뉘워놓은 상태에서 움직이게 되면 다른 장애물을 많이 부딪힐 수 있는 단점이 있다고 했는데혹여나 내가 제대로 보지 못하고 머리부분을 다른 장애물에 부딪혔을 때 밑이 단단해서 아이에게그대로 충격이 갈 위험성이 덜 해보여서 였다 다른 제품들에 비해 더안정감 이 있다는 이야기물론], 긍정 텍스트 확률 : 90.60%"
"[ 중간 버튼을 당기면 아이를 뉘울 수 있는 것이다 ], 긍정 텍스트 확률 : 66.10%"
"[ 색감이 은은하니 참 마음에 든다요즘 디럭스 유모차를 많이 구매하던데 나는 운전도 못할 뿐더러 아이가 태어났을 때는 월이고 봄에는 또 미세먼지다 뭐다해서 잘 나가지 못한다고해서월 쯤 나간다 생각하면 절충형이 맞는 것 같아 다이치 앨리 절충형으로 구매 결정], 긍정 텍스트 확률 : 63.48%"
"[ 이건 이제앞보기한 모습웬만한 건 거의 다 시트를 직접 빼서 돌려야한다는 단점이 있는데이제 홀몸이 되면 그렇게 하는 것도 더 편리해지겠지 라는 생각 중이다 ], 긍정 텍스트 확률 : 51.45%"
"[ 다이치 로고가 보이는 그 위에 버튼을 당겨 시트를 분리시킬 수 있다 ], 긍정 텍스트 확률 : 56.52%"
"[ 그리고 좋은점이 이렇게커버를 걷으면 아이를 확인 할 수 있다직접 앞으로 이동하지 않아도 된다니 좋은 장점], 긍정 텍스트 확률 : 65.04%"
"[ 아직도 방이 다 채워지지 않아 아쉬운 마음근데 웬만한건 진짜 다 구매했고 선물받은 것도 있으니 조바심 갖지 않기로 했다아기 침대만 어떻게 좀 하면 될 것 같은데암튼 여기에 이제 카시트까지 구매했으니 나갈 때 걱정은 할게 없을 듯 ㅎㅎ다음 후기는 다이치카시트 후기로 돌아올게요], 긍정 텍스트 확률 : 86.82%"
"[ 다이치 공식 온라인 쇼핑몰 사이트저는 청주 베이비페어에서 구매했는데 현금 지불하여 조금 더 저렴한 가격에 구매했어요베페는 직접보고 고를 수 있다는 장점이 있었지만], 긍정 텍스트 확률 : 83.07%"
"[ 다양한 제품들이 다 들어오지 않았어서 아쉬웠어요물론 청주가 좀 작게 열리긴 하니까요...암튼 저는 홈페이지에 지금 적힌 할인가보다 더 저렴하게 잘 구매한 것 같아요아직 실 사용 해보진 않았지만 내가 그 장점을 더욱 부각시켜 사용하면 되니까요], 긍정 텍스트 확률 : 97.73%"
"[안녕하세요 년은 황금돼지띠 해 라고 하잖아요어디가서 절대 굶지않고 복이 많이 들어온다는 우리집 황금돼지 서현양 덕분에 제가.. 제가.... 세상에나 ㅋㅋㅋ처음으로 유모차 서포터즈가 되었어요문자를 보고 또봐도 믿을수가 없더라구요 ㅠㅠ], 긍정 텍스트 확률 : 82.42%"
"[그저 될까..? 됐으면 좋겠다. 안되겠지만 참여라도 해보자 하는 마음으로 신청했는데 이게 꿈인지 생시인지 저한테 문자가 딱 하니 오더라구요 그것도 저희 아들 생일날..ㅋㅋ 이게 왠 횡제입니까 ㅠㅠ 정말 믿을수가 없었지만 흥분을 가라앉히고], 긍정 텍스트 확률 : 73.94%"
"[이렇게 유명하지 않은 블로거인 평범한 저 또한], 긍정 텍스트 확률 : 86.77%"
"[기회를 준 다이치 에게 진심으로 감사의 마음을 이글을 통해 다시한번 전해봅니다. 감사합니다], 긍정 텍스트 확률 : 97.65%"
"[그저 다 이루고싶은 다이치 루이 절충형 유모차 앨리 서포터즈 다이치 앨리를 만나기 위해서 저는 집을 내팽겨치고 ㅎㅎㅎ 열심히 택시를 타고..ㅎㅎㅎㅎ 빕스 반포역점으로 향했답니다. ], 긍정 텍스트 확률 : 57.59%"
"[그저 설레임과 기대감으로 집을 나섰던것 같아요 비록 제가 서포터즈 분들중에 맨 나중 도착한 불량 지각생으로 ㅠㅠ 마침 유모차 설명이 딱 시작할 무렵 겨우 도착할수 있었어요ㅠ ], 긍정 텍스트 확률 : 78.88%"
"[ 빕스에서 발대식이라니 너무 근사하지않나요 다이치 정말 통이 큽니다.하지만 이날따라 우리 공주 서현양 이사도 그렇고 정신없는 엄마덕에 피곤했는지 많이 칭얼 대더라구요 ㅠㅠ오전부터 분유도 안먹고.. 그래서 저는 서현양이 우느라 정말 빕스에서.. 눈앞에 맛있는 음식이 가득한데.. 정말 물한잔 겨우 먹고.. ㅎㅎㅎㅎ 그저 본분에 충실한 발대식만 열심히 참여하고 왔답니다.그게 너무 아쉬워요.. 힝 ㅎㅎ좀 더 여유있게 도착해서 다른 서포터즈 분들이랑 대화도 많이 나누고 싶었는데], 긍정 텍스트 확률 : 95.12%"
"[ 저는 첫째 서진이 유모차 리 디럭스를 사용중이였는데요. 정말 디럭스의 기능들이 다 들어가있는 절충형 유모차.. 다이치그 놀라움에 반했답니다. 디자인이며 기능성이며 하나도 빠진게 없더라구요. 우리 복덩이 서현양 ㅠㅠ 엄마가 더 기쁘다..ㅠㅠ ], 긍정 텍스트 확률 : 98.91%"
"[ 🍎다이치 유모차는 마주보기와 전방보기 다 가능하며🍏손 쉽게 스탱딩 할수 있으며🍎신생아 이너시트에.. 도대체 없는게 뭔가요 🙄또한 유모차 사면 여름에는 꼭 시원한 메쉬 매트를따로 구입하곤 했는데 다이치 앨리 유모차는 별도의 쿨시트가 필요없고 신생아 이너시트 뒷면에 매쉬 재질로 따로 구입할 필요도 없으니 이런 똑똑한 다이치 유모차. 제가 이렇게 제 블로그에서 아무리 설명해봤자 좋은게 너무많아서 왠지 홍보인것같아서 마음이 안타까울뿐이네요.. 정말 제가 만나본 유모차중에 가장 기능성 좋은 말그대로 똑똑한 다이치 루이 유모차], 긍정 텍스트 확률 : 60.87%"
"[앨리 발대식에서 두 귀를 쫑긋 세우고 설명을 듣는데 사실 빕스 안이 점심시간이기도하고 사람이 많다보니 경청하려 노력해도 잘 들리지 않더라구요 ㅠㅠ.. 그래서 집에와서 열심히 다이치 유모차 앨리를 폭풍검색 해서 공부할수 있었어요 근데 좋은점이 너무많아서.. 제가 글로 쓰기 손이 아플 지경이예요.발대식에서 직접 유모차 가지 색을 만날수 있었는데요. ], 긍정 텍스트 확률 : 50.11%"
"[ 제가 가장 마음에 든 부분은 바로 캐노피였어요. 왜이렇게 이쁜가요 고급스럽고 ㅠㅠ ], 긍정 텍스트 확률 : 96.85%"
"[ 우리 서현양 귀하게 얻은 특별한 기회이니만큼열심히 서포터즈 활동해서 많은 분들에게 도움되게 솔직한 후기 남겨볼게요저는 샌드 브라운블랙 프레임 선택 했어요나중에 예쁜 유모차로 또 포스팅 올게요 ☘️우리 서현이가 복덩이라 좋은 기회로 오빠꺼 년된 유모차가 아닌 신상 다이치 루이 유모차 앨리를 만나네요 💕 감사합니다통 큰 다이치 역시 유명한데는 이유가 있네요], 긍정 텍스트 확률 : 93.52%"
"[ .내가 구입한 크롬샌드베이지 컬러 .사진상으로 엄청 고급져 보여서그런지.실물은 괜찮네 정도. 그래도 평균이상은 한다..인기컬러인듯 ], 긍정 텍스트 확률 : 90.08%"
"[ .디럭스 못지않은안정성과 핸들링을 자랑하는.바퀴 . 잘 모르는 내가 봐도 이건 진짜 레알 인정 .굳이 디럭스를 살 필요가 있나 싶다.], 긍정 텍스트 확률 : 95.38%"
"[ .그리고 양대면과 폴딩까지 조작이 넘나쉽다. .두말하면 입아픔 ], 긍정 텍스트 확률 : 69.59%"
"[ .신생아 시트 깔고 아직 쪼꼬미인 아가 눕혀봄..사진찍으려고 멈췄더니 버둥대는 중 ㅋㅋ.밀고 다녀주니 괜찮나보다. 첫 시승인데 이정도면 잘 적응해줄듯 귀여운것♡...근데 한가지 빡치는 상황 발생...신생아용으로 어깨안전벨트를 아래쪽 홈으로 바꾸는 작업이 쉽지않다..후면포켓으로 손을 집어넣어 안전벨트 고리를 빼내주어야 하는데 후면포켓으론 손가락 겨우 한두개 들어갈 틈 뿐이어서 하다가 후면포켓 찢어지는 줄..결국한쪽 벨트가 후면포켓 구멍으로 못나오고.그 사이 덧대인 천 안으로 들어가버림ㅡㅡ .나중에 위쪽구멍으로 바꿀땐 후면포켓 다 뜯어서 .벨트 꺼내야 될판. ..후면포켓을 똑딱이든 지퍼든 펴고 닫고 할수 있게 해주던가 사자마자 화남. 조금 많이. ], 긍정 텍스트 확률 : 90.37%"
"[이제는 넘어지지 않고 잘 걷는 찰떡이 그런 찰떡이랑 바깥에 외출하려고 하면 무조건 걷겠다고 해서 난리도 아니예요 ㅋㅋ그렇다고 걷다가 지치면 안아달라 하는데무거운 아기를 안고다닐 엄두도 나지 않아 어딜 갈때는 항상 유모차는 필수전 상황에 따라 유모차를 서로 다르게 가지고 다니거든요마트나 문화센터를 갈 때는 길이 좋으니까 휴대용 놀이공원이나 동물원], 긍정 텍스트 확률 : 58.11%"
"[ 월 말의 어느 날], 긍정 텍스트 확률 : 69.48%"
"[정말 써보고 싶었던 바로 그 유모차 다이치에서 처음으로 출시한 절충형 유모차 앨리 베페 같은곳에서 보고 참 탐이난다 했었는데 그 앨리 유모차를 만날 수 있는 좋은 기회가 찾아왔어요 ], 긍정 텍스트 확률 : 93.46%"
"[ 운이 좋게도 다이치 앨리 서포터즈 기에 당첨이 되었답니당ㅋㅋㅋ요즘 블테기라서 좀 뜸하게 지냈었는데 엄청 갖고싶었던 다이치 앨리라니 얼마나 기뻤는지 몰라용 ㅋㅋㅋ 서울 방배동에 위치한 다이치 본사에서 진행된서포터즈 발대식에 즐거운 마음으로 참여했어요 간만에 찰떡이도 외할머니한테 맡기고 자유부인 모드로 서울나들이 뿅뿅차가 막힐까봐 일찍 출발했는데생각보다 또 너무 빨리 도착해서 다이치 본사 건물 층에 있는 스벅에서 여유롭게 커피 한 잔 사서 행사장으로 무브 ], 긍정 텍스트 확률 : 99.98%"
