"[지난번 개봉기에 이어서 오늘은 한달정도 충분히 사용해 본 후 쓰는 실사용후기 우리딸 백일선물로 준비한 디럭스유모차 마마스앤파파스 오카로이야기다.♥ ], 긍정 텍스트 확률 : 99.90%"
"[잠깐만여 왜 저를 위해서냐구요? 유모차는 아기가 타는 것도 편안해야하지만 유모차를 자주 접하는 엄마도 편안해야하니까요.엄마의 허리가 굽어지고], 긍정 텍스트 확률 : 57.23%"
"[유모차에 힘이 딸려 손목 아프고], 긍정 텍스트 확률 : 59.41%"
"[개월 사용해보니 꼭 많은 분들께 추천하고싶어요. . 이것은 리얼 발로뛰어.?내돈내산내돈내산 후기 어느덧 유모차 구매한 지도 개월이 넘어가는데요. 구입 후 사용해 보니 저의 선택이 굿초이스였어요. 핸드링도 좋고 바닥이 매끄럽지 않는 길에서도 큰 흔들림없이 다닐 수가 있어서 행복이가 가끔 잠들어도 깨지 않더라구여. . 하지만 그녀는 잠들지않지. 잠 좀 자자. 비싼 유모차여 .. ], 긍정 텍스트 확률 : 93.30%"
"[ 고민고민 끝에 드디어 선택한 유모차가 저희 집으로 도착 했어요. 정말 몇개월을 고민 끝에 선택한 유모차입니다ㅋㅋ 남편은 그냥 사라고 얘기했지만 저는 피곤하게 사는 스타일이라 충분한 고민의 시간이 필요했어요.그런데 저희 예산에도 맞으면서 그립감도 좋고], 긍정 텍스트 확률 : 66.61%"
"[유모차 완제품인 줄 알았는데..ㅠㅠ], 긍정 텍스트 확률 : 67.75%"
"[ 집에 도착한 박스를 열어 보니 허걱 저는 완제품이 오는 줄 알앗는데 조립품이 왔네요.들뜬 마음으로 주문 후 내내 기다렸던 유모차찡ㅠ.ㅠ 바로 만져볼 수 없어 슬픈 현실할 수 없이 남편이 올 때까지 기다리기로 합니다. 저는 꽝손이라서유.. ], 긍정 텍스트 확률 : 99.73%"
"[ 중간 안전봉을 꽂으면 드디어 유모차 완성 하하 처음에 생각했던 것 보다 컬러도 디자인도 괜찮아 보여서 만족스러워요.저희집 유모차 색상은 브라운카키입니다. 그런데 햇빛 각도에 따라 진먹색으로도 보이기도 해요.디자인과 색감], 긍정 텍스트 확률 : 99.78%"
"[재질도 아주 훌륭한 고급진 마마스앤파파스 유모차 외출할 수록 정이 많이 가네요신랑은 그립감이 제일 마음에 든다네요. ], 긍정 텍스트 확률 : 96.78%"
"[세심한 곳까지 기능을 갖춘 유모차예요. ], 긍정 텍스트 확률 : 79.17%"
"[ 유모차 햇볕가리개에 있는 부수적인 기능은요. 뒷편에는 통풍이 가능하도록 커버를 열 수 있어 아기에게도 바람을 쐬줄 수 있구요. 윗쪽에는 아기를 확인할 수 있도록 되어있어요. ], 긍정 텍스트 확률 : 54.21%"
"[마마스앤파파스 유모차 접는 방법 매우 간단해요], 긍정 텍스트 확률 : 63.96%"
"[시트가 접힌 상태에서 뒤쪽에 보면 노란 손잡이가 있거든요. 그 노란색 손잡이 부분을 한 번 눌러줍니다. 그럼 유모차가 접힐 수 있도록 준비가 되거든요. ], 긍정 텍스트 확률 : 86.01%"
"[큰 금액을 투자해 구매할 필요가 있는지 후기도 작성해볼께요.지금까지는두 말 없이 사야한다. 한 표 ], 긍정 텍스트 확률 : 76.20%"
"[블랙 프레임에 큰 바퀴에 블랙과 그레이가 섞인 오묘한 후드 컬러까지 예뻐서 그런지 윰차를 보시는 분들도 많고 물어보시는 분들도 있으시더라구요 . 사실 디럭스는 잘 안쓰고 절충형이나 휴대용을 바로 쓰는 경우가 많아서 고민을 많이 했는데 아무래도 어릴수록 디럭스를 쓰는게 더 안전하고 오카로를 한번 끌어보니 확실히 이거다싶은 생각도 있었기에 신랑과 저는 두 번 생각 안하고 바로 결정 했어요 . 고민 많이 하다가 밀어보고 샀는데 대박 후회 안해요 . ], 긍정 텍스트 확률 : 54.90%"
"[아이를 키우면서 느낀건데 육아를 하면서 외출할 때 가장 힘들었던건 바로 짐이예요 .. 아빠가 같이 다니면서 항상 들어주면 좋지만 육아는 제가 거의 다 하기 때문에 혼자 다닐때가 더 많았거든요 그런거 생각하면 불편한 없어야 하겠다 생각했었죠 ], 긍정 텍스트 확률 : 74.76%"
"[햇볕이 엄청 세니까 유모차를 고를땐 차양막이 필요했어요여기 차양막 아래는 통풍구와 확인창이 있어서우리 아이 얼굴 수시로 들여다볼 수 있었어요멈춰서 따로 볼 필요 없이 끌면서도 휙 볼 수 있어서 아이가 자고있을 때에도 깨어있을때에도 표정은 어떤지 확인할 수 있어서 좋았어요 . 차양막이단일때는 조금 아쉽지만 바람이 많이 불거나 쌀쌀해지면 캐노피까지 확장할 수 있어서단으로 치면 바로 확인을 할 수 있게 되어 있어요 .. ], 긍정 텍스트 확률 : 94.50%"
"[아이가 눕게 되는 등받이의 경우단계로 조절할 수 있는데 이게 무려도까지 젖혀진다고 하니 얼마나 편한지 . 등받이 뒤쪽에는 레버가 있는데요 이걸 들고 내려놓고 하면서 각도를 조절해줄 수 있더라구요 . 각도조절이 쉬워서 아이가 편안해하는 정도로 쉽게 바꿀 수 있다는게 참 좋았네요 . ], 긍정 텍스트 확률 : 62.22%"
"[색상은 딱 모노톤으로 나왔다는거무난한 스타일이라서 오래 사용해도 질리지 않을 것 같다는게 가장 마음에 드는 부분이었어요 . ], 긍정 텍스트 확률 : 84.67%"
"[짐칸이 넓은것도 있지만 깊기도 깊어서 큰 기저귀가방도 수월하게 들어가더라구요 . 다른 유모차들이랑 비교해봤을때 진짜 넓게 나왔다는걸 느낄 수 있었어요 . 오죽하면 가벼운 장 볼때는 따로 들고다닐 필요가 없다니까요], 긍정 텍스트 확률 : 99.55%"
"[특히 바퀴에요 . 위쪽에 무게가 실려도 괜찮다고 나온 유모차들을 보면 바퀴가 굉장히 연약해보이는 제품들도 있어요 .. 그런데 마마스앤파파스 오카로 디럭스유모차는 차원이 다르더라구요 . 바퀴가 무려인치라서 타는데에 안정감도 있을 뿐 아니라 하단부에서 짱짱하게 받쳐주니까 짐을 많이 실어도 부드럽게 움직일 수 있었어요 . 직접 끌어보면 굉장히 스무스해요 . 흔들림이 적으니 끄는 사람도 편하다는거별 다른 힘이 들어가지 않아서 손목에 무리 가는 일도 없어요 . ], 긍정 텍스트 확률 : 95.08%"
"[특히 드라이버 입장에서 여러 장점을 꼽아보자면 먼저 실버크롬바디 프레임이에요 . 튼튼하면서 안정감도 있어서 좋았고 핸들링이 무엇보다 굉장히 부드러웠답니다 . 이쪽으로 가야지 하면 바로 따라와주니까 초보들도 쉽게 유모차를 끌 수 있겠다 라는 생각이 들었어요 . 편하면서 안전하기까지 한 제품을 찾는 사람들은 마마스앤파파스 오카로를 사라고 하는 글을 많이 봤는데요 ], 긍정 텍스트 확률 : 93.07%"
"[특히 보면 볼수록 좋은 부분이 바로 이 장바구니예요 아무래도 진짜 넓으니 야채사러 갈 때에도짐 걱정 없이 갈 수 있거든요], 긍정 텍스트 확률 : 94.76%"
"[다른 후기들도 몇가지 살펴봤는데 오카로는 다루기 쉽다는 말을 많이 하시더라구요 . 딱 써보면 느껴져요 . 그게 무슨 말인지요 . 등받이의 각도나 발받침 풋브레이크 등등 정말 조작이 쉬워서 처음 쓰시는 분들도 힘없이 사용할 수 있을 것 같더라구요 . 특히나 조작 정말 못하는 저도 쉽게 할 수 있어서 만족도가 더 높은 것 같아요 . ], 긍정 텍스트 확률 : 61.52%"
"[우리 쥬니의 외출을 책임지고 있는 빠방이오카로유모차 함께한지 벌써 달이 지났어요 ], 긍정 텍스트 확률 : 85.99%"
"[마마스앤파파스 유모차는 어딜가든 제일 많이 보이는것 같더라구요그만큼 튼튼하고 안전하니깐 엄마들이 선택하는거겠쬬 ], 긍정 텍스트 확률 : 59.96%"
"[뒤에있는 멋지고 화려한 전시물에도 절대 꿀리지 않는다제동생 보더니 뿅 반해버려서 요번 출산준비때 오카로 선택했답니다 ], 긍정 텍스트 확률 : 61.26%"
"[ 우리쥬니가 이렇게 편안하게 자는이유는여정말 자기 빠방이라며 사랑해요 ], 긍정 텍스트 확률 : 85.49%"
"[마마스앤파파스 오카로 유모차 폴딩 언폴딩 영상이에요], 긍정 텍스트 확률 : 91.39%"
"[아이에게 가장 편안한 각도 도에서 도도 가까이까지 다양하게각도조절이 가능하답니다 ], 긍정 텍스트 확률 : 82.77%"
"[엄마뿐만 아니라 아빠도 편하게 밀어야죠 락을 해제해 길이 조절이 가능해 키큰 아빠들도 편하게 밀수 있답니다 ], 긍정 텍스트 확률 : 63.32%"
"[제일 가까이 한번 촬영해봤어요제가 선택한 색상은 네이비에요 가장 가까운색인것 같아요색감도 고급지죠잉 원단자체도 생활방수가 되기때문에갑자기 비가와도 아이만큼은 보호할수 있겠어요 ], 긍정 텍스트 확률 : 80.66%"
"[시간을 내리 푹 자고 일어나서 엄빠 껌딱지가된 요즘 앞보기를 선호하는데요앞보기를 해도 쉽게 접을수 있다는 오카로만의 최고 장점인것 같아요 ], 긍정 텍스트 확률 : 96.72%"
"[안녕하세요.황각시입니다너무나 날씨가 좋은 요즘.이제 슬슬 꽃돈이도 백일내일이 백일이에요이기도 해서 외출을 시도하고 있거든요월은 추워지니까 월에 열심히 다니자 하는 마음에서요그래서 여동생에게 디럭스 유모차를 물려받긴 했지만 절충형도 꼭 사라고 강조하기에], 긍정 텍스트 확률 : 99.59%"
"[고민하다가 구디팡에서 마마스앤파파스 솔라 지인 찬스로 구입하게 되었어요워낙 절충형 유모차가 많지만 지인이 엄청 강추 날리면서 구디팡 구디팡 하길래 뭔가 했더니 ㅋㅋㅋ 유아용품 할인매장이더라고요.마마스앤파파스 솔라가 써보니 엄청 좋다고 하면서요그래서 콜 날렸더니 명절 연휴쯤 해서 도착했어요 ], 긍정 텍스트 확률 : 77.87%"
"[구디팡에서 마마스앤파파스 솔라와 카시트를 함께 구매했다고 하더라고요.함께 구매하면 가격이 더 착하다고 하더라고요할인행사], 긍정 텍스트 확률 : 53.36%"
"[기획 이벤트 등을 미리미리 알아두세요지인은 어디서 이런 정보를 알았는지 구디팡 오프라인 매장에 종종 들린다고 하더라고요.저는 카시트는 우선 하나 있어서 고민하다가 유모차만 겟 했는데요함께 구매할 걸 그랬나 봐요 신랑 차 말고 제 차에도 카시트 장착해두고 싶더라고요.구디팡 홈페이지에서도 솔라 행사 중이던데 링크 걸어둘게요 ], 긍정 텍스트 확률 : 67.69%"
"[그리고 가장 중요하게 생각했던 부분은 안전이었어요.안전장치 확인도 꼼꼼하게 해보세요유모차는 아차 하는 순간 내리막길에서 슉 내려가 버릴 수도 있고 그래서 그런지 유모차 안전사고가 참 많이 난다고 기사를 읽은 적 있거든요하지만 마마스앤파파스 솔라는 안전장치가 잘되어 있어요손잡이에 팔목에 걸 수 있는 스트랩이 있어서 걱정이 없어요브레이크도 쉽게 걸 수 있고요제가 무빙워크에서도 사용해 보니 굿이었어요 ], 긍정 텍스트 확률 : 99.04%"
"[그리고 안전장치의 기본 안전벨트정말 쉽게 잠갔다 풀 수 있어요.직접 사용해보니 마마스앤파파스 솔라는 개월 아가도 편안하게 탈 수 있었어요.백일떡 맞추러 시장까지 시간 반 정도 산책 겸 돌아다녔는데 잘 자고 편안해 했고요.유모차 라이너도 구입해서 곧 도착할 텐데 라이너까지 있으면 더욱 편안할 것 같아요어린 아가는 나비 베개나 라이너 활용하시면 더욱 좋을 것 같아요앞바퀴도 브레이크가 있어요브레이크 구동방법을 미리 살펴보시는 것도 도움이 될 것 같아요. ], 긍정 텍스트 확률 : 99.94%"
"[지인이 구디팡에서 제일 먼저 솔라 보고 놀란 부분이 바로 바구니바구니가 크면 편리해요엄청 커요 기저귀 가방 개도 들어갈 정도랍니다시장 가서 잔뜩 사들고 왔는데도 편안하게 왔어요 장바구니에 몽땅 이것저것 실어두니 더 안정감 느껴지는 것 있죠 ㅎㅎㅎ부담 없이 막 넣어 다녀도 되어서 너무 좋아요집에 있는 디럭스형은... 기저귀 가방 하나 넣기도 애매해서 따로 유모차가방 준비해서 다니거나 해야 하는데 그럴 걱정 없어요. ], 긍정 텍스트 확률 : 75.97%"
"[각도 조절도 쉬워요.직관적이라고 할까요? 마마스앤파파스 절충형 유모차 정말 현명한 선택이었어요애 셋 맘 여동생도 디자인 보여주니 예쁘다고아무래도 엄마는 핸들링이나 그립감을 바로 느낄 수 있잖아요.핸들링도 힘 안 들이고 쉽게 할 수 있고], 긍정 텍스트 확률 : 86.94%"
"[그립감도 좋아서 손에 폭 감기는 느낌이에요. ], 긍정 텍스트 확률 : 77.69%"
"[아가들 직사광선 쬐면 안 좋은 것 알고 계시죠햇빛 차단도 은은하게 잘 되어서 우리 꽃돈이 산책길에 눈도 편안해 하더라고요.그리고 후드에 창이 있어서 아이 상태를 확인하기에도 좋아요. ], 긍정 텍스트 확률 : 96.44%"
"[유모차 구매할 때 꼭 체크하세요 ], 긍정 텍스트 확률 : 66.45%"
"[벨트 바퀴 크기핸들링 차이가 커요 안정감도 있고요 바구니 크기넉넉해야 가방이나 짐을 넣기가 좋아요 기본 구성품 확인솔라레인커버컵홀더가 기본 구성이었어요 ], 긍정 텍스트 확률 : 75.17%"
"[저는 구디팡 오프라인 매장에서 지인 찬스로 구매대행 부탁했어요지인이 매장가서 결제해서 택배로 보내줬어요홈페이지도 있으니 마마스앤파파스 솔라 염두에 두신다면 개인적으로는 카시트까지 함께 기획으로 구매하셔도 좋을 것 같아요.사고 나서 함께 구매를 할 걸 하고 후회 중인데...매장 전화해서 한번 여쭤봐야겠어요 ㅠㅠ기획 찬스 너무나 좋더라고요.전주는 비가 여전히 와요 내일은 꽃돈이의 백일인데.즐겁게 보낼 수 있길 꽃돈이가 잘 웃길 기대해봐야겠어요오늘도 육아맘님들 모두 힘내세요 ], 긍정 텍스트 확률 : 99.75%"
"[마마스앤파파스 어보아크로 에머랄드민트 색상휴대용유모차에요 엄마 혼자 한손으로 들 수 있을 정도로 가벼운 무게감이지만서스펜션 기능의 바퀴가안정적이고 부드러운 주행을 가능하게 한답니다], 긍정 텍스트 확률 : 87.58%"
"[저는 아크로의 손잡이도 상당히 마음에 들었어요사용자의 신장에 따라 단계로 조절할 수 있거든요], 긍정 텍스트 확률 : 79.56%"
"[그리고 발로 가볍게 브레이크를 걸 수 있는풋브레이크 시스템도 편리하고 좋아요], 긍정 텍스트 확률 : 78.76%"
"[여름철에 사용하면 더욱 좋은개폐식 통풍 후드 덕분에더운 여름에 아이가 시원하게탑승할 수 있도록통풍할 수 있는 장치도 되어 있어 좋아요], 긍정 텍스트 확률 : 99.19%"
"[앞바퀴와 뒷바퀴의 크기가 다른데요 앞바퀴의 서스펜션이주행 중 충격을 완화시켜 주고 안정적으로 주행할 수 있도록 도와준답니다 휴대용유모차이지만 디럭스못지 않는 멋진 바퀴에요 ], 긍정 텍스트 확률 : 98.21%"
"[아크로의 차양막은생활방수 기능이 있어 비오는 날도 비로부터 아이를 보호해줄 수 있고또 총 단계로 조절이 가능해서강렬한 햇빛으로부터 자외선 차단을 할 수 있도록도와준답니다], 긍정 텍스트 확률 : 59.08%"
"[점식 안전벨트도 넉넉하게 길이 조절할 수 있고발받침대까지 아이가 편안하게 탑승할 수 있는트라이앵글 구조로 되어 있어서보는 저도 아이가 편하게 느껴지는게 보이네요], 긍정 텍스트 확률 : 68.74%"
"[제가 사용해보니 넘 괜찮은 마마스앤파파스 어보아크로의롯데홈쇼핑 방송 소식을 알려드리려고 해요 다가오는 월 일 시 분마마스앤파파스의 어보아크로가 ], 긍정 텍스트 확률 : 81.99%"
"[ 원나도플러스 카시트는 ], 긍정 텍스트 확률 : 62.33%"
"[롯데홈쇼핑 월 일 시 분 방송방송전에 미리 주문하시는 분들에게는선착순 특별 사은품이 있더라고요 지니아이 파우치지니아이 유모차걸이또 메모리폼라이너까지선착순으로 지급되니 필요하신 분들은 미리미리 주문하시는 게 좋을 것 같아요], 긍정 텍스트 확률 : 92.64%"
"[또 구매 후 포토후기를 남겨주시면어보아크로 보낭커버를받을 수 있답니다 포토후기만 남겨도 보낭커버를 받을 수 있다니간단하게라도 꼭 후기를 남겨야겠네요], 긍정 텍스트 확률 : 67.91%"
"[ 유모차 추천솔라 마마스앤파파스 맴쏙각 ], 긍정 텍스트 확률 : 81.82%"
"[개월이 된 우리 아들이 매일 같이 타고다니는 유모차죠마마스앤파파스 솔라구디팡에서 구매한 이후 매일 같이 우리 아들과 함께 생활을 하기에오늘은 유모차 추천 이야기를 전해보려합니다], 긍정 텍스트 확률 : 99.60%"
"[울 가족은 주말마다 장소 상관없이아이들이랑 함께 나들이를 가는데요.아래 사진도 아들이 솔라를 타고 신랑이 열심히 밀고 가는 모습을 도촬?해봤습니다. ], 긍정 텍스트 확률 : 73.50%"
"[맨 처음 유모차 추천 제품을 만났을 때 가장 먼저 시트를 만져봤는데요.부드럽고 폭신한 느낌이 아주 좋아요.제가 앉아보고 싶을 정도니까요. ㅎㅎㅎ ], 긍정 텍스트 확률 : 94.27%"
"[그리고 솔라 유모차 추천 하시는 분들은 다들 아시겠지만원터치 다운 폴딩이 정말 매력적이죠.유모차를 접어서 세워두거나 트렁크에 올릴때에도 편해요. ], 긍정 텍스트 확률 : 98.41%"
"[그래서 제가 영상을 준비해보았습니다프레임에 있는 버튼을 당기면 바로 폴딩이 되다니꽤나 직관적으로 만들어진 제품 같더라고요. ], 긍정 텍스트 확률 : 73.78%"
"[휴대용이나 절충형 유모차를 써보면짐을 손잡이에 매달았을 뿐인데유모차가 뒤로 벌렁 넘어지는 경우가 있잖아요.예전에 백화점에서 아이가 타있는 상태인데도 뒤로 넘어가는 유모차를 본적있습니다. ㅠㅠ소스라치게 놀라서 달려갔던 기억이 있는데 다행히 아이는 다치지 않았습니다마마스앤파파스 솔라에는 다빈치 다리에서 착안된 프레임이 장착되어 있어요. ], 긍정 텍스트 확률 : 66.80%"
"[저번 리뷰에도 말씀드렸듯시트가 도까지 뉘어져서 아이가 코자할때 꽤나 쓸모가 있어요. ], 긍정 텍스트 확률 : 59.00%"
"[유모차 안에서 할머니 손을 살포시 잡는 우리 아들 진짜 진짜 사랑덩어리에요 둘째 꼭 낳으세요 두번 낳아요ㅎㅎㅎ ], 긍정 텍스트 확률 : 99.55%"
"[맨처음엔 브랜드 이미지가 너무 좋아서 맘에 들었고다음엔 탄탄하고 안전한 성능까지 맘에 들었던 솔라의 솔직 후기였습니다. ], 긍정 텍스트 확률 : 99.85%"
"[출산용품 읽어주는 남자 유튜브 영상도 한번 올려보아요..?. ..?. ], 긍정 텍스트 확률 : 92.20%"
"[그럼 우리아들과 함께하는 육아일기], 긍정 텍스트 확률 : 83.59%"
"[운 좋으면 베이비페어 보다 더 저렴하게 유아용품을 구할 수 있는 곳이 있어요.바로 유아용품 할인매장인데요.집에서 그리 멀지 않은 송파에], 긍정 텍스트 확률 : 97.14%"
"[입구에 들어서자마자 보인 것 ], 긍정 텍스트 확률 : 53.99%"
"[ 포그내 넘버플러스 올인원 아기띠아기띠 졸업 안 했으면 데려오고 싶었던 아기띠네요 ㅎㅎㅎ송파 구디팡에는 카시트랑 유모차가 엄청 많이 진열되어 있어서 놀랐어요.어떤 물건들이 있는 하나씩 살펴볼게요. ], 긍정 텍스트 확률 : 83.95%"
"[카시트들도 꼼꼼하게 볼 수 있도록 진열되어 있어서궁금했던 회전형카시트를 돌려보기도 했어요.개월 된 당근이를 카시트에 태울 때회전형 카시트가 아니다보니 조심하지 않으면머리를 천정에 부딪히기도 하고 그랬거든요. ], 긍정 텍스트 확률 : 79.38%"
"[회전형카시트예요.가지 색상 다 이쁘죠? ㅎㅎ], 긍정 텍스트 확률 : 93.07%"
"[그리고 무엇보다], 긍정 텍스트 확률 : 72.34%"
"[안쪽으로 들어가면 정말 여러가지 종류의 카시트가 있어요.], 긍정 텍스트 확률 : 73.41%"
"[유모차 역시 역대급으로 많이 진열되어 있었어요.사실 유모차는 직접 눈으로 보고], 긍정 텍스트 확률 : 97.52%"
"[밀어보고 접어보고 각도 조절도 해 본 후 구매해는게 맞는 것 같아요.인터넷으로 볼때와는 또 다르더라구요.이거 사야지... 하고 결정 후 방문하더라도 다른걸 살 수도 있어요 ㅎㅎ이왕이면 많은 종류가 있는 곳에서 이것저것 직접 다 본 후], 긍정 텍스트 확률 : 96.08%"
"[특히 ], 긍정 텍스트 확률 : 88.16%"
"[ 마마스앤파파스 오카로는 이번에 블랙색상이 출시됐다고 하는데색상도 맘에들거니와 무엇보다도 장바구니가 큼직하니 이마트 문화센터 끝나고 한가득 장보기에 완전 적합할 것 같았어요.지금 타는 유모차는 장바구니가 너무 적... ㅠㅠ ], 긍정 텍스트 확률 : 88.98%"
"[오카로는제가 유모차 사용하면서 불편했던 것들이 다 해결되는 아이더라구요.얼마전 출산 한 친적동생이 디럭스 중에 어떤게 괜찮은지 알아봐달라고 했었거든요.마마앤파파스 오카로 적극 추천 해 줬어요.핸들링이며], 긍정 텍스트 확률 : 60.15%"
"[많진 않았지만 자전거유모차], 긍정 텍스트 확률 : 59.22%"
"[자전거 등도 있었네요 ], 긍정 텍스트 확률 : 66.67%"
"[남아용 여아용 있더라구요.], 긍정 텍스트 확률 : 89.82%"
"[나중에 기저귀 떼면 장거리 외출시 꼭 필요하겠어요. ], 긍정 텍스트 확률 : 83.71%"
"[디딤대도 있구요 ], 긍정 텍스트 확률 : 68.32%"
"[애착인형까지 구비되어 있답니다.], 긍정 텍스트 확률 : 78.47%"
"[전에 임신했을때 베이비페어에 갔었는데], 긍정 텍스트 확률 : 66.65%"
"[다리는아프지], 긍정 텍스트 확률 : 55.18%"
"[의류 외에도 손수건], 긍정 텍스트 확률 : 61.38%"
"[황사마스크도 있답니다.구디팡], 긍정 텍스트 확률 : 66.43%"
"[일단 방문 한번 해 보세요.뭐든 득템하는게 꼭 생길거예요전 실내복 개 득템 해 가요 히히♥ ], 긍정 텍스트 확률 : 99.98%"
"[ 이번에새로장만하여조립완료한상태에요 사용을해보니전에쓰던유모차보다는훨씬좋은 핸들링에아이도편한지낯선곳에서잘안있으려하는데 얌전히있어주네요나들이가서꽃과함께사진찍어왔어요 요즘날씨가좋아제조카와나들이를자주가는데유모차가너무뻑뻑하고 외부충격이심해아이가너무불편해하는거같았거든요 그래서주위에서좋다는 휴대용 유모차수소문 끝에동생에게하나선물해줬습니다 ], 긍정 텍스트 확률 : 98.86%"
"[마마스앤파파스 솔라 블랙이에요 ], 긍정 텍스트 확률 : 85.04%"
"[가다가휴대용유모차하면기본적으로앞을보고가는게 일상적이잖아요하지만신생아때에는앞만보는것보다 엄마와마주보며대면하면서가는게아기에게는더안정적이더라구요 특히낯가리는저희아이들에게는딱안성맞춤이였어요 낯선사람들이이쁘다고다가오는데저희아이는낯설어서금새 울어버리곤하는데이렇게엄마와마주보고갈수있으니 아이의성장발육에도도움이되더라구요 유모차를똑바로두고갈때에도후드부분에투명창이있어 주행중에실시간으로아이를볼수있어안심이되기도하구요 이나이때에는원래눈앞에두고도불안하고챙겨야할것같고 그런마음이한참들때이니까요], 긍정 텍스트 확률 : 98.62%"
"[이제품은구디팡유아용품할인매장에서구매했는데 그때도사람들이한참많이둘러있길래뭐지?싶어갔다가 설명듣고바로사온제품이에요그만큼마마스앤파파스솔라가 많은부모들에게인기가많더라구요. ], 긍정 텍스트 확률 : 85.07%"
"[ 단계 차차늘러갈예정이에요 ], 긍정 텍스트 확률 : 87.51%"
"[ 애겉옷등들고다니면 짐이어마어마하게많은데휴대용유모차에는굉장히넓은장바구니가있어 어디근처를나가도많은물건을보관할수있어편리하더라구요 항상어깨에매고다녔었는데아래쪽에크게장바구니가마련되어있어 엄마들의편의는더욱되는조건이아닐까생각이들어요], 긍정 텍스트 확률 : 88.46%"
"[전에있던유모차는너무무겁기도하고접는게어려워서 동생하고같이어딜 가면여자 둘이서유모차하나케어가안되서낑낑거렸거든요.하지만마마스앤파파스솔라제품은원터치다운폴딩이에요 간단하게힘을주지않아도유모차를간단하게접을수있고 시트를포함해서폴딩이가능하기에공간 차지도하지않아요 설명서를보지않고도한번에원터치에성공하고나니정말편리하더라고요.저 없이동생혼자서유모차를접고펴고할수있으니까요. ], 긍정 텍스트 확률 : 87.55%"
"[ 아이들의적합한유모차를알아보고계시다면 구디팡에서파는솔라유모차를추천해드려요 조립하기에도굉장히간편하고편리해서 설명서 안봐도 조립 할 수 있을 정도?크게 조립이 어렵지 않았었어요여동생이 혼자 컨트롤 하기 나쁘지 않은 무게이고], 긍정 텍스트 확률 : 75.36%"
"[울 애기 함 타볼까?ㅎㅎ개월 아가이다 보니 앉히면서도 아직 앉지는 못하는 애기라 이 안전벨트가 튼튼해서 좋더라고요.안전하게 잡아주니 안정감이 있었어요. ], 긍정 텍스트 확률 : 97.80%"
"[요즘 휴대용유모차가 워낙 잘나아서 그런지 아기아기한 시절에만 디럭스를 사용하고그 이후에는 쭉 휴대용으로 사용하게 되는것 같다.뭐 집 구조가 현관이 좀 넓고 엘리베이터가 있다면 유모차의 무게나 무겁거나 접고 펴는게 어렵더라도 크게 상관없이 디럭스 하나로 아이가 유모차를 거부할때까지 혹은 사용시점이 지날때까지 사용해도 되겠지만 그런 환경조건이 따라주지 않는 나와 같은 분들이라면 분명 휴대용유모차를 찾게될 수 밖에 없다. ], 긍정 텍스트 확률 : 69.12%"
"[그럼 이번에 내가 직접 고른 휴대용유모차는 어떤걸까?총 무게 .접었을때 가로높이폭 의 컴팩트한 사이즈로 평소에도 가뿐하게 들고다닐 수 있고 특히 여행시에 사용의 간편함을 줄 수 있는 마마스앤파파스의 어보아크로이다.이렇게 사이즈를 언급하고 아무리 가볍다고 말한다 한들 눈으로 보고 손으로 느껴보는게 아니니 와닿는 부분이 적으리라 생각되지만.. 조 금만 내려가보면 얼마나 작아지는지 깜짝 놀랄지도 모른다 ], 긍정 텍스트 확률 : 89.66%"
"[몸무게정도의 신체사이즈를 자랑하고 있고 난 크다는거 잘 모르겠지만 비슷한 개월 수 아이들이랑 같이 있는거 보면 좀 크긴 큰 편이다ㅋㅋ], 긍정 텍스트 확률 : 95.47%"
"[사진은 완전 앞쪽으로 쏠려서 앉아 있는 상태라서 아이가 엄청나게 크게 보이는 것 뿐이다.. 그렇게 거대하진 않음ㅋ ], 긍정 텍스트 확률 : 77.42%"
"[어깨까지 갑자기 피곤이 몰리곤 할때가 있다.이건 우리 어른들도 그럴때 있으니 이해해줘야하는 부분이고 큰아이의 무게도 무게지만 일단 기럭지가 길어져 키도 작은 내가 안아줄때 넘나 힘듦.. 이 시점에 큰아이가 잠시라도 편하게 앉아있을 수 있는 공간은 유모차뿐이기도 했어서 키가 훌쩍 커버린 큰아이가 앉아도 불편하지 않은 제품이 필요했었다. ], 긍정 텍스트 확률 : 51.91%"
"[길쭉한 부분으로 세워 놓아도 둘째아이의 크보다 많이 작다말문이 마구마구 트이고 있는 둘째는 유모차 내 유모차ㅋㅋㅋㅋ응 니꺼다 말안해도 알아서 지껀줄 아는 똑부러진 아이 ], 긍정 텍스트 확률 : 57.57%"
"[큰아이 치과갔다가 태권도 보내고 잠시 시간이 남아서 공원에 들고 나와 보았다.역시 유모차는 공원에서 찍어야지 오늘이 금요일이고 곧 연휴있데도 그 연휴가 더 빨리왔으면 좋겠다그래야 마마스앤파파스 어보아크로 가지고 여행가지여행가려고 준비는 다 했는데 코스를 생각 안했네...ㅎㅎㅎㅎ ], 긍정 텍스트 확률 : 68.73%"
"[뒷바퀴는 .인치이고 앞바퀴쪽에 있는 서스펜션은 턱을 넘을때 손쉽고 부드러운 주행을 할 수 있게 해주는데 확실히 턱을 넘어 내려올때 부드럽게 나가져서 유모차의 덜컥거림이 현저히 줄어듬을 느낄 수 있었다. ], 긍정 텍스트 확률 : 85.64%"
