"[ 바구니확장업그레이드되서 너무 좋은듯 ], 긍정 텍스트 확률 : 82.23%"
"[ 특히 아이의 낮잠은 아이의 성장에 있어서 정말 중요한 요소이니까 낮잠도 편히], 긍정 텍스트 확률 : 90.47%"
"[깊게 잠들 수 있게 등받이를 내려주었답니다. 페도라카본 디럭스 유모차는 등받이가 최대 도까지 내려가서 목을 가누지 못하는 신생아부터도 안전하게 사용할 수 있어요. ], 긍정 텍스트 확률 : 76.32%"
"[ 워낙 안정적인 형태로 등받이가 젖혀지니까 튼튼이도 어찌나 편히 잠을 자던지요 이 날 튼튼이는 유교전이라는 시끄로운 장소임에도 불구하고 시간을 자주어 엄마가 열심히 유교전에서 한탕을 했다는 그런 소문이.. ㅋㅋ시트에서 느껴지는 안락함이 튼튼이의 소중한 낮잠을 지켜주었답니다 ], 긍정 텍스트 확률 : 58.37%"
"[특히 저희 집 앞에는 약간 울퉁불퉁한 노면도 많고], 긍정 텍스트 확률 : 91.92%"
"[길에 턱이 꽤 많아서 아이의 뇌흔들림이 정말 걱정이 되었어요. 그래서 페도라카본 디럭스 유모차를 사용하기 전까진 거의 아기띠로 안고다녔어요. 하지만 튼튼이가 이제는 에 육박하는 몸무게라 도저히 안고다닐 수가 없어 돌 지나고 나서 더 잘 사용하고 있는 아기유모차랍니다.카본 디럭스유모차 페도라 은 카본소재의 튼튼함에 특허받은 형 프레임이 더해져 안정적으로 튼튼한 유모차에요. 여기에 개의 바퀴 각각에 독립 서스펜션과 이중구조바퀴의 조합이 충격을 흡수하고 아이에게 직접적으로 충격을 가하는걸 방지하죠. 그리고 안락함을 더해줘요. ], 긍정 텍스트 확률 : 95.83%"
"[ 페도라카본 디럭스 유모차를 사용하면서 의외로 만족도가 높았던 부분은 바로 높은 하이시트에요. 특히 아기식탁의자가 없는 식당에 가게되면 아이를 어떻게 앉혀야하나 고민이 돼서 아기식탁의자있는 곳만 찾아다녔거든요], 긍정 텍스트 확률 : 53.72%"
"[ 그리고 페도라카본 디럭스 유모차는 소재또한 높은 퀄리티를 사용했는데], 긍정 텍스트 확률 : 66.46%"
"[튼튼하면서 가벼울 수있던건 바로 카본소재로 만들어졌기 때문이였죠기능을 추가할 때마다 무게가 증가하는건 역시 무시할 수 없는데요], 긍정 텍스트 확률 : 72.89%"
"[튼튼한 이중구조 바퀴는 유모차의 안정성을 지켜주죠. 하지만 절충형만큼이나 가볍다는거이렇게 가벼우면서 튼튼한 유모차라 오래오래 사용할 수 있겠네요...? .?페도라페도라...? .?페도라유모차페도라유모차...? .?페도라디럭스유모차페도라디럭스유모차...? .?디럭스유모차디럭스유모차...? .?카본유모차카본유모차...? .?절충형유모차절충형유모차...? .?아기유모차아기유모차...? .?유모차추천유모차추천...? .?디럭스유모차추천디럭스유모차추천...? .?유모차유모차소정의 포인트와 제품을 무상으로 제공받아 사용해보고 작성한 솔직 후기입니다. ], 긍정 텍스트 확률 : 98.09%"
"[ 물려받은 페도라 유모차 있어서 생각안하고 있다가 가격이 너무 착하게 나온 다이치 카시트 듀웰 구입했어요 페도라보다 훨씬 가벼워서 이동이 편리하고 이중잠금장치도 되고 썬바이저 달수 있어서 좋네요무엇보다 세일기간 이용하면 착하게 구입해서 좋아요 ㅎㅎ...... ......? 본문 이미지...... ......? 본문 이미지], 긍정 텍스트 확률 : 99.92%"
"[ 베이비페어에서 만난 페도라의 인기를 보고왔어요 ], 긍정 텍스트 확률 : 58.93%"
"[유모차랑 카시트도 나왔는데 그중에역시 페도라가 인기가많더라구요], 긍정 텍스트 확률 : 78.81%"
"[ 저도 이날 마침 페도라휴대용 유모차를 끌고갔었거든요그래서 한번 들러봤어요 ], 긍정 텍스트 확률 : 75.45%"
"[ 처음보는 페도라시리즈를 여기서 싹 다볼수있더라구요유모차를 직접 볼수있으니좋고사용방법부터 장점], 긍정 텍스트 확률 : 68.37%"
"[설명 다 들을수있어서 좋은 기회더라구요 ], 긍정 텍스트 확률 : 85.02%"
"[ 사실...저희도휴대용 페도라 유모차를 사용하고있지만설명이 듣고싶어서 저희 차례를 기다려보려고했는데줄이 딱히 있는것도아니고 다들 바빠보이기도하고..누구를 불러서 물어봐야될지 모르겠더라구요 ㅋㅋㅋㅋㅋ디럭스유모차도 궁금했는데 ..ㅋㅋㅋ 인기가 엄청났어요 ], 긍정 텍스트 확률 : 78.86%"
"[ 역시..우리아가는 이런걸 좋아해요 ㅋㅋ롯데몰에와서 놀이기구 자동차도 타구요 ㅋㅋ집중집중 베이비페어보다와서 이렇게 또 놀아주었죠 ], 긍정 텍스트 확률 : 64.31%"
"[ 유모차에 아기데리고다니면서 여기치이고 저기치이니까요 ㅠ그래서 수원롯데몰에와서 유모차 태우고다녔어요울아기 넘나좋아하는것 ㅋㅋ헤헷휴대용유모차이지만 흔들림도 잘잡아주고접었다폈다도 쉬워서 좋더라구요 ], 긍정 텍스트 확률 : 99.84%"
"[ 위에 햇빛가리게도 펼치니까 촤르륵 힘도 탄탄하게 펼쳐져서만족스럽더라구요 디자인도이쁘구 페도라꺼니까어디가서도 자신있게 사용하는데 쓸수록 맘에드네요], 긍정 텍스트 확률 : 99.67%"
"[유모차도 차 트렁크에나 집에세워둘때나 부담없이데리고다니기도 수납하기도좋고 접었다폈다하는것도 원터치라 좋더라구요굳이 기내용 쓸일별로없다면 좀더 탄탄하고 활용성도높고기능도많은 휴대용유모차를 원한다면 페도라추천해요], 긍정 텍스트 확률 : 99.24%"
"[ 본 제품은 페도라로부터 제품만을 제공받아 직접사용한 솔찍한 후기 입니다 ], 긍정 텍스트 확률 : 57.46%"
"[안녕하세요 .?연년생연년생.?전투육아전투육아 중인 기쁨맘이예요 ], 긍정 텍스트 확률 : 63.82%"
"[ 힘든시기 어찌하든 버틴 저에게셀프토닥좀 하고 올게요 ㅎㅎ연년생 육아는따로 떼어 포스팅을 꼭 하고싶네요피눈물을 흘린다고 들었는데정말 쉽지 않긴 하더라구요 ㅎㅎ힘든 육아노동을 조금이라도 더편안하게 해주는 모든 육아용품 업계종사자분들께 이 포스팅을 빌어 감사를ㅎ봄봄이가 태어나고는누구나 그렇듯신생아용 디럭스 유모차를 태웠어요근데 개월쯤 되니까운반하기 힘들고 무거운 디럭스 유모차 말고좀 더 가볍고 부담없이 가지고 다닐 수 있는유모차를 찾아보게 되더라구요 ], 긍정 텍스트 확률 : 99.94%"
"[ 저와 같은 고민을 하고 계신 분이계시려나요? ㅎ 그래서 오늘은개월 딸 개월 아들을 둔연년생 육아맘이 선택한 ], 긍정 텍스트 확률 : 63.05%"
"[ 카본 유모차 페도라 리뷰를 해보려고해요 ], 긍정 텍스트 확률 : 61.93%"
"[ 보통 디럭스 유모차는 무겁고 크고 비싸다라는 생각을 갖고 있죠?하지만 너무 소중한 우리 아이를흔들린아이증후군으로부터 보호해야 한다는생각때문에 대부분의 엄마아빠들은아이의 안전을 순위로 생각해서무거워도사용기간이 짧아도비싸도일단 디럭스 유모차를 구입하는것 같아요 ], 긍정 텍스트 확률 : 97.33%"
"[ 가벼우면서도충격 흡수 능력이 뛰어난카본 소재 로 만든 유모차카본 은 우주항공 소재로도 쓰이는데요가볍기만 하면 안되겠죠? 가벼운건 기본에안정성과 다양한 기능을 포기하지 않은 새로운 개념의 디럭스유모차 랍니다 ], 긍정 텍스트 확률 : 70.06%"
"[ 카본소재? 낯설다구요?우리에게 카본은 조금 낯선 소재일 수 있어요하지만항공], 긍정 텍스트 확률 : 80.03%"
"[스포츠 장비등 의 무게도매우 중요하게 여겨지는 분야에서는 카본으로 만든 제품들을쉽게 찾아볼 수 있어요금속 소재와 비교해 훨씬 가볍고 강도와 내구성이 뛰어나 지만제조 비용이 높고 정교한 설계 노하우가 필요해서육아 용품 업계에서는 잘 사용되지 않은 소재인데요페도라는 자전거 전문 기업 삼천리자전거와 협업해서카본 소재에 최적화된 디자인 노하우를 연구해왔고노력 끝에 프리미엄 유모차의 새로운 패러다임을 제시하는카본 디럭스 유모차 페도라을 출시했답니다 ], 긍정 텍스트 확률 : 84.85%"
"[ 아직 카본 유모차에 대한 정보를많이 찾아볼 수 있는건 아니지만올해 월 채널에서 페도라이 해외 프리미엄유모차 못지 않은 국내 브랜드의프리미엄 유모차로비교 설명된적이 있다고 하는데요궁금한거 못참는 저는 또열심히 검색해서 영상을 찾아봤다지요?해외 명품 브랜드의 유모차와정정당당 핸들링 테스트에서가장 높은 점수를 차지한 페도라 ㅎㅎ ], 긍정 텍스트 확률 : 76.26%"
"[ 우와 정말 애국심 뿜뿜자긍심 돋지않나요?ㅎ이거 널리 알리고싶은 소식이지뭐예요이 가치를 알아보는 분들이 더 많아진다면카본 유모차 페도라 을주변에서 더 많이 볼 수 있게 되겠죠? ], 긍정 텍스트 확률 : 91.38%"
"[ 유모차를 고를때 핸들링도 중요하지만유모차를 접고 펴는게 얼마나 빠르고 편리한지도정말 중요한 부분이잖아요? ], 긍정 텍스트 확률 : 63.02%"
"[ 제가 페도라 박스 개봉해서부지런히 조립한 다음에 제일 먼저 해본게바로 유모차 접었다 폈다 해본거예요ㅎ이건 글로 하는 설명보다보여드리는게 가장 정확하니까영상으로 먼저 보고 가실게요ㅋ ], 긍정 텍스트 확률 : 97.30%"
"[시트 모두 기존 디럭스급보다한층 업그레이드된 기능이 적용되었더라구요프리미엄 소재라 그런지그냥 딱 봐도 우아함이 철철 넘쳐요ㅋ ], 긍정 텍스트 확률 : 95.09%"
"[ 짜잔 이 고급진 그레이민감한 아이 피부에도 안전한 소재 ], 긍정 텍스트 확률 : 54.49%"
"[ 제가 한번 느껴봤습니다ㅋ정말 보드랍더라고요아이 피부에 닿는 육아용품 고를 때소재까지 꼼꼼히 체크하는엄마들 마음 취저ㅋ ], 긍정 텍스트 확률 : 99.62%"
"[ 그리고 제가 감동먹은 부분 중 하나페도라 은 아이 몸은 물론이고유모차를 다루는 부모의 손이 닿는 곳까지친환경 최고급 패브릭 소재를 사용했더라구요울트라 스웨이드소재의 천으로 감싸져 있는 손잡이다른 유모차에 그런거 있는걸본적이 없어요 저는ㅋ어떤 느낌이었냐면 남편이랑 데이트할때벤치에 앉기 전 손수건 깔아주고여기 앉으라고 하는 그런 기분이랄까요?ㅎㅎ엄마 손을 소중하게 생각해주는 페도라의 마음에한번 감동먹고 울컥했네요?ㅋ사실 대단한 차이라기 보다이런 사소한 배려에서여자들은감동먹고 그러잖아요보고있나 남편님?ㅋ개인적으로 저는 이 부분너무 감동인것같아요ㅎ ], 긍정 텍스트 확률 : 99.85%"
"[ ㅎㅎ박스 개봉해서바퀴 조립하기 전에 찍은거예요그냥봐도 되게 안정감이 팍팍 느껴지지 않나요?ㅋ ], 긍정 텍스트 확률 : 74.23%"
"[모래길 등 비포장도로에서도안락한 승차감을 유지해줘요이중 타이어를 적용해서충격과 마찰 흡수력내구성을 높였구요 ], 긍정 텍스트 확률 : 70.95%"
"[ 페도라자랑하다가 하루가 다 가겠는데요?ㅎ오늘 리뷰는 여기서 마무리하고요직접 끌고 나가서 밀어보고다시 리뷰 남겨볼게요아래는 예고편ㅋ ], 긍정 텍스트 확률 : 70.19%"
"[ 엄마 마음넉넉하게 해주는넓은 장바구니 ], 긍정 텍스트 확률 : 95.84%"
"[ “가볍지만 충격에 흔들리지 않는그런 유모차는 없을까?”라는 질문에 자신있게 답하는카본 유모차 페도라 옐로], 긍정 텍스트 확률 : 70.30%"
"[그레이가지 컬러로 선택의 폭도 다양해요오래오래첫째 둘째 셋째까지.... 셋째.... 응? ㅋ같이 태울 수 있는 유모차 생각하신다면자신있게 페도라추천할게요여기까지 공부하는 육아맘기쁨맘이었습니다ㅋ ], 긍정 텍스트 확률 : 97.08%"
"[.?페도라페도라.?페도라유모차페도라유모차.?신생아유모차신생아유모차.?디럭스유모차디럭스유모차.?절충형유모차절충형유모차.?페도라후기페도라후기.?유모차추천유모차추천 ], 긍정 텍스트 확률 : 87.93%"
"[ .두가지 모두 나쁘진않지만 가벼우면서 눕히지 못한것이 조금 많이 아쉬웠습니다...좀더 자세한 사진은 추후에 다시 올리며], 긍정 텍스트 확률 : 91.78%"
"[ .보통 절충형 유모차들은.가볍게 접히고 .간소하기는하나.그만큼 우리아이의 승차감 또한.불편하진않았을까.이제와서 생각해보니.미안한 마음이드네요.둘째 출산전 .유모차를 찾던와중.눈에 띈페도라 ..한손핸들링 으로도.부드러움은 물론이고.디럭스처럼넓은 시트와.안정적인 공간.오점식 벨트 로 아이를 .안전하게 지켜줄 수 있답니다], 긍정 텍스트 확률 : 99.97%"
"[ .아무래도 첫째 등하원시에.둘째를 데리고 다녀야해서.유모차를 태워야했는데.디럭스는 부담스럽고.절충형은 아직 신생아에게 무리인것.같기도했는데페도라 는.그럴 걱정이 싹사라지는 제품이네요..신생아다보니 조금한 충격에도.머리에 충격이 가하진않을까.걱정되었는데..첫째 시범 탑승결과.그런 걱정이 눈녹듯 사라졌답니다.그리고 절충형임에도 불구하고.의 무게를 지탱할 수 있는.튼튼하고 넓은 바구니.여러모로 실용적인마마백 까지.외출을 한결 편안하게 해준답니다 ], 긍정 텍스트 확률 : 98.55%"
"[ .총가지 색상 이 있는데.저는 클래식 블랙을 선택하였는데.심플하면서도 모던하여.도시적인 느낌까지 더해주니.절충형임에도 고급적인.분위기가 뿜뿜.안전바와 아이사이의 공간도.여유롭게 넓어서.아이가 불편해하지도 않고.답답하지도 않았어요..첫째아이때.페도라 디럭스를 사용해보았는데.절충형은 또다른 매력이 있는 것 같아요.곧 둘째의 출산일이.다가오고있는데요.유모차하나 마음에 쏙 들게.준비해두었더니.다른 걱정들도 사라진 기분이에요 ☺️..처음 작동시에글보다는.직접 보고 하는게 더 도움이 될 것 같아.사진을 잘 찍지는 못하지만.동영상 촬영을 해보았습니다.혹시 작동이 힘드신분들에게.조금이나 도움이 되었으면 좋겠네용 ], 긍정 텍스트 확률 : 99.92%"
"[ .출산이 주도 남지 않아서.외출이 어려워 아파트 단지에서 태워줄 수 밖에 없어서.슬프지만 그래도 아이가 유모차 타는 것을 .거부하지 않고 너무 좋아해서.페도라 선택하길 .참 잘한 거 같아요 . ], 긍정 텍스트 확률 : 82.40%"
"[페도라로부터 제품을 지원받아 직접 체험한 후 작성한 실사용 후기입니다], 긍정 텍스트 확률 : 53.20%"
"[ .전면과 측면은 시력 보호창이 있고 다른 곳은 메쉬로만들어져서 있어요..물론자외선 차단기능도 포함되어 있고요.. .다른 브랜드], 긍정 텍스트 확률 : 76.38%"
"[ .바람이 솔솔 통하는 메쉬 입니다.. .하단 부분은 지퍼로 분리가 가능 한데요..아이 신발이 닿고 하는 부분이니 이 부분만 수시로 가볍게 세탁해주면 깨끗하게 쓸 수 있을 것같아요. ], 긍정 텍스트 확률 : 54.78%"
"[ .코 자니 건딜지 말라는 귀여운 문구까지 ], 긍정 텍스트 확률 : 86.73%"
"[마니또 메쉬 알파 커버 후기 였습니다..구입하실 분들은 가지고 계신 유모차 모델에 맞는 커버를 선택하셔야 해요 ], 긍정 텍스트 확률 : 60.10%"
"[. .?페도라유모차페도라유모차. .?페도라페도라. .?페도라카시트페도라카시트. .?페도라체험단모집페도라체험단모집. .?페도라유모차카시트체험단모집페도라유모차카시트체험단모집. ], 긍정 텍스트 확률 : 53.50%"
"[ .제 이웃님들 중에도.임신하신 블로거분들도 계시고.육아맘들도 많이 계셔서.정보 공유하려고 올립니다...페도라 유모차와 카시트 중에.사용하고 싶었던 제품을.체험해 볼 수 있는 좋은 기회 같아요... ], 긍정 텍스트 확률 : 98.15%"
"[ ..저는 그 중에서.고객이 뽑은 최고의 페도라 제품 인.페도라 디럭스 유모차를.사용해보고 싶은데요], 긍정 텍스트 확률 : 89.90%"
"[ .페도라 바구니카시트와 호환 도 되고.하이시트 인 것이 장점이더라구요..사진만 봐도 딱 높아보이고 좋죠? ..제 키는 보통이지만.팔다리가 길고 허리가 짧아서.낮은 유모차보다는 높은 유모차를 선호하는데.페도라는 유모차 높이도 높고], 긍정 텍스트 확률 : 80.55%"
"[ .손잡이도 조절이 되어서 더 좋은 것 같아요...참 그리고 페도라 카시트는.사고가 나면무상교환 도 해준대요.물론 사고 안나는게 제일 좋지만.끝까지 책임져주는 느낌이 들어서 좋네요.... ....?....? ], 긍정 텍스트 확률 : 77.43%"
"[ ..페도라 공식 싸이트인데.어떤 제품들이 있는지 둘러보시라고 첨부 했어요...다른 제품들도 괜찮아보이지만.저는 그 중에서도 .페도라 프리미엄 디럭스블랙. ], 긍정 텍스트 확률 : 79.70%"
"[ ...역시 유모차도 블랙이 멋지죠. ㅎㅎ.높이도 높고 바퀴도 좋아보이고.확장형 캐노피 로 자외선은 피하고], 긍정 텍스트 확률 : 99.48%"
"[ .아늑한 공간에서 아이가 좀 더 편안하게.쉴 수 있다고 하니 더 좋은 것 같아요...그리고 제가 높은 유모차를.좋아하는 이유 중에 다른 하나는.보통 일반적인 유모차의 높이는.자동차 배기가스를 바로 마시게 되는.그런 높이여서 안좋다는 소리를 들었거든요..그래서 조금이라도 더 높은 유모차를.사야겠다는 생각을 그때부터 했어요...그러다보니 눈에 띄는 유모차가 손에 꼽히는데.이번 기회에 페도라 제품을 체험해 볼 수 있으면.더 좋을 것 같아요 ㅎㅎ........끝.. ], 긍정 텍스트 확률 : 99.38%"
"[안녕하세요 유니또 입니다주말에 태풍이 온다는 뉴스가 계속해서 나오더라구요 비도 보슬보슬 내려 야외로는 놀러가지 못 할것 같고 그럼 오랜만에.?하남스타필드하남스타필드 를 가볼까?? 라는 생각에 저희는 스타필드로 향했습니다저의 육아 동지.?페도라유모차페도라유모차.?크래들크래들 과 함께요 다함께 저의 페도라유모차 개봉기 리뷰 함께 보고 가시죠잉], 긍정 텍스트 확률 : 93.10%"
"[ 좋은 기회로 유튜브채널도 개설했어요 구독구독 고고아름다운 사회 구독은 더아름답죠잉ㅋㄱ ], 긍정 텍스트 확률 : 93.96%"
"[ 저희 아이들은 요즘 유모차 타는 재미에 빠졌죠 잘걸어다니지 않으려구하죠ㅋㅋ현관문부터 유모차를 타기 시작하죠ㅋㅋ오늘도 현관문부터 유모차 대령이요 ], 긍정 텍스트 확률 : 99.15%"
"[ 미소 난발하는 우리 아들램💕💕 ], 긍정 텍스트 확률 : 63.00%"
"[ 트렁크안에쏙 들어가용사실 트렁크에 짐이 많았어요 그래도 여유있게 쏘옥 ], 긍정 텍스트 확률 : 88.54%"
"[ 스타필드에 도착다들 아시다시피ㅋ스타필드는 유모차대여소는.?페도라유모차페도라유모차 예요 ], 긍정 텍스트 확률 : 53.27%"
"[ 여기저기 다.?페도라유모차페도라유모차유모차를 가져오시는 분들도 많지만장바구니도 넓구 시트도 높고 핸들링도 좋아서 다들 많이대여 하시더라구요 ], 긍정 텍스트 확률 : 96.29%"
"[ 그만큼 믿고 사용하는.?페도라유모차페도라유모차 ], 긍정 텍스트 확률 : 60.06%"
"[ 작은아이도 큰아이도 모두 만족하고 사용하는 브랜드.?페도라페도라], 긍정 텍스트 확률 : 65.75%"
"[ 사실 페도라의 모기업은 삼천리자전거예요다들 자전거브랜드 아시죠잉?자전거가 유명한 만큼 그 기술로 유모차를 만들었다고 보심되용또한 믿고 구매하는 국내브랜드이죠 ], 긍정 텍스트 확률 : 51.18%"
"[ 예서도 새로운 환경이라 이것저것 궁금할텐데내리지않고 구경만 하네요ㅋㅋ유모차가 좋은가 봐용 ], 긍정 텍스트 확률 : 86.28%"
"[ 안전벨트는 했지만 예서는 안전바를 꼬옥잡고 구경중ㅋㄱㅋ ], 긍정 텍스트 확률 : 56.48%"
"[ 사실 아이와 함께 하면 정말 카페가 카페인지이것이 커피인지 힘들잖아용 ㅠㅠ 다들 육아 부부들만 공감하실꺼예요 ㅠㅠ 흑흑], 긍정 텍스트 확률 : 98.58%"
"[ 이렇게 카페에서 분만 있어도 영혼이 가출ㅠㅠ], 긍정 텍스트 확률 : 64.04%"
"[ 저희는 너무 힘들어서 커피 수혈 후에 스타필드 구경을 하기로 했거든요ㅜㅜ 그래서 큰맘 먹고.?스타벅스스타벅스 에 갔죠ㅜㅜㅜ], 긍정 텍스트 확률 : 53.07%"
"[ 스타벅스에는 줄이 굉장하더라구요 ㅠㅠ 아마 태풍이 온다고해서 모두 스타필드로 피신왔나봐영 ㅋㅋㅋ], 긍정 텍스트 확률 : 66.16%"
"[ 저희는 테이크아웃은 하기가 싫어서 빠져나가는 사람을 봤다가 자리찜을 성공했어요 ], 긍정 텍스트 확률 : 66.25%"
"[ 저희 짐이예요 이렇게나 많았어요 제가방에 아이들 간식가방기저귀], 긍정 텍스트 확률 : 59.73%"
"[ 다시... 카페에서], 긍정 텍스트 확률 : 61.71%"
"[ 엄마 놀아주세요저를 간절히 보는 예또예또 하지만 너를 유모차 안에서 뺄 수 없어ㅠㅠ 그럼 엄마가 힘들거든 ㅋㅋㅋㅋ 엄마도 쉬고싶당 ], 긍정 텍스트 확률 : 82.78%"
"[ 유모차안에서 충분히 놀수 있어 저는스타벅스에서 자를 잡고.?페도라유모차페도라유모차 가 안움직이게 브레이크를 걸어놓았어요 아이가 혹시나 흔들거나 유모차가 움직이다가 유모차가 움직여서 다칠수 있지 않을까하는 불안감에요 그리고 안전벨트는 풀어주었어요 어디를 주행하는게 아니라서안전벨트까지 하면 아이가 유모차를 거부할봐용 ㅠㅠ 그리고 유모차안에서 놀아주었습니다 .?페도라페도라.?페도라유모차페도라유모차.?페도라크래들페도라크래들 은 시트가 넓어서 아이들이 앉아있는 동안도 불편함을 느낄 수 있어요], 긍정 텍스트 확률 : 92.83%"
"[ 저희는 카페에서 티타임을 마치고 야외로 나갔어요 비가 오지 않아서 예서와 함께 산책이라고 하려고 했죠 예서가 에너지를 많이 소비해야 일찍자죠ㅠㅠ 그다음은 저의 쉬는시간], 긍정 텍스트 확률 : 51.15%"
"[ 예서야 산책하자 어서 내리렴 하지만 내리지 않네요 ㅋㅋㅋ 좋은가봐요], 긍정 텍스트 확률 : 72.61%"
"[ 이렇게 저희는 분정도 산책을 하면서아이와 즐거운 시간을 보냈답니다. ], 긍정 텍스트 확률 : 73.33%"
"[ 트레이더스에서 저희는 햄버거젤리를 찾아산만리], 긍정 텍스트 확률 : 51.70%"
"[ 사람이 많은 대형마트에서 저는 유모차가 불편할 줄 알았는데 생각보다 유용하게 썻네요 아무래도 가벼운 무게. 디럭스 기능을 담은 절충형 유모차라서 인것 같아요 사람이 많은 곳에서는 유모차 운전을 잘해야하는데.?페도라크래들유모차페도라크래들유모차 는 핸들링도 좋고 디럭스유모차와 마찬가지로 듀얼리어프레임과 바퀴 독립 서스펜션 ], 긍정 텍스트 확률 : 97.79%"
"[내구성 좋은 대형 타이어가 적용되어 충격흡수와 흔들림을 최소화하였데요], 긍정 텍스트 확률 : 88.10%"
"[ 햄버거 젤리를 찾고 꼭 주고 안주는 예서], 긍정 텍스트 확률 : 59.11%"
"[ 예서가 정말 곤히 잘자네요 저희는 안전벨트까지 무사히 하고 아이를 데리고 출발], 긍정 텍스트 확률 : 53.38%"
"[ 아이보이기창으로 아이의 상태를 확인할 수 있어요 아이보이기창의 다른 장점은 유모차에 바람이 순환할 수 있지요 ], 긍정 텍스트 확률 : 62.32%"
"[ 느무 행복하다 행복이 별건가요], 긍정 텍스트 확률 : 63.49%"
"[ 신난 저의 먹방사진을 보시고 가시죠 ], 긍정 텍스트 확률 : 54.46%"
"[ 지난 월 한달간도많은 고객님들의 유모차], 긍정 텍스트 확률 : 90.23%"
"[ 카시트 및 유아용품을매입해드렸는데요.월 역시 마찬가지네요.항상 좋은 유모차], 긍정 텍스트 확률 : 98.46%"
"[ 유아용품들 매입문의 주시는 고객님들께감사의 말씀올립니다.감사합니다.이번 포스팅엔국민 유모차], 긍정 텍스트 확률 : 83.30%"
"[ 카시트브랜드인 페도라의쌍둥이유모차매입후기입니다.앞선 월에도 싸이벡스 프리암 유모차를매입수거 도와드렸던 고객님인데요개인사정으로 인해 이번에도 매입요청주셨네요.감사합니다 ], 긍정 텍스트 확률 : 99.39%"
"[ 사실 매입일정이 꽉차 당일매입이 어려운상황이었는데], 긍정 텍스트 확률 : 52.77%"
"[.월에 페도라커버가 잘 나갔었네요 ㅎㅎ..퍼플컬러에 흩날리는꽃잎 원단이랑.컬러매치 완전 잘하신거 같아요..착용샷 감사합니다 ㅎ ], 긍정 텍스트 확률 : 89.36%"
"[섬유의 경우 혼용률], 긍정 텍스트 확률 : 52.07%"
"[ 책임자와 전화번호], 긍정 텍스트 확률 : 62.66%"
"[허미퍼플 유모차커버 바람막이 외다수언제나 서로이웃 확인하면서 받고 있으니 편하게 걸어주세요해당 게시글의 정보는 제품게시자에 의해 정보 및 가격이 변경될 수 있습니다이 포스팅은 쿠팡 파트너스로부터 일정액의 커미션을 대가를 받고 작성된 광고입니다. ], 긍정 텍스트 확률 : 83.33%"
"[. .?.・・・.⠀.✨ 페도라 유모차카시트 체험단 모집 ✨.⠀.페도라의 제품들 중.사용해보고 싶으신 제품이 있나요?.⠀.부모님들의 만족도가 가장 높은.페도라의 유모차와 카시트를.보다 가까이 만나실 수 있는.체험단 이벤트를 준비하였습니다 🎉.⠀.사용하고 싶었던 유모차와 카시트를.직접 만날 수 있는 기회 놓치지 마세요 😆.⠀.📌신청기간 월 일.📌당첨발표 수.📌모집인원명.📌체험단 미션주간 인스타], 긍정 텍스트 확률 : 67.35%"
"[카페에 사용후기 업로드.📌응모방법 ..팔로우 해주세요.. 리그램 후 좋아요’ 버튼을 꾸욱.. 가장 갖고 싶은 페도라제품을 댓글로 남겨주세요.. 으로블로그주소인스타그램 아이디네이버메일주소이름전화번호주소아기 개월 수 아기 성별보내주세요.⠀.자세한 미션 내용은 당첨자분들께 메일로 개별안내 드립니다..⠀. .?유모차유모차.?유모차추천유모차추천.?디럭스유모차디럭스유모차.?기내반입유모차기내반입유모차.?신생아유모차신생아유모차.?휴대용유모차휴대용유모차.?쌍둥이유모차쌍둥이유모차.?절충형유모차절충형유모차.?명품유모차명품유모차.?아기유모차아기유모차.?카시트카시트.?카시트추천카시트추천.?아기카시트아기카시트.?신생아카시트신생아카시트.?유아카시트유아카시트.?주니어카시트주니어카시트.?회전형카시트회전형카시트.?체험단체험단.?체험단모집체험단모집.?체험단이벤트체험단이벤트.?체험단모집중체험단모집중.?체험단신청체험단신청.?이벤트이벤트.⠀ ], 긍정 텍스트 확률 : 68.89%"
"[ 비싸기만 한 유모차가격고민이 많은 부모님들께저렴하지만 우아하고 고급스러운또 아기와 엄마에게 모두 편리한그런 유모차소개해드립니다 ], 긍정 텍스트 확률 : 67.93%"
"[ 패도라크래들절충형유모차 입니다 ], 긍정 텍스트 확률 : 65.03%"
"[쿨 네이비세 가지 색상으로부모님의 취향껏 고를 수 있습니다 ], 긍정 텍스트 확률 : 57.30%"
"[ 무엇보다도안전을 강조 한 유모차라믿을 수 있습니다 ], 긍정 텍스트 확률 : 73.00%"
"[ 사이즈의 장바구니 로최대까지 수납가능합니다아기와 함께 편리한 쇼핑 가능하세요 ], 긍정 텍스트 확률 : 67.67%"
"[ 원터치로 편리하고 손쉽게 안전가드 벨트 브레이크작동 가능짐많고 아기 데리고 움직여야하는부모님들께 안성맞춤입니다낑낑거리며 아이 데리고 다니실 필요 없어요 ], 긍정 텍스트 확률 : 71.30%"
"[ 무상교환 및 방문수리 가능하며클린케어서비스까지품질이 확실히 보증되어있으니저렴하고 성능 좋으며우아한 느낌의 유모차 구입 하시려는 분들이라면꼭 추천드리고 싶은 제품입니다 ], 긍정 텍스트 확률 : 98.76%"
"[ 할인판매중이니원하는 색상 구입하시려면서두르세요 ], 긍정 텍스트 확률 : 67.97%"
"[ 쿠팡파트너스활동의 일환으로일정수수료를 제공받을 수 있습니다 ], 긍정 텍스트 확률 : 61.01%"
