"[우리아기 어떤 분유를 먹일지 알아보는 것도 엄마의 큰 고민중에 고민나는 일단 밴쿠버에 있기때문에임신 기간 중 여기서 먹는 분유들을 알아보게 되었다.대표적으으로 시밀락], 긍정 텍스트 확률 : 94.92%"
"[요건 남편이 함께 먹을 때 나왔던 메뉴..본인 두 번째 식사도 사진은 남기지 않으신 남편], 긍정 텍스트 확률 : 78.34%"
"[메인으로는 감자와 야채면을 곁들인 고기였네요.닭고기 같은데.. 터키인가 싶기도 하고 긴가민가 합니다], 긍정 텍스트 확률 : 65.02%"
"[대한항공 비즈니스 기내식은 전반적으로 퀄리티가 괜찮은데요], 긍정 텍스트 확률 : 63.55%"
"[낮에부터 통증이 반복이라서 진통 어플을 키고 확인했는데 이게 가진통인지 진진통인지도 모르겠다 다들 진진통은 아 이게 진진통이다 죽을 만큼 아프다 그런 글들을 많이 봐서], 긍정 텍스트 확률 : 57.42%"
"[아플 때는 허리부터 끊어지게 아픈 생리통 그리고 배가 아픈 게 진짜 생리통 배 정도 그냥 뭐 참을만하다 싶었다진진통 입니다란 메시지도 몇 번 그냥 별거 아닌 듯 보내고다들 병원에 빨리 가보라고 하는데 혹시라도 다시 집에 와야 할까 봐 좀 더 지켜보기로 했다], 긍정 텍스트 확률 : 92.47%"
"[입원준비 메세지를 보더니 병원에 가보자고 난 혹시라고 다시 집에 오면 어쩌냐고 아프기도 하고 걱정도 되고 갑자기 눈물이 펑펑 쏟아지고 우선 병원에 갔다가 집에와도 가보자 짐을 챙겨라 해서챙겨 놓은 짐 카시트를 챙겨서 병원으로 출발], 긍정 텍스트 확률 : 58.85%"
"[거의 여기서 시간 정도 기다렸더니 이제 분만실 생겼다고 해서 분만실로 이동했더니이제야 좀 둘이서 쉴 수 있게 되었다옆 사람도 소파에서 잘 수 있고 왼쪽 손목에 주사바늘 주렁주렁 바늘 넘 굵은 거 꼽아서 진짜 이게 더 아프다 ], 긍정 텍스트 확률 : 97.61%"
"[분만실왼쪽으론 소파가 있어서 보호자가 잘 수 있는 공간 ], 긍정 텍스트 확률 : 68.16%"
"[진통이 올 때마다 애기 심장 박동을 볼 수 있는 그래프 진짜 괜찮다가 좀 그럼 그래프가 막 움직여서 아 내가 지금 진통 중이구나 볼 수 있었다 ], 긍정 텍스트 확률 : 96.40%"
"[천장에 라이트 진짜 애가 태어날 때쯤 되니 저걸 내려서 불빛을 딱 ], 긍정 텍스트 확률 : 64.73%"
"[또 먹으라고 가져다준 점심 아이스티], 긍정 텍스트 확률 : 65.08%"
"[우리가 고민하던 닥터 중에 한 명이 오늘 당직 닥터아침에 통화했다며 들어와서 뭐라고 말하고양수 터트리는데 진짜 뜨거운 게 막 흐른다닥터가 바뀌고 결국 우리가 젤 만나기 싫다고 한 닥터 첸 아 진짜 .. 결국 병원닥터는 다 만나는구나닥터 첸 이 와서 내진하는데 센티 진짜 진통은 에피 때문에 아무렇지도 않은데 내진만 하면 진통 올 때마다 너무 아프다 자궁을 막 칼로 휘젓는 그런 느낌 아무리 에피를 눌러도 이 고통은 고스란히 느껴진다닥터가 혹시 밑에 뭔 느낌 없냐는 질문에 없다고 했다또다시 공포에 내진아직도 센티뿐이 안 열렸다 과연 오늘 안에 낳을 수 있을까?코코야 오늘 만나자 시 전에 만나자 그나저나 응가가 마렵다 그런 느낌이 진통이 올 때마다 있다미국은 관장을 안 해서 혹시라도 응가가 나오면 어쩌나 걱정 중에 하나였는데 나 화장실 가고 싶다고 응가 마렵다고 했더니 간호사 언니가 그거 좋은 거라고 아기가 밑에 있다는 말이라고 어느 분만실인지 진짜 산모가 소리를 소리를 지르는데 무섭다 물어보니 에피 안 맞은 사람이라고 난 안 그럴 거라고 보통맞는다고내진 후에 진통이 오면 진짜 생리통에 배쯤 배가 너무 아프다 아니 정확하게 말하면 자궁에 누가 칼로 찌르고 휘젓는 기분 애기가 많이 안 내려와 있고 천장을 봐야 하는데 왼쪽을 보고 있다고 손으로 돌리고 뭔 쿠션으로 자세도 바꾸라고 해서 바꿔보고 이제부터 진통이 오면 다리를 잡고 푸시를 번에 초 세트 하자고 해서 이때부터 미친 듯이 힘든 푸시에 시간 이 악물면 이빨 다 나간다고 하고 난 원래 치아가 약해서 절대 이 악 안 물어야지 하고 푸시 시작다리를 잡고 힘주고 정말 나중에 너무 힘들었지만 코코가 더 힘들 거란 걸 알기에 죽을힘을 다해서 푸시아직도 멀었다면서 바에 끈 연결해서 그거 잡고도 해보고다시 다리 잡고 푸시 하고 닥터는 계속 손으로 애기 머리가 왼쪽이라고 돌리고어느 순간부터 나 울고불고 소리 지르고 아까 그 에피 안 맞은 여자처럼 ㅜㅜ애기가 너무 안 나온다고 베큠을 하자고 했다우리는 베큠 절대 하고 싶지 않았는데 ..아니면 수술을 해야 하는데 자기들은 권하고 싶지 않다고 어쩔 수 없으니 베큠을 하기로 하고 우선 더 푸시 해보기로 하고 한 시간 정도 더 푸시 하고마지막으로 해보자 정말 미친 듯이 푸시 하고 울고 소리 지르고 기절할꺼 같고 숨도 안 쉬어지고나중에 막 나 살려 달라고 숨이 안 쉬어진다고 닥터는 왜 저러냐고 힘 좀 주라고 왜 힘 안 주냐고 옆 사람 닥터 때문에 화나 있고 난 미친년이고 이제 베큠으로 하자 하는데 애기가 나온다고 이때 느낌은 정말 응거에 수박 낀 느낌 그 말이 맞구나 싶더라 줄 힘도 없지만 그래도 정말 코코 힘들까 봐 어떻게 될까 봐 힘내고 힘내서 푸시 베큠에 도움을 좀 받았지만 물컹하고 슉 나왔다드디어 코코가 세상 밖으로 나온 날 하지만 이게 끝이 아니었다힘 더 주라고 태반 나와야 한다고 해서 몇 번 더 힘주고 태반 빠졌다고이제 아까 자른 거 꼬멘다고회음부 절개한 거 꼬메는데 진짜 실이 너무 아프다그리고 피 뺀다고 배 누르고 아이고 진짜 산 넘어 산나 울면서 절대 둘째는 없다고다들 코코 보더니 애가 크다고 내 키 물어보고이러니 힘들었지 난 작고 골반이 작은데 애는 커서 힘들었다고저기요 한국에선 그럼 초음파 하고 첨부터 수술하거든요 ...코코 옆에서 간단하게 뭐 하는데 울고 그래서 코코야 하고 몇 번 불러주니 울음 뚝나한테 데려와줘서 안고 있는데 진짜 눈물이 더 펑펑그렇게 우리는 명이 되었다 ], 긍정 텍스트 확률 : 100.00%"
"[시간을 누워있던 분만실 침대일어나서 화장실 가자고 해서 일어났는데 어지럽니?아니앉았다 일어났다 해봐응다리 털어봐응간호사가 놀랜다 너무 잘 움직여서 ㅋㅋ옆 사람 왈 에피가 잘 안된 거 같다고 다리 너무 잘 움직인다고내가 그랬다 다들 에피 맞으면 하반신 느낌이 없다는데나 다리 좀 쥐난 느낌말고 아무렇지 않았어 ], 긍정 텍스트 확률 : 54.29%"
"[옆 사람꺼 물건들 ], 긍정 텍스트 확률 : 50.49%"
"[. 아침 메뉴 옆 사람은 카페테리아에서 간다 하게 사 왔는데 내 메뉴랑 비슷했다 자기는 불 주고 샀는데 난 공짜인데 메뉴 더 좋다고 ㅋㅋ ], 긍정 텍스트 확률 : 73.58%"
"[아버님이 낮에 잠깐 오시면서 사 오신 난 꽃 화분], 긍정 텍스트 확률 : 56.63%"
"[ .?모유모유분유태어나자마자 간호사가 나 젖 많다고 물리라고 해서 물렸고그 다음날 락테이션 명이 왔었다 나한테 젖이 잘 나온다고 하더니 애가 젖을 잘 안먹는다 집에 와서 결국 엔파밀 액상 받아온 거랑 집에 샘플로 받은 거 다 먹였다 진짜 액상 분유 너무 편하다 그냥 열어서 주면 땡 젖은 유축기를 사용해서 줄려고 하는데 그것마저 잘 안 나온다 진짜 젤 큰 스트레스 소아과에서 락테이션 소개해 줘서 거기 전화했더니 프리로 해준다고 해서 부랴부랴 갔더니 나한테 또 젖이 잘 나온다고 울어도 그냥 먹이라고 절대 젖병 분유 사용하지 말라고 그날 집에 가서 정말 하루 종일 울고 잠도 잘 안 자고 다음날까지 고생고생 난 불쌍해서 울고 그냥 우리가 하던 걸로 모유 나오는 것만 유축해서 주고 나머지 분유 먹이기로 결정했다그리고 분유를 주는데 너무나 잘 먹어서 먹는 모습 보고 또 펑펑 울고 ㅠㅠ ], 긍정 텍스트 확률 : 66.86%"
"[둘째날 샤워 하고 제이이모가 보내준 옷 입고], 긍정 텍스트 확률 : 56.19%"
"[퇴원하는 날 카시트에 앉아서우리가 처음으로 산 옷 입고 뱃속에 있을때 왔다가 이젠 진짜 세명이서 우리 집으로 가는길], 긍정 텍스트 확률 : 92.98%"
"[ 이제 태어난지 주일 정말 하루하루 멘붕 재우고 뒤돌아 서서 정리 하고 있음 우유 달라고 울고 우유 주고 기저귀 갈면 또 쉬 응가 해서 갈고 그럼 또 배고프다고 울고 난 정말 주일동안 하루에 시간씩 정도 잔거 같다 그것도 쪽잠으로 산후조리가 뭔가 싶고 짐 다 챙겨서 엄마집 갔다가 결국 하루만에 다시 집으로 뭐니 뭐니 해도 그냥 우리끼리 지지고 복고 우리집이편하다 엄마가 중간에 왔다 갔다 하는게 엄마도 좋다고 애기 잘때 자야 한다고 하는데 그 시간에 잠도 안오고 할것도 많고 그러니 더 피곤하긴 하지만 잘때 ], 긍정 텍스트 확률 : 93.07%"
"[약 일일까지모유 반 분유 반 정도 혼합수유를 했다.직수를 하니 모유량을 알 수 없어서유축을 해서 먹였다.간혹 린이가 너무 배고파하면간식처럼 직수를 하기도 했는데메인은 유축.근데 어느 순간아마 일 사이린이가 모유를 거부했다.엄마 모유보다 씨밀락이 맛있는지갑자기 어느 날 한 순간에 안먹더라.유축한 모유도 안먹고직수를 해도 안먹고따뜻하게 데워줘도 안먹고근데 씨밀락은 좋다고맛나게 드셨다.다른 엄마들은 모유 중단할 때아기가 엉엉 울어서고생한다는데나는 린이가 거부해서자연스럽게일찍 단유를 했다..의 작은 아기가매주 소아과 첵업을 갈 때마다키도 쑥쑥몸무게도 쭉쭉무서울 정도로 자라준등 공신은무조건 씨밀락.나는 정말 씨밀락에 감사한다.절을 할 정도.평균도 안되던 아기가상위 를 넘어서그래프를 벗어나는상승 성장곡선을 보여준 것은씨밀락 덕분이다.린이는 일까지무서울 정도로씨밀락을 잘 먹었다.물론 지금도린이는씨밀락을 먹으면서한 번도 배앓이를 한 적도 없고설사로 고생한 적도 없고변비로 고생한 적도 없다.어느정도로 잘 먹었냐면하루에 를 넘기면 안된다는데생후 한달 무렵에는시간마다 씩먹고도 울었다.더 달라고..다행히 일찍 밤에 통잠을 자주어서하루에선이었다.그 사이 린이는폭풍 성장했다.소아과에서 추천해준 것은가루분유출산병원에서 예비용으로 가져가라고 준 것도액상분유그럼에도 가 아니라를 선택한 이유는가격이었다.가격 차이가 있었다.그래서 아래 성분표를 꼼꼼히 봤다. ], 긍정 텍스트 확률 : 99.53%"
"[나와 우리 아기에게 맞는분유를 찾을 수 있다.나는 처음에 모유수유와 병행이라고 체크하니초록색을추천해주었다.그러나위에 언급했듯이린이의 모유거부사태 이후완분아기가 된 터라바로 로 정착.그리고], 긍정 텍스트 확률 : 98.30%"
"[ 미국맘이 계시다면미리미리 씨밀락 가입하시길.엔파밀이든 씨밀락이든미리미리 가입해두면때되면 집으로 를 보내준다.처음에는장을 보내주더니점점장. 장.지금 린이는장 보내준다.그래도 랑 마트 프로모션 결합하면아마존이나 타겟보다 저렴하다.예를 들어], 긍정 텍스트 확률 : 71.82%"
"[ 마트 프로모션그 다음이 타겟 기카주는 딜 행사그 다음이 아마존이었다. ], 긍정 텍스트 확률 : 83.18%"
"[분유 타는 방법은 뒤에 상세히 나와있다.어려울 것도 없다.물 약 에스쿱. 린이는 현재를 먹기에.스쿱..스쿱이 좀 어렵지만그마저도 매일 하다보면쓱쓱 하게 된다. ], 긍정 텍스트 확률 : 91.21%"
"[가루분유의 유통기한은 짧지 않다.지금 린이 분유가 년 월 일까지.상대적으로 액상분유는 유통기한이 짧다.지금 린이 액상분유가년 월 일까지월 일까지그정도다.번째 사진에 있던 액상분유. 액상분유로 하루], 긍정 텍스트 확률 : 94.82%"
"[병 준비해서병은 비행기타기 며칠전부터 연습용병은 비행기에서 마시고병은 서울에서 마실 듯.아직를 먹지 않지만.. 먹어서는 안되지만.. 가끔 먹지만 ㅠㅠ요새 고민이다.를 먹고 더 먹겠다고 우는 린이.이유식도 하는데 하루 면 되지.가끔 신생아처럼 를 더 먹는다.그것도 를 분만에 먹어치운다.이건 젖병], 긍정 텍스트 확률 : 99.60%"
"[씨밀락 뚜껑을 열면사진처럼 스쿱이 꽂아져 있고저 스쿱으로약당 스쿱.한국분유는 분유통 내에서스쿱 위를 긁을 수 있던데씨밀락은 따로 없어서나는 위의 사진처럼뚜껑으로 하고 있다.어렵지 않다.한국에 가면기저귀보다 걱정되는게 분유.아직 개월 린이는못해도 앞으로 개월은 더분유를 먹어야 하는데씨밀락을 수입해야하는건지.한국분유를 먹여야하는건지.고민이다.한국에 어떤 분유가 있는지아무것도 아는 정보가 없는데린이가 잘 적응하고 먹어줄지도 걱정.씨밀락만큼린이에게 잘 맞는 분유가 있을까.어떤 분유가 좋은가요.추천해주세요.린이엄마아빠가 직접 구입해서 사용한솔직사용후기입니다. ], 긍정 텍스트 확률 : 85.12%"
"[오늘로 임신 주], 긍정 텍스트 확률 : 73.77%"
"[분유도 사다놓는게 맞는건지 고민중그냥 요즘엔 엔파밀 많이들 먹이던데 엔파밀로 살까 고민중 ], 긍정 텍스트 확률 : 81.64%"
"[요 의자도 나중에 필요할거 같아서 찍어둠가격 사악 ㅠㅠ ], 긍정 텍스트 확률 : 92.41%"
"[인펀트용 바운서는 저렴하고 괜찮은걸로 찾고싶은데다 너무 ㅋㅋㅋㅋㅋ 모르겠다 뭘사야좋은건지 ㅠㅠ육아초보 ㅠㅠ ], 긍정 텍스트 확률 : 96.74%"
"[쓰잘데기없이 벌써 왜 이런 장난감들만 이뻐보이는지 ㅋㅋㅋㅋㅋ많다 많어 ], 긍정 텍스트 확률 : 85.91%"
"[아마존에서 눈팅으로만 봐놓았던 카시트 나제품이 흔한것 같던데 난 영 디자인이 별로 ㅠ 제품 우연하게 보게되었는데 쿠션감이 너무 좋아보이고 내가앉아도 편할것 같길래 ㅋㅋㅋ 부터 까지 쓸수도 있고. 괜찮은것 같다얼마전에 아마존에서 세일가격이었는데 ㅜ 어느새보니 가격이 또 올랐다.. 아마존....... ], 긍정 텍스트 확률 : 98.95%"
"[유모차 종류도 베이비져러스보다 훨많음넘 많아서 고민.. ], 긍정 텍스트 확률 : 60.17%"
"[스토케는 익스플로리밖에 ㅠㅠ스쿠트도 팔긴하는데 매장엔 없다. 온라인 주문만 가능하데고심지어 스토케는 할인쿠폰 이런거 적용안됨 ㅋㅋㅋㅋㅋ 배째라 마인드다.실제로 보니 스토케가 무겁긴해도 확실히 튼튼하다.단단한 차와 가벼운차. 유모차는 이 둘중에 개인이 선호하는걸 고르는듯. ], 긍정 텍스트 확률 : 50.21%"
"[직원이 다른 회사에서 같은제품이 더 저렴하면해준다는데.아마존에서 사면 아마존 포인트가 얼마나 많이 쌓이는데 ㅋㅋㅋ 역시 미국은 아마존이 장사가 잘 될 수 밖에 ㅠ땡스기빙때 비싼것들좀 많이 세일 했으면 좋겠당. ], 긍정 텍스트 확률 : 80.52%"
"[ 금액은 글작성 당시 가격입니다. 꼭 다시한번 확인해주세요 ], 긍정 텍스트 확률 : 86.06%"
"[ 현제 할인율할인 ], 긍정 텍스트 확률 : 57.16%"
"[ 분정도 더 흔들어주면 충분히 녹는다는겁니다 전 대체로 만족입니다 어짜피 지금은 이유식도 하고있고 과일도 먹어요분유는 보충개념이니 저렴해도 알찬것으로 쭉먹여도 될거같어요 한가지 아쉬운점이 있어서 별하나 뺐는데요 바로 뚜껑입니다 좀약해보이네요 스푼 꽂아두는것도 아직까지 불편함은없지만 내구성이 떨어지는건 사실입니다 뚜껑에 공기가 안들어가게 꽉 닫히는지 좀걱정이네요 ], 긍정 텍스트 확률 : 99.15%"
"[ 샘플신청했구요ㅎ가격도 타분유에 비해 저렴하고 입자도곱고 물에잘섞이구요뚜껑따는게 좀 어렵긴해도 괜츈한분유같네요유효기간은 .. 넉넉한편이구요 포인트적립두되구요이번엔 포장상태가 불량인지 캔이 좀 찌그러져왔네요포장상태만 신경더써주세요그동안에는 산양분유를 먹이다가 응가를 못해서 파스퇴르 무항생제 분유를 먹였었는데요지금은 이유식을 먹어서 응가도 잘하고분유 수유량이 많지 않아서 평소 모유함량이 높은 분유를 먹이고 싶던 저는모유수준 가 함유되어 있다는앱솔루트 본으로 분유갈아타기했어요저는 모유가 나오지않아서 초유를 겨우 먹였었는데요모유를 먹고 건강하게 자란 아기들이 그렇게 부러울수가 없더라구요ㅠㅠ분유만 먹고 자란 우리 아이들에게 늘 미안함이 있었고모유성분에 대한 아쉬움이 항상 있었던터라앱솔루트 본에는 모유수준 가 함유되어 있다고해서 저의 부족함을 조금이나마 채워줄 수 있을 것 같아 선택하게 되었는데요분유갈아타기를 했는데도 아기가 요며칠 엄청 잘 먹어주고 있네요앞으로도 모유수준의 분유인 앱솔루트 본 많이 먹고 건강하게 무럭무럭 자랐으면 좋겠어요이 제품은 폭풍검색으로 후기가 워낙 좋아 찜꽁해뒀었어요 완모 아기 완분으로 넘어가려고 먹여보려 했을 때 없던 유당알러지가 생겨서 센서티브로 잘 먹고 있었어요 근데 역시 가격이 부담스러웠는데 또 한두달 먹이다보니 유당알러지가 없어진 것 같아서 액상분유로 시험삼아 먹여보니 괜찮더라구요 그래서 다시 구매해서 먹여보니 알러지반응없이 잘 먹네요완모일때도 토 잘하던 아가라 센서티브 도움 많이 받았는데 이거 먹을 때도 토 안하네요 응가도 평소처럼 잘 싸구요 응가는 완모일때 황금색], 긍정 텍스트 확률 : 97.73%"
"[센서티브 완전 녹색], 긍정 텍스트 확률 : 67.51%"
"[이거 황금색ㅋㅋ다만 많은 상품평대로 잘 안녹구 거품이 잘 나요 그렇지만 딱히 잘 안나오거나 배앓이를 하거나 하진 않아요잘 먹고 토 안하고 응가도 잘 하는데 가격까지 저렴하니 더할 나위 없습니다 평균보다 작은 아가인데 살도 뽕뽕 오르고 있어서 더 좋아요 ———————————————————————별개별개로 수정합니다이 제품은 도의 물로 조유를 하라고 돼있는걸 발견했어요 정수기 온수가 도로 설정 가능해서 그동안 도 물로 조유했었는데 그래서 잘 안녹았었나봐요 도 물로 조유하니 잘 녹습니다 하하 잘 안녹는다는 분들은 물 온도를 잘 확인해보시길그리고 보통 유산균이 들어있는 분유는 유산균이 죽어버리지 않도록 도로 조유하게끔 설명이 돼있는데 후기에서 유산균이 들어있다고 해서 저도 도로 조유했던거거든요 근데 확실히 알고보니 유산균이 들어있는게 아니고 유산균의 먹이?가 들어있는거예요 프로바이오틱스가 유산균인데 이 제품엔 프리바이오틱스가 들어있답니다 참고하세용완모하다가 아이가 자꾸 깨물기도 하고 모유량도 부족한 듯해서 분유로 갈아타기로 마음 먹었어요. 신생아 때 앱솔루트 명작 먹여서 명작 먹일까 하다가 모유도 워낙 잘 게워내는 아가라서 소화잘되는 분유로 유명한 본으로 먹이기 시작했네요. 부드럽게 잘 녹아서 좋다고 생각했는데 본을 먹은 뒤로 오히려 게워냄도 없고 얼마나 먹는지 눈에 보이니 좋으네요 착한기업 매일유업 저는 첫째 개월이후], 긍정 텍스트 확률 : 95.49%"
"[ 단계 모두 조제분유였었는데 이제는 단계는 조제식으로 들어가더라구요물론 조제분유와 조제식분유의 차이점은 크지 않다지만. 저처럼 모유를 오랫동안 먹이지 못한 엄마들에겐 중요한 부분일거예요 그래도 아무 탈없이 건강하게 잘 커줬으니 감사해야되겠죠?ㅋㅋㅋ다른분들은 물에 잘 안녹는다고 하는데사실 저는 잘 모르겠어요. 위아래로 기우뚱기우뚱 흔들어주니 어느샌가 다 녹아서 젖병에 붙거나 하지 않았거든요. 입자는.그렇게 곱지는 않은것같은데 잘 녹았습니다 맛은 고소해요 그래서 골랐던 이유중에 하나예요.남제품은 대체로 달다고 해서 나중에 애기가 분유를 바꿔야되는 상황에 오면 다른제품은 밍밍해서 안먹는다고 하더라구요그래서 남제품은 최후의 수단으로 첫째], 긍정 텍스트 확률 : 77.00%"
"[둘재 한번도 사서 먹이진 않았어요 ㅋㅋㅋㅋ다행히 고소한 분유를 잘 먹어준 아가들이였어요.제품 캡 부분에 일련번호 입력해서 매일유업 포인트 쌓는 재미도 있어요. 가격도 너무 저렴하고 제품도 너무 좋고이래서 매일유업을 구입하게 되는것같아요이제는 둘째도 개월이 되면서 이유식시작과 동시에 분유를 끊었어요. 분유는 반정도 남아있는데ㅋㅋ 다이어트 때문에 저녁에 배고프면 스푼씩 퍼먹어욬ㅋㅋ 느낌이지만 든든해요 ㅋㅋㅋㅋㅋ첫째도 그걸보고 자기도 한입 달라고 해서 주는데 맛있다네요 ㅋㅋㅋ무튼 매일유업 제품은 믿고 드셔도 될 것같아요.매일맘마 먹이다가 이걸로 리뉴얼됐다고 해서 먹이고 있어요 일단 매일맘마보다는 잘 녹아요ㅎㅎ 응가는.. 음 매일맘마 먹을때보단 좀 덜 예쁘게 싸고 불규칙적인거 같긴한데ㅜㅜ그래도 소화는 잘 시키는거 같아서 먹여요 뚜껑에 스푼고정시키는거 아이디어는 좋은데 뚜껑여는게 불편해요 손톱에 힘을주고 열어야한다고 해야되나..? 가격도 저렴하고 아기도 잘 먹어주니 일단은 만족입니다 ㅎㅎ개월 여아키우는 엄마에요 궁 먹이다가 애도 컸고 이미 이유식이 주식이되서 분유에 비싼돈쓸 필요없을것 같아서 같은 회사 제품인 본으로 갈아탔어요.궁이랑 비교했을때 살짝덜녹는 감이있어요. 궁은 진짜 물에 닿으면 눈처럼 사라락 녹는데 얘는 좀 흔들어 줘야 녹아요. 그래도 더럽게 안녹는 시밀락도], 긍정 텍스트 확률 : 89.89%"
"[ 금액은 글작성 당시 가격입니다.구매전 꼭다시한번 확인해주세요 ], 긍정 텍스트 확률 : 83.52%"
"[ 본 블로그의 모든 상품은공식 홈페이지를 통해 진행 되는 안전한 제품입니다. ], 긍정 텍스트 확률 : 67.93%"
"[ 대박핫딜 할인 카브리타 네덜란드 산양 조제식 분유 개월 단계 ], 긍정 텍스트 확률 : 88.03%"
"[원산지 상품 상세설명 참조], 긍정 텍스트 확률 : 73.17%"
"[ 위 이미지를 클릭하면 상세페이지로 넘어갑니다쿠팡에서 일간 최대추가 캐시 적립중이에요. 꼭 받아가세요특가상품은 조기 품절이 되니 유의바랍니다.해당 특가상품정보는 년 월 일 시 분 기준입니다 ], 긍정 텍스트 확률 : 93.46%"
"[↓아래는 실제 구매고객이 작성한 리뷰입니다↓ ], 긍정 텍스트 확률 : 62.32%"
"[게시일. 포스팅 시기에 따라 제품의 가격 및 재고의 변동이 있을수 있습니다. 이 포스팅은 제휴마케팅이 포함된 광고로 일정 커미션을 지급 받을 수 있습니다. ], 긍정 텍스트 확률 : 86.49%"
"[할인하고 있습니다. ], 긍정 텍스트 확률 : 61.09%"
"[상품의 가격정보는 변경될 수 있습니다 ], 긍정 텍스트 확률 : 75.12%"
"[ 원래 먹고 있던 분유는 마침 거의 다 먹기도 햇고 가끔 토할때도 있고.. 변이 노랗게 예쁘지가 않고 좀녹변이라 바꿔볼까 검색해보고 잇엇어요 그랫더니 산양분유가 아기 소화하기에도 좋고 황금변 본다더라고요 쿠팡와서 검색해보니 네덜란드 산양분유 카브리타가 새로 나온거같고 소화잘되고 유럽기준에 맞췃다는게 신뢰가가서 구매해봣어요 열어보니 일단 분유 입자가 너무 희고 곱더라고요 산양냄새 같은거도 걱정햇는데 없고 입자가 고와서인지 물에도 엄청잘녹아요 ], 긍정 텍스트 확률 : 67.63%"
"[근데 분유타는법이 좀 달라서 첨에좀헷갈렷어요 ㅋㅋ 다른 분유랑은 반대로 정해진양만큼 물을 먼저넣고 분유를 넣어야돼더라고요 저희아기는 이제 막 개월이라물 먼저 맞추고 분유 스푼 넣었더니 총정도 돼고 양이 딱 맞아써요 이제 먹은지 일정도 됏는데 신기하게 변도 노랗게 황금변 보고 소화도 잘 시키더라구용 분유 바꾸고 안먹으면 어떡하지 걱정햇는데 잘 먹고 아기랑 잘 맞는거같아서 너무 다행이에요 개월인데 이제야 아기한테맞는분유를 찾 ㅠㅠ 끙아 사진도 올리고싶지만 참앗어요아쉬운거는 분유 안에 분유스푼 찾기가 좀 힘들엇어요 다른 분유스푼보다 좀 작고 분유깊숙히잇엇어요 다먹으면 단계로 구매할게요 ], 긍정 텍스트 확률 : 82.26%"
"[임페리얼], 긍정 텍스트 확률 : 64.98%"
"[그리고요고까지 역시], 긍정 텍스트 확률 : 94.15%"
"[하루에 한번에서 두번보던 변을 이삼일에 한번 보더라구요 아주 밀도있게요. 체험단 끝나고 다른분유를 먹여보니 얼굴 빛이나 변색에 차이가 확 오더라구요 그래서 이번엔 제 돈 주고 구매합니다굿], 긍정 텍스트 확률 : 52.98%"
"[소화잘되요 고소하고 잘 녹아요 조금 게워낼 때도 냄새가 역하지 않더라구요 변이 이뻐요배드], 긍정 텍스트 확률 : 69.92%"
