"[ ......성분표시되어있구요 ], 긍정 텍스트 확률 : 60.77%"
"[ ....열면돼요ㅎㅎ ], 긍정 텍스트 확률 : 85.91%"
"[ ......초코맛우유ㅎ.초콜렛 향이 마구마구ㅎㅎ ], 긍정 텍스트 확률 : 88.99%"
"[ .이러니 어떤아이들이 싫어하겠어요ㅎ ], 긍정 텍스트 확률 : 81.37%"
"[ .......꼴짝꼴짝 맛있게 먹어요 ], 긍정 텍스트 확률 : 65.75%"
"[ ....... 페디아슈어 후기입니다 ..그런말이 있죠.페디아슈어 하루개를 주동안 꾸준히 먹이면.살이찌고.개월을 먹으면 키가큰다는.....그래요 .주는 더 먹은것같아요.우리는 한통씩밖에 안먹었지만.그래도 확실히 살이 붙었어요.이걸 먹으면서부터는 다른것들도 먹기시작했거든요.뭐 달라고 하는애가 아니였는데.이것도 달라 저것도 달라 주문이 많아졌구요.뭐든 먹으라는 마음으로 달라는건 다 줘봤는데 어쭈?먹네????.저는 아주 만족하고 있구요..특히 아기들 구내염이나 수족구같은 뭐 먹기 힘들때 진짜 최고의빛을 보는 아이템이예요.집에 아기 이온음료처럼 두고 먹이면 좋을 것 같아요ㅎ..맛은 아까 말씀드렸듯이 허쉬 초콜렛맛이구요.바닐라는 허벌라이프 드셔보셨나요??.딱 그맛이예요ㅎ 단백질쉐이크맛ㅎㅎ .딸기맛도 있다는데 저는 딸기맛은 먹어보지 못했네요..진짜 안먹는아이들을 키우는 엄마들은 속이 정말 타들어가거든요ㅜㅠ 그 한입이 얼마나 간절한지요ㅠㅠ.저도 그맘을 알기에 솔직한 정보로 포스팅했어요...아이들도 엄마들도 모두가 덜 힘들고 행복해지자구요....본 포스팅은 저희 시언니가 시언니돈으로 사주신 제품을 아주 솔직하게 작성한 후기입니다.. 포스팅이 도움이되셨다면 공감♡ 해주세요 .. ], 긍정 텍스트 확률 : 100.00%"
"[ 대충 계산해보면 하루 총칼로리 정도 먹는 것 같네요.지금 시기는칼로리 정도 먹어야 한다고 하더라구요.아침 하이키드 점심 페이다슈어 저녁 하이키드 이젠 밥이나 고형식이 간식이에요 ㅡ 지금 이 상태인데.... 일단 지켜보면서 고형식은 계속 들이대 보려고 하고 있어요 ㅠㅠ암튼 이번 영양 상담 듣고 나서... 한 번 가보기는 잘했다는 생각이 들어요.채소도 고기도 계란도... 안먹는 아기 나중에 피검 결과 나오면영양 밸런스가 어떤지 한 번 올릴게요별 문제 없으면... 그냥 당분간 아기 스트레스 안받는 쪽으로...안먹는 아기 키우기 ㅎㅎ 참 어렵고 힘드네요 .], 긍정 텍스트 확률 : 99.81%"
"[ 하소연과 더해 조금 길어질것 같아요..저희 딸램.. 이유식 안 먹기로 동네방네 유명한 아가에요 ㅠㅠ만 개월 지났는데 아직 .고 키도 또래보다 많이 작네요..제왕절개로 낳고 담날부터 젖물려서 오늘 이때꺼정 완모중인데 다이어트도 못하고 지치기도 하고], 긍정 텍스트 확률 : 95.85%"
"[하루종일 독박으로 애한테 정신 쏟다보면 밤 되면 보상으로 맥주도 먹고싶고 그런데.. ㅠㅠ애가 하도 밥을 안 먹으니 얼마전 소아과 추천받아 갔다가 애기 배 엑스레이 찍어보니 위와 장에 가스가 많아 더부룩해 지금껏 안 먹었을 거라구요..약 타다가 지금 열흘 정도 먹이는데 점차 밥먹는건 좋아졌어요.하도 밥 안먹어 친구네서 밥동냥하는 통에 완료기 들어갔다가 다시 후기 초반 정도 되는 무른밥으로 후퇴했구요. 근데 또 오늘 저녁엔 그것조차 안 먹을라해서 참기름에 간장에 밥 비벼주니 한그릇 뚝딱.. 대체 뭘 먹겠다는 걸까요..원래 다니던 소아과에선 젖 떼도 된다], 긍정 텍스트 확률 : 77.08%"
"[지금 애기같은 상황에서 젖을 떼는게 맞는건지 떼면 언제 떼야하는 건지 도무지 혼자 결정을 못내리겠네요 ㅠㅠ선배맘님들 소중한 조언 부탁드립니다..두서가 길었기에 요약하자면], 긍정 텍스트 확률 : 61.51%"
"[네이쳐스원 피디아 스마트 어린이 비타민 파우더], 긍정 텍스트 확률 : 59.03%"
"[스마트 네이쳐스원 피디아 비타민 ], 긍정 텍스트 확률 : 59.03%"
"[식품의 유형], 긍정 텍스트 확률 : 52.07%"
"[유통기한배송되는 상품중 가장 빠른 유통기한 기준임], 긍정 텍스트 확률 : 90.28%"
"[원재료명 및 함량], 긍정 텍스트 확률 : 52.23%"
"[원재료명컨텐츠 참조], 긍정 텍스트 확률 : 52.23%"
"[피디아 네이쳐스원 파우더], 긍정 텍스트 확률 : 59.03%"
"[비타민 스마트매일 서로이웃 신청 확인하고 있으니 거리낌 없이 신청해주시길 부탁드립니다해당 게시글의 정보는 제품게시자에 의해 정보 및 가격이 변경될 수 있습니다이 포스팅은 쿠팡 파트너스로부터 일정액의 커미션을 대가를 받고 작성된 광고입니다. ], 긍정 텍스트 확률 : 80.64%"
"[ 저희 쌍둥이 중 남자 아기가 태어나서 인큐에 달 있다가 심장수술하고 집에 왔어요. 그때부터 먹는걸로 엄청 애태웠죠. 잘 먹지도 않고 하루에 토하지 않은 날이 없어요. 남들은 백일 지나면 좋아진다는데 우리 아기는 여태 좋아지질 않네요. 토하면 코로 입으로 분수토하는 아기라 울고불고 본인도 너무 힘들어 하고 지켜보는 저도 힘들구요. 힘들다 못해 왜 맨날 열심히 먹이면 참지 못하고 토하는지 이제는 화가 날 때도 있어요..아산병원에서 출산해서 소아과 전문의들 다 만나봤지만 그냥 토하는 아기래요. 어디가 잘못된건 아니고 그냥 그렇게 태어난 아기라고 하네요. 잘 먹지도 못하고 항상 토를 하니 돌 쯤에는 몸무게가 키로 좀 넘었었어요. 정말 마른 아기였죠. 같은 쌍둥이 여자 아기랑은 키로 넘게 차이나구요. 돌 지나서 두번째 심장수술했구요. 하고 나서 기력을 되찾았는지 한 달만에 키로가 찌더라구요.이때 제가 어찌 먹였냐면요..이유식에 참기름 섞어 먹이기분유에 페디아슈어 섞어 먹이기고칼로리 폭탄이죠. 이런 식으로 세번씩 먹였더니 살이 붙는데 정말 세상 다 가진 기분이더라구요. 두번째 수술 이후로는 토도 거의 안했어요.그런데 언제부턴가 요즘 들어 먹기만 하면 족족 토하기 시작하네요. 이유식도 중기와 후기 사이로 먹여서 알갱이도 그리 크지 않구요. 이유식은세번 분유도세번 정도 먹여요. 그리 양도 많지 않은데 먹이기만 하면 전타임에 먹었던 것까지 분수토하니 이제 어찌 먹여야 할지를 모르겠어요.제가 먹이는 방법에서 뭐가 잘못된 걸까요?아기 토를 줄이면서 살이 붙게 하려면 어찌 먹이면 좋을지..여자 아기 먹는 거는 국에 말아 대충 먹여 너무 미안하기도 하고.. 남자 아기한테 온 신경을 집중하는데 여전히 마른 모습 보자면 눈물만 나옵니다..울 아기에게 제가 어떻게 해줘야 할까요....], 긍정 텍스트 확률 : 57.29%"
"[ 주에 낳아 벌써 교정 개월 되어가고교정 돌이 주 남았네요.교정 개월 아가들 요새 어떻게 먹이고 계시나요?분유부터 숟가락질 젖병떼기까지초보라 쉬운게 하나도 없네요 ㅠㅠ선둥이가 콧물이 질질나서 오늘 병원갔다가몸무게를 쟀더니 .킬로...열심히 먹이고 있는데 더 먹여야한다며분유 싫어하는년째 전쟁중이네요 ㅠㅠ 아이라하였더니이제 생후로는 개월이니 생우유 먹어서거부없음 생우유라도 간식으로 줘서 수유양채우라고 하더라구요..체중이 넘 적게나가서 두돌까진 분유 주든지생우유 갈아타고 페디아슈어 먹이려고 했는데개월에 분유랑 생우유 같이 먹어도 될까요?어제 몇숟갈 줘보니 거부하진 않던데 ㅠㅠ간식도 과일은 바나나만 먹고 사과 배 이런거는 그닥 관심없고요 대신 빵 고구마 이런거만 좋아하네요 ㅠㅠ 씹기를 잘 안하는지 큰 덩어리는 맨날 구역질...ㅠㅠ 그럴싸한 간식도 다 어질러만 놔요재활다니느라 간식도 제대로 못챙겨먹이는데....분유빵이라도 만들어서 매일 먹여야할까요?이유식은 후기이유식으로 씩 번 먹는데 분유는 많이 먹어야정도에요..... ㅠㅠ체중 적게나가는 아가들 키우시는 맘님들요맘때쯤 어떻게 하셨는지 궁금해요.잘 안씹는 아가들도 어떻게 하셨는지 궁금하구요참고로 이는 위개 아래개....ㅠㅠ뭐든 잘먹는 후둥이는 쉽게 가는데 선둥이는 늘 어렵게 가네요 ㅠㅠ 에효무지한 초보엄마에게 조언좀 주세요♡♡], 긍정 텍스트 확률 : 100.00%"
"[ 조리원나오고 나서 엄마나 시어머니나 애기케어를 도와주실 상황이 안되서 바로 산후도우미 알아봣어요여기저기 업체가 많았는데 그래도 리얼 후기?가 많고 규모잇는 업체가 좋을것같아 맘마미아로 선택했어요조리원에서 예약 하면서 제가 원하는 조건 여러가지 작성해서 드리면 최대한 조건 맞는 분으로 보내주신다고 하더라고용ㅋㅋ 출퇴근 시로 처음에는 누가 집에있는게 어색했는데 이모님오시면 오전에 자고 오후에 같이 애기보고 하니 주가 순식간에 지나갓어요 ㅋㅋ조리원에서는 다 해주던걸 막상 집에서 하려니 멘붕이었는데 애기케어 하는 요령이나 이런저런 팁들을 알려주셔서 가시고 나서도 많은 도움이 됐어요제가 조리원나오고 나서 입맛이 뚝떨어져서 잘먹지도 못했는데 입맛돌아오게 하려고 이것저것 세심하게 챙겨주신것도 너무 감사했네요반신반의하며 이용해봤는데 도움받는 주동안 너무 편하게 지냈네요 ㅋㅋ금액부담만 아니면 계속 쓰고싶은 생각만 ㅠㅠㅠ 여튼 맘마미아 이용하면서 너무 만족했습니다 ], 긍정 텍스트 확률 : 86.86%"
"[ 분유 수유가 필요한 경우 두 돌까지 모유 수유를 하는 것이 최고라는 것은 누구나 잘 알고 있는 사실입니다. 하지만 아무리 좋다고 해도 모든 엄마들이 다 모유만으로 아기를 키울 수는 없습니다. 만일 모유만을 먹이기 힘들 경우는 모유 수유 대신 분유 수유를 할 수 있습니다. 돌 전에는 생우유를 먹이지 않는 것이 기본입니다.모유가 부족한 경우는 모유를 끊고 분유를 먹이는 것이 아니고 모유를 먹이면서 분유를 첨가해서 먹이는 것이 기본입니다. 만일 모유를 먹이던 아기에게 모유가 부족해서 분유를 혼합하려 할 때는 분유를조금 먹여서 이상반응의 유무를 반드시 확인하여야 합니다. ], 긍정 텍스트 확률 : 92.13%"
"[ 분유는 모유와 마찬가지로 배고플 때만 먹이는 것이 중요하고 분유 수유아는개월 사이에 이유식을 시작할 수 있습니다. 분유를 먹이는 아기는 돌이 되면 서서히생우유로 바꾸어서 먹이는 것이 좋습니다.한번에 바꾸기 보다는 서서히 바꾸는 것이 좋습니다.분유를 먹는 아기는 개월부터 분유를 컵으로먹는 연습을 시작해서 돌이 되면 우유병을 끊고 컵으로 먹이는 것이 좋습니다. 간혹 두 돌까지 우유 대신 분유를 먹이는 것이 더 좋다고 생각하시는 분도 있는데 그것은 사실이 아닙니다. 음식을 제대로 먹이면서돌이 되면 생우유로 먹이는 것이 좋습니다.우유보다 분유가 영양이 더 좋다고 생각하시는 분도 있는데 이 역시 사실이 아닙니다. 돌이 지나면 신선하고 가공이 적게 된 일반 우유가 더 좋습니다. 만일 이유식을 너무 잘 먹지 않아서 영양상의 문제가 있다면 이 경우는 소아청소년과 선생님과 상의해서 조금 더 오래 우유를 먹일 수도 있습니다. 하지만 분유를 먹여야 하는 아기들에게 분유 대신 두유나 페디아슈어소아영양보충제 같은 것을 먹여서는 안 됩니다. ], 긍정 텍스트 확률 : 85.39%"
"[ 미추홀구], 긍정 텍스트 확률 : 78.63%"
"[ 금액은 글작성 당시 가격입니다. 꼭 다시한번 확인해주세요 ], 긍정 텍스트 확률 : 86.06%"
"[ 현제 할인율할인 ], 긍정 텍스트 확률 : 57.16%"
"[ 갤아기가 너무잘먹어요 돌까지 퓨어락분유먹고 쑥쑥 잘크던아기가 수족구랑 아데노바이러스때문에달을 아팠는데 몸무게가 늘지않고 줄더라구요 페디아파우더며 하이키드며 안먹여본게없어요 킨더밀쉬는 설사하고 너무스트레스였는데 카페에서 효과봤단 거보고 반신반의로 사서먹였는데 몸무게가 이거먹고 키로늘더니 쭉쭉 크고 몸무게도 꾸준히늘고있어요 지금갤에 .에서 .까지됬어요 꾸준히클때까지 먹이려구요 잘먹기도하구요 쌀때좀 쟁여놔야지 가격이 원대였다가 막 들쑥날쑥하네요ㅠㅠ 하루한병만먹이는데 효과너무좋아요 퓨어락먹일때 수입분유라 잘큰단소리듣고 먹인건데 확실히 수입제품이좋네요 .키로에센치 태어나서 갤에 키.몸무게.키로 엄청컸어요 안먹어서 속상한 엄마마음을 보상받는기분이에요 ], 긍정 텍스트 확률 : 99.80%"
"[아이가 너무 말라서 또 찾게 되네요. 오랜만에 사려니 직구는 배송비가 상품가격보다 많이 나오겠더라고요유명한 배대지 구대하려다 쿠팡구대에 혹시 있을까싶어 보러왔다가 더 저렴해서 여기서 구입했어요. 성인도 단백질쉐이크 많이 먹으면 부작용있듯이 이 제품도 너무 어릴때부터 과용하면 안좋을것 같아요 그래도 병약하거나 기타 특이사항일때 의사와 상의후 먹이기엔 매우 좋더라고요], 긍정 텍스트 확률 : 99.96%"
"[ 우리아들 살이 포동포동 찌길 바라며 살찌는 제품 다찾아서 먹여봤는데 요고가 쵝오네요 제일 잘먹었어요 너무 달다는 상품평 봤는데 아이고 오히려 다른제품보다 훨 덜 달아요초코를 좋아하는 일곱살 서른일곱살 두남자가 다 맛있다네요. 전 끝맛 단백질쉐이크맛나던데 허쉬쵸코 우유좋아하는 남편도 진하다고 맛있답니다. 근데 아들이 변비가 있는데 기분탓인지 이거먹고 되게심해진것같아요. 한번씩 심해질때가 있는데 우연인지 이제품때문인지는 잘모르겠네요분유를 끊기 위해 또 영양이 부족해서 찾다가 찾다가 찾은 겁니다. 상품평에 인위적인 바닐라향이라서 잘 먹지 않는 아이들이 있다긴 했으나 다행이 우리 집 꼬맹이 입맛엔 괜찮은것 같습니다. 그냥 주면 아주 찐한 맛과 향이 남아서 세척후에도 젖병에서 바닐라향이 남는건아이가 분유에 섞어서 줬더니 이제는 가루에 액상 같이 섞어달라고 난리네요 ], 긍정 텍스트 확률 : 99.96%"
"[ 금액은 글작성 당시 가격입니다.구매전 꼭다시한번 확인해주세요 ], 긍정 텍스트 확률 : 83.52%"
"[ 본 블로그의 모든 상품은공식 홈페이지를 통해 진행 되는 안전한 제품입니다. ], 긍정 텍스트 확률 : 67.93%"
"[이 포스팅은 쿠팡 파트너스 정책에 의거 판매금액의 일부를 제공받고 있습니다 ], 긍정 텍스트 확률 : 61.64%"
"[ 원해외상품구매네이쳐스원 피디아 스마트 어린이 비타민 파우더 ], 긍정 텍스트 확률 : 53.80%"
"[ 원 해외상품구매 네이쳐스원 피디아 스마트 어린이 비타민 파우더 ], 긍정 텍스트 확률 : 59.03%"
"[ 원 해외상품구매 네이쳐스원 피디아 스마트 어린이 비타민 파우더 ], 긍정 텍스트 확률 : 59.03%"
"[오가닉이라 더좋아요 ], 긍정 텍스트 확률 : 74.81%"
"[ 아이가 너무 잘먹어서 떨어지기전에 또 구매했어요너무 단거같지만 그래도 효과를 보면 좋겠네요], 긍정 텍스트 확률 : 96.50%"
"[ 아이허브는 약일정도걸리고 쿠팡은 주문한지 딱일이면 옴그리고 가격비교해보먄 거의 천원정도쌈 배송도 만원이면 무배이고가끔 할인쿠폰뜰때면 진심 엄청싸게사는거임 좋음 ], 긍정 텍스트 확률 : 94.38%"
"[ 원 해외상품구매 네이쳐스원 피디아 스마트 어린이 비타민 파우더 ], 긍정 텍스트 확률 : 59.03%"
"[ 보고있는 상품 더 많은 구매평 보기 ◀ ], 긍정 텍스트 확률 : 66.59%"
"[.?네이쳐스원네이쳐스원.?피디아피디아.?스마트스마트.?어린이어린이.?비타민비타민.?파우더파우더], 긍정 텍스트 확률 : 59.42%"
"[ 이 포스팅은 쿠팡 파트너스 활동의 일환으로], 긍정 텍스트 확률 : 50.43%"
"[이에 따른 일정액의 수수료를 제공받고 있습니다. ], 긍정 텍스트 확률 : 68.48%"
"[비타민도 어느정도 들어있어이걸 포정도 먹일때는 비타민는 따로 주지 않았다지금은 다시 줘야하게 생겼지만 ㅎㅎ ], 긍정 텍스트 확률 : 64.32%"
"[한 박스에 열봉지씩 들어있고나 같은 경우는 우유 또는 물에 타서 먹임를 한번에 먹을 수 있는 뱃골 큰 아기가 아니라서씩 소분해서 두번 나눠먹였다 ], 긍정 텍스트 확률 : 68.53%"
"[아직도 끊지 못한 젖병페디아파우더는 적극적으로 먹으려고 하지 않아서젖병으로 줄 수 밖에 없었음 ㅠㅠ ], 긍정 텍스트 확률 : 79.38%"
"[밥 먹을 땐 진짜 가만히 있질 않는다뭐라도 해야한다쫓아다니면서 오바해서 박수노래불러주고 춤춰주고 박수쳐주고밥을 다 먹이고 나면목이 쉬고 땀이 흐른다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ근데 이렇게 해서 다 먹기만 해주면난 백만번도 할 수 있을 것 같다 ㅋㅋ ], 긍정 텍스트 확률 : 85.22%"
"[잘크톤 종류도 많더라 ㅋㅋ암튼 이런거 안먹이게 되는..단아가 삼키는 날이 빨리 왔으면 좋겠다먹는 즐거움을 아는 단아가 됐으면 ], 긍정 텍스트 확률 : 69.30%"
"[저는 요즘 저희 젤리 살찌우기 프로젝트를 혼자 시행하고 있답니다 ㅋㅋㅋ ], 긍정 텍스트 확률 : 80.43%"
"[아프고 난뒤 개월의 젤리는 . 뼈밖에 안남았더라고요 잘 먹지도 많이 먹지도 않는 젤리를 보고 열심히 생각한 결과 적은양을 먹이더라도 고열량을 먹이자 라는 생각을 했고 검색검색을 해본뒤 영양제 가지를 구입했어요 가지 중 지금 가지 영양제를 한달 이상 먹이고 있어요], 긍정 텍스트 확률 : 98.56%"
"[먼저 요렇게 가지 애니멀 퍼레이드 영양제와 차일드 라이프 비타민마지막으로 페디아 파우더 에요], 긍정 텍스트 확률 : 83.37%"
"[페디아 슈어가 있어요], 긍정 텍스트 확률 : 56.29%"
"[페디아파우더 속 영양은 분유보다 확실히 높은거 같더라고요], 긍정 텍스트 확률 : 78.63%"
"[프로바이오스틱 까지 골고루 영양가 높게 잘 들어 있더라고요 그리고 소분해져 있기 때문에 보관도 쉽고 관리하기 편하더라고요 복용은 일 포에서 포 먹으라고 되어 있어요 젤리는 하루 한포만 먹이고 있어요 지금 먹고 있는 분유가 끝나면 아예 페디아 파우더만 먹일까 생각도 하고 있고 아니면 성장강화분유를 찾아서 먹일까아직 고민중이랍니다], 긍정 텍스트 확률 : 91.55%"
"[젤리는 아직도 젖병을 사용해요 젖병으로 페디아 파우더를 주니 아주 거부감 없이 잘 먹었어요 그래서 빨대컵으로도 주면 잘 먹을것 같았는데 안먹더라고요 ㅋㅋ저렇게 빨대컵에 타줬는데 안먹어서 다시 젖병에 부어 줬어요 ㅠ], 긍정 텍스트 확률 : 98.13%"
"[페디아 파우더는 젤리처럼 편식하고], 긍정 텍스트 확률 : 54.32%"
"[조금먹고], 긍정 텍스트 확률 : 73.43%"
"[활동량이 많아 영양을 보충해 줘야 하는 아이들이 먹으면 좋다고 하네요 딱 젤리가 먹어야 하는 ㅠ.ㅜ좀 읽찍 알았으면 읽찍 사줬을 텐데 너무 제가 젤리가 살 안찌는걸 체질이라고만 생각하고 나태했던거 같아요 흠흠 아무튼 요거 먹고 지금 . 키로 랍니다 이히히 밥은 여전히 잘 안먹어요 하루 세끼중에 끼만 잘먹고 나머지 한끼는 먹는둥 마는둥정말 밥잘 안먹고 뱉어 내고 ], 긍정 텍스트 확률 : 99.84%"
"[돌아다니면서 먹고 해서 가끔 화가 치밀어 오르기도 하지만 요즘 서서히 살이 붙고 있어 매우 기쁘답니당페디아파우더가 도움을 주는거 같긴해요 ㅋㅋ ], 긍정 텍스트 확률 : 60.74%"
"[아 그리고 요즘 비타민도 같이 먹이고 있어요 에니멀 퍼레이드 골드 에요 아연이 아이 입맛 돋구는데 좋다고 하는데 아연만 들은건 찾지 못해 아이허브에서 골드로 구입했어요 하루에 한개씩 주고 있어요], 긍정 텍스트 확률 : 93.28%"
"[귀여븐 동물 모양 젤리가 씹어 먹기엔 좀 커서 반으로 자라서 주고 있어용 잘먹고 있습니다 요것도 ㅋㅋ ], 긍정 텍스트 확률 : 87.49%"
"[마지막으로 차일드 라이프 비타민 요건 티 스푼에 한스푼씩 덜어 먹는건데 비타민 이미 에니멀 퍼레이드를 먹고 있어서 다먹고 주려고요], 긍정 텍스트 확률 : 54.45%"
"[제발제발 잘 먹고 잘 커줬으면 좋겠어요 살좀 찌게 좀 덜 움직였으면 좋겠고 살좀 찌게 좀 많이좀 먹어줬으면 좋겠네요 요즘 젤리 영양제랑 고열량파우더 사고 각종 과일 사서 먹이는 통에 집안경제가 휘청거려요 ㅋㅋㅠ.ㅠ혹시 성장강화분유나 살 찌우기 좋은 분유나 영양제 알고 계심 알려주셔요 ㅋㅋ젤리가 어찌 키로를 못넘는지..제발 이번달엔 키로 넘었으면 좋겠네요 ㅋㅋ ], 긍정 텍스트 확률 : 94.30%"
"[이렇게 소량 포장되어 있는게제일 맘에 들었어요. 두돌 까지는 분유 위주로 먹이고 페디아는 보조 역할로 생각하고 있기 때문이었어요.어떤건 일반우유에 섞어 먹여야하고액상형은 소분하기 애매하더라구요. 정해진 음용방법은미지근한 물℃ 에 스틱 포을 넣고 완전히 녹여 로 만들어 먹입니다. 하루에 포까지 먹일 수 있구요. 그러나저는 일반분유와 섞어먹이고 있어요. 처음 물에 타 먹여보니 꽤 달더라구요. 아직 이유식이나 밥을 잘안먹기에단맛부터 알면 안될것 같아서 선택한 방법이에요. 소아과 교수님도 괜찮다고 하심 ], 긍정 텍스트 확률 : 84.89%"
"[분유 스푼을 섞어 를 만들어 먹여요. 이렇게 섞어도 일반분유보다 꽤 달아서 엄청 잘먹는답니다.], 긍정 텍스트 확률 : 99.46%"
"[하루에 포씩 한달에 박스가 드네요. 밥양이 늘고 분유량이 줄면 페디아 용량을 조금씩 올리면서 열량을 맞춰볼 예정이에요.약 한달간 먹인 결과아플때 빠진 키로를 회복할 수 있었어요.], 긍정 텍스트 확률 : 88.89%"
"[저에겐 더 없이 고마운 페디아파우더네요ㅋ ], 긍정 텍스트 확률 : 80.14%"
"[ 쿠팡직구페디아스마트살안찌는아기살찌우기 ], 긍정 텍스트 확률 : 72.19%"
"[그냥 우유만 먹이는것 보단우유에 타서 먹이는게 영양적인면에서더 좋지않을까 싶어서 우유에 타서 주려구요 ], 긍정 텍스트 확률 : 79.42%"
"[입자가 분유라기보단 미숫가루에 더 가까운듯해요색깔도 딱 미숫가루ㅋㅋㅋ ], 긍정 텍스트 확률 : 67.99%"
"[ 우리 둘째 지독하게 먹지 않고마른 아이에요 개월 찌우는데 몇달이걸렸는지 몰라요 ㅜㅠ그마저도 얼마나 자주 아픈지안그래도 안먹는 아이 아프니 더더 안먹어서 빠지고 돌아오고를 반복키로에서 전혀 늘어나질 않았어요자주 아프고 안먹고 밤잠도 자주 깨고너무 너무 힘들더라구요 ], 긍정 텍스트 확률 : 84.97%"
"[소아과가서 하소연 하니의사선생님께서 몸무게부터눌려보자며 추천해주신 제품이 바로], 긍정 텍스트 확률 : 62.65%"
"[ 페디아 파우더 에요 ], 긍정 텍스트 확률 : 81.47%"
"[ 페디아파우더 처음 들어보는 제품이었으나 찾아보니 이미 유명한 아이더라구요페디아 슈어가 효과는더 좋다고 하는데 직구를 해야해서페디아 파우더도 괜찮으니 먹여보라고 추천밑져야 본전이니 살안찌더라도 일단 아이의 영양을위해서 먹여봐야겠다 싶었어요바로 주문 이틀만에 배송와서 바로 한잔타먹여봤어요 바로 원샷 ], 긍정 텍스트 확률 : 88.56%"
"[물론 개인차도 있고 그러다 정체기가 오고 계속 늘진않겠죠몸무게가 원래 그렇잖아요그래도 전 이렇게 키로를안정적으로 넘긴 것 만으로도 너무 만족해요페디아 파우더는 두가지맛이에요바닐라맛 초코맛 있는데우리둘째는 분유 먹던 아이라 바닐라맛 분윤줄 알고 잘먹어요첫째는 모유먹은 아이라 분유맛을 싫어하는데이것도 맛없다며 싫어하네요돌부터 만세까지 섭취가능해요 ], 긍정 텍스트 확률 : 74.73%"
"[가격은 포당 원정도라고 보면되요바닐라맛 기준이요엠디웰 홈페이지 들어가시면페디아 파우더 샘플신청도 가능해요 ], 긍정 텍스트 확률 : 52.58%"
"[저도 샘플신청했어요바닐라는 잘먹는데초코는 어떨지몰라서요 샘플 신청하고 이틀정도 걸린듯 샘플이라 천천히 올줄 알았는데 빠른배송감동 ], 긍정 텍스트 확률 : 71.68%"
"[초코맛도 아주 잘먹어요 ㅎㅎ ], 긍정 텍스트 확률 : 93.02%"
"[이렇게 설명서와 함께 바닐라초코 들어있어요페디아 파우더 바닐라 초코맛 아이 잘먹는걸로선택하셔요살찌우는데 최고 개인차는 있겠죠우리 같이 살안찌는 마른아이 엄마 맘고생 조금이라도 날려보아요 ], 긍정 텍스트 확률 : 100.00%"
"[ 직구좌표 오가닉 피디아 스마트 어린이 비타민 파우더 ], 긍정 텍스트 확률 : 59.03%"
"[’오가닉 피디아 스마트 어린이 비타민 파우더상품을 직구로 구매 할 수 있어요], 긍정 텍스트 확률 : 50.43%"
"[쿠팡 직구는 무료배송으로 이용 하실 수 있습니다.], 긍정 텍스트 확률 : 59.58%"
"[개월 아들쌍둥이들 여태 키로 초중반이에요ㅠㅠ 하도 살이 안쪄서 인파트리니 분유부터 좋다는건 다먹여봤지만 인파는 토해서 못먹이고.. 그외엔 잘먹고 평소 먹성도 좋지만 살이너무 안쪄요 페디아슈어는 너무 비싸기도하고 아가들 간식사는김에 비교적 저렴한 페디아스마트 사봤어요우선 일반분유와 비교하면 미니사이즈에요 인파트리니보단 거의 비슷하지만 살짝 작은정도? 뚜껑열면 일반분유캔들의 알루미늄 캡보다 날카로운 참치캔수준의 캡이있어요ㅋㅋㅋㅋㅋ 손가락 절단나지않게 조심하세여 참치캔같은 캡을 열고나면 미숫가루같은 파우더속에 파묻혀 스푼이 나오는데 이 스푼또한 일반분유스푼과는 비교를 거부합니다 성인들 다이어트 쉐이크에 들어있을법한 자이언트스쿱이에요암튼 울애기들 아직 분유 하루번 먹는데 한번은 아예 분유대용으로 이걸 물에타서 먹이고 한번은 분유에 한스푼만 타서 먹여요 물에만 타서 줄때는 미리에 스푼이라 물붓는거 빼면 약미리당 스푼 저는 물미리정도에 수북히 스푼 타서줘요 그냥 물에만 타도 달달한 바닐라향이 맛있을거 같았어요 분유에 타줄때는 혹시나 너무 과하게 영양섭취가 될까봐 한스푼만 타주는데 역시 물보단 분유에 타는게 훨씬 맛있을거 같더라구요 분유에탄건 제가 한모금 먹어봤는데 밀크쉐이크맛이였어요 제입에도 달달하니 존맛탱ㅋㅋㅋ 국내에서 파는 페디아파우더는 안사봐서 모르지만 직구로샀던 페디아슈어 액상이랑 맛은 비슷한거같아요아 유통기한은 바닥에 써있고 특이하게 마킹이아니라 양각으로 볼록하게 새겨져있네요 유통기한 넉넉해요————————— 한통먹여본후 일밖에 안돼서 아직 눈에띄는 체중 변화는없지만 달달해서그런지 애들은 엄청 잘먹어요 근데 이거 스푼이 겁나크다고 미리말했는데 이게 그렇게 불편할수가 없네요ㅜㅜ 액상분유에 섞어 먹임 입구보다 스푼이 더크고 젖병이나 빨대컵에 타주려면 입구랑 크기가 비슷해서 타다가 가루 안흘린적이 진짜 한번도없어요 엄청조심히타도 백퍼 가루흘림 결국 깔때기씀ㅋㅋㅋ 저만그래요? 후기에 아무도 이런내용은 없으셔서.. ], 긍정 텍스트 확률 : 54.51%"
"[ .?파우더파우더.?피디아피디아.?어린이어린이.?비타민비타민.?스마트스마트.?’’.?.?오가닉오가닉], 긍정 텍스트 확률 : 61.11%"
