"[우리아기 어떤 분유를 먹일지 알아보는 것도 엄마의 큰 고민중에 고민나는 일단 밴쿠버에 있기때문에임신 기간 중 여기서 먹는 분유들을 알아보게 되었다.대표적으으로 시밀락], 긍정 텍스트 확률 : 94.92%"
"[ 캡슐머신은 물조절 레버가 있더라구요.기계 버전에 따라 버튼식이거나 레버형이거나 터치거나 이런식인데지니오는 레버형이에요.최신형은 터치더라구요 ㅋㅋㅋ캡슐마다 적절한 물 용량이 그려져 있어서그림 보고 레버 조절하시면 되는데사실 기호에 따라 조절하시면 돼요.저처럼 연하게 많이 드시는걸 좋아하면 로 ㅋㅋㅋ ], 긍정 텍스트 확률 : 81.31%"
"[ 레버는 물조절뿐 아니라 온도 조절도 가능한데요물조절을 완료한 후 왼쪽 혹은 오른쪽으로 레버를 꺾으면 추출이 시작되는 방식이에요.따뜻하게 먹고 싶으면 빨간쪽으로], 긍정 텍스트 확률 : 72.44%"
"[ 이렇게 캡슐을 꽂아 보관할 수 있는데], 긍정 텍스트 확률 : 66.74%"
"[지금 집이 좁다보니 사치일뿐....이사가면 사용하려고 다시 박스 포장해놨어요 ㅋㅋㅋ ], 긍정 텍스트 확률 : 87.19%"
"[ 컵 수집벽이 있는 남편이], 긍정 텍스트 확률 : 53.95%"
"[안녕하세요오늘은.?임산부영양제임산부영양제 정보를 가지고 왔어요.임신을 하고 난 후 부터 주수에 맞는 임산부 영양제 챙겨먹고 있는데 최근에는 주부터 철분제를 먹고있어요.철분제 먹으면 변비가 온다는데 저희언니와 마찬가지로 저희자매는 임신이 체질인지 변비도 없이 잘 지내고 있답니다.?임신주영양제임신주영양제저는 이제 임신중기 주예요.주부터 아이낳은 후까지 꾸준히 먹어야하는 영양제 중 하나인 오메가 .?임산부오메가임산부오메가 .?임산부식물성오메가임산부식물성오메가 후기를 가지고 왔어요.다들 임산부 오메가 섭취이유 아시나요 ?.. ], 긍정 텍스트 확률 : 98.35%"
"[ △△위의 영상을 보세요.오메가는 와성분으로 나뉘는데 그 중 가 태아와 아기의 두뇌], 긍정 텍스트 확률 : 67.07%"
"[망막의 필수 구성성분이라고 해요], 긍정 텍스트 확률 : 54.17%"
"[ㅋㅋ그때 저는 왜저러셔 하고 넘겼는데 어맛 특히 태아와 아기는 임신 중기부터 출산 후 년까지 두뇌와 망막이 급속도로 발달하므로 그 시기에 엄마가 대신해서 충분한 양의 를 섭취해줘야 태아는 태반으로 섭취하고 아기는 모유수유로 를 전달받을 수 있다고해요 저도 이번에 오메가 구매하면서 알았어요헤헤오메가 는 콜레스테롤 수치때문에만 먹는 영양제 인 줄 알았는데 다른 역할도 많이 하네요. 실제로 임신 중섭취를 한 임산부의 아이가 그렇지 않은 아이보다 인지력 및 시각의 정확함 수치가 높은 것으로 나타난 연구결과가 있으며 이러한 이유 때문에 시중에서 판매되는 아기 분유에성분이 첨가되어 있는 제품이 많다고해요.성분 잊지말아야 할 성분이네요.ㅋㅋㅋ우리아이 똑똑하고 눈 건강하게 키우려면 잊지말아야겠쒀요 ], 긍정 텍스트 확률 : 91.35%"
"[ 제가 이번에 소개할 제품은 임산부 오메가모어 맘스비건 라는 제품이예요.스위스의 세계적인 식품 그룹인 네슬레의 계열사최근 인수로 년에 유럽에서 설립되 오메가 개발에만 집중하고 있는미나미뉴트리션 이라는 회사의 제품인데요], 긍정 텍스트 확률 : 58.12%"
"[네슬레 계열이라는 것과 년 넘게 오메가 개발에만 전념했다니 믿고 구매할 수 있는 그런느낌이쥬 ? 헤헤 친환경적인 제조환경으로 유럽환경인증 획득했다고 하고 한국기준보다 더 엄격한 유럽기준으로 품질검사를 했다고하니 국내 제품보다 더 믿고 먹을 수 있을 것 같아요. ], 긍정 텍스트 확률 : 69.85%"
"[세균검사 등을 실시해 엄격한 품질 검사를 실시한다고 하니 대단함그리고 맘스비건 제품은 통에 달치 분량이 소량 포장되어 보관이 쉽고 산패 위험이 적다고해요한달분 포장 맘에들어타사 제품과는 달리 뚜껑이 부드러운 플라스틱 재질이라서 공기의 출입을 단단히 막아주며], 긍정 텍스트 확률 : 84.79%"
"[ 원 저렴하게 구매 가능할때 구매하세요 업체로부터 제품만을 제공받아 작성한 객관적인 후기입니다. ], 긍정 텍스트 확률 : 62.50%"
"[ 이제곧출산앞두고 있는 둥이맘입니다.둥이라 완분하려는데 미리미리 분유를 사두어야할것같아서 알아보는데 분유나 밀라산? 쪽으로 생각이쏠리네요.찾아보니 다른 분유압타밀이나홀레에 비해 후기가 많이없어서 괜찮을지 고민이에요. 분유 먹이고 계신 분들 어떤가요? ], 긍정 텍스트 확률 : 93.84%"
"[ 네슬레 베바옵티프로 먹여보신 맘님들 계실까요?적게 먹는아이나 분유 거부하는 아이들이 잘 먹는다길래 구입해 볼까 하는데 인터넷엔 많은 정보가 없네요...먹여 보신분 후기좀 부탁드려요], 긍정 텍스트 확률 : 93.44%"
"[..오늘 먹어 본 간식은.네스퀵 초코웨이퍼 갑자기.항상 초콜릿이 먹고 싶어서.엄마한테 올 때 초콜릿.하니까 엄마가 사다준 초콜릿 ], 긍정 텍스트 확률 : 96.35%"
"[ .샛노란 포장 봉지의 네스퀵.초코웨이퍼 과자.네슬레에서 출시한 초콜릿임. ], 긍정 텍스트 확률 : 58.95%"
"[ ..원산지는 폴란드.네슬레가 폴란드 브랜드인가 봄 ㅎㅎ.아무튼 네스퀵이 부드럽고 분유 맛도.나는 엄청 맛있는 초코 우유 분말이니까.그 분말로 만든 초코 과자도예상. ], 긍정 텍스트 확률 : 50.89%"
"[ .네스퀵 초코웨이퍼의 총 내용량은.이고 칼로리는칼로리 .초콜릿 칼로리가 무게 만큼 가벼우면.진짜 세상 좋겠다 ㅠㅠ ㅋㅋㅋㅋ. ], 긍정 텍스트 확률 : 88.76%"
"[ ..네스퀵 캐릭터인 토깽이.어릴 때 부터 봐서 엄청 익숙함.쟤도 이제 나이 많이 들었을 듯 ㅋㅋ. ], 긍정 텍스트 확률 : 83.36%"
"[ ..앞면은 평범한 초콜릿의 모습인데.살짝 웨이퍼? 웨하스? 과자의.모습이 보였다 ㅎㅎ 그리고 다른.초콜릿 보다는 색상이 연한 편. ], 긍정 텍스트 확률 : 97.37%"
"[ .. 네스퀵 초코웨이퍼 가격 정보 ..우리집 앞에 있는 편의점에서.으로 구매 한 개 가격은.원 ㅎㅎ...네스퀵 초코웨이퍼 리뷰 끝 ], 긍정 텍스트 확률 : 91.06%"
"[안녕하세요. 네이버 푸드탐구생활 기 연구원 이매지입니다. 무더운 여름이 지나고 아침저녁으로는 제법 선선해졌네요. 얼죽아라는 말도 있지만 쪄죽따인 저는 한여름에도따뜻한 음료를 즐겨 마시는 편이지만 광고의 영향인지찬바람 불 땐 핫초코 한 잔이 생각니더라고요. 이번에는 편의점에서 간단히 구할 수 있는 컵에 들어 있는 핫초코 종과 미떼를 분석해 보겠습니다.], 긍정 텍스트 확률 : 99.15%"
"[. 미떼 핫초코 오리지날. 스위스미스 마쉬멜로우. 네슬레 핫쵸코 오리지널. 허쉬 오리지널 핫초코. 빠삐코라떼이렇게 총 다섯 가지 맛의 핫초코를 준비했습니다. 상자에 개별 포장된 제품도 있기는 하지만 편의점에서 하나 사서 바로 물을 타 마실 수 있는 컵에 든 핫초코 음료로 다섯 가지를 골라봤습니다. 사실 원래 스타벅스 핫초코도 마침 있어서 겸사겸사함께 비교해보려고 했는데 스타벅스 핫초코의 경우는물이 아니라 우유를 넣으라고 명시되어 있었기 때문에물만 넣어 비교할 예정이라 이번엔 제외했습니다.], 긍정 텍스트 확률 : 79.10%"
"[ 미떼를 제외하고 나머지는 가격대가 원 내외였는데인터넷에서 구매하거나 개 들이 등으로 구매하면좀더 저렴하게 따뜻하고 달달한 핫초코를 즐길 수 있을 듯합니다.], 긍정 텍스트 확률 : 87.24%"
"[티라미수 등다양한 맛으로 출시되어 있는데 오늘 리뷰할 상품은 미떼 핫초코 오리지날입니다. 집 근처 마트에서 짜리 스틱이 개 든구성으로 원에 구매했으니 개당 원이네요.], 긍정 텍스트 확률 : 95.72%"
"[ 영양정보를 보니 일단 독특하게 칼슘이 으로일 영양성분 기준치에 대한 비율로는 였습니다. 쭉 보면 아무래도 핫초코라는 메뉴의 문제일 수도 있지만당류가 .으로 ], 긍정 텍스트 확률 : 60.57%"
"[포화지방이 .으로등당과 지방 수치가 꽤 높은 모습을 볼 수 있었습니다.], 긍정 텍스트 확률 : 73.13%"
"[ 특별한 나], 긍정 텍스트 확률 : 51.76%"
"[ 따뜻하게 즐기는 것도 좋지만 물에 잘 풀어져금방 따뜻하게 즐길 수 있었으면 좋겠다 했는데아무래도 가루 양이 많아서인지 뜨거운 물을 붓고초 정도 잘 저어줘야 했습니다.], 긍정 텍스트 확률 : 99.80%"
"[ 생각보다 코코아 함량이 높은 편이라 뜨거운 물에도살짝 덜 녹은 부분들이 있었는데 그래서 좀더호호 불어가면서 따뜻하게 즐길 수 있었습니다. 미떼 핫초코는 광고 등에서 많이 봤지만 사실 이번에 처음 마셔봤는데 물만 부었을 뿐인데생각보다 우유 느낌이 강한 편이라 재미있었습니다. 색깔에 비해서 맛은 좀 밍밍한 편이라 우유를 타서 먹거나물을 조금 더 되직하게 하면 더 맛있을 것 같았습니다.], 긍정 텍스트 확률 : 99.97%"
"[ 겨울에 기분전환 삼아 즐겨 마셨던 스위스미스입니다.종이 상자에 포장된 것과 마찬가지로 하늘색 패키징이다른 제품보다는 더 산뜻하게 느껴졌는데요], 긍정 텍스트 확률 : 81.50%"
"[ 원컵의 형태로 출시된 편의점 핫초코의 경우제품 옆면에 이렇게 물 붓는 위치가 있었는데 딱 정해진 물 용량이 아니라 각 제품에 맞게끔들어가는 물 양이 달라서 이렇게 표시된 쪽이 좀더 제작사의 취향대로 맛볼 수 있어서 좋았습니다.스위스미스 핫초코 마시멜로의 경우는 네요.], 긍정 텍스트 확률 : 66.31%"
"[ 컵을 열어보니 플라스틱으로 된 커피스틱과스위스미스 특유의 포장지가 등장했습니다. 따로 절취선이 들어가 있지 않아도 뜯기 편한데열어보니 마시멜로가 자잘하게 들어간 게 보이고은근하게 바닐라향이 올라와서 마시기 전부터부드러운 느낌을 즐길 수 있었습니다.], 긍정 텍스트 확률 : 85.47%"
"[ 그래도 한동안은 마시멜로가 동동 떠 있어서 다른 핫초코를 마실 때보다는 보는 재미가 있었는데생각보다 달달했지만 코코아맛은 약해서 물에 타서 먹기에는 조금 아쉬운 기분이었습니다.], 긍정 텍스트 확률 : 90.59%"
"[ 대부분은 종이컵에 들어 있었는데 네슬레는플라스틱컵에 들어 있어서 조금 더 차별돼 보였습니다. 컵 사이즈는 살짝 작아 보였는데 양은 비슷했고 패키지에 들어간 초콜릿 모양 컵이 눈길을 사로잡았습니다. ], 긍정 텍스트 확률 : 53.54%"
"[ 네슬레 핫초코는 에 칼로리로 낮은 편인데원재료를 보면 혼합분유와 식물성크림], 긍정 텍스트 확률 : 68.38%"
"[ 뜨거운 물을 용기 바깥쪽에 표시된 높이까지 부으니생각보다 뽀글거리면서 거품이 많이 났습니다. 핫초코 먹을 때 우유거품 부드러운 걸 좋아해이런 부분을 네슬레 핫초코가 잘 구현한 듯했습니다. ], 긍정 텍스트 확률 : 79.29%"
"[ 네슬레 핫초코 오리지널의 경우에는 잘 저어 가루가 다 풀어진 뒤에도 거품이 뽀글뽀글했는데종이 재질의 스푼이었지만 가루 풀어짐은 괜찮은 편이라크게 가루 뭉침 없이 먹을 수 있었습니다.], 긍정 텍스트 확률 : 94.65%"
"[ 시간이 좀 지난 다음에도 거품이 살아 있어서 입술에 닿는첫 느낌이 꽤 부드러운 편이었는데 한 입 마셔보니다른 제품보다 물을 좀 적게 붓는 편이라서인지 진한 편이라 밖에서 사 먹는 핫초코 느낌도 들었습니다. 저는 진한 맛이 좋았는데 짝꿍은 너무 진한 맛이라초콜릿을 녹인 것 같다며 살짝 거부감이 있었네요.], 긍정 텍스트 확률 : 96.62%"
"[ 초콜릿으로도 유명한 허쉬에서 나온 허쉬 핫초코입니다.폰트 등은 기존에 허쉬 초콜릿과 동일했는데다른 제품들과 달리 일단 초콜릿 회사에서 나온 핫초코라좀더 기대감을 가지고 개시한 편의점 핫초코입니다.], 긍정 텍스트 확률 : 96.19%"
"[ 스위스미스와 마찬가지로 영양정보는아래쪽에 깨알처럼 쓰여 있었는데 총 그램에 칼로리는 칼로리였습니다.], 긍정 텍스트 확률 : 78.59%"
"[ 앞서 네슬레 핫초코가 거품이 많이 났다 했는데허쉬 핫초코는 그보다 더 많이 뽀글거려서뜨거운 물을 붓고 잘 저어서 한참 뒤에도 뽀글거리는 기운이 남아 있어서 재미있었습니다.], 긍정 텍스트 확률 : 94.53%"
"[연하게 표시가 되어 있어취향에 따라서 가감할 수 있게끔 되어 있었습니다.], 긍정 텍스트 확률 : 83.41%"
"[ 빠삐코라떼에는 종이 스푼이 들어가 있었는데생각보다 이 스푼이 흐물거려서 젓다보니까 살짝 흐물거리는 점이 아쉬웠습니다. 가루뭉침도 살짝 있는 편이라 잘 풀어가면서뜨거운 물에 가루를 녹여야 하는 제품이었습니다.], 긍정 텍스트 확률 : 73.46%"
"[허쉬 등이렇게 총 다섯 개 브랜드의 핫초코를 마셔봤는데모두 뜨거운 물을 붓고 초 정도면 잘 녹아서쉽고 빠르게 당 충전을 할 수 있어서 좋았습니다.], 긍정 텍스트 확률 : 87.36%"
"[네슬레 핫초코 오리지날], 긍정 텍스트 확률 : 87.48%"
"[허쉬 핫초코 오리지날], 긍정 텍스트 확률 : 87.48%"
"[ 마지막으로 저와 짝꿍의 순위를 꼽아보자면], 긍정 텍스트 확률 : 69.00%"
"[짝꿍은허쉬네슬레빠삐코미떼스위스미스이렇게 위는 비슷하지만 꼴찌는 확 갈렸네요. 저처럼 간편하게 따뜻한 물을 타서 먹을 수도 있지만따뜻한 우유를 넣어서 먹으면 좀더 부드러운 핫초코로], 긍정 텍스트 확률 : 92.50%"
"[에스프레소 샷이나 카누 등 커피를 추가해서 먹으면 카페모카로 즐길 수도 있으니 쌀쌀해진 날씨에 따뜻한 핫초코 한 잔으로 잠시나마 포근해질 수 있을 것 같네요. 입맛은 어디까지 주관적이니 제 후기는 참고만 해주세요. 그럼 다음에 또 맛난 푸드탐구생활 들고 오겠습니다뿅 ], 긍정 텍스트 확률 : 94.43%"
"[엄마라면 누구나 아이에게 모유를 먹이고 싶어 하죠? 충분히 모유를 줄 수 없을 경우 어쩔 수 없이 분유를 선택해야 한답니다. 분유는 모유 대체식품인 만큼 모유에 가깝게 만들어진 조제식이지만 모유의 영양 성분과 구성에 가장 가까운 것을 선택해야 합니다. 모유는 부드럽게 소화 흡수되므로 소화를 도와주고 모유처럼 부드럽게 소화 흡수를 도와 준답니다.독일 엄마들 사이에서 또 한국 맘들이 사랑하는 독일 단계별 분유 베스트제품을 만나보세요. .?밀루파밀루파.?베이비러브베이비러브퇴퍼.?베비비타베비비타.?베바베바.?네슬레네슬레.?단계별분유단계별분유.?유아분유유아분유.?베이비분유베이비분유.?구매대행구매대행.?독일분유독일분유압타밀.?분유추천제품분유추천제품 ], 긍정 텍스트 확률 : 95.58%"
"[ 은경님 후기 ], 긍정 텍스트 확률 : 60.33%"
"[ 출생시부터 시작된에는 엄선 된 엄선 된 고품질의 성분이 포함되어 있습니다. 포괄적이고 엄격한 품질 관리는 물론 전체 생산 과정에서 지속적인 분석을 통해 최고의 품질을 보장합니다.은 모유 수유 및 모유 수유에 적합합니다. 또한 아기가 모유 수유를하지 않거나음식에서 나온 아기가 더 이상 꽉 채우지 않는 경우에 적합합니다. ], 긍정 텍스트 확률 : 52.89%"
"[ 하은님 후기. ], 긍정 텍스트 확률 : 59.86%"
"[메밀과 쌀 시리얼 플레이크의 구성과 함께개월 후저녁 우유 후속 우유는 특히 저녁 식사로 적합합니다. 이 후유증 우유는 곡물 함량이 좋고 유쾌하게 가볍고 맛있는 성분으로 인해 아기를 특히 잘 포화시킵니다. ], 긍정 텍스트 확률 : 98.90%"
"[ 희영님 후기. 비타민 ], 긍정 텍스트 확률 : 59.86%"
"[ 및 가 함유 된 어린이의 분유는 어린이의 정상적인 면역계 기능을 지원하며 요오드는 갑상선의 정상적인 기능을합니다.년간의 모든 어린이들에게 어린이 우유는 건강하고 균형 잡힌 식단의 중요한 부분이며 건강한 생활 방식의 맥락에서 중요합니다. 어린이 우유는 젖과 비교하여 연령과 관련된 단백질 함량이 낮아서 연령에 맞는 식사를 제공합니다. ], 긍정 텍스트 확률 : 89.85%"
"[ 태은님 후기], 긍정 텍스트 확률 : 60.33%"
"[농심 마크를 단 다양한 라면 제품들이 매장에 배치되어 있었다. 그러나 중국에서 파는 농심라면은 맛이 약간 중국화 되었다고 하여], 긍정 텍스트 확률 : 83.04%"
"[아무래도 유제품의 금방 상하는 특성 상 우유같은 신선식품은 중국 내에서도 각 지방마다 주로 판매하는 제품이 나눠져 있는 것처럼 보였다. 상대적으로 유통기한이 긴 요거트 제품들은 다양한 회사의 제품들을 상해에서 볼 수 있었다. ], 긍정 텍스트 확률 : 69.21%"
"[ 이번 여행을 하면서 중국 내 식품회사들이 경쟁력 면에서 세계 시장에서 통할지에 대해서는 의문점이 생겼다. 아직은 억 인민을 업고 내수 소비에서 수익을 창출하는 것 외에는 뚜렷하게 경영전략이 보이지 않는다. 자체적으로 많은 비용을및 제품 개발에 쓰고 있는지 연구가 좀 더 필요할 것으로 보인다. 쉽게 예를 들어보면 백주같은 경우 우리나라에서도 중국의 제품을 사서 선물도 하고 마시기도 하지만], 긍정 텍스트 확률 : 95.37%"
"[왕왕식품 모두 주주였으며], 긍정 텍스트 확률 : 73.99%"
"[얼마전까지만 해도 달리식품의 저평가를 굳게 믿고 있었지만 직접 마주한 중국의 식품회사들의 현실은 많이 다르다고 느껴진다.주식主食 밥이나 빵과 같이 끼니에 주로 먹는 음식시장에서 봤을 때 억 인민은 든든한 시장이다만], 긍정 텍스트 확률 : 89.54%"
"[간식으로만 봤을 때는 이미 너무나 많은 외국계 기업이 시장을 지배하고 있는 것이 아닌가싶다. 그러나 반드시 틈새 시장에서 솟아오르는 기회는 있을 터], 긍정 텍스트 확률 : 54.20%"
"[기존의 잘 알려진 주식들보다는 변화하는 식습관에서 다른 기회를 찾아보아야 하지 않을까 싶다. 반대로 국내 주식], 긍정 텍스트 확률 : 61.37%"
"[각종 마트에서도 쉽게 볼 수 있었던 난.?네슬레네슬레.?거버거버 라고해 ♡대중적인 인지도만큼 만족스러운 퓨레 인증각먹여보니 왜 엄마들이 고집해서거버이유식 만 찾았는지 그 해답을 윤형제맘도 알게된거 같드라구욥 일단 개월 투콩이고 개월 완콩이고 둘다 넘나 잘먹어주는 영양한스푼 아기 디저트], 긍정 텍스트 확률 : 99.98%"
"[ 이름 그대로 유기농 재료로 만들어 더더욱 건강함 울끈불끈프리미엄 푸드 브랜드 넘버원 프리미엄이라는 수식어가 잘 어울리는 비교불허 거버만의 노하우로 탄생된 아기간식 퓨레 거버 농장에서 우리 아이 식탁까지 프로그램 제도를 통해서 재료부터 만들기], 긍정 텍스트 확률 : 97.43%"
"[ 거버이유식라인업 대공개 사과라즈베리 ], 긍정 텍스트 확률 : 57.00%"
"[배바나나 죄다 유기농 과일과 야채의 콜라보레이션으로 맛은 물론 언제 어디서나 건강하게 과일야채를 섭취 시킬 수 있으니 과일 잘 먹는 아이들도 네슬레거버오가닉은 잘먹드람스우리 둘찌가 아무리 먹일려고해도 배는 아예 입안에 넣기 좋차 거부하던데배바나나 거버는 없어서 못먹을 정도로 병을 달달 핥아먹을 정도라며 ㅋㅋ 맛도 풍미작렬 갑오브갑], 긍정 텍스트 확률 : 96.63%"
"[제대로 맛도 안나고 일명 실패각을 때릴 때가 많은데 아이에게 늘 똑같은 맛과 농도를 줄 수 있다는 것도 잘먹는 팁늘 달라지는 맛과 농도가 아이의 편식과 거부를 불러일으킬수 있답니다], 긍정 텍스트 확률 : 75.06%"
"[ 네슬레거버오가닉 농도 大공개스푼으로 한숟가락 움푹떠서 위에서 아래로 뚝뚝 떨어트려봤는데 점성이장난없죠 ? 물보다는 더 짙은 후기이유식 쯤에 가까운 농도를 자랑하고 있습니다떠먹일때 너무 물 같은 퓨레는 치우기도 힘들고 ㅠ먹일때도 힘들더라구요 농도도 중요합니다 ], 긍정 텍스트 확률 : 80.51%"
"[ 우리 집 먹깨비 투콩님 등장 늘 과일야채는 편식하고 잘 안먹어서 엄마 걱정이였는데 이제거버이유식 으로 엄마 고민걱정 사요나라 요즘 자기주도식 식습관 연마하신다고 스스로 퍼드시는데 엄마 ㅋㅋㅋ 환장하겠어요형아를 보고 배우는 둘째라 뭐든 빠르다며 이러다가 키도], 긍정 텍스트 확률 : 99.40%"
"[ 우리 아기가 과일야채퓨레를 대하는 저 눈빛 좀 보소 ㅋㅋ 불타오르겠다며 둘째아드님이 퓨레라함은 유기농 재료만 선별해서 딱 드시기 좋게만든 넘버원 아기간식 퓨레옵니다. 어서 한수저 떠넣어보시지요], 긍정 텍스트 확률 : 65.92%"
"[ 양도 많고 영양도 듬뿍 거버 오가닉 종원산지 폴란드 원하는 날짜에 배송요청일 따악집에서 편안하게 받아보고 장바구니 만원이상 주문하면 최대할인까지 이건 엄마 오더본능 광클광클무엇보다 제철과일 찾아 먹이기도 힘들고 엄마가 나가서 장봐와도 위에는 멀쩡한데 다 밑에는 썩어있는 과일보면서 비통했던적이 한두번이 아닌데 믿을 수 있는 과일로 만든 착한 우리 아기간식 퓨레안심하고 먹일 수 있어서 넘나 좋드라구요], 긍정 텍스트 확률 : 99.53%"
"[ 우 리 투콩이가 먹장깨기 돌입하시고 이렇게 잘드시는데 안사줄 이유가 없다는게 리스팩트임ㅎ스스로 먹는 자기식습관 연습 할 필요가 없다며 맛있는건 정말 알아서 그냥 잘드시네요입속으로 쏙쏙 어찌나 잘 넣으시는지 그동안 숟가락질 어디서 혼자 연마하고 다시 나타나신줄ㅋ 먹고싶은 의지는 우리 아이의 큰발달을 이룩합니다], 긍정 텍스트 확률 : 82.01%"
"[ 아기과일퓨레 이것저것 많이 찾아보고 많이 먹어봤는데 가격대비 우리 아기가 넘나 잘먹고거부감 없이 딱 좋은 용량에 늘 더달라고 애교부리는 거버이유식 만세만세만만세다이제 더이상 과일 안먹는다고 스트레스 안받아도되는 엄마가 제일 좋아요], 긍정 텍스트 확률 : 56.17%"
"[ 이유식추천 네슬레 거버 어찌나 맛있던지 이젠 스푼쓰지않고 코박고 드실판 ㅋㅋㅋㅋ 저기요 먹깨비님 진정하시지오], 긍정 텍스트 확률 : 91.43%"
"[ 먹으면 먹을 수록 자동 유기농미소 大방출되는 과일야채퓨레 가지 맛 모두다 한방울 남김 없이 다 먹었네요바로 재주문각 우리 투콩이의 영양설계는 중요하니깐욥튼튼이 쑥쑥이로 잘커서 어서 효도하자 아들아], 긍정 텍스트 확률 : 73.20%"
"[ 다만혼자 먹다가 어찌나 흥분하셨던지 엎어서 ㅋㅋㅋㅎㅎ ], 긍정 텍스트 확률 : 69.72%"
"[ 거버이유식 촉감놀이하기에도 따봉이였다는 썰ㅎㅎ 손으로 먹는게 가장 쉬웠어요투콩이왈 ㅋㅋ우리 아가들 영양간식 찾는다면 올바른 재료와 정직한 방법으로 만든 정성 퓨레 프리미엄 푸드 브랜드 거버가 정답입니다. ], 긍정 텍스트 확률 : 98.96%"
"[ 우리 아기 건강한 영양밸런스억지로 먹이지 말고 우리 아이가 좋아하는 것을 먹여주세요 달콤하고 부드러운유기농 네슬레 거버 오가닉 .?과일야채퓨레과일야채퓨레 ♡빈틈없는 영양최상의 과일과 야채만 꾹꾹 눌러담아 채운 면 충분하답니다], 긍정 텍스트 확률 : 86.89%"
"[허벌캔디 성공특히나 코코츄이그린망고와 빙고오렌지는 또 먹고 싶네요 쩝... .?보라카이쇼핑보라카이쇼핑.?보라카이쇼핑리스트보라카이쇼핑리스트.?보라카이악마의잼보라카이악마의잼.?보라카이마트쇼핑보라카이마트쇼핑.?보라카이쇼핑추천보라카이쇼핑추천 ], 긍정 텍스트 확률 : 73.36%"
"[안녕하세요 고샤크 입니다 내일이면 드디어 발리로 출발해요 여섯번째 발리 준비 어떻게 했나 같이 볼까요? ], 긍정 텍스트 확률 : 88.05%"
"[ 쿠타나 우붓은 이미 상업화가 많이 진행 되었고요즘 현지느낌 많이 나는 스미냑 윗쪽에 짱구지역이 한적하고 사람사는것 같아서 인기 이더라고요 주로 저는 쿠타꾸따랑 우붓], 긍정 텍스트 확률 : 90.81%"
"[누사두아], 긍정 텍스트 확률 : 59.03%"
"[짐바란 에 있었는데요 이번에는 짱구지역에도 있어볼 예정이에요 아이들 국제학교나 영어캠프 디지털노마드의 성지인 발리 코워킹스페이스도 있고요중점적으로 둘러볼 예정입니다], 긍정 텍스트 확률 : 97.57%"
"[고 마사지 이용왓츠앱현지인과 대화시 필요해요 그랩 직원들은 다 왓츠앱 메신저 쓰더라고요클룩액티비티나 배타거나 할때 저렴한 할인 오퍼들을 만날 수 있어요구글맵현지 지도 볼때 매우 편리해요 ...?에어비앤비 ], 긍정 텍스트 확률 : 91.47%"
"[ 혹시 모를 에어비앤비 할인 코드 에어비앤비에 가입하고 첫 여행에서 의 할인 혜택을 받으세요. 초대 링크입니다. .. . ], 긍정 텍스트 확률 : 80.45%"
"[ 준비물 ..체크리스트어서 간식사러 가야겠어요 새로운 장난감 종 달달간식 종 ], 긍정 텍스트 확률 : 72.55%"
"[ 미국달러가 조금 남아서 환전은 안했어요 도 큰몰에서 쉽게 찾을 수 있고요 씨티은행 도 있어요인출도 환율 나쁘지 않아요달러로 달러정도 들고가고요호텔 환전도 괜찮아요발리는 환치기가 많은데 호텔 환전은 안전해요달러 환율도 리즈너블 하고요 대신 한국돈은 들고가지 마세용 환율 반값에 울수도 있어요 ㅎㅎ평소에는 쏠편한 환전 하고 가요 ], 긍정 텍스트 확률 : 77.84%"
"[ 저는 현지 가서 상황보고 일을 할거라서이 장비들이 많네요노트북 두대 카메라 두대 휴대폰도 여러개 ㅎㅎ같이 읽으면 좋은 글.같이 읽으면 좋은 글.. ..도전하지 않으면 인생이 변하지 않습니다.. ..고샤크블로그성장기. ..개국개도시 이상 여행. ..아기와 개국 세계여행.. ..개월 아기랑 발리. ..개월 아기랑 몰디브. ..개월 아기랑 태국. ..개월 아기랑 제주도 하얏트. ..개월 아기랑 제주도 히든클리프. ..개월 아기랑 베트남 다낭. ..개월 아기랑 미국 괌. ..개월 아기랑 라오스. ..개월 아기랑 발리. ..개월 아기랑 몰디브. ..개월 제주도 일. ..개월 제주도 일. ..개월 미국 일.. ..웹툰같은연애. ..한국인도장거리커플....산후우울증 네이버 메인노출. ..어려운걸쉽게하는방법. ..실패를빨리잊는방법. ..남들과비교하지 않으면 슬플일이 없다. ..애기가 있다고 끝난게 아니다..자유의지님 수업후기. ..블로그인플루언서 주차 과제 스토리텔링. ..블로그인플루언서 주차 과제 나의재능. ..블로그인플루언서 주차 강의 후기. ..블로그인플루언서 주차 강의 후기. ], 긍정 텍스트 확률 : 69.20%"
"[ 식품의 유형 커피], 긍정 텍스트 확률 : 52.07%"
"[ 특가인기 상품은 조기에 품절될 수 있으며해당 정보는 년 월 일 시 분 기준 입니다.제품 가격과 할인정보는 시간경과에 따라 변동 될 수 있습니다. ], 긍정 텍스트 확률 : 80.43%"
"[식품의 유형], 긍정 텍스트 확률 : 52.07%"
"[원재료명 및 함량], 긍정 텍스트 확률 : 52.23%"
"[최고 ], 긍정 텍스트 확률 : 95.01%"
"[좋음 ], 긍정 텍스트 확률 : 88.39%"
"[ 소개해드린 상품은구매평 보기는아래 링크를 통해 확인해주세요.▽▽▽ ], 긍정 텍스트 확률 : 52.78%"
