"[ ..울 귀요미는 요 근래 밤잠을 자주 설치고], 긍정 텍스트 확률 : 77.72%"
"[이유식농도 맞추기도 굳여행용 간편식으로도 굳 ], 긍정 텍스트 확률 : 99.18%"
"[휴대성굳쿠팡로켓직구로 주문하고 일주일후 오늘 아침도착 ], 긍정 텍스트 확률 : 96.98%"
"[초기이유식으로 거칠어 보였지만 부드러워진답니당킁킁 은은하게 고소한냄새 ], 긍정 텍스트 확률 : 59.93%"
"[이제 쌀가루 안녕ㅎㅎ내가 먹어야징 ], 긍정 텍스트 확률 : 83.87%"
"[알갱이 괜찮아요ㅎㅎ엄마가 정성스레 만든 이유식에도시판 이유식에도그냥 물에도 모두 가능이래요 ], 긍정 텍스트 확률 : 96.05%"
"[엄마닮아 킁킁쟁이 ], 긍정 텍스트 확률 : 60.37%"
"[후기들 찾아보니 아가들이 뚝딱뚝딱 잘먹는데서 기대반 걱정반 했는데농도가 좋아서 그런지 오트밀이 입맛에 맞는지흘리고 뱉는거 없이 묻히기만 하고 잘먹는다세상에 진작 줄걸 ㅠㅠ ], 긍정 텍스트 확률 : 94.66%"
"[좀 남은건 내가 후룩달큰한 적양배추미음 이랑구수한맛이 은은히 느껴짐ㅎㅎ뭔가 영양제먹인 기분 뿌듯쿠팡해외직구로켓직구는 사랑입니다무료배송에다 일주일안에 도착하고 국내의 반가격복잡하고 어려운 직구사이트 와 달리 그냥 쿠팡하듯 슥슥하면 되니 굳굳내일은 콜리플라워 오트밀이유식 만들어서 줘야징ㅎㅎ ], 긍정 텍스트 확률 : 99.99%"
"[ 네슬레 영양만점 거버 라이스 시리얼 ], 긍정 텍스트 확률 : 91.31%"
"[게으른 콩콩이 엄 마 가 아니고 늘 바쁜낰ㅋㅋ?????그럼.시작해 볼까용ㅋㅋ어느날 뚜퉁나도 모르는 택배가 도착오호뭐지.?신랑이 보낸 깜짝 선물?그럴리가ㅋㅋㅋ나.이벤트 당첨 됐자냐ㅋㅋㅋ ], 긍정 텍스트 확률 : 83.59%"
"[우아한 자태ㅋㅋ요아이 말고도 주차스티커도 있었지요요기서 잠깐네슬레 거버 라이스 시리얼은 와 프로바이오틱스가 가득가득 들어있데요뇌발달], 긍정 텍스트 확률 : 70.36%"
"[으흥섞어보니 또 다른맛달달하진않고 진짜진짜너무너무 부드럽고 꼬소꼬소해요울아기가 먹기엔 완전 딱 그리고엄마인 내입맛엔 합격이젠 우리 콩콩이 먹여볼까홍♡ ], 긍정 텍스트 확률 : 99.65%"
"[거버 시리얼 자체가 뽀얗고 질감도 예쁘고 맛자체가 강한게엄청엄청미비한정도 아니라서 데코레이션용으로 쓰기에도 좋은거같아요.], 긍정 텍스트 확률 : 85.08%"
"[ 집에서나 외출해서나 필요한 거버 이유식 체험 후기 ], 긍정 텍스트 확률 : 56.13%"
"[ 거버 라이스 시리얼중기이유식], 긍정 텍스트 확률 : 69.87%"
"[중기간식 활용하기 ], 긍정 텍스트 확률 : 55.44%"
"[어릴때 이유식으로 먹었다고 엄마한테 얘기 들었는데이제 제가 딸을 낳아 루아가 거버 이유식을 먹게 되다니 ㅋㅋㅋㅋㅋ 괜히 감회가 새롭네요], 긍정 텍스트 확률 : 50.93%"
"[잘 보이진 않지만 저렇게 아기얼굴과 함께 글자가 적혀있어요 ], 긍정 텍스트 확률 : 57.44%"
"[함께 온 책자에는 네슬레에 대한 소개 및 거버 이유식의 건강한 재료에 대해 나와있고 ], 긍정 텍스트 확률 : 62.47%"
"[아기들 성장 단계에 따른 이유식 및 분유 양추천 이유식 제품 등이 자세하게 설명되어 있어초보 엄마들이 참고하기 좋은 것 같아요 ], 긍정 텍스트 확률 : 64.60%"
"[루아는 지금 후기 이유식 중이라 기존 이유식에 거버 라이스시리얼을 섞어 먹였어요 영양소 보충에도 좋고 이유식 양이 조금 적을 때도 거버 라이스 시리얼을 추가로 넣어주면], 긍정 텍스트 확률 : 63.27%"
"[ 기존 영양소에 프로바이오틱스 까지 다양한 영양소를 고루고루 섭취하길 바라는 엄마마음으로여기 저기 상황에 상관없이], 긍정 텍스트 확률 : 89.27%"
"[위아맘스입니다 하루가 시간이었음 좋겠다는 생각이 문득문득 들 때가 있죵 ㅁ오늘은 그런 엄마들의 시간싸움을 조금이나마 줄여줄 간단한 잇템을 보여드려요 ], 긍정 텍스트 확률 : 54.68%"
"[육아하루를 잘게잘게 쪼개서 써도 모자란 엄마들에게 필요한 아이템입니다], 긍정 텍스트 확률 : 91.28%"
"[항상 완벽한 맘마를 만들어주고 싶은 맘이지만 ㅠㅠ엄마도 사람인지라 어쩔 수 없는 순간이 종종 찾아오곤 하죠 ], 긍정 텍스트 확률 : 99.83%"
"[낯선 음식에서 내 분유의 냄새가 난다?매일 먹던 분유와 함께 섞어먹으니 아이에게는 낯설면서도 낯설지 않은 맛이겠죵?], 긍정 텍스트 확률 : 81.32%"
"[이렇게 어색함 없이 분유에서 한 걸음 멀어지는 중완전히 새로운 맛보다 훨씬 친숙하고 거부감 없이 먹을 수 있지 않을까 하고 리맘은 생각한답니다], 긍정 텍스트 확률 : 81.08%"
"[ 위아맘스는 업체의 협찬이나 지원 없이 엄마들의 순수한 리뷰를 남깁니다. ], 긍정 텍스트 확률 : 52.72%"
"[ 더 생생한 엄마들의 육아 후기가 궁금하다면 유튜브 영상과 페이스북에 놀러오세요 ], 긍정 텍스트 확률 : 59.81%"
"[ 원래 아기랑 여행의 분의는 아기 짐이죠?? 전 힘들어도 다 챙겨 갔어요. 환경도 물도 다른데 먹는거라도 일정하자 싶어서 ㅠㅠ 대신 돌아올때 그 공간엔 내 물건 가득 실어 와서 좋아요 ㅎㅎㅎ], 긍정 텍스트 확률 : 95.69%"
"[저도 이번여름에가는데 다챙겨가는게 힘들어도 맘은편하구 좋더라구요], 긍정 텍스트 확률 : 54.05%"
"[이유식은 실온으로 챙기시고 분유는..저도 걱정입니다ㅜㅜ이러다 분유포트까지 가지고 갈판이에요], 긍정 텍스트 확률 : 88.09%"
"[아기물 챙겨가시면 올땐 짐도 가볍고 맘도 편할거 같아요], 긍정 텍스트 확률 : 77.85%"
"[그럼 아침에 일어나자마자 분유를 먼저주고 이유식 시간은 조금씩 조정해봐야겠어요 감사합니다], 긍정 텍스트 확률 : 65.26%"
"[중간중간 낮잠시간도 있고 간식도 줘야되는데 고민이긴하네요 ㅠ], 긍정 텍스트 확률 : 57.52%"
"[ 해님 세대 가격 얼마였는지 여쭤봐도 될까요?], 긍정 텍스트 확률 : 59.26%"
"[저 오늘 샀어요 메탈실버 천원 더 비싸고 세대 나머진 원이예요], 긍정 텍스트 확률 : 69.76%"
"[ 잘 돌아가셨죠?좌측 앞쪽 맘 맞는 것 같은데모쪼록 건강하시고 행복한 일만 가득하시길 바랍니다.], 긍정 텍스트 확률 : 92.97%"
"[감사합니당ㅎ], 긍정 텍스트 확률 : 94.73%"
"[저도 저 아기띠가 젤 탐났지요 ㅎㅎ], 긍정 텍스트 확률 : 83.31%"
"[현실은꽝ㅜㅜ], 긍정 텍스트 확률 : 83.55%"
"[ ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ...], 긍정 텍스트 확률 : 50.03%"
"[후기 잘봤어요], 긍정 텍스트 확률 : 76.83%"
"[감사합니다ㅎㅎ], 긍정 텍스트 확률 : 92.57%"
"[ㅋㅋㅋ 이중햄격이라니 넘 귀엽습니다 그게 삶의 지혜지요ㅋㅋㅋ 바쁘신 와중에도 후기 남겨주시고 감동입니다 꽃잎님 감사해용], 긍정 텍스트 확률 : 99.86%"
"[ 와우 자세한 후기 감사합니다 괌은 두짓타니로 결정], 긍정 텍스트 확률 : 77.07%"
"[제가 여러 호텔을 가본건 아니지만ㅋㅋㅋ 가본 곳 중에 시설이 제일 깨끗하고 직원들이 친절했어요 게다가 시내 완전 중심이라 편하구요ㅋㅋㅋ], 긍정 텍스트 확률 : 67.20%"
"[자세한 설명 감사해요], 긍정 텍스트 확률 : 91.86%"
"[두짓타니 좋네요 ㅎ], 긍정 텍스트 확률 : 94.65%"
"[두짓타니가 아무래도 시설이 깨끗하고 좋은 것 같아요ㅋㅋㅋㅋ], 긍정 텍스트 확률 : 60.89%"
"[후기 잘 봤어요남편분은 혼자 골프 가신거에요??저희 남편도 골프 고민중이라서요.], 긍정 텍스트 확률 : 88.27%"
"[레오팔레스에서 인으로 예약 가능해서 혼자 치고 왔어요그런데 렌트하시거나 셔틀 태워보내세요ㅠ저희 남편 오전에 치는 거라 한인택시 불러서 갔는데 거리가 있어서ㅠㅠㅠ 불 나왔어요그래서 남편 끝나고 제가 모시러 갔답니다ㅠ], 긍정 텍스트 확률 : 82.59%"
"[머스탱 어찌 운전 할만한가요? 저두 차알못인데 머스탱하루 렌트 계획이라 좀 걱정되네요], 긍정 텍스트 확률 : 60.51%"
"[운전하는 거는 뭐... 할만하고 어렵거나 그런건 하나도 없어요ㅋㅋㅋ 다만... 제가 워낙 높은차?를 편하기 여기고 좋아하는지라...ㅠ 스포츠 카라서 너무 불편했어요ㅠㅠ], 긍정 텍스트 확률 : 68.84%"
"[ 저맘알죠ㅜㅜ 니가 뭘좋아할지몰라..이유식.유아식.죽 다준비하고 제가 먹는 현실..다시 중기후기섞는게...], 긍정 텍스트 확률 : 97.28%"
"[사실 한달전쯤 후기 가려다가 실패해서 중기와서 잘먹었던거거든요.. 왜이리 단계넘어가기가 힘들까요ㅜㅜ], 긍정 텍스트 확률 : 88.40%"
"[정후니맘밥챙길때마다 너무 고생하셨겠어요ㅠㅠ], 긍정 텍스트 확률 : 88.73%"
"[뽀송맘나중엔요령이생겨어 아침엔 후기ㅋㅋ점심엔 진밥 저녁엔 유아식드렸어요..], 긍정 텍스트 확률 : 59.75%"
"[정후니맘ㅋㅋ그것도 패턴이 생기는게 신기하네요.. 낼부터 다시 심기일전해서 열심히 시도해보겠어요], 긍정 텍스트 확률 : 86.82%"
"[볼살 넘 귀여워요 아직 준비가 안되었나봐요 ㅠ저라면 중기이유식 다시 줄래요], 긍정 텍스트 확률 : 97.57%"
"[그러게요 아주 천천히 바꿔야하나봐요ㅜㅜ 답답하긴하지만 원하는대로 해줘야죠. 중기 돌아가면 다시 잘먹어야할텐뎅], 긍정 텍스트 확률 : 84.38%"
"[유일한 의 원수입니다ㅠㅠ 분유는 사람용이라고 하셨어요ㅎㅎ 좀 맛봤는데 맛있습니다 ♡], 긍정 텍스트 확률 : 78.07%"
"[눈나흑흑 수미잡이자나요.. 수능떄 잘보면되죠], 긍정 텍스트 확률 : 74.08%"
"[수저 잡고 야무지게 먹네요 이뻐라♥ 전 이유식에 넣어 먹이지만 분유만 먹이면 ....? 정도...?], 긍정 텍스트 확률 : 99.37%"
"[헉.... ㅠㅠ 아기마다 다르긴 하겟지만 푸룬이 변비에 좋대서 잔뜩 시켯는데 급 걱정이네요 ㅋㅋㅋ], 긍정 텍스트 확률 : 92.66%"
"[저희아인 프룬이랑 바나나사과들어간거 엄청 잘먹었어요], 긍정 텍스트 확률 : 83.57%"
"[저희 애는 그 때쯤 거버 잘먹었어요. 거버푸룬이랑 단계 사과들어간거요ㅋ 마트에서 팔아요. 한개만 사서 먹여보세요], 긍정 텍스트 확률 : 78.64%"
"[저희딸은 거버 엄청 잘먹어요 ㅋㅋㅋ집에 엄청 쟁여놓고 먹이고있어요..ㅋㅋㅋ], 긍정 텍스트 확률 : 90.88%"
"[낮잠때문에 이유식 번먹일때 수유텀때문에 번 먹였는데 번으로 늘리려니 애매해졌어요..ㅠㅠ 첫째는 자는것도 찔끔찔끔 자고 먹는것도 조금 먹어서 번으로 계속갔었는데 잠이 많아도 문제네요], 긍정 텍스트 확률 : 70.15%"
"[마리이구요 코코넛 슬라이스를 좋아합니다 대부분 다 좋아해요ㅎㅎ 사진은 마리중에 마리 입니다늦게 받아도 괜찮아요 후기 남길 수 있습니다♡], 긍정 텍스트 확률 : 96.51%"
"[저희 집은 두마리 키우고 잇답니다 요기스랑 밀웜을 제일 잘먹어요 특히 밀웜...이번에 대량구매햇다죠..ㅎ], 긍정 텍스트 확률 : 98.96%"
"[.마리에요ㅜㅜ .두뷰왕국을 굉장히 잘먹구요구운땅콩이도 엄쳥 죻아해요💓💓.무나는 후기가 필수죠엄쳥 빠방하게 써드릴수있어요누가봐도 저분 엄청 좋은분한테 받으셨다?할정도루욯ㅎ당연히 연락도 드릴꺼에윰💓💓.거북이 배송이든 나무늘보배송이든 백년이 걸려도 기다릴수있답니닿ㅎ❤️🐹몇일전 델꼬온 우리 라온공쥬님이에요너무 튼튼히 잘먹구ㅠ잘싸고 계시답니닿ㅎ좋은이벵 너무 감사해요만약 제가 당첨되면 우리 라온이 빵실하게 먹여서 돼지햄 만들께욧], 긍정 텍스트 확률 : 100.00%"
"[쮜예요이유식 엄청잘먹어서 신청해봐요사진이막내루리니까 루리가좋아하눈간식우로 쓸게요루리가 젤좋아하는간식은 호박씨예요연럭바로드릴수있고 이유식 엄청잘먹어서 잘먹고있는후기 남길슈있숩니다좋은무나검서두려요거뷱이 좋아합니다❤❤], 긍정 텍스트 확률 : 97.76%"
"[첫무나 응원해용♥], 긍정 텍스트 확률 : 99.51%"
"[두쮜키우고 있어요윤이는 식탐이 어마어마해서 가리지 않고 다먹어요...😶은이는 아몬드슬라이스를 제일 좋아해요연락 당연히 해드려야죠후기도 남길거에요😙😙😙배송 늦어도 보내주시는것만으로도 감사한걸요♡그럼 좋은 밤 되세요♡사진은 최애간식먹는 은이에요♡], 긍정 텍스트 확률 : 74.10%"
"[저흰 돌쟁이였는데 조금 더 큰 아기면 클럽룸 강추예요ㅠ 씨리얼에 우유줘도 되고], 긍정 텍스트 확률 : 88.87%"
"[과일도 있고], 긍정 텍스트 확률 : 70.79%"
"[카레 있어요. 어린이 식기도 따로 있구요.아], 긍정 텍스트 확률 : 71.55%"
"[쿠니와대박 감사합니다], 긍정 텍스트 확률 : 96.02%"
"[렌트카 계약서 작성할 때 필요한 정보를 예약할 때 미리 작성할 수 있어요. 그럼 익스프레스 체크인 가능해서 빨라요. 전 그냥 예약하면서 카드완납해서 그 부분은 잘 몰겠네요ㅠ], 긍정 텍스트 확률 : 52.29%"
"[하얏클럽룸 넘 좋죠 룸에 있기만해도 힐링저도 또 가고 싶네요], 긍정 텍스트 확률 : 98.20%"
"[저도요ㅠㅠ 벌써 계획 세우고 있어요], 긍정 텍스트 확률 : 90.12%"
"[아이코ㅠㅠ 아가 얼굴 어떻해요ㅠㅠ], 긍정 텍스트 확률 : 95.56%"
"[다행히 가라앉았어요 걱정해주셔서 감사해요], 긍정 텍스트 확률 : 84.66%"
"[저도 이거 먹여볼까 하고 있었는데...일단 보류로...아가 얼굴 어서 좋아지면 좋겠어요], 긍정 텍스트 확률 : 51.73%"
"[잘먹는 아가들 많다던데요ㅎㅎ에효.. 끝까지 완모의 길을 가야하나보네용], 긍정 텍스트 확률 : 54.97%"
"[다른 액상분유도 그럴까요? 저도 쟁여 놓은것 있는데..다른 액상으로 시작해야할지 고민되네요. 애기 빨리 좋아졌음 좋겠어요.], 긍정 텍스트 확률 : 74.84%"
"[ 저 지금 개월인데 이유식번먹이고 분유 번먹여요.보통 시쯤 분유 시쯤 이유식정도시쯤 분유정도중간중간 간식..시쯤 이유식정도중간중간 간식시 분유 막수 정도분유량 줄일려고 하거든요이유식 간혹 중간에 한번 더 먹일때도 있어요..오후에], 긍정 텍스트 확률 : 99.79%"
"[분유를 잘 먹어야 유산균 효과가 있을텐데 ㅎㅎ 일단 분유에 함유된 유산균이 많으니 변비에 효과가 있긴 있을것 같아요 전 개월째 퓨어락 먹이는 중인데 변비끼 한두번 온거 말고는 변 잘봐요 ㅋㅋ 근데 울애기는 황금변까지는 아니에요 참고하세용], 긍정 텍스트 확률 : 95.68%"
"[ 오 멋져요저도개월아기잇는데 장거리여행계획하다 생각만햇는데너무고마워요], 긍정 텍스트 확률 : 79.94%"
"[정말 부럽네요글구 용감하시구 ㅎㅎ], 긍정 텍스트 확률 : 85.41%"
"[힘든것도 좋은것도 있었네요 ㅎ], 긍정 텍스트 확률 : 97.52%"
"[너무 잘읽었어요 저도 여행 도전해보려구요], 긍정 텍스트 확률 : 57.90%"
"[할 수 있어요 ㅋㅋ비행시간은 진짜 별거 아닌듯], 긍정 텍스트 확률 : 59.17%"
"[대신 아기 컨디션봐서 일정 취소해도 상관없을만큼 맘을 비우면 될듯요 ㅎㅎ동남아보단 그래도 선진국이니 병원도 가깝고 혹시나 무슨일 생겨도 오히려 든든한맘이었어요], 긍정 텍스트 확률 : 97.02%"
"[다음주 개월아기랑 동유럽떠나요😀 정독했어요 감사합니다 용기얻고 가요], 긍정 텍스트 확률 : 96.60%"
"[반가워요 잘다녀오세요 ], 긍정 텍스트 확률 : 55.73%"
"[아이가 잘먹나봐요 ㅠㅠ 분유만 먹우려고 해서 힘드네요], 긍정 텍스트 확률 : 65.59%"
"[ 😍득템하셨네요♡ 교환후기글 감사합니다.😍교환할 물품이 있으면 한번씩 교환해주시면 감사합니다.👨👩👧👧], 긍정 텍스트 확률 : 96.50%"
"[지유맘감사합니다 챗드렸어용], 긍정 텍스트 확률 : 97.23%"
"[죄송합니다. 이미 완료되었어요😅], 긍정 텍스트 확률 : 65.40%"
"[지유맘네 그래도 감사합니다좋은밤 되세요], 긍정 텍스트 확률 : 98.51%"
"[ ..울 귀요미는 요 근래 밤잠을 자주 설치고], 긍정 텍스트 확률 : 77.72%"
"[너무나도 맛있게받아 먹는 걸 보고 .울 귀요미가 저렇게 먹어준다면.나는 감동하겠다고 신랑에게 이야기를 했다....그 소릴 들은 옆 테이블 맘님이 .자기 아기는 죽 스타일의 이유식을 .거부해서 되직하게 줬더니 잘 먹더라면서 .아기마다 이유식 굳기 스타일이 다르니 .조금씩 다르게 먹여보라고 알려 주셨다..그리고 거버 귀리 시리얼도 먹여보라고 하셨다..잘 안 먹거나 밤에 자주 깨는 아이들이.철분 부족인 경우가 있는데 .시리얼에 철분이 들어가 있어서 .철분 먹이기에도 좋다며....이때 내 머리를 스친건], 긍정 텍스트 확률 : 99.90%"
"[간식으로도 .많이 먹이고 있는 시리얼이더라..유기농 귀리 시리얼도 있다...개를 주문했고 .도착 예정일은 월 일에서 월 일 사이다....거버 시리얼이 .나의 걱정에 부디 날개를 달아주길 바란다..... ], 긍정 텍스트 확률 : 69.16%"
"[ ..• 서늘하고 건조한 곳에 보관..•개봉 후개월 이내 섭취..• 모유분유따뜻한 물테이블스푼의 양에.시리얼 테이블스푼을 섞어 먹인다.....여기서 주의할 점 은.는부피를 측정하는 단위이기에.무게 단위인 과 꼭 일치하지는 않는다는 점...같은 의 양이더라도 .그 재료가 액체냐 가루냐에 따라 .무게가 차이가 난다는 것...이 글을 보시는 분들은.아래 링크를 눌러 계량 단위에 대한 글을.꼭 읽어보시길 바랍니다.. ], 긍정 텍스트 확률 : 99.65%"
"[과일 등을 먹인다..밤잠 이후 밤중수유 회....• 놀기.러닝홈의 시곗바늘], 긍정 텍스트 확률 : 52.43%"
"[우리아가 변비예요. 왜 때문인지는....아직도 밝혀지지않고있어요...분유는 유기농궁을 먹이고 있고], 긍정 텍스트 확률 : 56.75%"
"[ 한종류당씩개총 개가 와요.유통기한이꽤기네요. 올해말 내년초쯤 ], 긍정 텍스트 확률 : 78.47%"
"[ 엄마의 손보다 빠른 우리 아가 입 보이시나요?ㅋㅋ달아서 그런지 엄청 잘먹어요. 많이 달지는않고 달달 새콤해요.퇴근하고돌아온 아빠가 말했어요 ], 긍정 텍스트 확률 : 70.21%"
"[ 아가 입이 너무 귀여워요 ], 긍정 텍스트 확률 : 95.36%"
"[ 역시나 먹보 클리어거버 덕인지 고구마퓨레 덕인지 그 다음날 똥을 했구요. 변비 생기기 전처럼 부드러운 변은 아니지만 조금씩 자주 누는거 같구요. 어제는 못눴어요. 아직도 우리 아가는 변비와의 전쟁중입니다아. 그리고 구매 당시 포토상품평을 정성스럽게 달아주면 번가 명 선정거버 보냉팩을 주더라구요. 저는 뭐..그거 안줘도 번가에 포토상품평을 항상 남기기때문에..감사하게도 명안에 선정돼서. 보냉팩을 받았어요. 호화화 ], 긍정 텍스트 확률 : 99.98%"
"[.안녕하세요 하하율입니다.다들 추석은 잘들 보내셨나요??.오늘은 후기이유식을 먹는 아가들 과자와 간식소개해드리려구요.떠율이가 너무너무 잘먹어주는 것들만 올려드리는것도.참고하셔용 ㅎㅎㅎ.. ], 긍정 텍스트 확률 : 91.54%"
"[ 저번에 아이허브에서 다른 브랜드 과자를 주문한적이 있는데 떠율이가 너무 잘먹길래 다시 주문해보았어요아이허브는 직구사이트인데 어플만 다운받으면 한국어로 번역을 해주어서 구매가 어렵지않아서 자주 사용하게되요 ㅎㅎ그리고 할인코드를 입력하면 할인을 받을수 있더라구요아마 추천코드에 기입하시면 될듯합니당할인코드 혹시 필요하신분들 있으시면 가져다쓰세용 ㅎㅎ절대 광고성아닙니당 ], 긍정 텍스트 확률 : 81.28%"
"[ 이번엔 어떤걸 사볼까 하다가 우리나라에도 많이 들어와있는 거버제품을 구매해 보기로 했어요 ㅋㅋ ], 긍정 텍스트 확률 : 53.31%"
"[ 요건 살짝먹어봤더니 우리먹는 버터링이랑 비슷하다고 느껴지더라구요버터맛이 나는것보단 분유맛이 강하게 느껴지는데매일 떡뻥먹다 이과자 먹으면 엄청 달다고 느껴질 법도 해요그래서 이건 외출시 저희가 식사자리 갔을때 필살기로 주는 과자랍니다 ㅎㅎ ], 긍정 텍스트 확률 : 99.08%"
"[ 요건 치발기용 과자로 많이들 구매하시더라구요먹어보면 사과맛이 달달하게 느껴져서 이 또한 넘나 맛있습니다 ㅋㅋㅋ ], 긍정 텍스트 확률 : 72.57%"
"[ . ..안에보면 바퀴모양으로 되어있고 떠율이가 먹었던 과자중에 가장 딱딱하게 만들어진 과자에요.처음에 주었을때는 딱딱해서 그런지 하나로 엄청 오래먹더라구요.그래서 아 이거 하나면 집안일 하나 끝낼 수 있겠다 싶었는데.통을 다먹어갈때쯤엔먹는 요령이 생겨버려서 너무 쉽게 금방먹어버리더라구요 ..그래도 거버제품중에 이건 담에 안사야지 하는건 아직은 없는것 같네요..후기이유식간식 거버제품도 도전해보세요...그럼 저는 이만.안녕. ], 긍정 텍스트 확률 : 97.49%"
"[ .이유식 분유 거부 한번도 없던 아기이고 주면주는데로 다먹는데 후기이유식 시작하며 분유를 많이 줄였는데 친구말로는 돌전까지는 분유 은 먹어야 영양이채워진다는데.. 이대로가도 좋을지.. 아님 이유식양을 줄이고 분유를 좀 더 늘려야할지 조언부탁드려요 ], 긍정 텍스트 확률 : 53.23%"
"[ .?거버오가닉파우치거버오가닉파우치요즘 정체기인지 예전처럼 분유를 잘 먹지 않는 우리 아기👶중기 이유식중이라 다행히 이유식은 좀 먹어서 양을 어느정도 넉넉하게 주는편이고], 긍정 텍스트 확률 : 61.09%"
"[영양 생각하는것도 있고 다양한맛 느껴보게 해주려고 간식으로 퓨레를 만들기엔 울아기 넘 엄마 껌딱지라 퓨레까진 만들어 먹일 자신없어 관심가지고 알아보던 브랜드가 거버이다. 몇차레 사서 먹여도봤고 최대한 덜단맛만 골라서 먹여보았다. 이미 먹여본 브랜드라 솔직히 더 믿음가고 먹여보기전에 열심히 알아본 브랜드라 더 믿음이 가는건 사실이다. 젤 좋은점은 합성착색료], 긍정 텍스트 확률 : 71.83%"
"[착상료 넣지 않았다는것. 오랜시간 영유아식 전문 브랜드이다보니 더 믿고 먹일 수 있어서 좋다.파우치형이라 먹일만큼만 덜여서 먹여도 되고 과일 야채 다양하게 먹이기 어려운데 요 파우치 하나만 있음 다양하게 먹을수 있고 아직은 어려서 혼자서 짜먹을순 없지만 필로우 마개 좀더 크면직접 짜먹을수 있겠지 🤗 체험단이 되어 다양한 맛으로 골라 먹여볼 수 있어서 너무 좋네 딸램 잘 먹어보자꾸나. ], 긍정 텍스트 확률 : 99.83%"
"[ 한번 먹고 자꾸 먹고 싶은 그맛두눈이 번쩍 뜨이는 계속 먹고픈 그맛한번도 안먹어본 사람은 있어도한번만 먹어본 사람은 없다는 그맛아직은 힘조절이 안되는 따님엄마가 눌려서 먹여줄께🤗그 조막만한 고사리 손으로 자꾸 눌러서먹으려고 쪼물쪼물 귀여워🥰.?귀욤뽀작귀욤뽀작.👶거버는요❗년부터 시작된 영유아식 전문 브랜드 거버는 아기만을 위한 전문 제품을 만드는 세계적인 브랜드이다.아기에게 이상적인 영양설탕], 긍정 텍스트 확률 : 88.31%"
"[인증받은 믿을수있는이유식이다.언제 어디서든 영양 가득한 식사를 제공한다..거버 스마트 필로우 마개 기술은 아기 혼자서도 짜먹을수 있게 이유식 양이 조절되며 무균 파우치로 환경호르몬 걱정없는 제품으로 안심하고 우리 아이에게 줄수있다.본 포스팅은앙쥬체험단 활동으로 네슬레로부터 제품을 제공받아 솔직하게 작성된 리뷰입니다.➡️거버 판매처...?거버 오가닉 .?거버거버.?거버오가닉파우치거버오가닉파우치.?유아식사대용유아식사대용.?거버오가닉거버오가닉.?퓨레퓨레.?거버이유식파우치거버이유식파우치.?아기간식아기간식.?이유식이유식.?.?유기농파우치유기농파우치.?유기농유기농.?공주맘공주맘 .?딸맘딸맘.?딸스타그램딸스타그램.?맘스타그램맘스타그램.?개띠아기개띠아기.?육아중육아중.?딸바보엄마딸바보엄마인스타그램.?인스타인스타 .?하루일기하루일기.?육아육아.?육아맘일상육아맘일상.?도치맘도치맘 ], 긍정 텍스트 확률 : 99.94%"
"[..과거의 내 최애 쇼핑몰 ♥아이허브♥ .이제는 아기용품을 사보려고 접속 .처음이니까 가볍게 거버 오트밀과 베이비멈멈 라이스러스크를 주문해봤다 .아이허브 아기용품 치면 먼치킨 제품도 많이 사셨던데 왜 지금은 하나도 없는거쥬?.. 주문완료 . 배송완료 ..해외배송 맞나염ㅎㅎㅎㅎ일만에 도착했구요 👍🏻], 긍정 텍스트 확률 : 99.99%"
"[ 거버 오트밀 이유식 세개와 과자 하나], 긍정 텍스트 확률 : 61.51%"
"[베이비멈멈 쌀과자 다섯박스 도착 완료 엄마 뭐하는지 구경하는 윤딩이 ㅎㅎㅎ ], 긍정 텍스트 확률 : 51.31%"
"[ 일반과 천원도 차이가 안나길래 오가닉으로 주문했다 ㅎㅎㅎ], 긍정 텍스트 확률 : 60.14%"
"[ 시리얼테이블스푼티스푼 아니구요에테이블스푼의 물또는 분유를 섞으세요 난 시리얼 에 물섞었더니 딱이었음], 긍정 텍스트 확률 : 83.89%"
"[ 윤딩이는 벌써 개월이기 때문에 양을 넉넉하게 하려고 시리얼 에 물 으로 . 비율 섞어줌], 긍정 텍스트 확률 : 60.68%"
"[ 엄청 꾸덕꾸덕하지도 그렇다고 줄줄 흐르지도 않고 딱 좋은 비율 처음이라 물에 타봤는데 고소하고 다음날은 분유에 탔더니 좀 더 달달해짐], 긍정 텍스트 확률 : 90.99%"
"[ 엄청 잘먹음], 긍정 텍스트 확률 : 88.68%"
