"[ ..그 이유는 소화 단계에서 덩어리져.분해가 잘되지 않는카제인 단백질의.함량을 낮추고], 긍정 텍스트 확률 : 51.06%"
"[ 남편이 저희 아가에게 카브리타로 먹여주는 모습입니다아직 아기가 젖병을 잡고는 못먹어요 ㅎ하지만 자기가 꼬옥 쥐고 먹으려고 해요 ㅎㅎ카브리타의 영향임이 분명해요 ㅋㅋ 제가 기존에 산양분유 액상을 먹이다가 다 떨어져서 다시 명 액상분유를 먹였는데요 응가가 완전 검은 빛이 나면서 ㅠ 아이가 힘들어하더라구요 ㅠ 그래서 그때 생각했어요 다른 분유들에 비해서 비싸긴하지만 산양분유가 확실히 좋고 다른 산양분유들도 많지만 그중에서도 네덜란드의 깐깐한 품질관련해서 국내제품보다 믿을 수 있는 것은 사실확실이 산양분유 먹이고 나서 아이가 얼굴도 좋아지고 피부도 많이 좋아진 것 같아요그렇다고 해서 피부가 문제가 있었던 것은 아니지만 건조한 부분도 더 좋아진 것 같고 면역력도 좋아진 것 같아서 아주 만족스럽습니다 ], 긍정 텍스트 확률 : 99.60%"
"[ 카브리타에 대해서 망설이는 부분이 있다면 실제경험담 공유해드릴테니 댓글로 문의 주세요네덜란드에서 직수입을 한 제품이라 여전히 스푼이 익숙하지 않아요 ㅋㅋ명스푼으로 사용중이네요 국내분유에서 수입분유로 바꿀때에는 이런게 좀 불편한것 같아요 ㅋ 수입분유 쓰시는 분들이라면 저보단 편하게 바꾸실수 있을 것 같구요어떤 엄마들은 그러더라구요 일반 분유보다 산양분유를 먹으면 더 배고파한다고요 근데 그건 전 잘 못느끼겠어요 밤에 잠도 풀로 잘 자고요 아무래도 시점이 개월이라서 그런것 같기도 한데], 긍정 텍스트 확률 : 98.58%"
"[애들은 워낙에 양이 줄을때도 있고 갑자기 늘때도 있는지라 둘째라 스트레스 없이 먹이고 있거든요 소화잘시키고 황금응가보고 무엇보다 깐깐한 품질관리를 거친 네덜란드 분유라 믿고 먹이고 있답니다 ], 긍정 텍스트 확률 : 61.21%"
"[산양유가 모유와 성분도 비슷하고소화도 잘된다는 사실 알고 계시지요? ], 긍정 텍스트 확률 : 78.38%"
"[ 네덜란드 산양유로 가루부터 액상까지카브리타 베비언스 산양분유와 함께 수유하면 좋은베비언스 산양 액상분유집에서는 가루분유 카브리타로], 긍정 텍스트 확률 : 83.71%"
"[ 외출시엔 간편하게 베비언스 산양분유로어떨까 싶어 소개합니다 ], 긍정 텍스트 확률 : 50.68%"
"[ 지금 베비언스 홈페이지에서카브리타 산양분유 구매하시면산양액상 입 증정한다고 하니이번 기회에 액상도 한번 같이먹여보시길 추천드리며한번 들러보세요 ], 긍정 텍스트 확률 : 96.93%"
"[소이분유..먹였지요..다시 산양분유 먹였고..녹변도 한번씩 봤지요..녹변 이상없다고 해서 쉽게 분유는 바꿀수 없으니 쭈욱먹였어요..개월쯤..고가로 부담되어 압타밀로 바꾸려다 분수토..ㅠ미안해서 다시 산양분유로..월일 돌이 드뎌 지났어요키로가 안되서 개월 더 먹이자는 맘이였고..이번에 다시 다른걸로 영양을 채우자고 맘먹었는데], 긍정 텍스트 확률 : 95.96%"
"[ 정말정말 큰맘먹고 서서히.. 으로..중간에 살짝 알갱이도 보이고], 긍정 텍스트 확률 : 55.20%"
"[또 탈이 날까 무서웠어요..ㅠ사실], 긍정 텍스트 확률 : 95.40%"
"[양이 적어보여 당황..입자가 고와서 그런거 같아요 ], 긍정 텍스트 확률 : 73.54%"
"[ 숟가락 손잡이가 약간 위로 되어 있어젖병에 넣고나면 조금씩 남아있어요..ㅎ적응하면 되는 부분이니 뭐 ], 긍정 텍스트 확률 : 84.95%"
"[ 위쪽반은 일동산양아랫쪽반은 카브리타 분유색깔도 연하고], 긍정 텍스트 확률 : 51.08%"
"[입자가 더 고와요바람불면 날아갈듯.. ], 긍정 텍스트 확률 : 73.70%"
"[ 쩝쩝거리네요..ㅎ소화가 잘되는지 수유텀도 조금 줄었어요.ㅎ늦게나마 둘째에게 맞는 분유찾은거 같아요..장이 예민한 아가들에게 강추행사기간이라 할인도 해요..체험단도 모집하던데], 긍정 텍스트 확률 : 99.33%"
"[ 처음부터 급 관심을 갖기 시작했어요주언이는 이제 개월이라 단계 제품이구요.단계는 개월개월 까지 가능합니다.], 긍정 텍스트 확률 : 50.98%"
"[ 뽁뽁이로 흔들리지 않게 잘 포장되어서 왔어요 ], 긍정 텍스트 확률 : 57.90%"
"[특히 수입 분유 중에 물에 잘 녹지 않는 분유들이 많이 있는데요. 이건 새게 흔들 필요가 전혀 없답니다], 긍정 텍스트 확률 : 53.78%"
"[ 전세계적으로 수출되고 있는 인증받은 분유입니다.], 긍정 텍스트 확률 : 54.41%"
"[ 요즘 분유사태가 많은거 같아요. 얼마전에 타 산양분유에서도 식중독균이 발생했다고하는데], 긍정 텍스트 확률 : 91.60%"
"[네덜란드 정부가 인증하는 산야 원유를 사용한다고 하니 정말 믿음이가요 유럽에서는 이런 인증 정말 철저하게 하니까요], 긍정 텍스트 확률 : 79.65%"
"[ 네덜란드 수입 산양 분유라 영양성분은 걱정없을 것 같아요. 필수 비타민들이 골고루 다 들어가있는거 눈으로 확인할 수 있게 꼼꼼히 표기되어 있어요], 긍정 텍스트 확률 : 67.49%"
"[ 무엇보다도 우리 아기가 잘 먹어주니까 넘 좋은거 같아요.이유식 시작하면서 응가도 많이 안해서 걱정이였는데], 긍정 텍스트 확률 : 93.12%"
"[소화도 잘되면서 응가도 규칙적으로 잘 하고 있답니다.?카브리타카브리타.?산양분유산양분유.?체험단후기체험단후기.?눈꽃분유눈꽃분유.?네덜란드네덜란드], 긍정 텍스트 확률 : 90.32%"
"[오늘은 저번에 이어서 산양을 알아봐요 탄을 알려드릴꼐요요즘 핫한 산양분유 뭘 먹여야하나 고민되신다면그것은 카브리타산양 이쥬 ♥ ], 긍정 텍스트 확률 : 99.32%"
"[겨울에는 몸을 따뜻하게 유지할 수 있기 때문이에요. .산양은 보통 하루에 리터의 물을 마셔요굉장히 많이 마시는 것 같지만], 긍정 텍스트 확률 : 95.98%"
"[영양가 높은 고품질의 산양유를 만들기 위해서 꼭 필요하답니다.오늘도 도움이 되셨나요?? 믿고 먹일수 있는 카브리타 산양분유역시 굿이죠 ], 긍정 텍스트 확률 : 99.77%"
"[.?소화잘되는분유소화잘되는분유.?카브리타카브리타.?산양액상산양액상.?분유추천분유추천.?베비언스베비언스 ], 긍정 텍스트 확률 : 81.14%"
"[ .눈꽃처럼 사르륵.덩어리없이 스르륵 ..미세 입자로 덩어리짐 없이 잘 녹아서 .소화 흡수가 잘된다고 입소문난 .네덜란드 산양 조제식 카브리타..소화력 약한 분유 유목민 쪼꼬미두 .맛있게 꿀꺽꿀꺽 잘 먹고.젖병 세척시에도 분유 덩어리가 안보여서.안심도 되고 넘 좋네요ㅡ... ], 긍정 텍스트 확률 : 69.73%"
"[ .......베비언스 이벤트 당첨 제품을 통한 후기입니다 ... .?분유분유.?베비언스베비언스.?산양분유산양분유.?카브리타카브리타. .?체험단체험단.?체험단당첨후기체험단당첨후기.?분유추천분유추천 ], 긍정 텍스트 확률 : 73.23%"
"[ 완모아기인 첫째 영은이와 달리 완분아기인 장현이처음부터 모유를 주지 못한 미안한 마음 때문인지장현이가 먹게 되는 분유는 더욱 깐깐하게 보고정말 세상에서 제일 좋은 거로 해주고 싶더라구요장현이가 개월 들어서면서부터 이유식입자가 커져서소화가 잘 안 되는지 변을 제대로 못 보는 날이 많고겨울철 코감기가 있어서 분유 먹으면서 헛구역질 할 때도 있고어른들이 토해내는 수준으로 게워낼 때가 많더라구요 ], 긍정 텍스트 확률 : 95.94%"
"[ 그래서 소화 잘되는 분유를 찾다가 산양분유 중에서도프리미엄이라는 카브리타를 먹여보게 되었어요저도 찾아보고 알게 된 제품 이여서 아마 모르시는 분들 이 꽤 있을텐데요원산지 네덜란드에서는 이미 국민분유 수준으로많이 사용하는 소화 잘되는 분유이더라구요홈페이지에서 체험 이벤트도 진행하고 있으니 모르시는 분들은한번 참여해서 먹여 보시는 것도 좋을 것 같아요 ], 긍정 텍스트 확률 : 67.04%"
"[ 카브리타 산양분유는 단계와 단계로 출시되어있는데단계는 개월개월단계는 개월개월아기들이 먹으면 돼요아이 성장단계별로 꼭 필요한 영양소들이 있는데소화 잘되는 분유 카브리타에는 세포성장과 분화에 도움이 되는엽산 함유량도 높고 두뇌와 시력 구성성분인 타우린과 도 들어있구요그리고 뼈를 이루고 있는 멀티비타민과 미네랄], 긍정 텍스트 확률 : 57.60%"
"[인 등이조화롭게 배합되어 있어서 아기들 영양과 성장에 꼭 필요한 분유더라구요 ], 긍정 텍스트 확률 : 93.62%"
"[ 분유 탈 물에 소화 잘되는 분유 카브리타를 한스푼을 넣어보았어요입자가 눈꽃처럼 곱고 미세해서 순식간에 물에서 사르르 녹더라구요동영상 보시면 바로 확인하실 수 있어요이렇게 물에 잘 녹으니 소화도 잘되고 흡수도 좋아서아기들 영양과 건강에도 좋고 결국 황금변도 보게 되는 것 같아요 ], 긍정 텍스트 확률 : 94.91%"
"[ 장현이 먹는 분유를 베비언스 카브리타로 바꾼 뒤로는확실히 게워내는 것도 줄었고 변도 잘 보더라구요애기들 이유식 먹을 때 변비 잘 오는데 이때 유산균을 먹이는 것도 좋지만카브리타처럼 소화잘되는 분유로 바꾸는 것도 좋답니다 ], 긍정 텍스트 확률 : 97.75%"
"[ .카브리타는 매월 무료체험 이벤트를 진행하고 있는데요체험용이라고 조금만 주는게 아니라 정품분유 한통다 제공되기 때문에 충분히 먹여보면서 아이에게 잘 맞는지 확인할 수 있어요우리아기에게 맞는 분유 이것저것 갈아타기보다믿고 먹일수 있는], 긍정 텍스트 확률 : 87.62%"
"[많은 엄마와 아기들이 증명하는 소화잘되는 분유카브리타로 정합시다 ], 긍정 텍스트 확률 : 90.62%"
"[ 본 포스팅은 베비언스를 통해 제푸모가 원고료를 제공받아 작성되었습니다 ], 긍정 텍스트 확률 : 65.78%"
"[안녕하세요 리비입니다일간의 여행에서 집에 돌아왔더니 생각지도 못한선물이 도착해있었어요], 긍정 텍스트 확률 : 62.04%"
"[ 전에 유럽 프리미엄 산양조제식이 궁금해서신청했었던 이벤트에 당첨이 되었더라구요ㅎㅎ ], 긍정 텍스트 확률 : 54.05%"
"[ 회차의 사전신청자들 중에서 제가 당첨이 되었던거있쬬?ㅎㅎ세상에나 이렇게 운이 좋을 수가?안그래도 지금 서하때문에 외출할 일도 많고], 긍정 텍스트 확률 : 95.33%"
"[ 서동이때문에 소홀해지고 있어서 조금 자유를 얻고자혼합수유에 도전 중이었는데 실패 중이었거든요], 긍정 텍스트 확률 : 72.90%"
"[우리 서동이가 일이 되었다는 사실 ], 긍정 텍스트 확률 : 91.23%"
"[ 안그래도 분유를 바꿔야 하나 젖병을 바꿔야 하나....어떤 분유가 모유수유하는 것과 맛과 영양이 비슷하고우리 서동이가 잘 먹어줄지 깊은 고민에 빠졌던저에게 카브리타 산양분유는 말그대로 선물이었어요 ], 긍정 텍스트 확률 : 98.01%"
"[ 년이라는 깊은 역사를 가진 만큼 기술과 전통을보유해서 유럽 각국에 수출하는 거랍니다.], 긍정 텍스트 확률 : 97.26%"
"[ 그래서 보니 세상에나 꼭 필요한 대 영양소에비타민과오메가], 긍정 텍스트 확률 : 95.01%"
"[ 우리나라에서는 나 로하스인증공장과비슷한 거라고 생각하시면 될 것 같아요 ], 긍정 텍스트 확률 : 81.95%"
"[ 아무 곳에서나 만든걸로 줄 수 없잖아요.국내는 아무래도 사건사고가 많은지라 망설여져서외국분유들 중에서 찾아본 거였는데알면 알수록 더 믿음이 가는 브랜드였어요. ], 긍정 텍스트 확률 : 73.59%"
"[ 개월이 지나면 모유의 영양도 변한다고 하고], 긍정 텍스트 확률 : 86.18%"
"[ 모유와 최대한 비슷하다고 하니주는 엄마의 마음도 안심이 되더라구요], 긍정 텍스트 확률 : 88.98%"
"[ 분유는 거부하지 이유식은 내뱉기반사 중이지아주 암담한 개월을 보내고 있는 저에게한줄기 빛과도 같은 택배였답니다ㅎㅎ ], 긍정 텍스트 확률 : 77.31%"
"[ 분유를 바꿀 때도 처음부터 아예 다 바꾸지 않고], 긍정 텍스트 확률 : 69.04%"
"[ 내일부터 유축모유와 함께 혼합수유에 도전해볼거에요 ], 긍정 텍스트 확률 : 67.67%"
"[ 아기에게 최고의 선물은 모유라고 하지만또 둘째만큼 사랑을 쏟아야 하는게 우리 첫째이기 때문에 두 아기들을 위한최선의 선택으로 하는 저의 마음이니 만큼성공하면 좋겠네요 ], 긍정 텍스트 확률 : 98.03%"
"[ 이제는 무료체험신청이 끝나서 본품을 받을 수 없는데요무료체험신청을 놓쳤다고 해서 너무 아쉬워마세요], 긍정 텍스트 확률 : 61.06%"
"[ .벌써 통째 먹고 있는 카브리타 산양분유.첫째는 어떤걸 먹여도 잘먹고 어떤 젖병을 줘도 잘 물어서 분유 걱정은 그닥 해본적이 없었어요.장염이와서 설사분유를 먹이던 시절만 빼면....병원과 조리원에서부터 먹이던 분유를 줄곧 먹었고 크게 부담스럽지 않은 가격대의 분유만 먹였는데....둘째는 또 다르더라구요..젖병도 저렴이는 물지 않고... 그래서 첫째보다는 다 고급으로 사줬답니다.분유 또한 마찬가지여서 잘먹던 기존 분유를 일 지나서 잘 안먹다가 먹을때마다 변을봐서 절 힘들게 했어요 정말 여러 분유를 거쳐서 정착하게 된 카브리타 산양분유 ], 긍정 텍스트 확률 : 98.82%"
"[ .장점과 단점이 공존하는 분유에요..우선 단점은 기존에 먹이던 분유와는 다르게 한 스푼이기준이 아니라 기준이더라구요 그래서 투명 눈금이나단위만 표시된 젖병은 사용하기 불편했어요.그리고 가격이 약간 나간다는거...그래도 핫딜 좀 찾고 쿠폰 좀 쓰면 괜찮더라구요 첫째보다는 둘째가 분유를 덜먹어서 분유값이 비슷하게 들어가는 느낌이에요..장점은 우선 배앓이], 긍정 텍스트 확률 : 57.43%"
"[변비 등 종세트를 경험하지 않는다는 점이에요..저는 첫째 때 장트러블로 오랜기간], 긍정 텍스트 확률 : 94.95%"
"[여러번 고생해서... 심지어 밤중에 응급실도 갔었어요.그래서 저는 둘째는 묻지도 따지지도 않고 로타도 맞추고 분유도 남으면 아낌없이 버리고 젖병도 바꿔주고 최선을 다하고 있어요.아기가 배아프고 변비 또는 설사를 하면 그 고생은 고스란히 아기와 엄마 몫이기 때문이에요..그런점에사 대만족이에요 산양분유 먹이면 변을 잘 못본다는 속설때문에 망설이기도 했는데 변은 매일 거르지 않고 봐요 ♡. ], 긍정 텍스트 확률 : 99.77%"
"[ .돌끝맘이 될때까지 카브리타 산양으로 쭉 가고 싶어요ㅎㅎㅎ 계속 잘 먹어주길 바라고 있답니다.. ], 긍정 텍스트 확률 : 96.86%"
"[ 엘지생활건강에서 카브리타 분유 수입하더라구요신랑이 임직원이라 저렴하게 살 수 있는데 넘 평이 없어서 불안해요 ㅠㅠ산양분유를 일반분유 값에 먹일 수 있는 메리트가 있긴한데애기한테 실험해보자니 넘 걱정돼요.ㅠㅠ 후기 잇음 알려주세요], 긍정 텍스트 확률 : 89.74%"
"[ 어른이 되라는 건 아니구요. 이유식 후기 하는데 얼른 어른밥 같이 먹을 수 있었음 좋겠어요. ㅋㅋ 이것저것 먹이고 싶어요. 그리고 돌까진 혼합하고 돌 즈음해서 모유 단유 할 계획입니다. 그 이후로도 우유보다는 당분간은 분유 더 먹이고 싶어요. 산양분유가 모유랑 비슷해서 소화 잘된다고 해서 먹였는데 더 어렸을 땐 진짜 배앓이 땜에 난리였는데 확실히 덜하더라구여. 지금은 카브리타 먹이는데 하얀분유가 짱 잘 녹고 비린내도 별로 안나고 좋네요. 수입분유라 그런지 국내분유 만큼 단맛은 안나네요. ], 긍정 텍스트 확률 : 98.67%"
"[후기개연락처...? 연락처 확인하기 번개장터에도 판매중이니 번개장터로 연락주세요. ...?깊은밤하늘 ... . ..... ..?... 본문 이미지 상세설명제품상태 새물품 미사용산양분유에요 갤이후먹는거에요 번개장터에도 판매중이니 번개장터로 연락주세요. ...?깊은밤하늘 ... ..... ..?... 본문 이미지 . ..... ..?... 본문 이미지], 긍정 텍스트 확률 : 99.81%"
"[또 체험 당첨된 사람에 한해 카브리타 체험 후기를 인스타나 블로그], 긍정 텍스트 확률 : 59.61%"
"[맘카페에후기를 올리고 링크를 남긴 사람 중 추첨을 통해 선물을 주는데요등은 무려 다이치 카시트등은 베비언스 산양 액상분유 병 등 푸짐한 선물을 받을 수 있더라고요네네 맞습니다저도 후기를 남기고 체험 이벤트까지 참여해보려고요ㅎㅎ ], 긍정 텍스트 확률 : 96.76%"
"[아시아 지역에서 정식 런칭과 함께 판매까지 되고 있는글로벌 제품이라서 안전에 민감한 맘들도 믿고 구매할 수 있고], 긍정 텍스트 확률 : 94.38%"
"[ 믿을 수 있는 글로벌 브랜드가 국내 정식 런칭을 했다고 하니 관심이 갈 수밖에 없었어요. ], 긍정 텍스트 확률 : 74.43%"
"[생산하는네덜란드 산양 조제식입니다.이 산양들이 어찌 관리되고 있는지 아세요?수의사 진단과 처방으로 건강관리는 기본에태어난 직후의 산양은 귀에 이어칩을 장착하고 산양의 고유정보족보], 긍정 텍스트 확률 : 53.59%"
"[또 산양의 먹이는 직접 농부가 재배한 발효시킨 가지 작물과단백질], 긍정 텍스트 확률 : 65.12%"
"[단단하게 밀봉되어 있는 산양분유 카브리타가어떤 모습일까? 굉장히 기대되는 마음에 슬며시 벗겨보았다는 ㅋㅋㅋ ], 긍정 텍스트 확률 : 99.40%"
"[입자가 정말이지 너무나 고와서 물에 타니 덩어리 없이 사르륵 녹는 모습입니다. ], 긍정 텍스트 확률 : 71.33%"
"[여기서 잠깐 왜 산양분유를 먹여야 할까요?산양 조제식에는 필수영양소를 비롯 체내 흡수가 잘 되는 영양성분들이 함유되어 있어요.산양유 지방과 단백질의 구조는 필수 영양소들이 빠르고 효과적으로 흡수되게 도와주죠 아기들은 소화력이 생각보다 좋지 않습니다.그래서 소화 흡수가 좋은 분유를 선택해야 하죠거기에 다른 영양소들이 효과적으로 몸에 흡수되게 도와준다고 하니마다할 이유가 없습니다 ], 긍정 텍스트 확률 : 53.85%"
"[특급 관리받고 있는 산양분유를 이리 잘 먹어주니 엄마 어깨가 덩실거리네요쭉쭉잘 먹네오구오구 ], 긍정 텍스트 확률 : 80.11%"
"[제가 습관적으로 분유병을 흔들어서 거품이 조금 생겼지만], 긍정 텍스트 확률 : 50.65%"
"[아이도 잘 먹고 소화도 잘되고무엇보다 좋은 환경에서 관리되고 있는 안심되는 산양분유라 이번 분유 갈아타기 성공한 것 같아요산양 분유 갈아타기 고민하신다면 추천해드리고 싶어요 ], 긍정 텍스트 확률 : 96.99%"
"[ 이벤트 당첨 경품을 통해 작성된 후기입니다 ], 긍정 텍스트 확률 : 73.38%"
"[ 산양분유 추천], 긍정 텍스트 확률 : 79.58%"
"[산양분유추천], 긍정 텍스트 확률 : 79.58%"
"[ 소화잘되는분유카브리타후기 ], 긍정 텍스트 확률 : 63.93%"
"[라인맘 윈클레아에요 어느덧 돌을 앞두고 있는 우리 딸너에게 좋은 것만 먹이고 싶은 엄마는 매일 너의 먹거리를 서치한단다.], 긍정 텍스트 확률 : 91.19%"
"[카브리타 산양분유 추천 한다는 말을 봐서 궁금함에 먹여봤는데 아기가 더 잘먹더라구요 ], 긍정 텍스트 확률 : 84.23%"
"[매일 황금변을 보고], 긍정 텍스트 확률 : 51.80%"
"[전 세계 개국에서 판매되는 네덜란드 산양조제식], 긍정 텍스트 확률 : 84.34%"
"[카브리타드디어 국내 정식 런칭되어서 한국에서도 만날 수 있답니다.네덜란드 정부가 인증하는 산양 원류를 사용해 산양의 영양을 담은], 긍정 텍스트 확률 : 64.69%"
"[품질력으로 개국에서 판매되는 유명한 산양분유에요. ], 긍정 텍스트 확률 : 76.37%"
"[개월 단계개월 개월 단계로 출시되어 있어요.], 긍정 텍스트 확률 : 78.02%"
"[산양의 건강과 복지], 긍정 텍스트 확률 : 59.70%"
"[농장의 위생], 긍정 텍스트 확률 : 52.07%"
"[원유의 품질에 대한 기준을 통과한 목장만이 퀄리고트 인증라벨이 허용된답니다.], 긍정 텍스트 확률 : 51.20%"
"[철저한 관리로 만들어진 산양원유를 사용하고 생산한다고 하니 더 믿을 수 있겠어요], 긍정 텍스트 확률 : 50.48%"
"[베비언스가 네덜란드에서 직수입한산양분유는 한국 아기들에게 맞춘 영양 설게로 개발해 네덜란드에서 직수입해오고 있어요 수입분유이지만 우리 나라 아기들에게 맞춰진거라고 하니 더 좋네요], 긍정 텍스트 확률 : 62.96%"
"[소화단계에서 덩어리져 분해가 잘 되지 않는카제인 단백질의 함량이 낮고], 긍정 텍스트 확률 : 63.48%"
"[카브리타 산양분유는 입자가 정말 고와요.따로 흔들흔들 쉐키쉐키 해주지 않아도 물에 넣기만 해도 사르륵 녹더라구요. ], 긍정 텍스트 확률 : 72.43%"
"[카브리타 산양분유는 국내는 물론 유럽기준까지 맞춘 영양을 가지고 있어요.대 영양소 및 비타민에 대해분유 법적규격에 맞췄을 뿐만 아니라 유럽식품안정청에서 권고하는 오메가 지방산을 함유하고 있어요], 긍정 텍스트 확률 : 96.12%"
"[분유 타려고 하면 분유통을 달라고 어찌나 그러는지...그래서 주면 저렇게 관찰을 하고는 뚜껑을 닫았다 열었다 하는 시늉을 하더라구요 ㅋㅋㅋ ], 긍정 텍스트 확률 : 50.67%"
"[든든하게 분유 원샷 하고는 잘 준비하는 우리 딸], 긍정 텍스트 확률 : 78.21%"
"[이제 국내 런칭해서 한국에서도 만날 수 있는 카제딘 단백질 함량이 낮고], 긍정 텍스트 확률 : 85.77%"
"[우리 아기에게 필요한 영양소를 골고루 갖추고 있고네덜란드에서 철저하게 관리받고], 긍정 텍스트 확률 : 93.07%"
"[생산되는 산양원유를 사용한 카브리타 산양분유 추천해요 본 포스팅은 에서 제품 및 경제적대가를 제공받아 작성되었습니다. ], 긍정 텍스트 확률 : 63.92%"
"[목장환경부터 아기영양식을 만드는 모든과정을 체계적으로 관리하고 산양분유의 제조에 있어 선진기술을 가진 년의 유제품 역사를 자랑하는 카브리타와 함께 베비언스는 한국 아기들에게 맞춘 영양성계로 개발해 네덜란드에서 직수입 해오고 있습니다.], 긍정 텍스트 확률 : 66.12%"
"[분유 통의 설명을 옮겨보자면..], 긍정 텍스트 확률 : 75.23%"
"[위의 설명대로 저도 별똥이에게 먹일 분유를 타봅니다. 캔을 개봉하고두구두구두구두구..먹을지 안먹을지 모를 이 분유를 개봉해봅니다.초반에도 혼합수유를 해보려고 유축한 모유도 젖병에 넣어서 물려봤는데 제가 주면 젖냄새가 나서 그런지 물려고도 하지않고 죄다 혀로 밀어냈거든요.완모 아가의 특징이죠.. ㅠㅠㅠ ], 긍정 텍스트 확률 : 73.13%"
"[잘안먹어 봐서 자세가 안나옵니다...ㅠㅠ그래도 첫 시도는 좋았어요. 미리 타서 꿀떡꿀떡 먹고나서 웃기도 하고 옹알이도 하고], 긍정 텍스트 확률 : 92.83%"
"[그리고 계속 시도하고 또 시도하고 이유식에도 타줘봅니다. 거버 라이스시리얼에는 모유나 분유를 타서 섞어주라고 되어있어서 거기에도 타줘보고 이유식 완성후에도 타줘봅니다.모유랑 분유는 아무리 잘만들었다고 해도 냄새가 확실히 다르더라구요.모유도 직수 아니면 안먹고 바로 짠거 아니면 안먹는 미식가 별똥이에겐 이방법 뿐인거 같았어요.ㅠㅠ ], 긍정 텍스트 확률 : 81.52%"
"[체중도 많이나가서벌써 어린이 느낌이나요. 큭 ㅋㅋ], 긍정 텍스트 확률 : 57.12%"
"[개월이 된 서진이는활동량이 정말 많아졌는데요], 긍정 텍스트 확률 : 81.77%"
"[ 아침점심 저녁자기전에 번 스푼씩먹이고 있는데요 타사 분유를 먹일때보다확실히 소화흡수가 잘되는 것 같아요. ], 긍정 텍스트 확률 : 88.67%"
"[좌 타브랜드산양분유우 카브리타산양분유타사 분유와 비교해보니입자크기가 확실히 차이가 나요.딱보면 보이시겠지만 색깔도 하얗더라구요다른 건 약간 노란빛이 가미되어있다고 하면카브리타는 새하얀? 뽀얀 느낌이에요.뭔가 더 고급스러워보여요.], 긍정 텍스트 확률 : 74.00%"
"[따뜻한물을 먼저 준비하고], 긍정 텍스트 확률 : 93.46%"
"[카브리타 산양분유는 본사와 독점 계약한네덜란드 소재 개 퀄리고트 인증 목장에서만 공급.품질 관리 또한 본사에서 직접하니더욱 믿음이 가더라구요], 긍정 텍스트 확률 : 56.28%"
"[분유 거부없이 잘먹고], 긍정 텍스트 확률 : 70.39%"
"[ 소화잘시켜서 황금변을 보는], 긍정 텍스트 확률 : 54.27%"
"[ 건강한 서진이가 되었답니다], 긍정 텍스트 확률 : 52.81%"
"[ 역시 성분에 대한 확신이 드네요], 긍정 텍스트 확률 : 87.40%"
"[년 역사를 가진 브랜드라서더욱 믿음이 가는 카브리타 산양의 탄생부터 원유 가공까지체계적인 관리를 거친다고 해요 네덜란드 정부의 엄격한 인증프로그램을 거쳐생산되고 관리되니 더욱 신뢰가 가요. ], 긍정 텍스트 확률 : 95.86%"
"[산양분유 좋은 건 설명안드려도 잘 아실테고 ㅎㅎ아기변비], 긍정 텍스트 확률 : 94.50%"
"[ 아기변비 해결하고 건강하게 성장하고 있는서진이의 리얼후기였습니다.오늘도 화이팅], 긍정 텍스트 확률 : 96.66%"
"[베비언스 카브리타 산양분유 추천 ], 긍정 텍스트 확률 : 79.58%"
"[얼마전 베비언스 액상산양분유 잘 먹이고 있다는 리뷰를 올린 적이 있는데요.베비언스에서는 액상분유만 주로 나오는지 알았는데], 긍정 텍스트 확률 : 82.31%"
"[ 중동 지역까지 개국에서 판매되는 글로벌 산양 조제식이에요. ], 긍정 텍스트 확률 : 97.17%"
"[저도 좀 생소해서 카브리타 산양분유에 대해 좀 알아보았는데요. ], 긍정 텍스트 확률 : 74.92%"
"[유아식 제조 년 역사의 노하우가 있는 하이프로카 회사의 기술노하우로 만든 성장기용 조제식분유에요. ], 긍정 텍스트 확률 : 90.65%"
"[모유와 유사하다는 산양분유.그래서 모유와 혼합하시는 분들], 긍정 텍스트 확률 : 55.18%"
"[모유에서 분유로 갈아타는 분들이 제일 많이 선택하는게 산양분유인것 같아요. 저역시 모유에서 분유 혼합으로 갈아탈때 산양분유를 이용했고], 긍정 텍스트 확률 : 50.04%"
"[조금 비싸긴 해도 아이가 잘 먹고 잘 자라는것을 제 눈으로 직접 확인해서인지 산양분유에 대한 믿음과 신뢰도가 높은데요부드러운 소화흡수를 돕는네델란드 산양원유로 만든 카브리타 산양분유 먹여보고 싶더라구요.해외에서 만든거면 국내 영양기준에 맞지 않을까 염려스럽기도 했는데 ], 긍정 텍스트 확률 : 96.43%"
"[산양유의 품질보장을 위해 만들어진 퀄리코트인증을 받은 프리미엄 원유만을 사용한다니 아기 성장에 필요한 영양소를 잘 제공해 줄수 있을것 같아요. ], 긍정 텍스트 확률 : 64.61%"
"[산양분유의 성분을 보니 산양유성분은 네덜란드 산인것을 확인했구요. 눈에띄는 재료 중 우유], 긍정 텍스트 확률 : 54.20%"
"[ 대두함유 표시가 되어있어요.한참 계란성분으로 말이 많았던지라...계란성분도 없는 분유입니다. ], 긍정 텍스트 확률 : 76.19%"
"[베비언스가 네덜란드에서 직수입한 카브리타 산양분유.수유방법을 보니 스푼의 양이 일때], 긍정 텍스트 확률 : 72.90%"
"[물양은 에요.기존에 먹이던 스푼의 양과 물양이 달라서 분유 갈아타기 하실땐 참고하시면 좋을것 같아요. ], 긍정 텍스트 확률 : 83.19%"
"[뚜껑에 개봉일을 적을수 있는게 없고], 긍정 텍스트 확률 : 80.49%"
