"[ 갈리아 분유 먹여보신분들 있나요? 출산준비로 분유좀 사놓으려는데 갈리아에 대한 후기가 없네용..ㅎㅎ ], 긍정 텍스트 확률 : 73.90%"
"[질서적], 긍정 텍스트 확률 : 51.25%"
"[조화를 이루면서 배열되어 존재하고 운행된다는 것은 그들의 존재함과진행함의 뒤에 어떤 필연적이고 계기적인 원인이 존재한다는 것을 스스로 증명해 주는 것이며 또한 그 원인이 어떤 특별한 목적을 위하여 우주에게그러한 질서와 조직과 조화를 부여했다는 것을 증명하는 것이기도 하다. 만물에 질서와 조화를 부여하는 것은 정신情神이다. 따라서우주에 질서와 조화를 부여한 것은 어떤 정신의 지성적 작용이다. 한편 인간과 세계는 상호유사성을 갖는다. 왜냐하면 양자는 우선 지적이고 영원한요소를 함유하며 그 다음으로는 감각적이고 일시적인 요소를 함유하기 때문이다. 이러한 이원성二元性은 영혼정신과 육신의결합으로서의 인간을 통하여 표현된다. 이와 마찬가지로 모든 영역세계 속에도 영혼정신이 존재하며 모든 영역세계는 그영혼정신을 통해 질서 있고 조화롭게 배열되는 것이다. 생성을 거듭하는 우주만물은 어떤 필연적인 동인을 통하여 이루어진다. 이때의필연적인 동인은 곧 조물주를 말한다. 조물주는 정신들 중에 최고], 긍정 텍스트 확률 : 99.99%"
"[체계적으로 조화 있게 배열함으로서 사물들이 형성되는 것이다. 조물주는 세계를 형성시킴에 있어서 자신의형상을 닮은 선한 세계로 형성하고자 했으나 세계는 그의 뜻대로 형성될 수 없게 된다. 왜냐하면 이데아 또는 정신의 세계는 지성과 이성의 세계인반면에 상대적인 필연必然], 긍정 텍스트 확률 : 55.42%"
"[즉 지성과 이성을 방해하는 또 다른 존재인 악惡이 있기 때문이다. 따라서 조물주에 의해형성된 모든 선한 영역세계는 그것에 반대하는 필연인 악과 계속해서 조우遭遇하고 대결하게 된다.굴림위와같은 개념에 의하여 플라톤은 절대적 권능과 권력을 가진 지고至高의 신神을 주장하였고 따라서 일반 종교가섬기는 저급한 신들을 거부하였다. 그러나 그것은 종교적인 개념에서 비롯된 사상이 아니라 철학적 개념에서 비롯된 사상이었다.굴림한편 쏘크라테스나 플라톤이 말하는 지고적 신의 경지는 기독교의 하나님에 비교할만한 가치조차 없는 존재로서 너무나 허약하고 초라하였다.그러나 그럼에도 불구하고 그들이 말하는 지고적 신의 능력과 경지는 당시의 모든 종교들이 섬기는 신들에 비하여 훨씬 높고 넓은 경지에 있었다.때문에 아직 하나님에 대한 신학적 경륜이 없었던 초기 기독교 당시의 철학자들은 기독교의 하나님보다 쏘크라테스와 플라톤이 말하는 신적 존재가 더욱우월한 존재인 것으로 인식했다. 특히 쏘크라테스와 플라톤이 소개하는 신적 존재가지고의 절대적 신이라는 헬라 철학적 용어로표현되었을 때 당시의 문화적 종교적 관습에 의하여 그지고의 절대적 신은 당연히 기독교의 하나님 보다 우월한 존재로 받아들여졌다.굴림굴림우리는 여기에서 플라톤의 유한성과 고집스러운 편협성을 함께 본다. 플라톤이 절대적 지고의 실유적 존재를 말하면서도 그 존재를 간단하게최고의 유일한 신적 존재라고 말하지 못하고 정신], 긍정 텍스트 확률 : 98.91%"
"[데미우르고스 등등에 의한 생성을 고집하는 것은 그의 유한성때문이라고 이해할 수도 있지만 플라톤의 학문적 경륜을 고려할 때에 그것은 오히려 그의 고집스러운 편협성이라고 말할 수밖에 없다. 그는 분명히창조의 원리가 무無로부터의 창조라는 것을 알고 있었다. 그리고 무로부터의 창조는 창조자 자체의 무로부터의 창조 즉 창조자의자존성을 의미한다는 것도 당연히 알고 있었다. 이러한 우리의 주장을 지나친 가설이라고 주장할 수는 없다. 당시에 아테네를 비롯한 그리스지역에는이미 예루살렘을 떠나 분산되어진 히브리인들의 야훼사상이 폭넓게 전달되어 있었기 때문이다. 그럼에도 불구하고 플라톤은 그러한 창조주와 창조원리를전혀 무시하고 오히려 그리스의 전설적 하급신인 데미우르고스를 조물주로 등장시켜 그에 의한 생성을 고집하는 것이다. 그것은 어쩌면 그의 유한성이나또는 편협성 때문이 아니라 당시 최고의 소피스트임을 자부하는 그리스 최고의 철학자로서의 자존심 때문이었는지도 모른다. 고대 그리스인들은 본래아무도 흉내 낼 수 없는 최고적 자존심을 가지고 있었으며 특히 쏘피스트들의 자존심은 인간적 자존심의 경지를 이미 초월한 것이었다. 그런데 참으로묘하게도 이러한 플라톤적 고집스러운 편협성과 학문적 자존심이 모든 학자들의 역사적], 긍정 텍스트 확률 : 99.33%"
"[전통적 공통분모로 계승되어져 왔다. 그리고 이러한 고집적편협성과 학문적 자존심은 특히 기독교 신학자들에게 더욱 극심하게 계승되어져 내려왔다. 초기 기독교의 신학자들이 동], 긍정 텍스트 확률 : 86.56%"
"[서 양대 진영으로 갈라져 피어린 사투를 전개하였던 역사가 그것을 증명하고 있으며 현대 기독교가 수많은 분파로 갈라져 하나님의 섭리보다는 자신이 소속된 교파의 입장에 더욱전념하고 있는 현실이 그것을 증명하고 있다.굴림.인식론認識論굴림플라톤의 사상 체계는 이데아를 통한 무지로부터의 탈피 방법을 체계화 하여 정립한 것으로서 즉], 긍정 텍스트 확률 : 86.54%"
"[ 느끼고], 긍정 텍스트 확률 : 59.64%"
"[깨우침론이다. 플라톤은 자신의 인식론을동굴의 비유분할된 선線의비유형상론이데아론등등을 통하여 정립했다. 플라톤은동굴의 비유에서 인간은 보는 것 안에서만 인지하게 된다는원리를 제시하면서 이데아가 인간의 보는 범위를 확장시켜줌으로서 인간의 인식범위가 넓어지게 된다는 원리를 정립시켰고분할된 선의비유를 통해서는 인간이상상신념사고작용완전한 지혜의 단계를 거쳐서최고의인식차원에 이르게 된다는 것을 주장했으며형상론에서는 인간은 우주적 실유세계인 영적세계이데아의 조명을 통하여진정한 실유의 세계를 인식할 수 있다고 강조했다. 플라톤의 인식론은 본인이 진실로 그렇게 생각했는지에 관계없이 자연스럽게 쏘피스트들의지知적 능력을 일반인들의 그것에 비하여 매우 고등한 것으로 생각하게 만들어 버렸다. 초기 기독교시대에 영지주의자들이 자신들의존재를 스스로 고등한 지적존재들로 구분했던 것도 사실은 플라톤의 인식론에서 유래된 것이었다.굴림.영혼론靈魂論굴림플라톤의 영혼에 대한 개념은육체묘표설肉體墓標說이다. 플라톤은 영혼이 원래 천상에 선재해 있으면서 참 실재의관조觀照를 즐겼으나 사악한 생각으로 인하여 지상으로 전락轉落되어졌고 땅육체속에 매몰되어 생물이되었다고 주장했다.굴림초기 기독교시대], 긍정 텍스트 확률 : 99.68%"
"[알렉산드리아학파의 거장이었던 오리겐이 영혼선재설을 주장한 것은 플라톤의 영혼선재설에 영향 받은것이다.굴림한편 플라톤은 영혼을 이성理性기개氣槪욕망慾望등등의가지 차원으로 구분했다. 그는 모든 인간이 분유分有하고 있는 내적 혼란과 갈등에 대한 공통의 경험을 근거로 하여 영혼의 분법을추출했다. 인간에게는 첫째 목적이나 가치에 대한 인식으로부터 비롯되어지는 이성적 행위가 있으며], 긍정 텍스트 확률 : 97.14%"
"[셋째 현상적 사물세계와 관련된 욕망이 있다는 것을 전제로 하여 영혼을 개의 상이相異한 영역으로 구분한 것이다. 이러한플라톤의 영혼 개념을 요약하면 다음과 같다.굴림플라톤의 영혼론굴림인간의 육신은 육신 그 자체로는 생명이 없다. 따라서 인간의 사고思考나 행동은 육신의 삶의 근거인 영혼에 의해서 비롯된다.인간의 영혼은 이성理性 기개氣槪 욕망慾望등등의 가지차원으로 구분되어지는데 이것은 인간의 내적 갈등이 이성], 긍정 텍스트 확률 : 99.39%"
"[욕망 등등의 세가지 행동 양상으로 표출된다는 사실에서 증명된다. 한편 인간영혼의이성적 부분은 기개의 부분과 욕망의 부분을 지배할 권리를 갖는다. 반면에 이성은 행동을 위해 하나의 목적을 제시할 수 있지만 그 행동은 감각적욕망에 의하여 전도轉道될 수 있다. 따라서 기개의 힘은 이들], 긍정 텍스트 확률 : 92.85%"
"[부분들에 대해 동일한 관계 하에 있게 된다.왜냐하면 기개와 욕망의 힘들 역시 인간의 삶 그 자체에 필수불가결한 것이기 때문이다. 이성은 기개와 욕망과 함께 그것들 위에 작용하며 기개와욕망 역시 같은 차원에서 이성을 움직이도록 영향력을 행사한다. 그러나 이성], 긍정 텍스트 확률 : 98.34%"
"[욕망 등등은 이성의 상태에 의해 어떤 결론에 도달한다. 즉목적지향적인 기능에 의한 결정을 하는 것이다. 이러한 문제는 인간의 삶 속에 항상 평행적으로 등장하는 쾌락에 대해서는 다른 결과로 나타날 수있다. 왜냐하면 쾌락은 인간의 삶의 필수적인 요소이고 인간의 감정은 쾌락이라는 목적을 끊임없이 추구하며 쾌락을 제공하는 사물들을 향해 충동적으로움직이므로 실제적인 쾌락을 제공하는 대상들과 단지 쾌락을 제공하는 것처럼 보이는 대상들 사이를 구분하기는 매우 어려운 일이기 때문이다.굴림이때에 있어서 영혼의 이성적인 부분의 고유한 기능이 참된 목적을 구하는 것이며 따라서 이성이 사물들의 본성에 맞추어 삶의 참 목적으로기개와 욕망을 인도한다고 할 수는 없다. 그러나 그럼에도 불구하고 이성은 기개와 욕망의 무질서를 잠재우고 인간의 삶을 차원 높은 수준으로 옮겨놓는다. 그리고 이러한 결과들은 자신의무지를 이데아를 통하여 필로쏘피아적최고의 지식경지로 상승시켜 놓았을 때에비로소 이루어지게 된다.굴림플라톤의 이러한 사상들은 훗날 철학자들에 의하여 다양한 사상들로 변형되었는데 그중에 대표적인 것이 영지주의자들의절대적지식론과 이성론자들의절대적 이성론이다. 영지주의자들은 플라톤의최고의 지식론을 근거로자신들의그노시스니즘을 성립하였고 이성론자들은 플라톤의 이데아를 통한 필로쏘피아적 이성론에서 이데아의 역할을 배제한 필로쏘피아적이성론을 성립하였다.굴림아리스토텔레스.굴림①아리스토텔레스의 생애.굴림아리스토텔레스는..년], 긍정 텍스트 확률 : 85.06%"
"[트라키아의 북동쪽 해변에 위치한 스타게이라는 작은 도시에서 출생했다. 그의 부친은 마케도니아왕국의 전의典醫였다. 당시의 마케도니아 의사들은 아들들에게 해부학解剖學을 전수하는 것이 전통적 관습이었기 때문에아리스토텔레스도 부친에게 해부학을 전수 받았다. 아리스토텔레스의 생물학과], 긍정 텍스트 확률 : 86.00%"
"[그리고 참으로 아름답게후대에 전해졌다. 반면에 플라톤은 아리스토텔레스가 제자였음에도 불구하고 그에게서 배워야 할 것이 있을 때에는 주저 없이 배웠다. 그들의 관계는학문적 차원에서는 피차가 스승이 되고 또한 제자가 되는 형이상학적 관계였다.굴림아리스토텔레스는 플라톤의 생전에는 결코 아카데미아를 떠나지 않았으며 평생 동안 플라톤의 사상을 비판하지도 않았다. 그가 아카데미아를 떠난것은 플라톤이 사망하고 플라톤의 조카인 시퓨시포스가 아카데미아를 경영할 때였다. 아리스토텔레스는 시퓨시포스의 경영 정책이 너무나 과도하였기때문에 아카데미아를 떠났다. 아리스토텔레스는 아카데미아를 떠난 후..년경에 과거], 긍정 텍스트 확률 : 71.41%"
"[아카데미아의 학생이었던아소스의 군주 헤르메이아스왕의 초청을 받아 아소스로 갔다. 아소스는 트로이 근처에 있는 작은 왕국이었지만헤르메이아스국왕은 철인다운 군주였고 아소스 국민들은 평화와 번영을 함께 누렸다. 헤르메이아스국왕은 궁정 안에 유명한 학자들을 초청하여 그들이학문연구에 전념할 수 있도록 후원했다. 아리스토텔레스는 아소스의 궁정에서 많은 학자들과 교류하는 가운데 년간 저술 활동과 후진양성에 심혈을기울였다. 그는.년에 아소스에 인접해 있는 레스보스섬으로 건너가 그곳에 정착하면서 해양생물을 비롯한 생물학 연구에전념했고..년에 마케도니아의 필립대왕에게 초청되어 알렉산더의 스승이 되었다. 필립대왕이 아리스토텔레스를 알렉산더의스승으로 초청한 것은 아리스토텔레스가그리스도시국가의 통일론을 주장하였기 때문이다. 당시의 필립대왕은 마케도니아 및 그리스의 통일을위한 열망을 가지고 있었고 그 위업을 자신의 후계자인 알렉산더에게 계승시키기 위하여그리스도시국가의 통일론주장자인 아리스토텔레스를알렉산더의 정치적 스승으로 초청했던 것이다. 아리스토텔레스는 필립대왕이 사망하고 알렉산더가 부친의 왕위를 계승하자 고향으로 잠시돌아갔다가..년에 다시 아테네로 갔다. 아리스토텔레스는 이때에 마케도니아의 유력한 정치가였던 안티파트로스의 후원을 받아리케이온학원을 설립했다. 리케이온 학원은 쏘크라테스가 사색을 즐겼던 아테네 근교의 아폴로 신전주변에 있는 리케이온숲에 세워졌기 때문에 그 지명地名을 따라 리케이온학원이라고 명칭 되었으며 오늘날 프랑스의 고등학교이름인 리세의 기원이 되었다. 이 학원은 페리파토스라고도 명칭 되었는데 페리파토스는 원래고대의 철학자들이 숲 속이나 동산을 산책하면서 강의를 주고받았던 관습에서 유래된 회랑廻廊이라는의미를 가진 단어이다. 페리파토스는 일반적으로 학교의 건물과 학원 전체를 의미하는 말이었으나 아리스토텔레스가 세운 리케이온학원의 명칭으로 사용된후에는 리케이온학원의 명칭으로만 사용되었다. 아리스토텔레스는 페리파토스라는 학원의 명칭과 전통에 걸맞게 학원주변 숲 속의 산책로를 한가롭게거닐면서 제자들과 토론하고 그들을 가르쳤다. 때문에 아리스토텔레스학파는소요학파逍遙學派라고도 불리었다.아리스토텔레스는 이 학원에서 년간 원장으로 재직하면서 논리학], 긍정 텍스트 확률 : 65.27%"
"[그리스의 통일국가론을 강력하게 주장했기 때문에 알렉산더 사망 후마케도니아제국을 분할하여 지배하려던 군주들로부터 적대를 받았던 것이다. 이때에 아리스토텔레스는 쏘크라테스와 마찬가지로불경죄로기소되었는데 그는 쏘크라테스의 전철을 밟지 않았다. 전해지는바에 의하면 이때에 아리스토텔레스는아테네시민들이 철학에 대하여 또 한번 죄를저지르지 않게 하기 위하여...라고 말하면서 리케이온을 떠나 칼커스로 피신했다고한다. 그는칼커스에서..년에 오랜지병이었던 위장병으로 사망했다.굴림②아리스토텔레스의 사상.굴림아리스토텔레스의 사상체계는 플라톤의 사상체계로부터 영향 받았다고 해도 과언이 아닐 것이다. 그러나 아리스토텔레스의 사상체계는 플라톤의사상체계와는 전혀 다르다. 플라톤과 아리스토텔레스의 학문적 차이는 누가 더욱 신중하게 해석하고 정립했는가? 하는 것이겠지만 어떤 면에서 있어서는아리스토텔레스의 사상 체계가 플라톤의 사상체계 보다 오히려 앞서있는 경우도 있다. 아리스토텔레스는 수학분야에 있어서는 플라톤 보다 적은 관심을보였던 반면에 과학이나 생물학 분야에 있어서는 오히려 진보적인 열성을 보였다. 따라서 그들의 후예들은 플라톤이 간과하였거나 실패하였던 부분], 긍정 텍스트 확률 : 67.41%"
"[ 또는 플라톤에게서 발견할 수 없었던 것들을 아리스토텔레스를 통하여 전수받았다. 아리스토텔레스는 논리학], 긍정 텍스트 확률 : 53.47%"
"[지식에 국한되는 것이 아니라 보편적이면서 또한 전체적인 지식을 요구한다. 형이상학은 특수과학에 대한 지식의 총화나 또는 특수과학의지식을 성립시키는 주관적인 근거인식론적 근거에 대한 지식을 말하는 것이 아니다. 형이상학은 모든 존재자들에게 근거를 부여하는궁극적 실재근거實在根據에 대한 지식을 말하는 것이다. 따라서 형이상학은 현존하는 모든 일반적 영역세계들은 물론이요 심지어는인간들의 개념 속에 존재하는 가상적인 특수 영역들까지도 초월하는 지식이다. 아리스토텔레스는 현존하는 것들에게 존재성을 부여하는 궁극적 실존재를제의 원리라고 명칭 했고 그제의 원리를 연구하는 학문 분야를제철학라고 명칭 하여 그 학문체계의 최고위에 좌정시켰다.굴림한편], 긍정 텍스트 확률 : 93.52%"
"[또한 모든 행동과 추구는 선善을 지향한다.이러한 아리스토텔레스의 주장에 대하여 많은 이들이 다음과 같이질문했다.인간의 행동이 지향하는 선이란 과연 무엇인가?이러한 질문에 대하여 플라톤은 다음과 같이 대답했다.인간이란 선의이데아에 대한 지식을 지향하는 존재이다. 플라톤에게 있어서 선의 최고원리는 경험적 세계나 개인적 삶과는 구별되는 것이었고 정신이가시계可視界로부터 가지계可知界로 상승할 때에 비로소 도달되는 경지였다. 반면에 아리스토텔레스에 있어서 선의 최고원리는 모든 개인들에게 그 뿌리를 두고 있었다. 아리스토텔레스는 인간의 본성을 탐구함으로서 선의 최고원리를 발견할 수 있으며 일상생활의 현실적인행동들을 통하여 선의 최고원리를 획득할 수 있다고 믿었다. 따라서 그가 말하는 선의 최고원리는 인간들의 본성에 내재된 것으로서의 도덕적 최고의선을 말하는 것이었다.굴림성경이 가르쳐준 기독교의 윤리적], 긍정 텍스트 확률 : 100.00%"
"[도덕적], 긍정 텍스트 확률 : 51.25%"
"[도덕적], 긍정 텍스트 확률 : 51.25%"
"[신앙적 삶의 주제는 성경이 가르쳐 준 것에 절대미치지 못하는 것으로서 일반사회적인 것 아니면 류 종교적인 것이었다. 초기기독교가 그랬던 것처럼 지금도 기독교의 도덕과 윤리는 하나님의 섭리적차원에 입각한], 긍정 텍스트 확률 : 60.87%"
"[그리하여 하나님의 영광과 기뻐하심이 전제되어 있는 도덕과 윤리가 아니라 다만 구원에 연관된 선한 행동적 차원의 도덕과 윤리에불과하며 나아가서는 인본주의 사회적], 긍정 텍스트 확률 : 64.94%"
"[의학 등등의 분야에 오직 유일하면서도 최고의 권위를 자랑하였다. 그들의사상은 사실은 진리의 본질에서 멀리 벗어난 것이었고 매우 조잡스러운 것이었지만 당시로서는 무소불위적 권위로 군림하였다. 정치], 긍정 텍스트 확률 : 92.27%"
"[예술등등으로 자처하면서 종교의 각종 영역들을 섭렵하고 호령하였다. 소피스트들은 자신들을 최고의 지적존재로 자부했고 일반인들이 알아들을 수 없는 각종학문적 용어들을 남발하면서 오만방자했다. 이러한 상황 하에서 기독교 복음이 전파되자 그들과 기독교 사이에 여러 분야에서 충돌이 일어났다.헬라문화의 배경에는 두 가지 중요한 요소가 있었다. 하나는 올림푸스산을 중심으로 한 그리스신화였다. 헬라문화는 그리스의 수많은 신들과 우호적협력 관계를 유지하면서 형성되고 발전했다. 다른 또 하나는 헬라철학이다. 헬라문화는 헬라철학에 의하여 형성된 우주론], 긍정 텍스트 확률 : 76.92%"
"[학문적], 긍정 텍스트 확률 : 51.25%"
"[예술적], 긍정 텍스트 확률 : 69.90%"
"[역사적 상황 속에등장한 기독교신학은 철학의 모든 자존심들을 순식간에], 긍정 텍스트 확률 : 94.46%"
"[그리고 여지없이 무너뜨렸다. 철학은 지금까지 꿈에서조차도 생각해 보지 못했던 기독교신학의위대한 진리들 앞에 속수무책으로 무너졌다. 특히 그들에게 있어서 가장 이해할 수 없었던 것은 인간을 향하신 하나님의 사랑과 용서였다. 지금까지철학이 알고 주장해 왔던 신들의 사랑은 기독교 하나님의 사랑 앞에 그 명함조차 내 놓을 수 없을 정도로 허약하고 빈약했다. 신이 인간을 용서하고구하기 위해 스스로 자신을 죽음으로 몰아넣는다는 기독교 하나님의 사랑은 철학의 개념으로는 도저히 용납될 수 없는 것이었으며 사망의 권세를 신적죽음으로 무시하고 부활하여 제압한다는 것도 철학사상으로는 도저히 논증 자체가 성립될 수 없는 것이었다. 그러나 기독교인들은 그것이 하나의 신화적전설이 아니라 실제로 일어난 사건이라고 주장했고 그 실제적 사건의 후속역사가 지금 현재 자신들의 눈앞에서 진행되고 있다고 주장하면서 철학자들의논리적인 저항들을 오히려 무시하고 거부했다. 때문에 철학자들은 지금까지의 역사적], 긍정 텍스트 확률 : 98.90%"
"[또는 사기와 거짓으로 조작된 종교라고비난했다. 한편 이렇듯 철학이 기독교사상에 도전장을 내고 달려들었을 때 아직 기독교 진리의 위대함을 알지 못했던 기독교신자들은 지금까지 자신들을지배해왔던 철학의 매력으로부터 벗어나지 못하고 오히려 기독교를 철학으로 이해하였다. 즉 기독교의 하나님을 올림프스산의제우스나판테온신전의 유피테르쥬피터와 같은 차원에서 이해하였던 것이다. 그리고 그들은 예수그리스도에 의한하나님의 구원을 아테네의 파르테논의 신들에 의한 구원으로 이해하였다. 당시에 많은 기독교인들이 철학자들의 사상을기독교에 유입했던 것은 당시의 시대적], 긍정 텍스트 확률 : 92.39%"
"[역사적], 긍정 텍스트 확률 : 63.41%"
"[문화와 정서 때문이었다. 당시의 문화는 전적으로 헬라적이었으며 따라서 헬라어를 모르는 자들과헬라문화를 이해하지 못하는 자들은야만인으로 취급되었다. 그러나 유대인들 중 일부는 자신들의 독특한 히브리문화에 헬라문화가 이식되는것을 절대 반대했는데 그것은 헬라문화의 침투로 인하여 자신들의 야훼하나님에 대한 신앙이 변질된 것을 이미 경험했기 때문이었다. 따라서 디아스포라유대인들 중에 동방의 디아스포라 유대인들은 헬라어를 배워 사용하지 않고 아람어를 배워 사용했다. 이러한 상황은 로마제국 일대에 점점 분포되어져가는 기독교인들에게도 그대로 계속되었다. 기독교인들 역시 오직 하나님만을 섬기기 위하여 헬라문화와 헬라식 종교관을 아울러 거부했다. 그러나유대인들과 기독교인들의 종교사수를 위한 헬라문화 배격을 이해하지 못하는 사람들은 그들을 야만인으로 취급했고 이에 자극받은 일부기독교인들은야만인취급을 당하지 않으려고 스스로 헬라화 되었으며 일부교회들도 헬라적 기독교화를 선호했다. 따라서 기독교와헬라철학과의 충돌은 당시의 상황으로는 거의 필연적이었다.굴림철학이 계시된 로고스라는 주장에 의한 충돌.굴림기독교가 로마제국 전역을 향하여 줄달음치기 시작했을 때 철학자들 사이에 괴이한 변화가 일어났다. 지금까지 철학자들의 공통된 개념은 철학만이오직 유일한 진리이며 그 외의 사상들은 철학과 비교조차 될 수 없는 저급한 것으로 무시되어 왔었다. 그런데 놀랍게도 기독교 신학자들이 철학을인간적 사상이라고 거부하는가 하면 심지어는 무모하고 저급한 비진리적 사상이라고 무시하더니 드디어는 철학이란 야만스럽고 저질스러운 류적 사상이며인류역사에 해악을 끼치는 간악한 마귀의 사상이라고까지 선포하고 나섰다. 철학자들은 이러한 기독교 신학자들의 공격에 크게 분노하여 기독교신학자들과 과감히 맞서서 철학의 위대함을 증명하였으나 번번이 실패하고 참패당했다. 지금까지 주장했던 철학의 위대함은 기독교신학의진수眞秀 앞에 언제나 허약하고 초라한 것으로 들어났고 심지어는 허구적이며 무모하고 억지적인 것으로까지 증명되었다. 이제쏘크라테스], 긍정 텍스트 확률 : 72.51%"
"[아리스토텔레스 등등의 영원한 진리자들은 더 이상 존경되지 않았고 오히려 시대적 오류를 범한 속물들로 간주되었으며 그들과그들의 사상은 역사의 뒤안길로 영원히 사라져갈 운명이 되었다. 이러한 위기적 상황을 감지한 철학자들특히 쏘크라테스], 긍정 텍스트 확률 : 91.94%"
"[ 아리스토텔레스의 숭배자들은 어떤 자구책을 강구하지 않으면 않 되었다. 그들은 어떻게 해서든지 철학의 위대성을 증명하려는 노력에 최선을다했다. 그들은 이제 시대와 역사적 상황이 자신들의 손을 들어줄 수 없다는 사실을 직시直視했다. 그들은 이제 철학은 기독교 앞에더 이상 독립적으로 군림할 수 없게 되었으며 오히려 기독교신학과 타협하고 조화를 이루지 않는 한 완전히 퇴출될 수밖에 없다는 사실을 깨달았던것이다. 그리하여 나름대로의 자구책을 만들어 내었는데 그것은 참으로 괴이한 것이었다. 그들은 철학을 기독교에 적절하게 접목시켰다. 그들은쏘크라테스와 플라톤의 신적개념을 기독교적인 것으로 재조명했다. 그들은 과거에 무시하고 홀대했던 기독교 앞에 조용히 무릎을 꿇었다. 그들은 이제철학이 인류역사의 영원하고 유일한 최고의 진리이고 따라서 기독교의 신학도 철학 앞에 무릎꿇어야하며 철학을 통하여 기독교신학이 세워져야 한다는과거의 오만방자한 자세를 완전히 낮추어서 오히려 기독교 앞에 철학을 무릎꿇리는 완전한 항복을 한 것이다. 그리하여 이제는 철학이 기독교를 위하여예비된 하나님의 섭리적 은혜라는 논리를 들고 나왔다. 그들은 쏘크라테스와 플라톤이 말한 절대적 지고의 신이란 곧 기독교의 하나님을 예표 한것이라고 주장했다.굴림이러한 괴이한 주장은 사실은 알렉산드리아의 필로에 의해서 이미 주장되어졌던 사상이 되살아난 것이었다. 필로는예수그리스도와 동시대의 인물로서 헬라철학사상과 히브리율법사상을 동일한 것이라고 주장했다. 그는 히브리의 율법선지자들이 헬라의 철학자들 보다우선하여 존재했으며 따라서 헬라의 철학자들이 히브리 율법선지자들의 영향을 받았다고 주장했다. 필로의 주장에 의하면 헬라철학사상에는 히브리율법사상이 전반적으로 나타난다. 그는 헬라 철학사상과 히브리 율법사상은 궁극적으로는 동일하며 다만 표현방법에 차이가 있을 뿐이라고 주장한다.그는 히브리 율법은 상징적으로 모든 것을 표현한 반면에 헬라철학은 풍유적으로 모든 것을 표현했다고 주장하면서 따라서 성경을 풍유적으로 해석하면둘 사이의 일치점을 발견할 수 있다고 주장했다. 이러한 필로의 주장은 교만한 철학자들에 의해서 사정없이 매도되고 거부되었으나 이제는 오히려 그의주장이 진리로 받아들여 졌다. 특히 필로의 주장은 동방교부들에게로 전이되었고 동방교부들의 알레고리적 성경 해석사상으로 나타났다.굴림한편 필로의 주장이 되살아나 철학자들의 자구책으로 변질되어 기독교에 유입되면서 더욱 괴이한 사변적 사상들이 발생되었다. 아직도 철학의매력을 완전히 버리지 못한 신학자들 즉 철학적 기독교신학자들은 철학과 기독교를 묘하게 접목시켰다. 그들은 철학은 하나님께서 헬라인들에게 주신은혜의 선물로서 기독교 신학의 원리이며 근원이라고 주장했다. 그들은 율법과 철학을 하나님께서 그리스도를 이해할 수 있게 하기 위하여 미리계시한계시적로고스라는 신학적 논리로 연합시켰다. 이러한 로고스 교리는 유스티누스], 긍정 텍스트 확률 : 100.00%"
"[오리겐 등등에 의하여 수립되고발전되었다. 그들은 구약시대에 하나님과 인간 사이에 직접적인 교제가 이루어지지 않았고 제사장이라는 매개체를 통하여 하나님과 인간 사이에 교제가이루어졌었음을 근거로 하여 로고스교리를 추론해 내었다. 그들은 지고한 절대적 존재인 하나님은 상대적으로 부족한 인간들과의 직접적인 관계를 할 수없다는 가정 하에서 하나님과 인간 사이를 연결하는 매개체로 로고스 교리를 세웠다. 그들은 성경에서하나님이 모세를 비롯한 선지자들에게 말씀하시거나또는 직접적인 현현顯現을 하셔야 했을 때 로고스를 통하여 하셨다고 주장했다. 그들은 철학과 율법과 예수그리스도는 모두다절대적 지고이신 성부하나님의 신적 로고스이며 철학과 율법은계시적 로고스이고 예수그리스도는실제적로고스라는 괴이한 논리를 수립했다. 즉 하나님께서는 그리스도를 이해할 수 있게 하기 위하여 유대인들에게는 율법을 로고스로 주셨고헬라인들에게는 철학을 로고스로 주셨다는 것이다. 따라서 철학적 기독교신학자들은 율법은 유대인들의 몽학선생이고 철학은 헬라인들의 몽학선생이라고했다. 하나님께서는 율법을 통하여 유대인들과 계약을 맺으셨고 철학을 통하여 헬라인들과 계약을 맺으셨다는 것이다. 그리하여 유대인들은 율법을통하여 그리스도 안에 계신 하나님의 섭리를 보고], 긍정 텍스트 확률 : 99.97%"
"[깨닫게 되는 것이며 헬라인들은 철학을 통하여 그리스도 안에 계신 하나님의 섭리를 보고], 긍정 텍스트 확률 : 65.89%"
"[깨닫게 된다는 것이다. 그들은 유대인들이 이러한 원리를 깨닫지 못하였기 때문에 율법을 고수하면서기독교를 배척하는 어리석음을 범하였음으로하나님께 버림받았다고 주장했고 따라서 헬라인들은 유대인들과 같은 실패를 하지 않아야 한다고 주장했다. 그들은 성경이 하나님의 마지막 계시이며완전한 계시라고 믿었고 하나님께서는 오직 성경을 통하여 말씀하시기 때문에 성경이제원리라고 선포했다. 그리고 기독교는 성경 안에계시된 하나님의 말씀을 보고], 긍정 텍스트 확률 : 80.70%"
"[이해하며 그 방법은 오직 철학을 통하여 보고], 긍정 텍스트 확률 : 61.38%"
