"[블로그에.?힙분유힙분유 에 대한 글을 몇 가지 올렸었어요. 우선 는 센서티브를 먹이다가 힙분유로 갈아탔거든요.], 긍정 텍스트 확률 : 80.04%"
"[우리 서윤이가 처음 맛본 분유는 일동 트루맘 뉴클래스였다.산후조리원에서 트루맘 뉴클래스를 아기들에게 먹였기 때문에 선택의 여지가 없었다. ], 긍정 텍스트 확률 : 63.00%"
"[ 산양분유를 거부 없이 잘 받아먹는 서윤이를 보고짜리 통을 만원에 구입했다.선물로 받은짜리 분유를 절반도 먹기 전에 문제가 생겼다.. 잦은 횟수의 묽은 변설사 . 잦은 게워냄 . 분유 냄새가 조금 부담스러움 ], 긍정 텍스트 확률 : 70.08%"
"[ 묽은 변과 설사가 사실 산양분유 때문인지 알 수 없었지만 이게 원인일지도 모른다는 생각이 드는 순간 산양분유를 먹일 수가 없었다.그래서 다음으로 선택한 분유가 조리원에서 먹었던 트루맘 뉴클래스 퀸이다.조리원에서도 먹었던 분유라 괜찮을 것이라고 생각하고 마트에서 한 통을 구매했다.며칠 먹이다 보니 또 걱정거리가 생겼다.. 여전히 잦은 횟수의 녹색어두운색 묽은 변. 잦은방귀와 분유를 먹으면서 변을 보거나 배에 소리가 계속 남 ], 긍정 텍스트 확률 : 99.99%"
"[ 그래서 또 다른 분유를 찾아 열심히 검색을 했었다.이 모든 게 생후 일 전에 생긴 일이다.지금 돌이켜보면 혼유로 인한 묽은 변], 긍정 텍스트 확률 : 95.35%"
"[신생아의 미숙한 소화기관으로 인한 게워냄 등 그 시기의 아기에게 생기는 문제였을지도 모른다는 생각이 든다.하지만 그 당시에는 분유를 바꿔야 한다고 믿었고 국산분유보다 외국산분유를 먹이기로 결심했다. ], 긍정 텍스트 확률 : 80.95%"
"[ 외국산분유를 선택하게 된 이유는 분유 타는 법이 더 간단했기 때문이다.국산분유는도 물에 분유를 타서아기가 먹기 좋은 온도 도로 식혀서 먹이라고 되어있다.외국산분유는도 물에 타서아기가 먹기 좋은 온도 도로 식혀서 먹이라고 되어있다.이렇게 차이가 나는 이유? 아기들에게 뇌수막염이나 장염을 일으킬 수 있는사카자키균 이 도 이상의 물에 사멸되기 때문에 국산분유에 사카자키균 불검출을 위해 도 이상의 물에 분유를 타도록 설명외국산분유는 도 조제해도 괜찮은가?괜찮다고 한다.저온멸균방식으로 멸균을 거치고 시중에 판매되고 있다.높은 온도의 물에 타면 유산균이 파괴되기 때문에 도 물로 분유를 타도록 설명외국산분유를 먹이더라도 사카자키균 감염 예방을 위해 손 씻기는 물론 아기가 먹다 남은 분 이상 지난 분유는 아기에게 먹이지 않도록 해야 한다인터넷에는 국산 분유도 도에 타서 잘 먹였고 건강하게 자랐다는 후기들도 있었지만누가 프로 안전하다고 말할 수 있겠는가...성분이나 영양소는 크게 차이 없다고 생각했고 단지 도 물에 분유를 타고 식힌 물을 넣어 온도를 맞추는 방법이 번거로워 외국산 분유를 선택하게 되었다.독일 분유들 중에 고민을 했고 아래 표를 참조해서 유기농인 분유 중 힙콤비오틱을 선택했다.뢰베짠이 가장 좋아 보이긴 했지만 독일에서 더 대중적이고 오래된 힙 분유가 마음에 들었다. ], 긍정 텍스트 확률 : 52.27%"
"[ 해외 직구를 통해서 분유를 구매하기 전 힙 분유가 서윤이에게 잘 맞는지 확인하고 싶어 이마트에서 구매 가능한 힙콤비오틱 단계를 한통 사서 먹였다. ], 긍정 텍스트 확률 : 60.73%"
"[ 원독일 힙 콤비오틱팩], 긍정 텍스트 확률 : 52.23%"
"[ 원유로맘스 직구기준], 긍정 텍스트 확률 : 52.23%"
"[ 원배송비 ], 긍정 텍스트 확률 : 52.23%"
"[ 이마트 힙은 한국 식약처 고시 식품공전상의 조제 유류 규격에 맞추어 만들어져 한국 영유아들에게 더욱 적합하게 만들었다고 하고 독일 내수용 힙과 성분 차이가 있다고 한다.성분차이를 파고들자니 너무 머리가 아파 그냥 가격이 저렴한 해외 직구를 했다. 어련히 알아서 잘 만들었겠지..힙 콤비오틱은 프레단계가 개월 아기에게 먹이는 분유인데 프레와 단계 차이는 전분의 유무이다.우리는 서윤이의 소화를 위해 프레로 선택을 했다. ], 긍정 텍스트 확률 : 95.71%"
"[ 외국산분유와 국산분유는 분유 스푼 크기가 다르고 조제 방식도 조금 다르기 때문에 설명서대로 하는 것이 좋다. ], 긍정 텍스트 확률 : 95.89%"
"[ 이렇게 우리는 힙 콤비오틱에 정착하게 되었다.잘 먹어줘서 고마워 ], 긍정 텍스트 확률 : 55.53%"
"[ 우리롱롱이는 아주 잘 먹는 분유 한번에 정착했어요구입처.?리베맘리베맘.. ], 긍정 텍스트 확률 : 51.79%"
"[ .개봉해보니 파손된곳없이 잘도착했어요♡ ], 긍정 텍스트 확률 : 77.79%"
"[ .유통기한도 표시되어있고요 ], 긍정 텍스트 확률 : 58.28%"
"[ .우리아기 식량창고네요.아직 먹을게 쌓여있으니 왠지 뿌듯하고 든든해요ㅎㅎ.아직은 프레먹이고있어서 조만간 단계먹이고.또 주문해야겠네요.여유있게 주문해야 맘이 놓여서요ㅎ.리베맘에서 주문하면.이벤트할인 되어서 저렴하게 살수있을것같아요 ], 긍정 텍스트 확률 : 99.99%"
"[ 네이버스토어도 있으니 카드결제나 현금영수증 필요하신분들은 스토어에서 주문하시면 될것같아요... .?리베맘리베맘.?압타밀압타밀.?힙분유힙분유.?빠른직구빠른직구.?독일직구독일직구 .?힙프레힙프레], 긍정 텍스트 확률 : 76.86%"
"[ 고민끝에 선택한 거는.?퓨어락퓨어락.?퓨어락로얄플러스퓨어락로얄플러스 에요. 전에 먹여보았을 때배고파 했던 거 빼고 괜찮았던 거 같은 기억이 남아서요.성분표보니.?후디스산양분유후디스산양분유 랑 유당성분이 비슷하더라구요. 그래서 별 차이 없을 듯 하여 다시 초이스이번에 업그레이드 까지 되었다니 선택 안 할이유는 없었으니깐요.드뎌.?퓨어락로열플러스단계퓨어락로열플러스단계 가 배달 왔네요.업그레이드 되고나서 가격은 비싸졌어요. 후덜덜 ], 긍정 텍스트 확률 : 97.71%"
"[.?퓨어락단계퓨어락단계 업그레이드는 아기의 성장에 꼭 필요한 칼슘 및 지방흡수를 돕는.? 가 함유되고 세균과 바이러스를 막는.?락토페린락토페린 이 추가 되었데요.그리고 눈의 망막 중심에 있는 황반을 구성하는 주요성분 루테인 함유 유산균 배 더 업그레이드 까지 가격이 비싸질만 하네요.그래도 후디스산양분유 보다는 낮은 가격이지만요.퓨어락이랑 후디스 산양분유랑입자크기를 비교 해봤어요.후디스산양분유가 더 곱네요. ], 긍정 텍스트 확률 : 95.11%"
"[ 퓨어락으로 바꾸고 총평은요.울 도담군을 분유가 바뀌어도 항상 잘 먹어서 분유 거부는 없어요. 물을 총량에 맞추고스푼이라 타기는 편해요. 똥도 물론 잘 나오고 소화도 잘되요. 여기까지는 만족스러워요.하지만...?퓨어락잘안녹음퓨어락잘안녹음새 분유통을 열었을 때 숟가락찾기 힘듦.. ], 긍정 텍스트 확률 : 99.25%"
"[ 입자크기 때문에 그런지 산양분유보다 잘 안 녹네요그래서 결국 후디스산양분유를 놓지못해 퓨어락과 같이 먹이고 있네요.], 긍정 텍스트 확률 : 55.48%"
"[.힙 콤비오틱 유기농 .수입분유 힙 이에요.원재료명에 보시면 유기농유당 유기농올리고당 유기농탈지분유 등 유기농 으로 만들어졌어요🧡.원산지는 독일 이에요..힙을 직구해서도 많이 먹이시는것 같은데...직구는 단점이 비닐포장이라 ㅠㅠ.분유통을 따로 사서 매번 씻고 해야되는데...저는 포기... ..어차피 해외제품과 동일한 영양소라서.거기다 독일생산이라], 긍정 텍스트 확률 : 93.21%"
"[ ..우리아기가 개월이 되어가는데], 긍정 텍스트 확률 : 85.50%"
"[.첫수를 원래 많이 먹지않는 아기인데.힙분유는 첨부터원샷 하드라구요.🧡..그리고 물에 잘녹는 편 이에요..노발락 스테이지 이후에], 긍정 텍스트 확률 : 95.21%"
"[안게우고 잘 먹는.힙분유 왕 추천 합니다..구매처☝🏻. .. ], 긍정 텍스트 확률 : 57.99%"
"[ 황금변이 꼭 소화력에 대한 척도는 아니지만], 긍정 텍스트 확률 : 60.12%"
"[ 엄마 마음이 그렇더라내 새끼 응가 색깔은 반짝반짝 빛나길.... ], 긍정 텍스트 확률 : 53.64%"
"[ 많은 후기를 믿고 리베맘에서 우선 주문을 해보았는데. ], 긍정 텍스트 확률 : 78.02%"
"[배송이 워낙 빠르니 무조건 리베맘에서만 주문 해서 먹이고 있는 중. ], 긍정 텍스트 확률 : 93.46%"
"[국내직구 동일한 그람으로 환산 하여 계산 해보면 아래와 같이 가격 차이가 난다.], 긍정 텍스트 확률 : 60.94%"
"[리베맘. ×통 평균 만원당 약 ], 긍정 텍스트 확률 : 64.29%"
"[ 안녕하세요 애개육아중인 워킹맘 지유입니다저희 아기는 태어나서부터지금까지분유를 먹고있어요 그래서 이번에 압타밀이나 퓨어락으로 바꿔볼까 싶어서 바꾸려다가], 긍정 텍스트 확률 : 67.81%"
"[ 알펜비는 항상 꼼꼼하고 튼튼하게 배송이 되서 좋더라구요우체국 택배로 오는데 시간도 생각보다 많이 안걸리더라구요], 긍정 텍스트 확률 : 62.61%"
"[ 튼튼하게 박스포장해서 해외에서 날라온 오스트리아 힙분유 진짜 주변에서 분유 추천해달라고 하면 고민없이 힙분유를 추천드려요 특히나 직구해서 먹이면 가격도 세이브 되고 한국에서는 구할수 없는 분유를 아기한테 먹일수있으니 영양면에서도 좋구요 독일 ], 긍정 텍스트 확률 : 99.14%"
"[ 오스트리아 이렇게 있는데 오스트리아산이 조금 더 좋다는 말로 저도 수급이 어려운점을 알고있음에도 불구하고 꾸준히 알펜비에서 구입하고 있어요한번도 수급이 어려워서 아기한테 분유를 못먹이고 그런적은 없는거같아요 스스로 분유가 통 정도 남았을때 주문해서 대비하거든요ㅋ사실 액상분유도 힙으로 먹이고싶은데 가격넘나 비싼것], 긍정 텍스트 확률 : 68.95%"
"[ 저는 이번에 오스트리아 힙 분유 단계 구입하면서 힙 퓨레도 함께 구입했어요개월 이후부터는 간식으로 조금씩 먹여도 되는 퓨레직접 해서 먹일 자신은 없고 힙에서 나온거 먹여보자 싶어서 주문했거든요 저번에 이마트에서도 본거같은데..그냥 퓨레는 이마트에서 사셔도 될거같아요 ㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 93.11%"
"[ 이렇게 분유를 사면 마음이 든든해요 ㅋㅋ 평일에는 친정집에 아기가 있기때문에 친정에도 분유를 항상 가져다줘야하거든요 그래서 후다닥 주문해서 받았어요 ㅎㅎ단계라 전분이 있는거라 어떨지 모르겠지만 그래도 별탈 없이 잘 먹었으면 하는 바램이에요아무래도 힙 프레는 개월까지 먹여도 되긴하는데 무전분이라 아기가 금방 배고파해요 ㅠㅠ 혹시나 배앓이가 심하거나 변을 잘보지 못하는아이들은 힙프레로 쭈욱 먹이셔도 될거같아요 ], 긍정 텍스트 확률 : 78.26%"
"[ 저는 항상 힙프레닥터 신바이오 베이비이렇게 구입해서 아침에 분유 탈때 유산균을 함께 타서 먹여주거든요그렇게 해서 그런지 태어나서부터 개월 지난 지금 시점까지 하루에 많으면 두번 적으면 한번 정도 황금변을 봐요 아기들 마다 개인차가 있을수있지만 저희 아기는 잘 개워내거나 변비가 있거나 예민한 아기가 아니여서 그런지 분유 처음에 바꿀때도 별 탈도 없었구요 해외분유는 바로 바꿔버려도 된다고해서 바꿨을때도 아무 문제 없었고 제가 모유수유를 한달 반정도 밖에 못해서 완분 아기인데도 무럭무럭 잘크고 있어요], 긍정 텍스트 확률 : 77.22%"
"[ 한박스에 개 들어있는데 정도에요이건 사과랑 배랑 바나나 퓨레인데 달달해서 아기가 잘먹더라구요], 긍정 텍스트 확률 : 68.29%"
"[ 참고로 제가 빨간박스 해놓은 곳이 빨간색으로 표시가 되어있다면 이건 품절이에요 ㅠㅠ 다시 들어올때까지 기다려야한다는점...다행히 힙 프레는 초록색 표시가 되어있네요 일에서 일까지 준비한다음에 배송한다는 뜻인데 우리나라까지 오기까지는 한 일주일에서 이주 사이에 온다고 보시면되요], 긍정 텍스트 확률 : 73.30%"
"[ 지금 현재 가격의 경우에는 박스 했을때], 긍정 텍스트 확률 : 58.11%"
"[ . 원 만원선이라고 보시면 되겠어요배송비까지 포함저번에는 더 비쌌는데 ㅠㅠ 이번에 또 저도 사야겠어요 ㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 97.73%"
"[ 아 그리고 필수는 꼭 해외배송이기때문에 세관번호가 필요해요저 위에 이렇게 되어있는 부분이 세관번호 적는거라 세관번호 받으시고 세관번호 적어주세요], 긍정 텍스트 확률 : 72.66%"
"[ 그 다음에 차례대로 적힌대로 적어주기만 하고 결제 하시면 끄읏 입니다혹시나 뭐가 잘못적히면 그 다음창으로 안넘어가니 꼭 알맞게 기입하시길 바랄게요], 긍정 텍스트 확률 : 77.41%"
"[ ...처음에 힙 분유 개봉했을 때 당황했었지요.국내분유보다는 조금 무심한? 포장ㅋ꙼̈ㅋ̆̎ㅋ̊̈ㅋ̌̈ㅋ̄̈ㅋ̐̈ .근데 자꾸 보니 깔끔하고 간단해서 저는 이게 더 익숙해요..분유를 개봉하면 앙증맞은 스푼도 나오구요.힙분유의 뚜껑은 반투명뚜껑입니다 ..뚜껑은 참 불편한 것 같아요ㅠㅠ̑̈ 고정이 되어 있지 않다보니 급하게 닫을 때는 너무나 안닫히는 뚜껑... .개선되었으면 좋겠어요 ୧ʕ•̀ᴥ•́ʔ୨ ... ], 긍정 텍스트 확률 : 56.78%"
"[ ....힙 분유의 입자는 엄청 작아요.제 느낌상 앱솔루트 센서티브도 입자가 작은 편인데..힙 분유의 입자가 더 작은 것 같아요..물에서 녹는 것도 확실히 차이나구요.. ], 긍정 텍스트 확률 : 58.35%"
"[ ....입자가 고와서 스푼에서도 묻어남이 많이 없어요.그전에 쭌이가 먹었던 분유들은 스푼에 묻어남?이 좀 있어서 자주 씻어주었던 기억이...... ], 긍정 텍스트 확률 : 92.04%"
"[ 요렇게 먹는데 .], 긍정 텍스트 확률 : 63.54%"
"[숟가락도 넣고 나서 젖병을 손바닥으로 서너번만.굴려주면 금방 녹아서 분유 뭉침이 없어요..여태 먹이면서분유 뭉침은 없었네요 ˇ͈ᵕˇ͈ ...분유의 맛은 가루를 살짝 먹어보았을 때 .단맛은 느껴지지 않지만 고소한 맛? 이라고 보시면 되요.비릿한 맛도 전혀 없구요..임신했을 때 입덧때문인지 원래 워낙 가리는 거 없이 잘 먹는 편이었는데 비린걸 정말 못 먹겠더라구요.나만 느끼는 비릿함이 있어서 가족들은 아무도 못 느끼는데 저만 느끼는 그 비릿함 ˃̣̣̣̣̣̣︿˂̣̣̣̣̣̣..그래서 센서티브 먹일 때 그 특유의 비릿함 때문에.분유제조 할 때 힘들었었죠..... ], 긍정 텍스트 확률 : 73.51%"
"[ .이마트 힙 분유의 장점에 대해 정리해보자면], 긍정 텍스트 확률 : 73.69%"
"[ ..̆̈ 입자가 곱다.̆̈ 분유의 특유한 비릿함이 없다.̆̈ 쭌이의 변비를 해결해주었다.̆̈ 쭌이의 게어냄도 어느 정도 개선되었다.̆̈ 배앓이를 하지 않는다.이거는 젖병도 한 몫하는 거 같아요... ], 긍정 텍스트 확률 : 53.85%"
"[토 냄새는 안남...저의 입장에서 요렇게 정리가 되네요..육아에는 정답이 없으니 참고만 해주세요ㅋ꙼̈ㅋ̆̎ㅋ̊̈ㅋ̌̈ㅋ̄̈..아직도 분유정착하지 못한 유목민께 조금의 도움이 되기를. .. ], 긍정 텍스트 확률 : 90.89%"
"[울 순빵이는 태어난지 일 개월이 되었는데요그동안 노발락], 긍정 텍스트 확률 : 55.43%"
"[ 요 압타밀을 먹였는데진짜 만족하고 좋았지만모유 못 먹인 엄마로서더 좋은 거 먹이고 싶은 마음이 들더라구요ㅠㅜ부모의 마음이 이런 건가요 ], 긍정 텍스트 확률 : 99.84%"
"[ 그러다 우연히 요 힙분유를 알게 됐고괜찮은 것 같아서 바로 주문해봤어요 가격은 제 기준에 스알짝 비싸긴 하지만힙 분유를 구입하게 된 이유는 바로까다로운유기농 인증 을 받은 분유이기 때문이에요. .?유기농분유유기농분유 .?힙분유힙분유 .?힙힙 ], 긍정 텍스트 확률 : 66.60%"
"[ 게다가황금변 을 보게 해주고분수토 하는 아이에게 좋다 고 하길래냉큼 냉큼 구입했어요금방금방 자라는 아이 옷이나 물품은주로 중고구입 또는 물려 받기를 하고 있지만 먹는 것만큼은 좋은 걸 먹여야한다고 생각하는 인입니다.], 긍정 텍스트 확률 : 82.59%"
"[ 무튼], 긍정 텍스트 확률 : 51.42%"
"[ .?리베맘리베맘 에서 독일분유.?힙분유힙분유 산 후기 ], 긍정 텍스트 확률 : 76.62%"
"[ 우리 푸름이는 일 아기예요미국에서는 시밀락 센서티브를 먹였었는데한국에 오면서 비슷한 분유를 찾다가 겨우 맞는 분유를 찾게 된게 바로 힙분유예요한국 이마트에서도 힙분유를 판매 했었는데 에 ], 긍정 텍스트 확률 : 57.30%"
"[ 원이였던걸로 기억해요거의 일에 한 통씩 먹는 푸름이였기에 가격면에서 부담이 되서 찾은게오스트리아], 긍정 텍스트 확률 : 87.04%"
"[ 너무 좋았어요힙분유 사랑해요푸름이가 개월이 지나면서 단계로 바꿔야되는데오스트리아 힙분유는 전분밖에 없어서독일 힙분유 단계로 선택독일분유 판매하는 곳을 찾다보니 후기가 제일 많아서 선택한곳이 .?리베맘리베맘 카페예요 .... ], 긍정 텍스트 확률 : 99.93%"
"[ 원이였어요 ], 긍정 텍스트 확률 : 51.14%"
"[ 리베맘 카페는 문의글 남기면 다음날 바로 피드백이 와서신뢰가 갔어요 ], 긍정 텍스트 확률 : 83.81%"
"[ 배송도 구겨진 곳없이 잘 도착했어요분홍 리본이 참 이쁘네요 ㅎㅎ ], 긍정 텍스트 확률 : 97.70%"
"[ 주문한지 일만에 받았어요.?빠른배송빠른배송 도 너무 좋아요다음번에도 또 시킬거예요내 돈 주고 직접 구매한 후기입니닷 ], 긍정 텍스트 확률 : 83.41%"
"[요즘 외국분유 먹이시는 분들 많으신데제일 많이 먹이시는게 힙과 압타밀이더라구요.처음엔 압타밀이 압도적으로 많았는데], 긍정 텍스트 확률 : 60.51%"
"[ 요즘엔 압타밀먹이다가 힙으로 갈아타는 친구들혹은 처음부터 힙으로 가는 친구들도 많더라구요.황금변보고], 긍정 텍스트 확률 : 90.93%"
"[설사 안하고매일 규칙적으로 변보는것 보고 정착하는분들이많아요.또 요즘 무전분분유를 찾으시는 분들도많은데 요 힙도 무전분이구요.입자도 고운편이고], 긍정 텍스트 확률 : 99.18%"
"[ 유기농 모종과 씨앗의 사용], 긍정 텍스트 확률 : 59.70%"
"[ 우리아이 첫 분유로 힙 추천드려요더 자세한 성분등 상품설명 및 구매 바로가기.. ], 긍정 텍스트 확률 : 90.97%"
"[ 파트너스 활동을 통해 일정액의수수료를 제공받을 수 있습니다. ], 긍정 텍스트 확률 : 74.51%"
"[.분유유목민.힙분유 프레와 단계.직접먹인 후기..후....압타밀 프로푸트라 직접먹인 후기. .... ], 긍정 텍스트 확률 : 58.40%"
"[ .....힙분유를 먹인시기는.생후 개월쯤..아이엠마더를 먹이다 녹변현상과 게워냄땜에], 긍정 텍스트 확률 : 56.71%"
"[또 모유를 단유하면서 부터 죄책감에 좋은 성분을 찾다 압타밀 프로푸트라 프레를 먹었었다...근데 정말많이 게워냄.그리고 냄새도 진짜 심함.하루에 옷 몇벗씩 서로 갈아입고.나중엔 아기와 같이 없는데도 불구 코에서 토냄새가 맴도는지경ㅠ..다시 검색에 검색을하다 게워냄과 황금변에 좋다는 힙분유 선택........ ], 긍정 텍스트 확률 : 65.85%"
"[ ..그리고 큰 이상징후없이 소화도 변도 잘보기에 바로 완벽하게 갈아탓다. ], 긍정 텍스트 확률 : 99.29%"
"[ ...뚜껑에 긁으면 분유가 잘 깎인다나름만족.스푼보관할곳이없어 조금 아쉽다........ ], 긍정 텍스트 확률 : 88.81%"
"[전분이있다.], 긍정 텍스트 확률 : 55.90%"
"[잘녹는다.], 긍정 텍스트 확률 : 57.30%"
"[ ..나와 재후가 느낀걸 간단히 적는다면 이정도.. 모든아이가 그런게아니라 재후기준에서 느낀점이에요...우선 분유유목민시절 정말 너무너무 심한 멘붕과 스트레스로 사진따위가 별로 없다...아무튼 힙분유가 게워냄에 좋다기에.이마트용 힙분유를 거쳐 독일 내수용 프레를 먹여봤지만.게워내는건 같았다...아 황금변은 정말 우수했다. 게워냄은 줄어들지않았지만 냄새는 없어서 다행이다 싶었다...근데...그냥 분유만 토하던게 이제는 약간 순두부같은 몽글몽글한 액체를 토해내기 시작했다..그리고 이것뿐이면 다행이게..밤에는 잠을못자고 새벽 시만되면 깨서 칭얼거렸고.곧 복직을 앞둔 상황이라 어떻게든 밤수유를 끊으려 노력했지만 전혀 수유 시간 조절이 되지않았다...그.리.고 결정적인건.하루에이상을 기본으로 먹었다...초반이면 다행인데 이상까지 먹은날도 허다해 이젠 걱정이 되기시작....마침 대학병원 진료볼 일이있어 교수님께 여쭤보니.국내 분유 먹이세요... 라는 답변ㅋㅋ.....국내분유도 게워낸다구요ㅠㅠ....그러다 문득.. 아.. 소화가 너무 잘된다는데 배가 고파서 그런건가? 싶어 .맘카페에서 단계 한통을 구매해봤다...웬걸..?..그날밤 통잠의 기적을 보여주었고...순두부같은걸 게워내던것도 점차 나아졌다.....나는 단순히 아기가 소화를 못시켜 게워내니 전분이 없는 소화에 편한 프레를 먹인건데.재후는 그게 양이 안찻던 모양이다..단계를 먹이자 뭔가 드디어 배가 부른다는 표정으로 ...분이상을 혼자 못누워있던아인데.낮잠도 시간이상 자주고 밤에는 어쩌다 깰뿐 .. 너무너무 잘자주었다...정말정말 반전..아], 긍정 텍스트 확률 : 94.62%"
"[ ....환영합니다.요한이가 직접 사용하는 요한이의 후기예요...아기 요한이는 생후 개월부터 완분중이랍니다.신생아때는 다행히도 초유를 먹였고 혼합을 하다가.모유도 더이상 안나오고 관절이상으로 인해서.모유를 끊어야 해서 완분으로 갈아탔어요..사실 모유를 못 먹인다고 생각하니 너무 미안했는데요.알아보니 분유가 완전체 식품이라고 영양이.더 좋다고 해서 마음의 위안이 되더라고요 ..힙분유 단계힙분유힙프레힙분유직구 ], 긍정 텍스트 확률 : 84.20%"
"[ ....그리고 특히 모유의 습격편을 보니.환경호르몬에 노출된 모유의 질이 .분유보다 현저히 낮은걸 보니까..먹거리가 안 좋은 저라서 아무래도.모유보다는 분유가 더 낫겠구나 라는 생각도 들었네요..이왕 먹이는거 좋은 분유를 꼼꼼히 따져서 먹이면.모유보다 낫겠구나 싶어서 선택한힙분유..힙분유 단계힙분유힙프레힙분유직구 ], 긍정 텍스트 확률 : 69.98%"
"[ ....그리고 또하나의 장점.. 무전분 분유라서 그런지.물에 정말 잘 녹는답니다..어떤 분유랑 비교해도.정말 이렇게 잘녹는 분유는 없는거 같아요..특히 밤수할때는 분유가 물에 잘녹았는지.늘 확인을 잘해야하는데요.힙프레는 그냥 몇번 흔들면 이미 다 녹아버려서.분유뭉침이 진짜 전혀업는 분유랍니다..힙분유 단계힙분유힙프레힙분유직구 ], 긍정 텍스트 확률 : 96.20%"
"[ ..그래서 아직 소화력이 약하거나.역류현상으로 인해 게움이 많은 아기들.특히 신생아들에게 많이 추천하는 분유가.힙프레 분유가 아닌가 싶네요..힙분유 단계힙분유힙프레힙분유직구 ], 긍정 텍스트 확률 : 68.67%"
"[ ....힙 단계는 전분분유..그럼 힘프레와 힙단계의 차이는 무엇일까요?.둘다 같은 단계 같은 용량 같은 영양의 분유인데요..둘의 차이는 전분과 무전분이랍니다..힙프레는 무전분 분유.힙단계는 전분 분유..둘다 개월까지 먹일수 있는 같은 단계의 분유이고.신생아부터 개월사이의 아기에게 수유할때.전분과 무전분을 선택해서 분유를 고르시면 되어요..힙분유 단계힙분유힙프레힙분유직구 ], 긍정 텍스트 확률 : 88.29%"
"[ ..장점 을 말해보자면..소화가 더딥니다.그래서 배고픔이 덜하죠.즉 수유텀을 늘릴수 있어요..반대로 힙프레는 소화가 잘되어서.게움과 역류는 없지만 대신 금방 배가고파.수유텀이 짧아질수 있습니다..즉], 긍정 텍스트 확률 : 56.25%"
"[장점이 곧 단점도 될수 있는데요.. 힙분유 단계힙분유힙프레힙분유직구 ], 긍정 텍스트 확률 : 63.80%"
"[ ..힙프레와 힙단계를 함께 병행하는 이유는.이런 장점 및 단점 때문이랍니다..힙프레가 소화가 잘되어서 역류와 게움이 없지만.대신 빨리 소화되어서 수유텀이 짧아지기 때문에.밤수를 점점 끊어야 하는 아기들에게는.잠을 자야할 시간에 긴수유텀을 가질수 없고.중간 중간 배가 고파서 깨는 단점이 있어요..힙분유 단계힙분유힙프레힙분유직구 ], 긍정 텍스트 확률 : 79.37%"
"[ ....그래서 힙분유를 수유하시는 많은 맘님들이.힙프레와 힙단계를 함께 병행하는 경우가 많아요..힙분유 단계힙분유힙프레힙분유직구 ], 긍정 텍스트 확률 : 85.02%"
"[ ....입자를 보나 외관상으로 보나.둘의 차이는 거의 없어요..박스에 과 프레만 잘 확인하시고.헷갈리지 않게 잘 표시해서 보관하시면 될거 같아요..저는 개인적으로 힙분유가 잘 녹아서 좋았는데.힙프레가 무전분이라서 잘 녹은거 같았고.힙단계를 프레보다는 좀 덜 잘녹는거 같아요..힙분유 단계힙분유힙프레힙분유직구 ], 긍정 텍스트 확률 : 79.75%"
"[ ....그래도 여전히 다른 분유보다는 잘 녹는편이고.소화도 잘되는 편이라 정말 만족하면서 수유중이네요..힙분유 단계힙분유힙프레힙분유직구 ], 긍정 텍스트 확률 : 94.88%"
"[ ....사실 힙 단계를 섞어 먹이는 이유는..밤수의 수유텀을 좀더 늘여보고도 싶었고.또 계속 무전분 분유만 먹다보면.언젠가는 전분 분유를 먹어야 할텐데.무전분 분유에 장이 적응되어버려서.나중에 갈아타기가 너무 힘들까봐였는데요..역시 잘한 선택인거 같아요 ..힙분유 단계힙분유힙프레힙분유직구 ], 긍정 텍스트 확률 : 88.34%"
"[ ....물에도 잘녹는 힙분유.게움도 없는 힙분유.소화도 잘되고 응가까지 좋은 힙분유.정말 모든 면에서 만족스런 분유네요..▼ 힙프레 직구 및 힙분유 타는법], 긍정 텍스트 확률 : 95.82%"
"[ ...먼저 힙분유와 젖병을 준비해주세요 ], 긍정 텍스트 확률 : 64.83%"
"[ 저는 분유를 한번 다 녹인뒤에다시 물을 더 부어주어요 ], 긍정 텍스트 확률 : 86.65%"
"[ ...그리고 맛있는 맘마수유를 해주세요 ], 긍정 텍스트 확률 : 75.01%"
"[ .....힙분유 전분과 무전분의 차이.힙프레와 힙분유단계의 차이를 알아보았는데요..저는 두가지를 병행하는데 성공했답니다.하지만 혹여나 게움이 심한 아이라면.힙프레를 조금 더 먹이시고 도전해보세요 ...힙분유 단계힙분유힙프레힙분유직구.힙분유 단계힙분유힙프레힙분유직구. ], 긍정 텍스트 확률 : 62.86%"
"[ 포스팅이 도움이 되셨다면 공감 잊지마세요], 긍정 텍스트 확률 : 53.96%"
"[ ..야콩이 신생아때 변비에 걸려 고생했는데.생후 일부터 힙 분유를 먹인 뒤.변비도 없어지고 배변활동이 원활해져서.나는 힙 분유를 넘넘 사랑하고 있다..일단 내 아기랑 맞으면 그건 그냥 좋은거다.나에게 수호천사같은 힙 분유라지.인스타도 뜸한데 월중 그냥 한번 들어갔더니.힙 국내 런칭 주년 기념 이벤트중.당첨생각 안하고 그냥 감사덧글 남겼는데.왠걸.. 당첨되었다고.. 오마이갓 좋으다 ㅎㅎ.내가 주책맞게 넘 감사했나보다 ㅋㅋㅋ... ], 긍정 텍스트 확률 : 89.29%"
