"[ 스티로폼박스에 보냉제와 같이 들어있네요 ], 긍정 텍스트 확률 : 68.69%"
"[최저가로 꼽히는 쿠팡가격과 바로맘의 스페셜 공구 장당 단가 비교 입니다.], 긍정 텍스트 확률 : 66.23%"
"[ 이번 공구가격은 다시 보기 어려운스페셜 프로모션 가격입니다 네이처메이드오가닉이 흡수력이 좋다보니 다른 기저귀보다 기저귀 가는 횟수가 하루 평균 회 정도 줄어들수 있어요. 단계 사용하고 있는 개월 지금 기준으로 로 평균 일 정도 사용하는것 같아요. 개인차는 있을 수 있습니다 주문서링크 ], 긍정 텍스트 확률 : 98.82%"
"[모두가 쓰시겠지요 ㅠㅠ 한번 경험해보고 싶었는데], 긍정 텍스트 확률 : 77.49%"
"[가격이 조금 망설여졌다면 이번 기회에 한번 사용해보시는걸 추천해요.할인율이 더더더 대박이었다면 좋았겠지만], 긍정 텍스트 확률 : 97.26%"
"[정말 프리미엄 기저귀이기 때문에 이 가격 아래로는 어렵다고 하네요.또한 인당 박스까지만 구매 가능하세요.], 긍정 텍스트 확률 : 84.47%"
"[이런분들께 추천해요 . 출산선물 고민중이신분 출산을 앞두고], 긍정 텍스트 확률 : 61.17%"
"[혹은 출산을 한 지인들에게 어떤 선물을 보내야할지 고민이시라면 프리미엄 기저귀 추천드려요. 출산선물로 내복을 진짜 많이 받는데 막상 받으면 많이 못입힐때가 많아요.기저귀 선물 가장 간편하면서도 실용적이고 또 프리미엄 기저귀다 보니 받는 사람도 기분이 좋아요. 저렴한 기저귀로 출산 선물을 하기엔 쫌 그러니까요 .신생아를 키우시는분 네메오가 다른 기저귀들보다 단계가 낮은이유는 신생아부터 돌쯔음까지 아이들이 피부가 더 연하고 민감하기에 이런 시기의 아이들을 위해서만들어진 기저귀예요.신생아때는 기저귀를 자주 갈기도 하지만], 긍정 텍스트 확률 : 74.46%"
"[피부가 워낙 연하기때문에 자칫하면 발진이 생기기가 쉬워요. 돌전까지는 조금 더 예민하게 케어해주시기를 원하시는분들께 적극 강추해요..이미 네이처메이드나 네이처메이드오가닉을 사용하시는분 하기스의 네이처메이드라인은 다른 기저귀보다는 매당 단가가 조금 높은편이죠.그럼에도 이 라인을 애정하시는분들이 많아요. 저역시 저는 둘째도 첫째처럼 예민한 피부가 아니라고 생각하고], 긍정 텍스트 확률 : 68.53%"
"[잠깐 다른 기저귀를 채웠더니 우리 아이 소중이와 사타구니쪽에 빨간 발진이 올라와 몇일 식겁했었던 이야기를 했었죠. 알고보니 저희 둘째는 첫째랑은 조금 다르게 조금 예민한 피부였어요ㅠㅠ 평소 네이처메이드라인의 찐팬이라면 아래 설명 읽지 않으시고바로 공구에 참여 하셔서 조금 더 저렴하게 쟁여두시면 됩니다], 긍정 텍스트 확률 : 99.90%"
"[다리밴드 부분에 모두 사용되어 아이들 피부에 자극이 적어요.저희 아리군이 태어났을때부터 몸무게 상위권에 랭킹되며 꿀벅지를 자랑했는데요.기저귀 갈때 보면 허벅지 안쪽에 기저귀자국이 생기는거 보이실텐데네이처메이드오가닉 사용하면서는 이 기저귀자국이 보이지 않거나], 긍정 텍스트 확률 : 89.35%"
"[ 안면이 에어매쉬구조로 되어있어요. 이런 구조로 통기성이 타 기저귀보다 좋아 소변이 아기 피부에 닿는 면적은 최소화 해요.제가 타사 오가닉 라인 기저귀랑 비교 실험했던거 아시죠?다른 부분에서는 비슷했지만 통기성 실험에서는 네메오가 확실히 좋았어요.매일 하루종일 차고있는 기저귀니 얼마나 갑갑하겠어요 조금이나마 통기성 우수한 기저귀로 아이의 불편함을 덜어주세요.], 긍정 텍스트 확률 : 93.26%"
"[ 시중에 출시되어있는 오가닉 라인들과 성분표를 한번 비교해보세요오가닉 순면으로 만들어진 기저귀는 오직 하기스 네이처 메이드 오가닉밖에 없어요. 그렇기 때문에라는 숫자를 자랑스럽게 쓸수 있는거죠. 타사 오가닉라인 기저귀들은 면을 소량 함유하고], 긍정 텍스트 확률 : 89.45%"
"[그때마다 늘 샜어요. 극혐사진일수 있으니 작게 모자이크 할께요... ], 긍정 텍스트 확률 : 50.93%"
"[ 이런 일을 몇번 당하고 나서 안심 샘방지 포켓을 만나고 나니 정말 살것 같더라구요. 하기스의 다른 기저귀들도 이 안심샘방지포켓이 있는데요. 제가 직접 이 포켓을 손으로 만져보고 당겨보니 역시 촉감이 제일 부드러워요.아이 허리 부분에 닿는 부분이니까 신경써야겠죠.], 긍정 텍스트 확률 : 99.65%"
"[ 저는 일경부터 오늘 일이 될때까지 너무 잘 사용하고 있어요. 다른 부분 턱], 긍정 텍스트 확률 : 88.95%"
"[가슴 부분의 피부 트러블이 가끔 있었던적은 있지만 네이처메이드오가닉 사용하는 동안은 한번도 발진이 없었어요.사실 아이가 쓰는 모든 제품들을 모두 성분을 따져서 쓰기는 어려우니 문제가 생기고 나서야 알게 되는 경우가 많잖아요. 기저귀도 성분을 크게 따져본적은 없었지만], 긍정 텍스트 확률 : 95.61%"
"[확실히코튼면을 사용한 기저귀이기 조금 고가이지만믿고 사용하고 있어요. 그동안 고민한 하던 분들도 이번 기회에 한번 조금 더 착한 가격으로 경험해보셨으면 해요 이 기저귀는 직접 만져보고 사용해봐야지만이 다른점을 확실히 알수 있거든요 기저귀사이즈 네이처메이드오가닉은 밴드형만 나와요팬티형없음 단계. 단계단계단계 참고로 네이처메이드오가닉은 다른 하기스라인보다 길이가 살짝 길어요.저희아이는 개월부터정도 되어단계로 일찍 업 해줬어요.], 긍정 텍스트 확률 : 67.01%"
"[ 실제로 써본 분들의 리얼후기저역시도 밤기저귀], 긍정 텍스트 확률 : 84.41%"
"[비밀댓글로 남겨주시면 자세한 답변 도와드릴께요 본사에서 답변을 받아야 하는 경우는 답변이 조금 늦어질 수 있으니 이점 양해해주세요. 주문서링크 ], 긍정 텍스트 확률 : 84.19%"
"[.우리집 꼬맹이가 그러고보니 벌써 개월이 되었다 .이제는 어른이랑 비슷한 수준으로 간 되어 있는 대부분의 반찬을 먹긴 하지만 .그래도 아직까지 가장 좋아하는 최애 간식이 바로바로 팜투베이비 이유식 브랜드인 .팜투패밀리 에서 나오는 아기과자들 ..심지어 이 과자들은 우리 아가만 좋아하는게 아니라 살], 긍정 텍스트 확률 : 70.12%"
"[살 먹은 우리 형님네 아이들도 좋아하기에 .항상 떨어지지 않게 구비하곤 한다 .이번에 김장하러 가기 전에 아이들이 또 과자 엄청나게들 먹을 것을 대비하여 ㅋㅋㅋ .과자 주문할겸 집에 애기 먹을 주스도 똑 떨어져서. 이번에 유기농주스 새로 나왔길래 유기농주스도 주문 ], 긍정 텍스트 확률 : 98.83%"
"[ .. ....요즘 보다보니 반가운 광고가 있던게 바로바로 팜투베이비 가 광고에도 나오더라는.연예계 대표 잉꼬부부 중에 한 커플인 김효진유지태 배우 최근에 둘째도 낳아서 두 아이의 엄마아빠가 되었던데 그런 유지태가 팜비의 새로운 모델이 되어 등장하더라는 유지태가 선택한 이유식이니만큼 특별함이 남다른데 무엇이 더 특별하냐면 시중에서 판매되고 있는 배달이유식 중에서 가장 많은 유기농 재료를 사용해서 만들어졌다는 사실], 긍정 텍스트 확률 : 99.96%"
"[ ..특히 이번에 이유식 준비기 프로그램인 “굿스타트”가 친환경 원료만을 사용하는 이유식으로 리뉴얼 되었다는데 무농약 당근], 긍정 텍스트 확률 : 99.45%"
"[무농약 감자], 긍정 텍스트 확률 : 51.42%"
"[무농약 양배추], 긍정 텍스트 확률 : 51.42%"
"[무농약 청경채], 긍정 텍스트 확률 : 51.42%"
"[무항생제 한우 ], 긍정 텍스트 확률 : 51.42%"
"[무항생제 닭가슴살 을 이용한 배달 이유식이다보니 우리 아이들에게 안심하고 먹일 수 있다는 것..심지어 판매하고 있는 아기 간식들도 유기농 재료들을 아낌없이 사용하고 있는데 ], 긍정 텍스트 확률 : 85.49%"
"[ .그만큼 건강한 친환경이유식 이기에 두 아이의 아빠인 유지태가 선택한 유지태이유식이 된 비결이겠지?.나도 아무래도 워킹맘이었다보니까 항상 아이에게 모든 이유식을 만들어 줄수는 없어서.직접 만들어먹일때도 있었지만 배달이유식 의 도움을 많이 받았는데], 긍정 텍스트 확률 : 97.50%"
"[.여러가지 이유식을 주문해서 테스트해봤지만 우리 아이가 가장 잘 먹었던 배달이유식은.친환경이유식 으로 소문난 팜투베이비 였다..홈페이지에서 이유식 팩 무료체험 운영하고 있어서 아이가 잘 먹나 안먹나 테스트해보고.고를 수 있으니 더욱 좋음], 긍정 텍스트 확률 : 99.69%"
"[ 포인트 적립도 해주고 .첫 구매를 하게 되면 무려 ], 긍정 텍스트 확률 : 50.64%"
"[포인트를 추가 적립해주는 통큰 이벤트. ], 긍정 텍스트 확률 : 50.95%"
"[ .나도 이 기회를 이용해서 추가 퍼센트 할인 받아서 아이간식 주문 했는데 .이번에 처음으로 주문해본 유기농주스 .근데 정말정말 너무 잘마신다..맛있냐고 물어봤더니 대답도 안하고 쉬지 않고 먹는게 정녕 맛있다는 증거 .내가 살짝 먹어보니까 당근 맛도 꽤나 나던데 그래도 엄청 잘 먹음 ㅋㅋ .굿 초이스.. ], 긍정 텍스트 확률 : 99.42%"
"[ .매일매일 유기농 아기 간식과 함께하는 우리 아이 일상.지난번에 김장하러 시댁 갈때도 챙겨갔더니 .역시나 이번에도 우리 형님네 실 살 아이들도 참 잘먹었던 .팜투패밀리 오가닉 라이스퍼프 레인보우칩 ..초등학교 학년도 이 과자 어디 사냐고 물어보는 마성의 아이간식 ㅋㅋㅋㅋ. ], 긍정 텍스트 확률 : 99.90%"
"[ .개월이나 된 우리 아이도 이렇게 좋아하고 잘 먹는데 당연히 어린 아이들은 더더욱 잘 먹을거고.우리 아이 이유식을 온통 책임져주었던 팜투베이비..리뉴얼되어 더더욱 많은 친환경 재료로 만들어진.배달이유식 이다보니 자신있게 다른 사람들에게도.추천할만한 유지태이유식], 긍정 텍스트 확률 : 99.92%"
"[ .이유식만큼 아이간식도 넘 좋고 또 배도라지나 유기농김도 아이가 엄청 잘 먹어서 .정말 자주 이용하는 배달이유식..이번에 하이프레시에도 입점했다는 좋은 소식이 있던데 그래서 입점 기념 이벤트가 빵빵하다고.하이프레시에서 이유식], 긍정 텍스트 확률 : 99.97%"
"[유아식 전제품 구매 하면 거버 오가닉 개 증정하고 있고 .유기농 건강한 김 세트개 구매 시 거버 오가닉 개를 증정 .그리고 이유식 정기 식단 상시할인정기 식단 주문 시 네슬레 거버 오가닉종 세트 증정 하고.정기 식단 주문 시 해피랜드 손수건 증정소진 시 까지 하고 있다고 한다 ...좋은 재료가 만드는 좋은 친환경이유식.앞으로도 계속해서 만나요 팜투베이비 .. ..팜투베이비로부터 제품만을 제공받아 작성된 후기입니다], 긍정 텍스트 확률 : 55.33%"
"[. .?팜투베이비팜투베이비. .?아기반찬추천아기반찬추천. .?친환경이유식친환경이유식이유식준비배달이유식팜투베이비해피백. .?중기이유식중기이유식초기이유식출산축하선물후기이유식....저는팜투베이비의 배도라지주스 애용자예용.이유식도 먹여보았고 이제 아기가 개월이라 다양한 먹거리를 접하게 되어..이번엔 팜투베이비의 간식라인을 소개해드려요..포장도 튼튼하게 잘되어 왔어요 ], 긍정 텍스트 확률 : 74.18%"
"[ 그리구 울딴딴이가 좋아하는간식 스낵라인통에 든 오가닉 라이스퍼프스 레인보우볼], 긍정 텍스트 확률 : 87.34%"
"[치즈볼과 딸기볼사이즈도 아기 손톱만한 크기라 한입에 쏙 넣기 좋아요.손가락으로 집어먹으니 소근육발달에도 좋구요 ], 긍정 텍스트 확률 : 95.21%"
"[ 색감만으로도 아기들은 단번에 알아차리죠ㅎㅎ아침에 펼쳐놓고 사진찍으니], 긍정 텍스트 확률 : 74.96%"
"[ 그리고 오늘 야외에 놀러간김에 들고간 스윗스틱 망고맛. ], 긍정 텍스트 확률 : 51.99%"
"[ 엄마 맛있어유♡♡ ], 긍정 텍스트 확률 : 53.00%"
"[ 많이 먹어 울 아가♡♡참..대견한 팜투베이비의 대단한 이벤트도 참여해보시구요.요건.친환경브랜드 대상 연속년수상 기념으로], 긍정 텍스트 확률 : 84.64%"
"[팜베이유식하시는분들을 위한 이벤트도 참여해보세요 ], 긍정 텍스트 확률 : 50.60%"
"[ .... 본 포스팅은 업체로부터 제품을 지원받아 작성한 후기입니다 . ], 긍정 텍스트 확률 : 54.54%"
"[지난주 목요일 월일엔젤맘 기의 차 정모가 있었답니다.회사가 많이 바쁘지만정말 너무 가고싶어했던 저를 위해신랑님께서 연차를 무리해서 내주어서정말 고마운 마음으로 마음편히 다녀왔어요결과적으로 말하자면 안갔으면 큰일날뻔했어요우히히그 이유는 이제부터 알려드릴께요 ], 긍정 텍스트 확률 : 68.33%"
"[ 우선 사진은 못찍었지만 이날의 컨셉은 호텔ㅋㅋㅋ언제나 유쾌하신 엔버지님께서 친히 와인?을 따라주셨지요화이트 와인과 레드 와인중에 고르라하셔서전 화이트와인당연히 화이트 와인은 사과주스 ᄏᄏᄏ레드와인은 포도주스였다지요다행히 같은 테이블에 앉았던 분도저번에 모임때 같은 테이블이었었기에이런저런 대화도하고잠깐의 시간이었지만 즐거웠답니다.], 긍정 텍스트 확률 : 81.37%"
"[ 꿈비에 앞으로 출시될 아이템들도 설명해주셨어요.이미 너무 잘 사용하고 있는오가닉그라운드의 수딩크림 을 시작으로정말 다양한 제품들이 쏟아져 나오더라고요. 매트가 퍼즐형태 로 출시되는데소음절감효과도 뛰어나고가성비나 실용성인부분에서 굿이라고하니완전 기대되더라고요.그리고 그다음으로는 지금 열심히 사용하는트윈스타 플러스의 패밀리사이즈오오지금보다 더 커지면넘나 좋잖아요두근두근하게 만드는 꿈비마지막은프리미엄 양면 중 코팅 자이언트 매트역시 매트는 리코코청소도 진짜 쉽고넘나 좋아요나중에 자이언트를 하나 따로 구매할까 고민중이랍니다.설명까지 자세하게 듣고나니 역시 꿈비완전완전 두근두근 기대가 되었어요. ], 긍정 텍스트 확률 : 100.00%"
"[ 금강산도 식후경이라고시간이 되니 점심식사도 주셨답니다.캬다시봐도 또먹고싶은맛있는 도시락정말 육아를 시작하면서 남이해주는 밥은 다 맛있지만더 맛나게 먹었어요 ], 긍정 텍스트 확률 : 94.60%"
"[ 밥을 먹은 뒤에는 뜬금없는 레크레이션시간이 있었답니다레크레이션 시간은?선물주는 시간ㅋㅋㅋ운좋게도 같은 테이블에서 가위바위보를 이겨서조 앞쪽에 있는 예쁜 별모양 쿠션도 겟했답니다.아이넘나좋아요감사했습니다지목하기 게임으로 스타벅스 쿠폰까지 얻었다지요정말 재미있으신 엔버지님 덕분에 웃음과 선물까지 모두 얻을 수 있는 시간이었답니다. ], 긍정 텍스트 확률 : 92.53%"
"[ 그리고 이날은 엔젤맘으로 활동하면서꿈비에게 궁금했던 점들을 풀어주시는 시간은 진행해주셨는데요.오전시간에는 담당자분들께서 궁금증을 풀어주시고오후에는 최진희 공동대표님께서 자세하게 풀어주셨답니다우선 한회사의 대표라기보다여자대 여자로써 설명해주시는 모습에 감동 또 감동그리고 한마디한마디에서 꿈비에 대한 애정이 폴폴 풍기더라고요.그 모습이 얼마나 멋지던지자세한 설명들 너무너무 감사했습니다 ], 긍정 텍스트 확률 : 99.95%"
"[ 정말 유익하고 즐거운 시간을 보냈기에정말 끝났나보다 생각했는데요끝이 아니었어요정말 서포터즈를 그냥 서포터즈가 아닌마음으로 대해준다는 느낌을 주는 꿈비이번에는 드라이플라워 꽃다발 만들기를 진행했답니다.바로 얼마전에 에서 진행했던 교육이라는데먼저 맛보라고 준비하셨다고해요.이러면더더더 기대하게 되잖아요무조건 마지막까지 열심히해서 고고할랍니다 ], 긍정 텍스트 확률 : 59.18%"
"[ 그래도 요렇게 완성했어요뭔가 뿌듯하고 기분전환도 되고....이제 딱 출산한지 반년이 지나가는데그동안 혼자외출한건 꿈비 정모가 전부였던 것 같은데그때마다 항상 힐링받고 돌아온 것 같아서정말 너무 기분 좋더라고요. ], 긍정 텍스트 확률 : 71.96%"
"[ 그리고 이렇게 즐거운 시간도 보냈는데집에올때는 선물까지 챙겨주시더라고요.바로 미미루 낮잠이불세트정말 선물은 기대도 안하고 왔는데한가득 받아들고 돌아오니정말 너무너무 감사하더라고요.이러니 다들 주위에서서포터즈는 꿈비가 최고다라고 하는 거구나저도 다시 한번 생각하게 되었답니다.이런 꿈비에서 곧 기도 모집한다고하니다들 대기하고계세용가장빠르게 제가 알려드릴게요ㅎㅎㅎ기를 모집한다니 기인 저도 곧 끝나가나봅니다.흑 이렇게 슬플수가하지만 괜찮아요. 저에겐 가 있으니까요. ], 긍정 텍스트 확률 : 100.00%"
"[ 늘 감사합니다.질척거림이 있는 에서 만나요넵넵저 평생 질척거리고 싶습니다ㅋㅋㅋ가게해주세요 ], 긍정 텍스트 확률 : 96.80%"
"[ 오랜만에 한아이의 엄마가아닌한여자로써 즐거운 시간보내게 해주셔서 정말 감사합니다사랑해요꿈비 ], 긍정 텍스트 확률 : 99.83%"
"[ 안녕하세요 민사임당이에요 제가 시판이유식으로 울아들 팜투베이비도 잘 먹였는데요. 팜투베이비에서 해피백이란게 있다는거 아시나요 ㅋㅋ 매월 이벤트로 명에게 팜투베이비 해피백을 나눠주는데요 이번에 우수후기로 당첨되어 받아서 소개해드릴려고해요 ㅋㅋ 요즘 유지태씨가 로 좋은 재료 좋은 이유식이라고 선전하고 있는 팜투베이비 다들 한번쯤은 보시기 않으셨어요? 유지태씨가 아이의 같은 부모로서 더욱 믿음이 생기는거 같은대요. 신뢰감이 업업된다고 할까요 친환경 제품이라는것과 이미지가 만드는거 같은데요 울아들 친환경 먹이고 싶은 엄마의 마음ㅋㅋㅋ 하이튼 저는 에서 를 보았는데요 다들 보셨는지 모르겠어요 ㅋㅋ 팜투베이비 회원 가입후에 신청하시면 되는데 이때 준비서류가 있어요 주민등록번호는 뒷자리 모자이크 해서 자녀가 포함되어 있는 주민등록등분이나 가족관계증명서를 첨부해주시면 되구요 명이니까 빠르게 신청하시면 더욱 당첨될 확률이 높아지지 않을까요? 매월 진행 하고 있으니까 월 놓쳤다고 아쉬워 하시지 마시고 월도 도전해주세요 아이가 개월 전이라면 말이죠. 대신 당첨 미션이 있어요 후기 작성해주시면 되요 ㅋㅋㅋ 저처럼 블로그도 괜찮구요 ㅋㅋ ], 긍정 텍스트 확률 : 95.18%"
"[ 여기에 들어가셔서 확인하셔도 되요ㅋㅋ당첨도 있는데요 . 팜투베이비 공식 인스타그램 팔로우 후 본 이벤트 게시물에 좋아요와 댓글로 참여해주세요 인스타그램 댓글에 홈페이지 를 기재해주셔야하구요. 블로그 ], 긍정 텍스트 확률 : 56.03%"
"[ 먼저 아기가과자 오가닉라이스퍼프 종 랜덤증정이 ㅚ구요 이유식 및 상품 할인 쿠폰올담 물티슈 매 개 이유식스푼 개월부터 사용가능해요스푼 포크 세트개월부터 사용가능해요여행가서 쓰기 좋은 바디워시 바디로션], 긍정 텍스트 확률 : 61.48%"
"[ 생각보다 다양하게 들어있어서 놀랬구요. 저는 수유패드는 필요없지만], 긍정 텍스트 확률 : 73.91%"
"[베베가닉은 알고있었는데 말이죠. 궁금하니까 그라운드플랜 먼저 써봐야할 듯 해요 ㅋㅋㅋ 타사 출산선물박스 같은경우엔 솔직히 그닥 탐나는 제품군이 없었는데 팜투베이비 구성품 좋으네요 우선 보냉가방의 퀄리티 부터 높으니 더더더욱 맘에 드는거 같아요 ㅋㅋ ], 긍정 텍스트 확률 : 98.96%"
"[ 이유식을 시작하는 아기를 둔 엄마라면 어서 신청해보세요 팜투베이비 해피백 은근 괜찮은 구성으로 제맘을 사로 잡았네요 ㅋㅋㅋ ], 긍정 텍스트 확률 : 90.87%"
"[잘 만든 배달이유식을 이용해라워킹맘 이어서 이유식에 집중할 시간이 없다?아이와 놀아주기도 빠듯한 시간인데??퇴근하고 집에 오면 아이가 잠드는 시간 직전까지아이에게 집중하고 싶은 워킹맘들 이잖아요.엄마 아빠 없이 보내는 낮시간이 안쓰러워 말이죠. 전업맘 이라고 다를까요??독박육아라도 하면 육체적으로 더 고달픈 전업맘들이래저래 힘든 이유식이네요 ㅎㅎ정성껏 만들어도 아이가 즐겁게 먹어주면 다행인데입 꾹 다물고 도리도리하면슬퍼지는 그 마음은ㅠㅠ만들기도 힘들지만..먹이기도 힘든 것이 이유식인 것 같아요....], 긍정 텍스트 확률 : 100.00%"
"[ 그렇게 해서 만나본파스퇴르 아이생각배달이유식많은 배달이유식 업체들이 있는데요.개인 배달이유식에서부터 업체 배달이유식까지저는 파스퇴르라는브랜드에 대한 신뢰감 이 먼저였어요 그리고무균이유식 으로 보관기한이 길다라는 점한 끼 식사 를씩 두 팩으로 나뉘어소포장되어있다는 점이 마음에 쏙 들었지요큰 업체에서 꾸리는 배달이유식이다 보니], 긍정 텍스트 확률 : 86.63%"
"[ 한 번에 대량생산해서 판매하나 싶었는데일일 오후 시 주문을 마감 하고당일 주문수량에 맞춰 재료를 다듬고만들어 배송하는 시스템을 가지고 있다고 해서더 믿음이 가는 파스퇴르 아이생각이에요], 긍정 텍스트 확률 : 82.77%"
"[ 이유식은 아이들마다 먹는 양이 정말 달라요를 겨우 먹는 아이들이 있는가 하면도 넘는 양을 먹어주는 아이들도 있지요파스퇴르 아이생각 이유식은한 끼 식사 을씩 두 팩으로 소포장되어 있어요때문에 적게 먹는 아이들은 한 팩씩 먹이면 되기에따로소분하여 보관할 번거로움도 없고남는 양을 아깝게 버릴 일도 없지요반대로잘 먹는 아가들은 팩도먹을 수 있고한 끼라 할지라도 다양한 맛을 추구한 아이들은한 끼에 다른 맛을 한 팩씩 먹을 수도 있겠더라고요], 긍정 텍스트 확률 : 99.93%"
"[ 파스퇴르에서는 초기], 긍정 텍스트 확률 : 66.05%"
"[ 완료기 이유식은 세 기준으로 제시하고 있어요.초기중기후기완료기단계로입자 크기나 되직함에 따른 식단을 선택할 수 있고추천식단선택식단 으로 나뉘어엄마가 직접 선택식단으로 골라 주문하거나선택의 고민이 될 때는추천식단으로 주문 할 수 있어균형 잡힌 영양 식단이 가능 해서 좋더라구요내 아이가 잘 먹는 건가], 긍정 텍스트 확률 : 86.27%"
"[탄수화물 등 이유식의주요 영양소에는 영향을 미치지 않는다고 하니안심하고 무균이유식을 먹일 수 있겠어요], 긍정 텍스트 확률 : 57.89%"
"[ 전자레인지 초 돌리고 섞어주기아이가 바로 먹어도 딱 좋을 정도의따뜻함 이에요파스퇴르 이유식육수 의 비법일까요?먹음직스러운 양파향이 마구마구 풍겨요단호박새송이버섯한우 죽집에서 만든 이유식은 아이의 기호성을 위해달달한 야채육수에만 집중했거든요.어떻게 인공첨가물 없이 이렇게 맛있는 향이 나는지??전문가의 비법은 역시 다른 건가?ㅎㅎ입맛이 까다로운 아이 입맛을 잡을 수 있겠다 싶었네요], 긍정 텍스트 확률 : 50.14%"
"[ 후기이유식개월입자 농도확인하세요후기이유식답게밥알은 탱글하게살아있고], 긍정 텍스트 확률 : 57.08%"
"[ 내용물의단호박은 으깨어 있고], 긍정 텍스트 확률 : 66.45%"
"[ 새송이버섯의작은 입자 가 보이네요.농도는무른 죽 의 느낌이에요.스푼에 부드럽게 담아지지만 흘러내리진 않아요.조금 더 되직한 농도와 큰 입자의완료기 이유식개월도 있어요.아이마다 이유식 진행상황과 선호도가 다르니단계에 맞춰서 고르면 될 듯 합니다], 긍정 텍스트 확률 : 85.95%"
"[어서 내놓으라고 성화인 라오 꼬맹이평소의 엄마가 만든 이유식과는 다른감칠맛 나는 향을 느꼈나 봐요이런 반응 오랜만이네요 ㅋㅋㅋㅋ], 긍정 텍스트 확률 : 75.58%"
"[ 한 팩끼 거의 다 먹어갈 때쯤], 긍정 텍스트 확률 : 77.88%"
"[ 요즘 라오가 이앓이 때문에이유식을 잘 먹을 때도 있고..어떤 때는 배만 채우고 먹기 싫다 할 때도 있어서덜어서 먹이거나.. 그렇지 못할 때는남은 양은 버리게 되는 경우가 많았었거든요.한 끼에 두 팩으로 나누어 포장 되어 있으니따로 소분하지 않아도 되고], 긍정 텍스트 확률 : 61.33%"
"[ 배우 신지수님도 강추하고 있는 파스퇴르 아이생각평소 신뢰하던 파스퇴르라는 브랜드에서 만든위생적인 제조 공정의 믿음직스러운 이유식이라서더 마음이 가지 않나 싶습니다], 긍정 텍스트 확률 : 89.60%"
"[신나게 놀고신나게 논만큼 푹 자고 일어나서 또 먹고??ㅋㅋㅋ라오야 오늘도 신나게 놀아 보자 .... ], 긍정 텍스트 확률 : 61.99%"
"[ ♥월 아이생각 런칭 주년 특별할인 ♥ 놓치지 마시길파스퇴르 아이생각 넘 열일하시는 거 아닙니까???나 할인하면 꼭 사야지요이번에 넉넉하게 한달 치 미리 주문해두려구요 ], 긍정 텍스트 확률 : 100.00%"
"[ ..이 포스트는 롯데푸드로부터 무료제품을 제공받았으며.저의 솔직한 이야기를 담았습니다. ], 긍정 텍스트 확률 : 60.53%"
"[누나가 밖에서 걸려온 열감기에... 동생은 약 주 간 죽어난다싶을 정도로 고생했어요. 년 살면서 참 많이 아팠던 터라 이번엔 무사히 넘겼음 좋겠다 싶었거든요. 근데 돌잔치 대신하기로 한 가족식사도 취소할 만큼 아프고 고열에 후두염까지 심해서 한동안 밥을 못 먹었어요. 그 동안 열심히 증량했던 거 다 도로아미타불되겠다 싶은데], 긍정 텍스트 확률 : 91.00%"
"[심적 여유도], 긍정 텍스트 확률 : 51.25%"
"[한 숟갈 먹더라도 영양소 골고루 먹으라고 골라봤어요. ], 긍정 텍스트 확률 : 66.83%"
"[ 지금 친환경 브랜드 대상 년 연속 수상해서 대견한 팜투베이비의 대단한 이벤트 중이에요. 이벤트 기간 내 첫 구매하면할인이 되거나 만원 이상 구매시 보냉백 증정행사가 있더라구요. 여름 들어오면서 아이스팩도 증량해서 더운 날씨 대비해줘서 진짜 좋아요. 팜투베이비 아이스팩 상자만 봐도 기쁘더라구요. 흑. 이번 주는 이유식 만들기 해방인가보당. ], 긍정 텍스트 확률 : 99.82%"
"[ 요번엔 아이 아픈 것도 있고], 긍정 텍스트 확률 : 86.08%"
"[아쁘고나선 이유식 한두숟갈 먹고 안 먹기를 일주일 쯤... 사람 미치겠다싶어 배달이유식 주문하고 약 쭉 먹이고 후두염 점차 가라앉으니 하루는 완료기 이유식 절반 먹고 그 다음날은 삼분의 이 먹고 그 다음날은 사분의 삼 먹고.. 지금은 두어 숟갈남기고 다 먹어요. 완료기 이유식이 인데 반찬 양까지 생각함 아이 양 껏 먹은 거겠지 싶어요.], 긍정 텍스트 확률 : 98.76%"
"[ 아이가 아프고나니깐 평소에 재료 상관없이 잘 먹었는데], 긍정 텍스트 확률 : 63.62%"
"[유독 한우 들어간 이유식을 더 잘 먹더라구요. 그리고 연어채소진밥도 고소한 참기름 냄새가 나서 그런지 완전 잘 먹었어요. 아이 아프고보니 밥 한숟갈 뜨는 게 꼭 수능시험 한 문제 같더라구요. 혹여아이가 이유식 잘 안 먹으면 참기름 한두방울씩 넣어서 먹어보면 풍미가 살아날 듯 싶더라구요.], 긍정 텍스트 확률 : 93.73%"
"[ 요건 꽤나 구색 갖춰 식판에 놔줬어요. 팜투베이비 홍메기살진밥이에요. 위에 아기치즈 반 장 나눠서 올려주고 두부부침], 긍정 텍스트 확률 : 54.50%"
"[애호박부침해줬네요. 사실 이날은 고기도 뭣도 없어서 영양적으로 식사 균형이 부실하면 어쩌나 싶었는데 다행히 팜투베이비 완료기 이유식이 있잖아요. 영양과 칼로리 등 아기 나이에 맞게 영양설계 다해서 만든 진밥과 함께 먹이니 반찬 부담이 좀 덜어지더라구요. 반찬이 약간 부실해도 진밥에 다른 재료가 골고루 들어가있어 이렇게요 ㅎㅎ], 긍정 텍스트 확률 : 86.71%"
